Model Year,Regulatory Class,Vehicle Type,Reported quantity,Reported value
2003,Car,Car SUV,Real-world highway fuel economy (MPG),22.731
2004,All,All,Real-world highway fuel economy (MPG),22.433
2004,Car,All Car,Real-world highway fuel economy (MPG),27.015
2004,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),27.409
2004,Truck,All Truck,Real-world highway fuel economy (MPG),18.946
2004,Truck,Truck SUV,Real-world highway fuel economy (MPG),18.953
2004,Truck,Pickup,Real-world highway fuel economy (MPG),17.821
2004,Truck,Minivan/Van,Real-world highway fuel economy (MPG),22.675
2004,Car,Car SUV,Real-world highway fuel economy (MPG),23.1
2005,All,All,Real-world highway fuel economy (MPG),23.096
2005,Car,All Car,Real-world highway fuel economy (MPG),27.155
2005,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),27.631
2005,Truck,All Truck,Real-world highway fuel economy (MPG),19.452
2005,Truck,Truck SUV,Real-world highway fuel economy (MPG),19.205
2005,Truck,Pickup,Real-world highway fuel economy (MPG),18.094
2005,Truck,Minivan/Van,Real-world highway fuel economy (MPG),22.752
2005,Car,Car SUV,Real-world highway fuel economy (MPG),23.206
2006,All,All,Real-world highway fuel economy (MPG),23.41
2006,Car,All Car,Real-world highway fuel economy (MPG),27.083
2006,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),27.477
2006,Truck,All Truck,Real-world highway fuel economy (MPG),19.731
2006,Truck,Truck SUV,Real-world highway fuel economy (MPG),19.671
2006,Truck,Pickup,Real-world highway fuel economy (MPG),18.38
2006,Truck,Minivan/Van,Real-world highway fuel economy (MPG),23.096
2006,Car,Car SUV,Real-world highway fuel economy (MPG),23.501
2007,All,All,Real-world highway fuel economy (MPG),23.955
2007,Car,All Car,Real-world highway fuel economy (MPG),27.786
2007,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),28.333
2007,Truck,All Truck,Real-world highway fuel economy (MPG),19.998
2007,Truck,Truck SUV,Real-world highway fuel economy (MPG),20.332
2007,Truck,Pickup,Real-world highway fuel economy (MPG),18.519
2007,Car,Car SUV,Real-world highway fuel economy (MPG),23.754
2007,Truck,Minivan/Van,Real-world highway fuel economy (MPG),23.124
2008,All,All,Real-world highway fuel economy (MPG),24.398
2008,Car,All Car,Real-world highway fuel economy (MPG),28.005
2008,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),28.54
2008,Truck,All Truck,Real-world highway fuel economy (MPG),20.543
2008,Truck,Truck SUV,Real-world highway fuel economy (MPG),20.92
2008,Truck,Pickup,Real-world highway fuel economy (MPG),18.917
2008,Car,Car SUV,Real-world highway fuel economy (MPG),24.386
2008,Truck,Minivan/Van,Real-world highway fuel economy (MPG),23.475
2009,All,All,Real-world highway fuel economy (MPG),26.039
2009,Car,All Car,Real-world highway fuel economy (MPG),29.157
2009,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),29.649
2009,Truck,All Truck,Real-world highway fuel economy (MPG),21.389
2009,Truck,Truck SUV,Real-world highway fuel economy (MPG),22.195
2009,Truck,Pickup,Real-world highway fuel economy (MPG),19.458
2009,Car,Car SUV,Real-world highway fuel economy (MPG),25.274
2009,Truck,Minivan/Van,Real-world highway fuel economy (MPG),23.703
2010,All,All,Real-world highway fuel economy (MPG),26.189
2010,Car,All Car,Real-world highway fuel economy (MPG),29.902
2010,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),30.49
2010,Truck,All Truck,Real-world highway fuel economy (MPG),21.659
2010,Truck,Truck SUV,Real-world highway fuel economy (MPG),22.609
2010,Truck,Pickup,Real-world highway fuel economy (MPG),19.439
2010,Car,Car SUV,Real-world highway fuel economy (MPG),26.515
2010,Truck,Minivan/Van,Real-world highway fuel economy (MPG),23.738
2011,All,All,Real-world highway fuel economy (MPG),25.863
2011,Car,All Car,Real-world highway fuel economy (MPG),29.646
2011,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),30.251
2011,Truck,All Truck,Real-world highway fuel economy (MPG),22.013
2011,Truck,Truck SUV,Real-world highway fuel economy (MPG),22.778
2011,Truck,Pickup,Real-world highway fuel economy (MPG),19.911
2011,Car,Car SUV,Real-world highway fuel economy (MPG),27.069
2011,Truck,Minivan/Van,Real-world highway fuel economy (MPG),24.505
2012,All,All,Real-world highway fuel economy (MPG),27.303
2012,Car,All Car,Real-world highway fuel economy (MPG),31.202
2012,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),32.094
2012,Truck,All Truck,Real-world highway fuel economy (MPG),22.273
2012,Truck,Truck SUV,Real-world highway fuel economy (MPG),23.0
2012,Truck,Pickup,Real-world highway fuel economy (MPG),19.909
2012,Car,Car SUV,Real-world highway fuel economy (MPG),26.843
2012,Truck,Minivan/Van,Real-world highway fuel economy (MPG),25.053
2013,All,All,Real-world highway fuel economy (MPG),27.977
2013,Car,All Car,Real-world highway fuel economy (MPG),32.048
2013,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),32.897
2013,Truck,All Truck,Real-world highway fuel economy (MPG),22.807
2013,Truck,Truck SUV,Real-world highway fuel economy (MPG),23.916
2013,Truck,Pickup,Real-world highway fuel economy (MPG),20.24
2013,Car,Car SUV,Real-world highway fuel economy (MPG),28.105
2013,Truck,Minivan/Van,Real-world highway fuel economy (MPG),24.834
2014,All,All,Real-world highway fuel economy (MPG),27.888
2014,Car,All Car,Real-world highway fuel economy (MPG),32.005
2014,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),32.938
2014,Truck,All Truck,Real-world highway fuel economy (MPG),23.48
2014,Truck,Truck SUV,Real-world highway fuel economy (MPG),24.81
2014,Truck,Pickup,Real-world highway fuel economy (MPG),20.879
2014,Car,Car SUV,Real-world highway fuel economy (MPG),28.12
2014,Truck,Minivan/Van,Real-world highway fuel economy (MPG),25.031
2015,All,All,Real-world highway fuel economy (MPG),28.468
2015,Car,All Car,Real-world highway fuel economy (MPG),32.711
2015,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),33.707
2015,Truck,All Truck,Real-world highway fuel economy (MPG),24.24
2015,Truck,Truck SUV,Real-world highway fuel economy (MPG),25.187
2015,Truck,Pickup,Real-world highway fuel economy (MPG),21.715
2015,Car,Car SUV,Real-world highway fuel economy (MPG),28.763
2015,Truck,Minivan/Van,Real-world highway fuel economy (MPG),25.443
2016,All,All,Real-world highway fuel economy (MPG),28.479
2016,Car,All Car,Real-world highway fuel economy (MPG),32.99
2016,Truck,All Truck,Real-world highway fuel economy (MPG),24.359
2016,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),33.956
2016,Truck,Truck SUV,Real-world highway fuel economy (MPG),25.41
2016,Truck,Pickup,Real-world highway fuel economy (MPG),21.802
2016,Car,Car SUV,Real-world highway fuel economy (MPG),29.763
2016,Truck,Minivan/Van,Real-world highway fuel economy (MPG),25.474
2017,All,All,Real-world highway fuel economy (MPG),28.685
2017,Car,All Car,Real-world highway fuel economy (MPG),33.727
2017,Truck,All Truck,Real-world highway fuel economy (MPG),24.6
2017,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),34.976
2017,Truck,Truck SUV,Real-world highway fuel economy (MPG),25.65
2017,Truck,Pickup,Real-world highway fuel economy (MPG),21.813
2017,Car,Car SUV,Real-world highway fuel economy (MPG),29.949
2017,Truck,Minivan/Van,Real-world highway fuel economy (MPG),26.381
2018,All,All,Real-world highway fuel economy (MPG),28.778
2018,Truck,All Truck,Real-world highway fuel economy (MPG),25.052
2018,Car,All Car,Real-world highway fuel economy (MPG),34.315
2018,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),35.53
2018,Truck,Truck SUV,Real-world highway fuel economy (MPG),26.351
2018,Truck,Pickup,Real-world highway fuel economy (MPG),21.968
2018,Car,Car SUV,Real-world highway fuel economy (MPG),30.889
2018,Truck,Minivan/Van,Real-world highway fuel economy (MPG),26.986
2019,All,All,Real-world highway fuel economy (MPG),28.528
2019,Truck,All Truck,Real-world highway fuel economy (MPG),25.194
2019,Car,All Car,Real-world highway fuel economy (MPG),34.186
2019,Truck,Truck SUV,Real-world highway fuel economy (MPG),26.811
2019,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),35.521
2019,Truck,Pickup,Real-world highway fuel economy (MPG),21.872
2019,Car,Car SUV,Real-world highway fuel economy (MPG),30.94
2019,Truck,Minivan/Van,Real-world highway fuel economy (MPG),26.513
2020,All,All,Real-world highway fuel economy (MPG),28.999
2020,Truck,All Truck,Real-world highway fuel economy (MPG),25.48
2020,Car,All Car,Real-world highway fuel economy (MPG),35.556
2020,Truck,Truck SUV,Real-world highway fuel economy (MPG),26.819
2020,Car,Sedan/Wagon,Real-world highway fuel economy (MPG),36.467
2020,Truck,Pickup,Real-world highway fuel economy (MPG),22.049
2020,Car,Car SUV,Real-world highway fuel economy (MPG),32.707
2020,Truck,Minivan/Van,Real-world highway fuel economy (MPG),26.391
1975,All,All,Real-world CO2 emissions (g/mi),680.596
1975,Car,All Car,Real-world CO2 emissions (g/mi),660.637
1975,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),660.466
1975,Truck,All Truck,Real-world CO2 emissions (g/mi),763.861
1975,Truck,Pickup,Real-world CO2 emissions (g/mi),745.881
1975,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),800.194
1975,Truck,Truck SUV,Real-world CO2 emissions (g/mi),806.391
1975,Car,Car SUV,Real-world CO2 emissions (g/mi),798.524
1976,All,All,Real-world CO2 emissions (g/mi),625.022
1976,Car,All Car,Real-world CO2 emissions (g/mi),598.141
1976,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),597.858
1976,Truck,All Truck,Real-world CO2 emissions (g/mi),725.639
1976,Truck,Pickup,Real-world CO2 emissions (g/mi),714.297
1976,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),754.163
1976,Truck,Truck SUV,Real-world CO2 emissions (g/mi),755.123
1976,Car,Car SUV,Real-world CO2 emissions (g/mi),839.909
1977,All,All,Real-world CO2 emissions (g/mi),589.999
1977,Car,All Car,Real-world CO2 emissions (g/mi),570.433
1977,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),570.166
1977,Truck,All Truck,Real-world CO2 emissions (g/mi),668.961
1977,Truck,Pickup,Real-world CO2 emissions (g/mi),655.501
1977,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),710.223
1977,Truck,Truck SUV,Real-world CO2 emissions (g/mi),691.833
1977,Car,Car SUV,Real-world CO2 emissions (g/mi),730.68
1978,All,All,Real-world CO2 emissions (g/mi),561.624
1978,Car,All Car,Real-world CO2 emissions (g/mi),525.163
1978,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),524.811
1978,Truck,All Truck,Real-world CO2 emissions (g/mi),686.911
1978,Truck,Pickup,Real-world CO2 emissions (g/mi),667.619
1978,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),735.673
1978,Truck,Truck SUV,Real-world CO2 emissions (g/mi),723.32
1978,Car,Car SUV,Real-world CO2 emissions (g/mi),767.92
1979,All,All,Real-world CO2 emissions (g/mi),559.695
1979,Car,All Car,Real-world CO2 emissions (g/mi),516.668
1979,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),516.511
1979,Truck,All Truck,Real-world CO2 emissions (g/mi),711.099
1979,Truck,Pickup,Real-world CO2 emissions (g/mi),674.279
1979,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),773.818
1979,Truck,Truck SUV,Real-world CO2 emissions (g/mi),844.017
1979,Car,Car SUV,Real-world CO2 emissions (g/mi),622.948
1980,All,All,Real-world CO2 emissions (g/mi),465.935
1980,Car,All Car,Real-world CO2 emissions (g/mi),446.323
1980,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),446.317
1980,Truck,All Truck,Real-world CO2 emissions (g/mi),565.369
1980,Truck,Pickup,Real-world CO2 emissions (g/mi),540.59
1980,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),628.66
1980,Truck,Truck SUV,Real-world CO2 emissions (g/mi),675.577
1980,Car,Car SUV,Real-world CO2 emissions (g/mi),609.685
1981,All,All,Real-world CO2 emissions (g/mi),436.036
1981,Car,All Car,Real-world CO2 emissions (g/mi),417.986
1981,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),417.981
1981,Truck,All Truck,Real-world CO2 emissions (g/mi),522.629
1981,Truck,Pickup,Real-world CO2 emissions (g/mi),500.359
1981,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),598.766
1981,Truck,Truck SUV,Real-world CO2 emissions (g/mi),621.4
1981,Car,Car SUV,Real-world CO2 emissions (g/mi),605.371
1982,All,All,Real-world CO2 emissions (g/mi),424.638
1982,Car,All Car,Real-world CO2 emissions (g/mi),402.495
1982,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),402.419
1982,Truck,All Truck,Real-world CO2 emissions (g/mi),515.869
1982,Truck,Pickup,Real-world CO2 emissions (g/mi),486.374
1982,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),604.509
1982,Truck,Truck SUV,Real-world CO2 emissions (g/mi),615.96
1982,Car,Car SUV,Real-world CO2 emissions (g/mi),449.588
1983,All,All,Real-world CO2 emissions (g/mi),425.535
1983,Car,All Car,Real-world CO2 emissions (g/mi),403.416
1983,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),403.306
1983,Truck,All Truck,Real-world CO2 emissions (g/mi),503.944
1983,Truck,Pickup,Real-world CO2 emissions (g/mi),473.065
1983,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),592.645
1983,Truck,Truck SUV,Real-world CO2 emissions (g/mi),567.838
1983,Car,Car SUV,Real-world CO2 emissions (g/mi),429.587
1984,All,All,Real-world CO2 emissions (g/mi),424.028
1984,Car,All Car,Real-world CO2 emissions (g/mi),397.03
1984,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),396.7
1984,Truck,All Truck,Real-world CO2 emissions (g/mi),512.099
1984,Truck,Pickup,Real-world CO2 emissions (g/mi),488.084
1984,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),552.242
1984,Truck,Truck SUV,Real-world CO2 emissions (g/mi),550.596
1984,Car,Car SUV,Real-world CO2 emissions (g/mi),460.716
1985,All,All,Real-world CO2 emissions (g/mi),417.305
1985,Car,All Car,Real-world CO2 emissions (g/mi),386.975
1985,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),386.522
1985,Truck,All Truck,Real-world CO2 emissions (g/mi),509.448
1985,Truck,Pickup,Real-world CO2 emissions (g/mi),488.924
1985,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),537.315
1985,Truck,Truck SUV,Real-world CO2 emissions (g/mi),538.48
1985,Car,Car SUV,Real-world CO2 emissions (g/mi),442.573
1986,All,All,Real-world CO2 emissions (g/mi),407.038
1986,Car,All Car,Real-world CO2 emissions (g/mi),375.227
1986,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),374.719
1986,Truck,All Truck,Real-world CO2 emissions (g/mi),489.132
1986,Truck,Pickup,Real-world CO2 emissions (g/mi),471.483
1986,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),508.959
1986,Truck,Truck SUV,Real-world CO2 emissions (g/mi),522.709
1986,Car,Car SUV,Real-world CO2 emissions (g/mi),469.61
1987,All,All,Real-world CO2 emissions (g/mi),404.605
1987,Car,All Car,Real-world CO2 emissions (g/mi),374.162
1987,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),373.426
1987,Truck,All Truck,Real-world CO2 emissions (g/mi),486.2
1987,Truck,Pickup,Real-world CO2 emissions (g/mi),466.954
1987,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),503.3
1987,Truck,Truck SUV,Real-world CO2 emissions (g/mi),514.791
1987,Car,Car SUV,Real-world CO2 emissions (g/mi),457.51
1988,All,All,Real-world CO2 emissions (g/mi),406.519
1988,Car,All Car,Real-world CO2 emissions (g/mi),368.96
1988,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),368.016
1988,Truck,All Truck,Real-world CO2 emissions (g/mi),498.051
1988,Truck,Pickup,Real-world CO2 emissions (g/mi),489.989
1988,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),497.174
1988,Truck,Truck SUV,Real-world CO2 emissions (g/mi),522.295
1988,Car,Car SUV,Real-world CO2 emissions (g/mi),461.721
1989,All,All,Real-world CO2 emissions (g/mi),414.927
1989,Car,All Car,Real-world CO2 emissions (g/mi),375.797
1989,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),374.837
1989,Truck,All Truck,Real-world CO2 emissions (g/mi),506.493
1989,Truck,Pickup,Real-world CO2 emissions (g/mi),499.328
1989,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),499.409
1989,Truck,Truck SUV,Real-world CO2 emissions (g/mi),537.097
1989,Car,Car SUV,Real-world CO2 emissions (g/mi),464.992
1990,All,All,Real-world CO2 emissions (g/mi),420.087
1990,Car,All Car,Real-world CO2 emissions (g/mi),381.541
1990,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),380.873
1990,Truck,All Truck,Real-world CO2 emissions (g/mi),511.559
1990,Truck,Pickup,Real-world CO2 emissions (g/mi),510.536
1990,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),498.092
1990,Truck,Truck SUV,Real-world CO2 emissions (g/mi),540.922
1990,Car,Car SUV,Real-world CO2 emissions (g/mi),471.577
1991,All,All,Real-world CO2 emissions (g/mi),418.155
1991,Car,All Car,Real-world CO2 emissions (g/mi),382.164
1991,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),379.385
1991,Truck,All Truck,Real-world CO2 emissions (g/mi),500.458
1991,Truck,Pickup,Real-world CO2 emissions (g/mi),488.757
1991,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),496.245
1991,Truck,Truck SUV,Real-world CO2 emissions (g/mi),531.242
1991,Car,Car SUV,Real-world CO2 emissions (g/mi),488.069
1992,All,All,Real-world CO2 emissions (g/mi),427.428
1992,Car,All Car,Real-world CO2 emissions (g/mi),388.527
1992,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),385.25
1992,Truck,All Truck,Real-world CO2 emissions (g/mi),512.422
1992,Truck,Pickup,Real-world CO2 emissions (g/mi),508.479
1992,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),495.91
1992,Truck,Truck SUV,Real-world CO2 emissions (g/mi),548.468
1992,Car,Car SUV,Real-world CO2 emissions (g/mi),498.053
1993,All,All,Real-world CO2 emissions (g/mi),425.635
1993,Car,All Car,Real-world CO2 emissions (g/mi),386.402
1993,Car,Sedan/Wagon,Real-world CO2 emissions (g/mi),378.829
1993,Truck,All Truck,Real-world CO2 emissions (g/mi),507.457
1993,Truck,Pickup,Real-world CO2 emissions (g/mi),505.365
1993,Truck,Minivan/Van,Real-world CO2 emissions (g/mi),488.239
1993,Truck,Truck SUV,Real-world CO2 emissions (g/mi),545.51
1993,Car,Car SUV,Real-world CO2 emissions (g/mi),521.868
