,Year,concrete_Tt,aggregates_Tt,bricks_Tt,asphalt_Tt,metals_Tt,other_Tt,waste_Tt,total_Tt
0,1900,0.0023073035000000003,0.01689176325,0.011240708,0.0,0.0008833648254000001,0.004282104570299999,0.0003156217946690758,0.03592086594036908
1,1901,0.002368594,0.0171469045,0.011342108,0.0,0.0009283418047999999,0.0042932734922,0.0006353329502343176,0.03671455474723432
2,1902,0.002441722,0.01739190925,0.011443897,0.0,0.0009736957548000001,0.004306994367199999,0.000958368946432027,0.03751658731843202
3,1903,0.0025274815,0.017639745749999998,0.011548895,0.0,0.0010192881904,0.004321778929699999,0.0012873110142999473,0.038344500384399946
4,1904,0.0026244915,0.0178802265,0.011654498999999999,0.0,0.0010653124449,0.0043383284531,0.0016201187286063565,0.03918297662660635
5,1905,0.0027327297499999998,0.0181439615,0.011760175,0.0,0.0011215493761999999,0.0043556953203,0.0019589374767263186,0.04007304842322632
6,1906,0.0028529505,0.018404277,0.011869863000000001,0.0,0.0011700577087,0.0043743101952999994,0.0023025764750796234,0.040974034879079614
7,1907,0.00298394375,0.01866978,0.011977981,0.0,0.0012359902733999999,0.0043937570781,0.0026571650485395495,0.04191861715003954
8,1908,0.0031251555,0.018945505,0.012091511000000001,0.0,0.0012884386412,0.004414338210899999,0.0030117717057341607,0.04287672005783416
9,1909,0.00327700075,0.0192332795,0.01220881,0.0,0.0013491411663,0.0044358082734,0.003375377138461375,0.04387941682816137
10,1910,0.003439588,0.019510067,0.012326471,0.0,0.0014177913194,0.0044583875703,0.003746920290674744,0.044899225180374744
11,1911,0.00361240225,0.019774840999999998,0.012445817,0.0,0.0014815028213999999,0.0044818194531,0.004126135698770423,0.045922518223270425
12,1912,0.0037942740000000003,0.0200376285,0.012567546,0.0,0.0015542432404,0.0045065614530999994,0.004512143988398364,0.04697239718189837
13,1913,0.00398584025,0.0202962315,0.012693298,0.0,0.0016408894682999999,0.0045329114531,0.004906757345027712,0.04805592801642772
14,1914,0.00415045375,0.02055642,0.012817843999999998,0.0,0.0016966408151,0.0045607568828,0.005306289057669421,0.049088404505569415
15,1915,0.004288579999999999,0.020814046000000003,0.012939871,0.0,0.0017508282835999999,0.0045895726094,0.0057133288932488275,0.05009622678624883
16,1916,0.004400425,0.0210936605,0.013065727000000001,0.0,0.0018173521213,0.004619674187500001,0.006126912518671755,0.05112375132747175
17,1917,0.004486345,0.021363629,0.013184374,0.0,0.0018848558088,0.0046511481797,0.006546291069936942,0.05211664305843693
18,1918,0.004546786,0.0216709355,0.013305855,0.0,0.0019442792233,0.0046840343984,0.0069692715881725905,0.053121161709872584
19,1919,0.0045824145,0.021917528999999998,0.013422834,0.0,0.0019936584923,0.004718180828100001,0.007396561078140255,0.054031177898540256
20,1920,0.0046645935,0.022183415499999998,0.013536204,0.0,0.0020499147397,0.0047538215156,0.007826918556131109,0.05501486781143111
21,1921,0.0047421065,0.022442020500000003,0.013656968,1.3848402000000002e-06,0.0020793317333,0.004791904,0.008262692926594928,0.05597640850009493
22,1922,0.004896273,0.0227134705,0.013773485,4.1522881000000005e-06,0.0021246617762,0.0048313964453,0.008709794736862534,0.05705323374646254
23,1923,0.005050677999999999,0.022992372,0.01389343,9.6907734e-06,0.0021866036941,0.0048732226250000005,0.009166681128019131,0.058172678220519136
24,1924,0.0052662395,0.0232920345,0.014015715,1.8019441399999998e-05,0.0022455710332,0.004917068460900001,0.009630534916330653,0.059385182851830656
25,1925,0.0055400445,0.023575918,0.01414337,2.91035313e-05,0.0023151326172,0.0049625439922,0.010107793681617225,0.06067390632231723
26,1926,0.0058473605,0.023886024,0.014274066,4.2934543e-05,0.0023867882161,0.0050100010938,0.010594485685234911,0.06204166003813491
27,1927,0.006184917000000001,0.02423282,0.014405351,5.95011641e-05,0.0024663834978,0.005059046765599999,0.011094196694255837,0.06350221612175583
28,1928,0.006545626000000001,0.024575883,0.014538969,7.8952375e-05,0.0025468729149999998,0.0051093075313,0.011609354991830502,0.0650049658131305
29,1929,0.0069176485,0.024930189999999998,0.014678745,0.0001010682891,0.0026405824280000003,0.0051610919063,0.012138607551309352,0.06656793367470934
30,1930,0.0072650805,0.025280172,0.014819597,0.0001259305391,0.0027220154373,0.0052137105781,0.012678777147383608,0.06810528320188361
31,1931,0.007537903,0.025668438,0.014962552,0.0001536165781,0.0027714653982,0.005267908312500001,0.013231187915430952,0.06959307120423096
32,1932,0.0077169280000000005,0.026067881499999997,0.015099114,0.0001845573281,0.0027976474233,0.0053218742421999995,0.013792490563534002,0.070980493057134
33,1933,0.007884944,0.026468284499999998,0.015238894999999999,0.00021894449999999998,0.0028310162075,0.0053772998828,0.014365157837095601,0.0723845419273956
34,1934,0.008119026500000001,0.026893589,0.015378061,0.0002574464844,0.0028791757484999997,0.0054333054297,0.014954592511948667,0.07391519667454866
35,1935,0.008395672,0.0273143505,0.015513432999999998,0.0003004241875,0.0029369500894,0.0054892532031,0.015558289770227881,0.07550837275022788
36,1936,0.008648405,0.0277909855,0.015650601,0.0003483502188,0.0030110818691,0.0055467121641,0.01618108528843285,0.07717722104043286
37,1937,0.009031855,0.028306307,0.015787567,0.0004018765,0.0031071913281,0.005604648109400001,0.016822308251300003,0.0790617531888
38,1938,0.009428210999999999,0.028839683999999997,0.015924393000000002,0.000461543875,0.0031764821563000003,0.0056631540469,0.017476423719530204,0.0809698917977302
39,1939,0.009865069,0.029379649,0.016056871,0.00052835975,0.0032646303979,0.005722329906299999,0.018150725472612136,0.08296763452681213
40,1940,0.010210195,0.0299906775,0.016191831,0.0006025751875000001,0.0033536051914,0.0057811681875,0.01884608654962097,0.08497613861602098
41,1941,0.010595046,0.030627669,0.01631539,0.000685214,0.003449947582,0.0058405701094,0.01955813069077973,0.08707196738217973
42,1942,0.010926094,0.0312589855,0.016440506,0.0007773352500000001,0.0035527872773,0.0058998983594,0.020291212885924337,0.08914681927262433
43,1943,0.011185257,0.0319327225,0.016565261,0.000879675875,0.0036540862266,0.0059589379999999996,0.021041881572725803,0.09121782217432581
44,1944,0.011329788,0.032675476,0.016687278,0.0009935254375,0.0037387996611,0.0060193841405999995,0.02180764679781179,0.0932518980370118
45,1945,0.011434655,0.0334367485,0.016804701999999998,0.001119341375,0.0038006055068000003,0.0060793015938,0.022582452921571274,0.09525780689717128
46,1946,0.011691276,0.034252842,0.016914022,0.001258966625,0.0038574310185999997,0.0061382059688,0.023371684448427233,0.09748442806082724
47,1947,0.012034363000000001,0.035177249,0.01702317,0.0014133855,0.0039315887695,0.0061982700469,0.02418245300676137,0.09996047932316138
48,1948,0.012477607,0.036161346500000004,0.017135624,0.0015843724999999999,0.0040222814453,0.006258340625,0.02501332311392796,0.10265289518422796
49,1949,0.012999065999999998,0.0372313605,0.017250012000000002,0.0017738475,0.0041151339863,0.0063182709219,0.025866445004884386,0.10555413591308437
50,1950,0.013633692,0.0384384085,0.01735987,0.00199380575,0.0042205509922,0.0063793972862999995,0.026744733317246062,0.10877045784574604
51,1951,0.014359705,0.039759796,0.017477156,0.0022265857499999997,0.0043468918535,0.0064462765488,0.027655896178551617,0.11227230733085163
52,1952,0.015153667000000001,0.0411852125,0.01759981,0.00248264675,0.0044774895781000005,0.006517815085,0.028597564089455907,0.11601420500255591
53,1953,0.016046944,0.042647941,0.017721398,0.002754026,0.0046287721016,0.0065930113145,0.029570319517304017,0.11996241193340403
54,1954,0.017036058,0.0442382645,0.01784276,0.00304047875,0.0048122145586,0.0066726129023,0.030583578621557427,0.12422596733245743
55,1955,0.018153718000000003,0.04587151,0.0179721,0.00334310825,0.0049798744766,0.0067556335722999995,0.03162604859181396,0.128701992890714
56,1956,0.01937053,0.04766354,0.01810792,0.0036839922500000004,0.0051624758457,0.0068421684727,0.0327113443845663,0.1335419709529663
57,1957,0.020638394,0.049550932000000006,0.018251008,0.004050972,0.0053645730625,0.006932955417999999,0.03384075905809532,0.13862959353859533
58,1958,0.021985796000000002,0.051559804,0.018397202,0.004432234,0.0055502552383,0.0070278273672,0.03500953743635925,0.14396265604185926
59,1959,0.023512742,0.053670207,0.018544296,0.004835529,0.0057547484492,0.0071277070781,0.03622844030363619,0.1496736698309362
60,1960,0.025166254,0.0559203865,0.018698592,0.005267884,0.0060029195859,0.0072316387285,0.037499365949904495,0.1557870407643045
61,1961,0.026898434000000002,0.0583427955,0.018871434,0.005732298,0.0062414692461,0.007340089351599999,0.03881687327345676,0.16224339337115676
62,1962,0.028765423999999998,0.060896873,0.019066088000000002,0.0062245885,0.0064838152538999995,0.0074542193672,0.040188804760350236,0.16907981288145024
63,1963,0.030728622,0.063628386,0.019285566,0.0067547345,0.0067347372188,0.007581281957,0.041620310183577564,0.17633363785937756
64,1964,0.032909732,0.066571034,0.019526524,0.007331378499999999,0.0070166314375,0.0077315563984,0.04311065083600653,0.18419750717190653
65,1965,0.035164735999999995,0.069684317,0.01978877,0.007953647,0.0073183228984,0.0079055207734,0.044668164510921295,0.1924834781827213
66,1966,0.037577084,0.0731257785,0.020081541999999997,0.008631227000000002,0.007627940460899999,0.0080921183516,0.04629400669735718,0.2014296970098572
67,1967,0.040054768000000004,0.0765231295,0.020408526,0.009323842,0.0079092941797,0.008275089554699999,0.047978692678613,0.21047334191301298
68,1968,0.042710203999999995,0.080205675,0.02075352,0.010079747,0.0082365010391,0.0084776853516,0.04974448348272062,0.22020781587342064
69,1969,0.045499684,0.083974165,0.021133628,0.01085836,0.0085904362109,0.0086905406797,0.05160059069849919,0.2303474045890992
70,1970,0.048433432000000005,0.08824112649999999,0.021532452,0.011740556,0.0089619420391,0.0089096775313,0.053543840732026685,0.24136302680242666
71,1971,0.051425476000000005,0.09249102399999999,0.021991066,0.012619948,0.0093300111875,0.009134700625,0.05555978410111125,0.2525520099136112
72,1972,0.054831064,0.09730873350000001,0.022521999999999997,0.013649696000000001,0.009718578601600001,0.0093739795313,0.05765903963447728,0.26506309126737726
73,1973,0.058452816,0.102158921,0.023054578,0.014701983,0.0101464791953,0.009636170874999999,0.05985813836143242,0.2780090864317324
74,1974,0.062005608000000004,0.107208101,0.023607313999999997,0.01580566,0.01057850825,0.0098711202813,0.06214536678545167,0.29122167831675166
75,1975,0.065484088,0.11194114299999999,0.024216508,0.016854806,0.010979236875,0.0100506266563,0.0645205984722258,0.30404700700352577
76,1976,0.06910592,0.11641739499999999,0.024942274,0.017799366,0.0113981993516,0.010287372250000001,0.06699755417819324,0.31694808077979325
77,1977,0.07307340000000001,0.120845354,0.025633348,0.018714162000000003,0.0118124167656,0.0105308320313,0.06956539099479422,0.33017490379169423
78,1978,0.077329832,0.1253710535,0.026329268,0.019688372000000003,0.012245418109399999,0.0107809504063,0.07223794256917976,0.34398283658487977
79,1979,0.081660432,0.130062456,0.026992726,0.020738448000000003,0.0126967385469,0.01103882275,0.0750242959451661,0.35821391924206614
80,1980,0.085959624,0.134645071,0.027715841999999997,0.021769638,0.0131350707969,0.0112818204688,0.07790440794821991,0.3724114742139199
