year,region,animal,population_Mhd
1971,Asia,beehives,15.496242
1971,Asia,buffaloes,105.855906
1971,Asia,camels,4.16758
1971,Asia,cattle,341.551852
1971,Asia,chickens,1611.321
1971,Asia,ducks,218.431
1971,Asia,geese and guinea fowls,36.505
1971,Asia,goats,216.147868
1971,Asia,horses,16.858201
1971,Asia,mules,2.976929
1971,Asia,pigs,257.316452
1971,Asia,rabbits and hares,33.721
1971,Asia,sheep,268.307222
1971,Asia,turkeys,5.253
1971,Europe,asses,2.296649
1971,Europe,beehives,21.438088
1971,Europe,buffaloes,0.65859
1971,Europe,camels,0.2381
1971,Europe,cattle,220.983856
1971,Europe,chickens,1749.861
1971,Europe,ducks,27.962
1971,Europe,geese and guinea fowls,14.349
1971,Europe,goats,17.223199
1971,Europe,horses,14.841402
1971,Europe,mules,1.031757
1971,Europe,pigs,209.671992
1971,Europe,rabbits and hares,99.577
1971,Europe,sheep,261.89597
1971,Europe,turkeys,59.47
1971,Northern America,asses,0.019006
1971,Northern America,beehives,4.50342
1971,Northern America,cattle,126.563887
1971,Northern America,chickens,1012.647
1971,Northern America,ducks,4.055
1971,Northern America,geese and guinea fowls,0.417
1971,Northern America,goats,2.15102
1971,Northern America,horses,4.919467
1971,Northern America,mules,0.028008
1971,Northern America,pigs,75.005901
1971,Northern America,sheep,20.277008
1971,Northern America,turkeys,123.957
1971,Oceania,asses,0.01155
1971,Oceania,beehives,0.58156
1971,Oceania,cattle,32.85692
1971,Oceania,chickens,37.496
1971,Oceania,ducks,0.385
1971,Oceania,geese and guinea fowls,0.083
1971,Oceania,goats,0.307851
1971,Oceania,horses,0.577137
1971,Oceania,pigs,4.14084
1971,Oceania,sheep,236.71243
1971,Oceania,turkeys,0.605
1971,South America,asses,3.80091
1971,South America,beehives,1.677051
1971,South America,buffaloes,0.129
1971,South America,"camelids, other",6.468
1971,South America,cattle,183.2547
1971,South America,chickens,364.062
1971,South America,ducks,6.063
1971,South America,geese and guinea fowls,0.251
1971,South America,goats,18.619493
1971,South America,horses,12.463265
1971,South America,mules,2.7072
1971,South America,pigs,46.670918
1971,South America,rabbits and hares,1.798
1971,South America,"rodents, other",20.997
1971,South America,sheep,111.336353
1971,South America,turkeys,2.126
1972,Africa,asses,11.652736
1972,Africa,beehives,8.391825
1972,Africa,buffaloes,2.098025
1972,Africa,camels,12.53808
1972,Africa,cattle,151.795708
1972,Africa,chickens,426.893
1972,Africa,ducks,8.204
1972,Africa,geese and guinea fowls,4.758
1972,Africa,goats,116.950562
1972,Africa,horses,3.553182
1972,Africa,mules,2.07629
1972,Africa,pigs,7.742397
1972,Africa,rabbits and hares,3.423
1972,Africa,sheep,156.804785
1972,Africa,turkeys,2.17
1972,Asia,asses,18.283568
1972,Asia,beehives,15.548537
1972,Asia,buffaloes,106.73598
1972,Asia,camels,4.19155
1972,Asia,cattle,342.613753
1972,Asia,chickens,1637.639
1972,Asia,ducks,228.258
1972,Asia,geese and guinea fowls,39.549
1972,Asia,goats,218.056563
1972,Asia,horses,16.961761
1972,Asia,mules,3.167784
1972,Asia,pigs,303.853649
1972,Asia,rabbits and hares,35.594
1972,Asia,sheep,260.662556
1972,Asia,turkeys,4.87
1972,Europe,asses,2.180236
1972,Europe,beehives,21.276848
1972,Europe,buffaloes,0.652445
1972,Europe,camels,0.236
1972,Europe,cattle,225.594195
1972,Europe,chickens,1789.986
1972,Europe,ducks,26.658
1972,Europe,geese and guinea fowls,12.587
1972,Europe,goats,17.037653
1972,Europe,horses,14.400049
1972,Europe,mules,0.935318
1972,Europe,pigs,216.78834
1972,Europe,rabbits and hares,110.012
1972,Europe,sheep,263.560886
1972,Europe,turkeys,63.809
1972,Northern America,asses,0.019006
1972,Northern America,beehives,4.5023
1972,Northern America,cattle,130.186785
1972,Northern America,chickens,1026.24
1972,Northern America,ducks,4.181
1972,Northern America,geese and guinea fowls,0.409
1972,Northern America,goats,1.668188
1972,Northern America,horses,4.916244
1972,Northern America,mules,0.029008
1972,Northern America,pigs,69.825653
1972,Northern America,sheep,19.328608
1972,Northern America,turkeys,132.764
1972,Oceania,asses,0.01163
1972,Oceania,beehives,0.60015
1972,Oceania,cattle,36.50711
1972,Oceania,chickens,47.653
1972,Oceania,ducks,0.401
1972,Oceania,geese and guinea fowls,0.086
1972,Oceania,goats,0.31862
1972,Oceania,horses,0.57539
1972,Oceania,pigs,4.695447
1972,Oceania,sheep,223.800105
1972,Oceania,turkeys,0.696
1972,South America,asses,3.82868
1972,South America,beehives,1.742251
1972,South America,buffaloes,0.14
1972,South America,"camelids, other",6.24065
1972,South America,cattle,191.733843
1972,South America,chickens,410.839
1972,South America,ducks,6.069
1972,South America,geese and guinea fowls,0.21
1972,South America,goats,19.178354
1972,South America,horses,12.595244
1972,South America,mules,2.7598
1972,South America,pigs,47.07553
1972,South America,rabbits and hares,1.856
1972,South America,"rodents, other",21.1
1972,South America,sheep,105.974013
1972,South America,turkeys,2.431
1973,Africa,asses,11.416526
1973,Africa,beehives,8.452865
1973,Africa,buffaloes,2.135025
1973,Africa,camels,12.25832
1973,Africa,cattle,152.856552
1973,Africa,chickens,445.093
1973,Africa,ducks,8.275
1973,Africa,geese and guinea fowls,4.833
1973,Africa,goats,113.721611
1973,Africa,horses,3.506482
1973,Africa,mules,2.076954
1973,Africa,pigs,7.819846
1973,Africa,rabbits and hares,3.433
1973,Africa,sheep,158.683029
1973,Africa,turkeys,2.283
1973,Asia,asses,18.080004
1973,Asia,beehives,15.790608
1973,Asia,buffaloes,108.187155
1973,Asia,camels,4.219481
1973,Asia,cattle,341.521806
1973,Asia,chickens,1677.724
1973,Asia,ducks,243.168
1973,Asia,geese and guinea fowls,41.755
1973,Asia,goats,220.793043
1973,Asia,horses,17.155411
1973,Asia,mules,3.419456
1973,Asia,pigs,319.930015
1973,Asia,rabbits and hares,37.649
1973,Asia,sheep,266.639419
1973,Asia,turkeys,5.315
1973,Europe,asses,2.11425
1973,Europe,beehives,21.668169
1973,Europe,buffaloes,0.63582
1973,Europe,camels,0.249
1973,Europe,cattle,232.347612
1973,Europe,chickens,1841.454
1973,Europe,ducks,27.428
1973,Europe,geese and guinea fowls,13.202
1973,Europe,goats,17.096809
1973,Europe,horses,13.871012
1973,Europe,mules,0.882328
1973,Europe,pigs,217.150049
1973,Europe,rabbits and hares,113.644
1973,Europe,sheep,263.489807
1973,Europe,turkeys,68.766
1973,Northern America,asses,0.020006
1973,Northern America,beehives,4.56191
1973,Northern America,cattle,134.386698
1973,Northern America,chickens,997.917
1973,Northern America,ducks,4.182
1973,Northern America,geese and guinea fowls,0.409
1973,Northern America,goats,1.793269
1973,Northern America,horses,4.94865
1973,Northern America,mules,0.029009
1973,Northern America,pigs,66.224576
1973,Northern America,sheep,18.206008
1973,Northern America,turkeys,136.531
1973,Oceania,asses,0.01175
1973,Oceania,beehives,0.615577
1973,Oceania,cattle,38.559084
1973,Oceania,chickens,50.593
1973,Oceania,ducks,0.469
1973,Oceania,geese and guinea fowls,0.05
1973,Oceania,goats,0.33893
1973,Oceania,horses,0.570564
1973,Oceania,pigs,4.793685
1973,Oceania,sheep,196.720633
1973,Oceania,turkeys,0.751
1973,South America,asses,3.914979
1973,South America,beehives,1.705988
1973,South America,buffaloes,0.159
1973,South America,"camelids, other",6.2856
1973,South America,cattle,198.23014
1973,South America,chickens,437.577
1973,South America,ducks,6.328
1973,South America,geese and guinea fowls,0.213
1973,South America,goats,19.687317
1973,South America,horses,12.827663
1973,South America,mules,2.790893
1973,South America,pigs,48.818994
1973,South America,rabbits and hares,1.914
1973,South America,"rodents, other",20.887
1973,South America,sheep,106.276417
1973,South America,turkeys,2.637
1974,Africa,asses,11.638784
1974,Africa,beehives,8.627907
1974,Africa,buffaloes,2.170025
1974,Africa,camels,12.232934
1974,Africa,cattle,153.67988
1974,Africa,chickens,446.988
1974,Africa,ducks,8.047
1974,Africa,geese and guinea fowls,4.707
1974,Africa,goats,115.334965
1974,Africa,horses,3.53993
1974,Africa,mules,2.082102
1974,Africa,pigs,7.907108
1974,Africa,rabbits and hares,3.479
1974,Africa,sheep,158.231295
1974,Africa,turkeys,2.094
1974,Asia,asses,18.208455
1974,Asia,beehives,15.817587
1974,Asia,buffaloes,110.012747
1974,Asia,camels,4.188355
1974,Asia,cattle,343.12463
1974,Asia,chickens,1730.705
1974,Asia,ducks,250.482
1974,Asia,geese and guinea fowls,42.94
1974,Asia,goats,228.676475
1974,Asia,horses,17.440186
1974,Asia,mules,3.656331
1974,Asia,pigs,313.162099
1974,Asia,rabbits and hares,39.843
1974,Asia,sheep,277.515778
1974,Asia,turkeys,6.434
1974,Europe,asses,2.035725
1974,Europe,beehives,21.067973
1974,Europe,buffaloes,0.650763
1974,Europe,camels,0.245
1974,Europe,cattle,239.691046
1974,Europe,chickens,1905.122
1974,Europe,ducks,28.137
1974,Europe,geese and guinea fowls,12.938
1974,Europe,goats,17.202215
1974,Europe,horses,13.463279
1974,Europe,mules,0.831827
1974,Europe,pigs,225.704255
1974,Europe,rabbits and hares,120.753
1974,Europe,sheep,267.063804
1974,Europe,turkeys,75.047
1974,Northern America,asses,0.020007
1974,Northern America,beehives,4.68357
1974,Northern America,cattle,141.269481
1974,Northern America,chickens,997.345
1974,Northern America,ducks,3.982
1974,Northern America,geese and guinea fowls,0.409
1974,Northern America,goats,1.5793
1974,Northern America,horses,5.00066
1974,Northern America,mules,0.029009
1974,Northern America,pigs,67.586425
1974,Northern America,sheep,16.8394
1974,Northern America,turkeys,136.609
1974,Oceania,asses,0.01185
1974,Oceania,beehives,0.629966
1974,Oceania,cattle,40.705073
1974,Oceania,chickens,53.804
1974,Oceania,ducks,0.424
1974,Oceania,geese and guinea fowls,0.05
1974,Oceania,goats,0.29755
1974,Oceania,horses,0.577211
1974,Oceania,pigs,4.058248
1974,Oceania,sheep,201.066524
1974,Oceania,turkeys,0.651
1974,South America,asses,4.087462
1974,South America,beehives,1.698442
1974,South America,buffaloes,0.203
1974,South America,"camelids, other",6.345
1974,South America,cattle,206.068115
1974,South America,chickens,456.074
1974,South America,ducks,6.832
1974,South America,geese and guinea fowls,0.211
1974,South America,goats,19.680269
1974,South America,horses,13.02853
1974,South America,mules,2.908196
1974,South America,pigs,49.755404
1974,South America,rabbits and hares,1.939
1974,South America,"rodents, other",21.092
1974,South America,sheep,100.526187
1974,South America,turkeys,3.171
1975,Africa,asses,11.75343
1975,Africa,beehives,8.894825
1975,Africa,buffaloes,2.204025
1975,Africa,camels,12.648923
1975,Africa,cattle,156.457789
1975,Africa,chickens,465.414
1975,Africa,ducks,8.184
1975,Africa,geese and guinea fowls,4.932
1975,Africa,goats,119.875558
1975,Africa,horses,3.555191
1975,Africa,mules,2.100981
1975,Africa,pigs,8.143358
1975,Africa,rabbits and hares,3.54
1975,Africa,sheep,163.094473
1975,Africa,turkeys,2.208
1975,Asia,asses,18.056695
1975,Asia,beehives,15.968566
1975,Asia,buffaloes,109.893271
1975,Asia,camels,4.125789
1975,Asia,cattle,343.8473
1975,Asia,chickens,1733.048
1975,Asia,ducks,245.272
1975,Asia,geese and guinea fowls,45.028
1975,Asia,goats,236.126051
1975,Asia,horses,17.737939
1975,Asia,mules,3.845716
1975,Asia,pigs,312.110672
1975,Asia,rabbits and hares,42.154
1975,Asia,sheep,283.834045
1975,Asia,turkeys,7.019
1975,Europe,asses,1.972514
1975,Europe,beehives,21.062925
1975,Europe,buffaloes,0.65822
1975,Europe,camels,0.253
1975,Europe,cattle,243.033101
1975,Europe,chickens,1944.218
1975,Europe,ducks,27.722
1975,Europe,geese and guinea fowls,12.116
1975,Europe,goats,17.295338
1975,Europe,horses,13.167048
1975,Europe,mules,0.787863
1975,Europe,pigs,229.292297
1975,Europe,rabbits and hares,123.1
1975,Europe,sheep,269.840367
1975,Europe,turkeys,78.789
1975,Northern America,asses,0.020005
1975,Northern America,beehives,4.71445
1975,Northern America,cattle,146.3065
1975,Northern America,chickens,969.035
1975,Northern America,ducks,3.982
1975,Northern America,geese and guinea fowls,0.409
1975,Northern America,goats,1.36832
1975,Northern America,horses,5.05064
1975,Northern America,mules,0.029005
1975,Northern America,pigs,60.72351
1975,Northern America,sheep,15.0121
1975,Northern America,turkeys,127.865
1975,Oceania,asses,0.012
1975,Oceania,beehives,0.709465
1975,Oceania,cattle,42.66843
1975,Oceania,chickens,51.036
1975,Oceania,ducks,0.334
1975,Oceania,geese and guinea fowls,0.05
1975,Oceania,goats,0.300206
1975,Oceania,horses,0.550175
1975,Oceania,pigs,3.735812
1975,Oceania,sheep,206.981201
1975,Oceania,turkeys,0.52
1975,South America,asses,4.230561
1975,South America,beehives,1.764107
1975,South America,buffaloes,0.267
1975,South America,"camelids, other",6.2292
1975,South America,cattle,211.864211
1975,South America,chickens,505.515
1975,South America,ducks,6.983
1975,South America,geese and guinea fowls,0.213
1975,South America,goats,19.050751
1975,South America,horses,13.306095
1975,South America,mules,2.986689
1975,South America,pigs,51.36385
1975,South America,rabbits and hares,1.967
1975,South America,"rodents, other",21.605
1975,South America,sheep,101.542594
1975,South America,turkeys,3.226
1976,Africa,asses,11.92378
1976,Africa,beehives,8.96005
1976,Africa,buffaloes,2.235625
1976,Africa,camels,12.777505
1976,Africa,cattle,158.340689
1976,Africa,chickens,486.331
1976,Africa,ducks,8.045
1976,Africa,geese and guinea fowls,4.857
1976,Africa,goats,122.707488
1976,Africa,horses,3.578035
1976,Africa,mules,2.113779
1976,Africa,pigs,8.566238
1976,Africa,rabbits and hares,3.622
1976,Africa,sheep,163.24381
1976,Africa,turkeys,2.109
1976,Asia,asses,17.869998
1976,Asia,beehives,15.986723
1976,Asia,buffaloes,110.616171
1976,Asia,camels,4.117791
1976,Asia,cattle,344.635213
1976,Asia,chickens,1795.957
1976,Asia,ducks,257.949
1976,Asia,geese and guinea fowls,46.747
1976,Asia,goats,244.002086
1976,Asia,horses,17.894486
1976,Asia,mules,4.078022
1976,Asia,pigs,329.822314
1976,Asia,rabbits and hares,44.186
1976,Asia,sheep,290.309028
1976,Asia,turkeys,7.5
1976,Europe,asses,1.913345
1976,Europe,beehives,20.660367
1976,Europe,buffaloes,0.641711
1976,Europe,camels,0.247
1976,Europe,cattle,243.59844
1976,Europe,chickens,1936.354
1976,Europe,ducks,26.296
1976,Europe,geese and guinea fowls,10.864
1976,Europe,goats,17.121832
1976,Europe,horses,12.720263
1976,Europe,mules,0.764882
1976,Europe,pigs,212.236632
1976,Europe,rabbits and hares,116.846
1976,Europe,sheep,265.929024
1976,Europe,turkeys,61.584
1976,Northern America,asses,0.020004
1976,Northern America,beehives,4.79993
1976,Northern America,cattle,142.028492
1976,Northern America,chickens,1013.329
1976,Northern America,ducks,4.789
1976,Northern America,geese and guinea fowls,0.342
1976,Northern America,goats,1.29045
1976,Northern America,horses,5.08569
1976,Northern America,mules,0.029005
1976,Northern America,pigs,54.959863
1976,Northern America,sheep,13.7693
1976,Northern America,turkeys,144.021
1976,Oceania,asses,0.012
1976,Oceania,beehives,0.716547
1976,Oceania,cattle,43.05548
1976,Oceania,chickens,53.239
1976,Oceania,ducks,0.43
1976,Oceania,geese and guinea fowls,0.05
1976,Oceania,goats,0.297106
1976,Oceania,horses,0.518582
1976,Oceania,pigs,3.767699
1976,Oceania,sheep,205.051468
1976,Oceania,turkeys,0.443
1976,South America,asses,4.045867
1976,South America,beehives,1.819819
1976,South America,buffaloes,0.32
1976,South America,"camelids, other",6.2187
1976,South America,cattle,222.852922
1976,South America,chickens,550.113
1976,South America,ducks,6.195
1976,South America,geese and guinea fowls,0.203
1976,South America,goats,19.312065
1976,South America,horses,13.175402
1976,South America,mules,2.812653
1976,South America,pigs,51.782234
1976,South America,rabbits and hares,2.022
1976,South America,"rodents, other",21.626
1976,South America,sheep,102.100046
1976,South America,turkeys,2.829
1977,Africa,asses,12.160225
1977,Africa,beehives,8.75845
1977,Africa,buffaloes,2.266025
1977,Africa,camels,12.804475
1977,Africa,cattle,161.859316
1977,Africa,chickens,510.692
1977,Africa,ducks,8.124
1977,Africa,geese and guinea fowls,4.882
1977,Africa,goats,127.774503
1977,Africa,horses,3.628908
1977,Africa,mules,2.138128
1977,Africa,pigs,9.000678
1977,Africa,rabbits and hares,3.673
1977,Africa,sheep,170.709469
1977,Africa,turkeys,2.115
1977,Asia,asses,17.543484
1977,Asia,beehives,16.32644
1977,Asia,buffaloes,111.619684
1977,Asia,camels,4.092534
1977,Asia,cattle,344.175485
1977,Asia,chickens,1864.521
1977,Asia,ducks,260.182
1977,Asia,geese and guinea fowls,47.813
1977,Asia,goats,245.828537
1977,Asia,horses,18.059798
1977,Asia,mules,4.319973
1977,Asia,pigs,339.674346
1977,Asia,rabbits and hares,46.296
1977,Asia,sheep,292.474198
1977,Asia,turkeys,8.625
1977,Europe,asses,1.835651
1977,Europe,beehives,20.837161
1977,Europe,buffaloes,0.604244
1977,Europe,camels,0.239
1977,Europe,cattle,243.034437
1977,Europe,chickens,1995.78
1977,Europe,ducks,25.755
1977,Europe,geese and guinea fowls,10.921
1977,Europe,goats,16.89926
1977,Europe,horses,12.084079
1977,Europe,mules,0.69427
1977,Europe,pigs,224.110509
1977,Europe,rabbits and hares,118.129
1977,Europe,sheep,257.056824
1977,Europe,turkeys,82.809
1977,Northern America,asses,0.021003
1977,Northern America,beehives,4.86949
1977,Northern America,cattle,136.172489
1977,Northern America,chickens,1044.071
1977,Northern America,ducks,5.089
1977,Northern America,geese and guinea fowls,0.342
1977,Northern America,goats,1.42057
1977,Northern America,horses,5.09372
1977,Northern America,mules,0.030006
1977,Northern America,pigs,61.132148
1977,Northern America,sheep,13.1125
1977,Northern America,turkeys,140.49
1977,Oceania,asses,0.012
1977,Oceania,beehives,0.714139
1977,Oceania,cattle,40.877713
1977,Oceania,chickens,54.185
1977,Oceania,ducks,0.379
1977,Oceania,geese and guinea fowls,0.05
1977,Oceania,goats,0.251736
1977,Oceania,horses,0.549687
1977,Oceania,pigs,3.904249
1977,Oceania,sheep,194.473234
1977,Oceania,turkeys,0.49
1977,South America,asses,4.041599
1977,South America,beehives,1.8802
1977,South America,buffaloes,0.343
1977,South America,"camelids, other",5.7883
1977,South America,cattle,232.431883
1977,South America,chickens,550.986
1977,South America,ducks,6.295
1977,South America,geese and guinea fowls,0.199
1977,South America,goats,18.73365
1977,South America,horses,12.585772
1977,South America,mules,2.718032
1977,South America,pigs,50.91403
1977,South America,rabbits and hares,2.046
1977,South America,"rodents, other",21.642
1977,South America,sheep,102.381334
1977,South America,turkeys,2.872
1978,Africa,asses,12.344952
1978,Africa,beehives,9.066075
1978,Africa,buffaloes,2.342025
1978,Africa,camels,13.21205
1978,Africa,cattle,166.615732
1978,Africa,chickens,520.111
1978,Africa,ducks,8.397
1978,Africa,geese and guinea fowls,5.107
1978,Africa,goats,135.301094
1978,Africa,horses,3.653163
1978,Africa,mules,2.172573
1978,Africa,pigs,9.427138
1978,Africa,rabbits and hares,3.688
1978,Africa,sheep,174.334529
1978,Africa,turkeys,2.376
1978,Asia,asses,17.450631
1978,Asia,beehives,16.423198
1978,Asia,buffaloes,113.290019
1978,Asia,camels,4.100002
1978,Asia,cattle,349.931432
1978,Asia,chickens,2033.744
1978,Asia,ducks,277.537
1978,Asia,geese and guinea fowls,50.034
1978,Asia,goats,255.042944
1978,Asia,horses,17.956158
1978,Asia,mules,4.455233
1978,Asia,pigs,348.800663
1978,Asia,rabbits and hares,46.438
1978,Asia,sheep,300.830694
1978,Asia,turkeys,8.935
1978,Europe,asses,1.761057
1978,Europe,beehives,21.940586
1978,Europe,buffaloes,0.604253
1978,Europe,camels,0.237
1978,Europe,cattle,245.913242
1978,Europe,chickens,2074.303
1978,Europe,ducks,25.735
1978,Europe,geese and guinea fowls,11.443
1978,Europe,goats,16.983447
1978,Europe,horses,11.611835
1978,Europe,mules,0.633962
1978,Europe,pigs,238.516995
1978,Europe,rabbits and hares,120.65
1978,Europe,sheep,261.534259
1978,Europe,turkeys,99.819
1978,Northern America,asses,0.021004
1978,Northern America,beehives,4.6569
1978,Northern America,cattle,128.901495
1978,Northern America,chickens,1092.847
1978,Northern America,ducks,5.089
1978,Northern America,geese and guinea fowls,0.342
1978,Northern America,goats,1.3766
1978,Northern America,horses,5.303765
1978,Northern America,mules,0.030006
1978,Northern America,pigs,63.339408
1978,Northern America,sheep,12.809
1978,Northern America,turkeys,142.713
1978,Oceania,asses,0.012
1978,Oceania,beehives,0.708277
1978,Oceania,cattle,38.360852
1978,Oceania,chickens,53.341
1978,Oceania,ducks,0.369
1978,Oceania,geese and guinea fowls,0.049
1978,Oceania,goats,0.236914
1978,Oceania,horses,0.571862
1978,Oceania,pigs,3.916456
1978,Oceania,sheep,193.617273
1978,Oceania,turkeys,0.442
1978,South America,asses,3.971449
1978,South America,beehives,2.006
1978,South America,buffaloes,0.393
1978,South America,"camelids, other",5.9219
1978,South America,cattle,229.918082
1978,South America,chickens,564.001
1978,South America,ducks,6.409
1978,South America,geese and guinea fowls,0.211
1978,South America,goats,18.667757
1978,South America,horses,12.32039
1978,South America,mules,2.70253
1978,South America,pigs,50.298852
1978,South America,rabbits and hares,2.084
1978,South America,"rodents, other",21.66
1978,South America,sheep,99.68654
1978,South America,turkeys,3.198
1979,Africa,asses,12.386436
1979,Africa,beehives,9.2321
1979,Africa,buffaloes,2.321438
1979,Africa,camels,13.422523
1979,Africa,cattle,171.600913
1979,Africa,chickens,539.2
1979,Africa,ducks,8.469
1979,Africa,geese and guinea fowls,5.148
1979,Africa,goats,137.492404
1979,Africa,horses,3.673582
1979,Africa,mules,2.216834
1979,Africa,pigs,9.68259
1979,Africa,rabbits and hares,3.725
1979,Africa,sheep,176.615874
1979,Africa,turkeys,2.438
1979,Asia,asses,17.310952
1979,Asia,beehives,16.886254
1979,Asia,buffaloes,115.578674
1979,Asia,camels,4.10811
1979,Asia,cattle,354.264432
1979,Asia,chickens,2112.426
1979,Asia,ducks,286.747
1979,Asia,geese and guinea fowls,52.276
1979,Asia,goats,268.237683
1979,Asia,horses,17.623795
1979,Asia,mules,4.603251
1979,Asia,pigs,361.137152
1979,Asia,rabbits and hares,51.437
1979,Asia,sheep,309.286657
1979,Asia,turkeys,9.446
1979,Europe,asses,1.719941
1979,Europe,beehives,21.731227
1979,Europe,buffaloes,0.591276
1979,Europe,camels,0.232
1979,Europe,cattle,248.040676
1979,Europe,chickens,2159.581
1979,Europe,ducks,26.966
1979,Europe,geese and guinea fowls,10.61
1979,Europe,goats,16.790666
1979,Europe,horses,11.358476
1979,Europe,mules,0.615935
1979,Europe,pigs,244.711603
1979,Europe,rabbits and hares,126.822
1979,Europe,sheep,264.645078
1979,Europe,turkeys,108.775
1979,Northern America,asses,0.021004
1979,Northern America,beehives,4.7402
1979,Northern America,cattle,122.860635
1979,Northern America,chickens,1158.736
1979,Northern America,ducks,5.389
1979,Northern America,geese and guinea fowls,0.342
1979,Northern America,goats,1.38047
1979,Northern America,horses,5.3238
1979,Northern America,mules,0.030007
1979,Northern America,pigs,68.7205
1979,Northern America,sheep,12.791
1979,Northern America,turkeys,161.087
1979,Oceania,asses,0.0118
1979,Oceania,beehives,0.743933
1979,Oceania,cattle,35.755824
1979,Oceania,chickens,53.377
1979,Oceania,ducks,0.449
1979,Oceania,geese and guinea fowls,0.078
1979,Oceania,goats,0.260077
1979,Oceania,horses,0.612167
1979,Oceania,pigs,3.997682
1979,Oceania,sheep,197.754198
1979,Oceania,turkeys,0.588
1979,South America,asses,3.951067
1979,South America,beehives,2.1562
1979,South America,buffaloes,0.474
1979,South America,"camelids, other",5.922
1979,South America,cattle,231.857501
1979,South America,chickens,627.908
1979,South America,ducks,6.775
1979,South America,geese and guinea fowls,0.226
1979,South America,goats,18.939982
1979,South America,horses,12.609427
1979,South America,mules,2.80646
1979,South America,pigs,52.983432
1979,South America,rabbits and hares,2.114
1979,South America,"rodents, other",21.674
1979,South America,sheep,100.423327
1979,South America,turkeys,3.606
1980,Africa,asses,12.345129
1980,Africa,beehives,9.37315
1980,Africa,buffaloes,2.346608
1980,Africa,camels,13.533494
1980,Africa,cattle,172.530728
1980,Africa,chickens,556.254
1980,Africa,ducks,7.843
1980,Africa,geese and guinea fowls,4.657
1980,Africa,goats,140.959152
1980,Africa,horses,3.630379
1980,Africa,mules,1.137577
1980,Africa,pigs,10.171796
1980,Africa,rabbits and hares,3.767
1980,Africa,sheep,184.739123
1980,Africa,turkeys,2.151
1980,Asia,asses,17.280008
1980,Asia,beehives,18.614607
1980,Asia,buffaloes,118.085115
1980,Asia,camels,4.127681
1980,Asia,cattle,346.902858
1980,Asia,chickens,2241.102
1980,Asia,ducks,301.411
1980,Asia,geese and guinea fowls,54.263
1980,Asia,goats,274.168197
1980,Asia,horses,17.573502
1980,Asia,mules,4.782857
1980,Asia,pigs,381.967763
1980,Asia,rabbits and hares,53.223
1980,Asia,sheep,318.331081
1980,Asia,turkeys,9.541
1980,Europe,asses,1.668653
1980,Europe,beehives,21.420093
1980,Europe,buffaloes,0.558767
1980,Europe,camels,0.237
1980,Europe,cattle,249.084317
1980,Europe,chickens,2197.969
1980,Europe,ducks,24.763
1980,Europe,geese and guinea fowls,9.672
1980,Europe,goats,17.29446
1980,Europe,horses,11.085632
1980,Europe,mules,0.58597
1980,Europe,pigs,248.639429
1980,Europe,rabbits and hares,126.08
1980,Europe,sheep,266.767923
1980,Europe,turkeys,116.648
1980,Northern America,asses,0.021004
1980,Northern America,beehives,4.7488
1980,Northern America,cattle,123.36865
1980,Northern America,chickens,1146.556
1980,Northern America,ducks,5.389
1980,Northern America,geese and guinea fowls,0.342
1980,Northern America,goats,1.42253
1980,Northern America,horses,5.384
1980,Northern America,mules,0.030007
1980,Northern America,pigs,77.4107
1980,Northern America,sheep,13.1841
1980,Northern America,turkeys,170.631
1980,Oceania,asses,0.0115
1980,Oceania,beehives,0.760532
1980,Oceania,cattle,34.946902
1980,Oceania,chickens,57.576
1980,Oceania,ducks,0.461
1980,Oceania,geese and guinea fowls,0.072
1980,Oceania,goats,0.276247
1980,Oceania,horses,0.637495
1980,Oceania,pigs,4.24372
1980,Oceania,sheep,204.763797
1980,Oceania,turkeys,1.152
1980,South America,asses,3.93991
1980,South America,beehives,2.157505
1980,South America,buffaloes,0.495
1980,South America,"camelids, other",5.843425
1980,South America,cattle,242.041667
1980,South America,chickens,726.651
1980,South America,ducks,7.005
1980,South America,geese and guinea fowls,0.239
1980,South America,goats,18.075876
1980,South America,horses,12.778648
1980,South America,mules,2.858518
1980,South America,pigs,52.014356
1980,South America,rabbits and hares,2.297
1980,South America,"rodents, other",21.692
1980,South America,sheep,103.123847
1980,South America,turkeys,3.899
1981,Africa,asses,12.531833
1981,Africa,beehives,9.707975
1981,Africa,buffaloes,2.370079
1981,Africa,camels,13.914892
1981,Africa,cattle,174.437409
1981,Africa,chickens,576.856
1981,Africa,ducks,7.778
1981,Africa,geese and guinea fowls,4.694
1981,Africa,goats,142.034796
1981,Africa,horses,3.861949
1981,Africa,mules,1.143347
1981,Africa,pigs,10.737782
1981,Africa,rabbits and hares,4.71
1981,Africa,sheep,186.386279
1981,Africa,turkeys,2.266
1981,Asia,asses,17.643881
1981,Asia,beehives,19.465522
1981,Asia,buffaloes,120.738422
1981,Asia,camels,4.171097
1981,Asia,cattle,352.397399
1981,Asia,chickens,2387.665
1981,Asia,ducks,308.037
1981,Asia,geese and guinea fowls,56.393
1981,Asia,goats,280.462739
1981,Asia,horses,17.294071
1981,Asia,mules,4.917129
1981,Asia,pigs,369.75108
1981,Asia,rabbits and hares,55.056
1981,Asia,sheep,329.37239
1981,Asia,turkeys,7.305
1981,Europe,asses,1.625452
1981,Europe,beehives,21.726143
1981,Europe,buffaloes,0.552941
1981,Europe,camels,0.235
1981,Europe,cattle,247.470491
