year,region,animal,population_Mhd
1981,Europe,chickens,2273.519
1981,Europe,ducks,24.745
1981,Europe,geese and guinea fowls,9.921
1981,Europe,goats,18.628585
1981,Europe,horses,10.825161
1981,Europe,mules,0.551035
1981,Europe,pigs,247.560622
1981,Europe,rabbits and hares,125.51
1981,Europe,sheep,266.22343
1981,Europe,turkeys,122.771
1981,Northern America,asses,0.023004
1981,Northern America,beehives,4.8465
1981,Northern America,cattle,126.517708
1981,Northern America,chickens,1173.883
1981,Northern America,ducks,6.024
1981,Northern America,geese and guinea fowls,0.486
1981,Northern America,goats,1.40305
1981,Northern America,horses,5.4019
1981,Northern America,mules,0.030007
1981,Northern America,pigs,74.6538
1981,Northern America,sheep,13.4769
1981,Northern America,turkeys,175.198
1981,Oceania,asses,0.0115
1981,Oceania,beehives,0.768117
1981,Oceania,cattle,33.822126
1981,Oceania,chickens,59.239
1981,Oceania,ducks,0.536
1981,Oceania,geese and guinea fowls,0.147
1981,Oceania,goats,0.34505
1981,Oceania,horses,0.643974
1981,Oceania,pigs,4.204647
1981,Oceania,sheep,204.297986
1981,Oceania,turkeys,0.987
1981,South America,asses,3.929759
1981,South America,beehives,2.411
1981,South America,buffaloes,0.542
1981,South America,"camelids, other",5.89125
1981,South America,cattle,244.689652
1981,South America,chickens,747.329
1981,South America,ducks,7.596
1981,South America,geese and guinea fowls,0.231
1981,South America,goats,18.598751
1981,South America,horses,13.054291
1981,South America,mules,3.008115
1981,South America,pigs,50.332737
1981,South America,rabbits and hares,2.325
1981,South America,"rodents, other",21.707
1981,South America,sheep,105.284489
1981,South America,turkeys,4.881
1982,Africa,asses,12.825662
1982,Africa,beehives,10.0096
1982,Africa,buffaloes,2.392965
1982,Africa,camels,14.4257
1982,Africa,cattle,178.340663
1982,Africa,chickens,606.127
1982,Africa,ducks,9.109
1982,Africa,geese and guinea fowls,5.825
1982,Africa,goats,145.092914
1982,Africa,horses,3.972726
1982,Africa,mules,1.152636
1982,Africa,pigs,10.44833
1982,Africa,rabbits and hares,5.444
1982,Africa,sheep,187.412774
1982,Africa,turkeys,2.18
1982,Asia,asses,18.307863
1982,Asia,beehives,20.369194
1982,Asia,buffaloes,123.988305
1982,Asia,camels,4.261999
1982,Asia,cattle,358.694948
1982,Asia,chickens,2536.013
1982,Asia,ducks,323.726
1982,Asia,geese and guinea fowls,58.324
1982,Asia,goats,284.600608
1982,Asia,horses,17.200551
1982,Asia,mules,5.083516
1982,Asia,pigs,360.662314
1982,Asia,rabbits and hares,59.162
1982,Asia,sheep,338.883998
1982,Asia,turkeys,10.644
1982,Europe,asses,1.601375
1982,Europe,beehives,21.834699
1982,Europe,buffaloes,0.528957
1982,Europe,camels,0.238
1982,Europe,cattle,248.756562
1982,Europe,chickens,2310.322
1982,Europe,ducks,25.597
1982,Europe,geese and guinea fowls,11.158
1982,Europe,goats,18.416003
1982,Europe,horses,10.800247
1982,Europe,mules,0.522399
1982,Europe,pigs,250.340374
1982,Europe,rabbits and hares,127.869
1982,Europe,sheep,272.657054
1982,Europe,turkeys,122.905
1982,Northern America,asses,0.023005
1982,Northern America,beehives,4.91345
1982,Northern America,cattle,127.6067
1982,Northern America,chickens,1164.465
1982,Northern America,ducks,6.424
1982,Northern America,geese and guinea fowls,0.486
1982,Northern America,goats,1.43357
1982,Northern America,horses,5.4218
1982,Northern America,mules,0.030007
1982,Northern America,pigs,68.6699
1982,Northern America,sheep,13.5686
1982,Northern America,turkeys,169.987
1982,Oceania,asses,0.0115
1982,Oceania,beehives,0.816306
1982,Oceania,cattle,33.075033
1982,Oceania,chickens,57.598
1982,Oceania,ducks,0.436
1982,Oceania,geese and guinea fowls,0.024
1982,Oceania,goats,0.380375
1982,Oceania,horses,0.622799
1982,Oceania,pigs,4.17196
1982,Oceania,sheep,208.283882
1982,Oceania,turkeys,0.783
1982,South America,asses,3.889803
1982,South America,beehives,2.327355
1982,South America,buffaloes,0.623574
1982,South America,"camelids, other",5.99275
1982,South America,cattle,245.602441
1982,South America,chickens,774.451
1982,South America,ducks,8.434
1982,South America,geese and guinea fowls,0.278
1982,South America,goats,18.802263
1982,South America,horses,13.001572
1982,South America,mules,3.092778
1982,South America,pigs,51.674234
1982,South America,rabbits and hares,2.301
1982,South America,"rodents, other",21.722
1982,South America,sheep,102.836078
1982,South America,turkeys,5.188
1983,Africa,asses,12.917334
1983,Africa,beehives,10.0095
1983,Africa,buffaloes,2.322025
1983,Africa,camels,14.388795
1983,Africa,cattle,179.8406
1983,Africa,chickens,625.033
1983,Africa,ducks,10.089
1983,Africa,geese and guinea fowls,6.835
1983,Africa,goats,148.846692
1983,Africa,horses,4.25468
1983,Africa,mules,1.214861
1983,Africa,pigs,10.564371
1983,Africa,rabbits and hares,6.172
1983,Africa,sheep,188.775589
1983,Africa,turkeys,2.471
1983,Asia,asses,18.867589
1983,Asia,beehives,20.847873
1983,Asia,buffaloes,126.539656
1983,Asia,camels,4.32107
1983,Asia,cattle,365.762863
1983,Asia,chickens,2731.399
1983,Asia,ducks,337.944
1983,Asia,geese and guinea fowls,60.815
1983,Asia,goats,290.475054
1983,Asia,horses,17.044521
1983,Asia,mules,5.212371
1983,Asia,pigs,371.668226
1983,Asia,rabbits and hares,64.102
1983,Asia,sheep,339.244126
1983,Asia,turkeys,13.121
1983,Europe,asses,1.540134
1983,Europe,beehives,22.054026
1983,Europe,buffaloes,0.519982
1983,Europe,camels,0.24
1983,Europe,cattle,248.198298
1983,Europe,chickens,2335.984
1983,Europe,ducks,27.415
1983,Europe,geese and guinea fowls,11.302
1983,Europe,goats,19.159469
1983,Europe,horses,10.679885
1983,Europe,mules,0.482861
1983,Europe,pigs,249.881626
1983,Europe,rabbits and hares,126.769
1983,Europe,sheep,275.002965
1983,Europe,turkeys,120.493
1983,Northern America,asses,0.023005
1983,Northern America,beehives,4.95985
1983,Northern America,cattle,126.862688
1983,Northern America,chickens,1157.321
1983,Northern America,ducks,6.624
1983,Northern America,geese and guinea fowls,0.486
1983,Northern America,goats,1.44458
1983,Northern America,horses,5.4597
1983,Northern America,mules,0.032007
1983,Northern America,pigs,64.426
1983,Northern America,sheep,12.7055
1983,Northern America,turkeys,175.386
1983,Oceania,asses,0.0115
1983,Oceania,beehives,0.815953
1983,Oceania,cattle,30.74318
1983,Oceania,chickens,61.207
1983,Oceania,ducks,0.502
1983,Oceania,geese and guinea fowls,0.04
1983,Oceania,goats,0.564071
1983,Oceania,horses,0.617102
1983,Oceania,pigs,4.308017
1983,Oceania,sheep,203.504663
1983,Oceania,turkeys,0.554
1983,South America,asses,3.786948
1983,South America,beehives,2.432293
1983,South America,buffaloes,0.702182
1983,South America,"camelids, other",5.6654
1983,South America,cattle,246.580963
1983,South America,chickens,733.434
1983,South America,ducks,8.469
1983,South America,geese and guinea fowls,0.284
1983,South America,goats,18.371923
1983,South America,horses,13.050416
1983,South America,mules,3.102352
1983,South America,pigs,50.586449
1983,South America,rabbits and hares,2.328
1983,South America,"rodents, other",21.762
1983,South America,sheep,100.289199
1983,South America,turkeys,5.739
1984,Africa,asses,12.418989
1984,Africa,beehives,10.507125
1984,Africa,buffaloes,2.414025
1984,Africa,camels,14.27314
1984,Africa,cattle,175.340822
1984,Africa,chickens,655.643
1984,Africa,ducks,10.707
1984,Africa,geese and guinea fowls,7.247
1984,Africa,goats,144.630369
1984,Africa,horses,4.050447
1984,Africa,mules,1.1964
1984,Africa,pigs,11.057003
1984,Africa,rabbits and hares,7.614
1984,Africa,sheep,185.394621
1984,Africa,turkeys,2.669
1984,Asia,asses,19.22728
1984,Asia,beehives,21.240135
1984,Asia,buffaloes,129.427556
1984,Asia,camels,4.279123
1984,Asia,cattle,369.242495
1984,Asia,chickens,2948.419
1984,Asia,ducks,344.178
1984,Asia,geese and guinea fowls,62.094
1984,Asia,goats,286.616169
1984,Asia,horses,16.874421
1984,Asia,mules,5.322204
1984,Asia,pigs,371.149749
1984,Asia,rabbits and hares,67.028
1984,Asia,sheep,328.600632
1984,Asia,turkeys,10.72
1984,Europe,asses,1.511108
1984,Europe,beehives,22.405275
1984,Europe,buffaloes,0.518797
1984,Europe,camels,0.246
1984,Europe,cattle,253.305208
1984,Europe,chickens,2342.93
1984,Europe,ducks,27.198
1984,Europe,geese and guinea fowls,11.004
1984,Europe,goats,19.305349
1984,Europe,horses,10.68882
1984,Europe,mules,0.462199
1984,Europe,pigs,257.60876
1984,Europe,rabbits and hares,125.326
1984,Europe,sheep,279.802611
1984,Europe,turkeys,119.898
1984,Northern America,asses,0.024005
1984,Northern America,beehives,4.992
1984,Northern America,cattle,124.99005
1984,Northern America,chickens,1181.253
1984,Northern America,ducks,6.624
1984,Northern America,geese and guinea fowls,0.486
1984,Northern America,goats,1.44558
1984,Northern America,horses,5.4886
1984,Northern America,mules,0.032007
1984,Northern America,pigs,67.0419
1984,Northern America,sheep,12.1093
1984,Northern America,turkeys,176.046
1984,Oceania,asses,0.0115
1984,Oceania,beehives,0.820917
1984,Oceania,cattle,30.577485
1984,Oceania,chickens,60.972
1984,Oceania,ducks,0.579
1984,Oceania,geese and guinea fowls,0.06
1984,Oceania,goats,0.552402
1984,Oceania,horses,0.590285
1984,Oceania,pigs,4.382436
1984,Oceania,sheep,208.986082
1984,Oceania,turkeys,0.634
1984,South America,asses,3.799979
1984,South America,beehives,2.668377
1984,South America,buffaloes,0.804478
1984,South America,"camelids, other",5.0879
1984,South America,cattle,249.733439
1984,South America,chickens,755.0
1984,South America,ducks,8.969
1984,South America,geese and guinea fowls,0.298
1984,South America,goats,19.096342
1984,South America,horses,13.263836
1984,South America,mules,3.214337
1984,South America,pigs,51.439634
1984,South America,rabbits and hares,2.321
1984,South America,"rodents, other",21.862
1984,South America,sheep,97.292173
1984,South America,turkeys,6.398
1985,Africa,asses,12.196164
1985,Africa,beehives,10.9722
1985,Africa,buffaloes,2.429025
1985,Africa,camels,14.54788
1985,Africa,cattle,176.509621
1985,Africa,chickens,694.631
1985,Africa,ducks,11.501
1985,Africa,geese and guinea fowls,7.843
1985,Africa,goats,149.03826
1985,Africa,horses,4.23983
1985,Africa,mules,1.224378
1985,Africa,pigs,11.967804
1985,Africa,rabbits and hares,7.903
1985,Africa,sheep,189.169509
1985,Africa,turkeys,3.094
1985,Asia,asses,19.769775
1985,Asia,beehives,21.411964
1985,Asia,buffaloes,132.394631
1985,Asia,camels,4.214023
1985,Asia,cattle,373.848579
1985,Asia,chickens,3119.573
1985,Asia,ducks,361.179
1985,Asia,geese and guinea fowls,64.847
1985,Asia,goats,282.368132
1985,Asia,horses,16.947782
1985,Asia,mules,5.47246
1985,Asia,pigs,380.910357
1985,Asia,rabbits and hares,70.132
1985,Asia,sheep,314.255385
1985,Asia,turkeys,10.32
1985,Europe,asses,1.45069
1985,Europe,beehives,23.00517
1985,Europe,buffaloes,0.526851
1985,Europe,camels,0.245
1985,Europe,cattle,253.829414
1985,Europe,chickens,2403.461
1985,Europe,ducks,29.025
1985,Europe,geese and guinea fowls,11.47
1985,Europe,goats,19.202136
1985,Europe,horses,10.646108
1985,Europe,mules,0.438435
1985,Europe,pigs,257.677912
1985,Europe,rabbits and hares,123.881
1985,Europe,sheep,278.637084
1985,Europe,turkeys,120.182
1985,Northern America,asses,0.024005
1985,Northern America,beehives,5.0186
1985,Northern America,cattle,120.912112
1985,Northern America,chickens,1210.455
1985,Northern America,ducks,7.024
1985,Northern America,geese and guinea fowls,0.486
1985,Northern America,goats,1.57559
1985,Northern America,horses,5.544689
1985,Northern America,mules,0.032006
1985,Northern America,pigs,64.648373
1985,Northern America,sheep,11.229567
1985,Northern America,turkeys,190.627
1985,Oceania,asses,0.0115
1985,Oceania,beehives,0.87698
1985,Oceania,cattle,31.30968
1985,Oceania,chickens,64.544
1985,Oceania,ducks,0.431
1985,Oceania,geese and guinea fowls,0.06
1985,Oceania,goats,0.778469
1985,Oceania,horses,0.585556
1985,Oceania,pigs,4.457124
1985,Oceania,sheep,217.606981
1985,Oceania,turkeys,0.756
1985,South America,asses,3.793334
1985,South America,beehives,2.848477
1985,South America,buffaloes,0.882642
1985,South America,"camelids, other",5.156
1985,South America,cattle,250.603216
1985,South America,chickens,775.169
1985,South America,ducks,9.001
1985,South America,geese and guinea fowls,0.299
1985,South America,goats,19.42
1985,South America,horses,13.527326
1985,South America,mules,3.218833
1985,South America,pigs,50.417663
1985,South America,rabbits and hares,2.367
1985,South America,"rodents, other",21.862
1985,South America,sheep,100.205415
1985,South America,turkeys,6.813
1986,Africa,asses,12.70926
1986,Africa,beehives,11.454325
1986,Africa,buffaloes,2.443025
1986,Africa,camels,14.40411
1986,Africa,cattle,178.488196
1986,Africa,chickens,737.32
1986,Africa,ducks,11.938
1986,Africa,geese and guinea fowls,8.042
1986,Africa,goats,154.963133
1986,Africa,horses,4.322472
1986,Africa,mules,1.259798
1986,Africa,pigs,13.16179
1986,Africa,rabbits and hares,8.184
1986,Africa,sheep,190.108909
1986,Africa,turkeys,3.326
1986,Asia,asses,20.202185
1986,Asia,beehives,21.392778
1986,Asia,buffaloes,137.823551
1986,Asia,camels,4.212154
1986,Asia,cattle,381.126773
1986,Asia,chickens,3417.105
1986,Asia,ducks,394.136
1986,Asia,geese and guinea fowls,71.956
1986,Asia,goats,287.999788
1986,Asia,horses,17.089181
1986,Asia,mules,5.65407
1986,Asia,pigs,407.219237
1986,Asia,rabbits and hares,103.034
1986,Asia,sheep,314.459695
1986,Asia,turkeys,12.414
1986,Europe,asses,1.420155
1986,Europe,beehives,23.242102
1986,Europe,buffaloes,0.568904
1986,Europe,camels,0.254
1986,Europe,cattle,251.348624
1986,Europe,chickens,2417.224
1986,Europe,ducks,31.107
1986,Europe,geese and guinea fowls,11.657
1986,Europe,goats,19.956099
1986,Europe,horses,10.459961
1986,Europe,mules,0.409016
1986,Europe,pigs,262.776406
1986,Europe,rabbits and hares,127.563
1986,Europe,sheep,287.936772
1986,Europe,turkeys,122.271
1986,Northern America,asses,0.024005
1986,Northern America,beehives,3.9124
1986,Northern America,cattle,116.334315
1986,Northern America,chickens,1243.361
1986,Northern America,ducks,7.324
1986,Northern America,geese and guinea fowls,0.486
1986,Northern America,goats,1.7963
1986,Northern America,horses,5.54158
1986,Northern America,mules,0.032006
1986,Northern America,pigs,62.283678
1986,Northern America,sheep,10.634545
1986,Northern America,turkeys,212.732
1986,Oceania,asses,0.0115
1986,Oceania,beehives,0.902827
1986,Oceania,cattle,32.378518
1986,Oceania,chickens,66.612
1986,Oceania,ducks,0.531
1986,Oceania,geese and guinea fowls,0.06
1986,Oceania,goats,1.871004
1986,Oceania,horses,0.517251
1986,Oceania,pigs,4.515721
1986,Oceania,rabbits and hares,0.004
1986,Oceania,sheep,214.251433
1986,Oceania,turkeys,0.683
1986,South America,asses,3.800289
1986,South America,beehives,2.869
1986,South America,buffaloes,0.985339
1986,South America,"camelids, other",5.329521
1986,South America,cattle,253.546348
1986,South America,chickens,831.924
1986,South America,ducks,9.258
1986,South America,geese and guinea fowls,0.314
1986,South America,goats,20.234463
1986,South America,horses,13.70876
1986,South America,mules,3.189943
1986,South America,pigs,51.006531
1986,South America,rabbits and hares,2.561
1986,South America,"rodents, other",22.37
1986,South America,sheep,102.096493
1986,South America,turkeys,7.228
1987,Africa,asses,12.947161
1987,Africa,beehives,11.786125
1987,Africa,buffaloes,2.454025
1987,Africa,camels,14.609232
1987,Africa,cattle,176.993883
1987,Africa,chickens,765.322
1987,Africa,ducks,11.644
1987,Africa,geese and guinea fowls,7.747
1987,Africa,goats,160.834206
1987,Africa,horses,4.408406
1987,Africa,mules,1.305868
1987,Africa,pigs,13.752047
1987,Africa,rabbits and hares,8.511
1987,Africa,sheep,194.758278
1987,Africa,turkeys,3.18
1987,Asia,asses,20.399175
1987,Asia,beehives,21.575806
1987,Asia,buffaloes,137.657858
1987,Asia,camels,4.254931
1987,Asia,cattle,387.602779
1987,Asia,chickens,3710.13
1987,Asia,ducks,434.467
1987,Asia,geese and guinea fowls,81.209
1987,Asia,goats,303.580242
1987,Asia,horses,16.976701
1987,Asia,mules,5.807233
1987,Asia,pigs,415.487071
1987,Asia,rabbits and hares,140.2
1987,Asia,sheep,321.413779
1987,Asia,turkeys,11.783
1987,Europe,asses,1.398287
1987,Europe,beehives,23.471899
1987,Europe,buffaloes,0.55883
1987,Europe,camels,0.26
1987,Europe,cattle,249.204398
1987,Europe,chickens,2457.833
1987,Europe,ducks,31.915
1987,Europe,geese and guinea fowls,11.638
1987,Europe,goats,19.958877
1987,Europe,horses,10.424922
1987,Europe,mules,0.403559
1987,Europe,pigs,265.029966
1987,Europe,rabbits and hares,130.267
1987,Europe,sheep,290.568813
1987,Europe,turkeys,118.171
1987,Northern America,asses,0.024005
1987,Northern America,beehives,3.8898
1987,Northern America,cattle,112.785293
1987,Northern America,chickens,1321.721
1987,Northern America,ducks,7.48
1987,Northern America,geese and guinea fowls,0.66
1987,Northern America,goats,1.8066
1987,Northern America,horses,5.503323
1987,Northern America,mules,0.032005
1987,Northern America,pigs,60.920315
1987,Northern America,sheep,10.873922
1987,Northern America,turkeys,246.338
1987,Oceania,asses,0.009213
1987,Oceania,beehives,0.718941
1987,Oceania,cattle,30.576393
1987,Oceania,chickens,71.421
1987,Oceania,ducks,0.596
1987,Oceania,geese and guinea fowls,0.06
1987,Oceania,goats,2.232661
1987,Oceania,horses,0.478405
1987,Oceania,pigs,4.609113
1987,Oceania,rabbits and hares,0.004
1987,Oceania,sheep,213.406754
1987,Oceania,turkeys,1.354
1987,South America,asses,3.883543
1987,South America,beehives,2.947
1987,South America,buffaloes,1.082613
1987,South America,"camelids, other",5.377842
1987,South America,cattle,257.519833
1987,South America,chickens,871.472
1987,South America,ducks,9.537
1987,South America,geese and guinea fowls,0.315
1987,South America,goats,20.687598
1987,South America,horses,13.876349
1987,South America,mules,3.237362
1987,South America,pigs,51.03017
1987,South America,rabbits and hares,2.737
1987,South America,"rodents, other",22.38
1987,South America,sheep,103.858754
1987,South America,turkeys,7.547
1988,Africa,asses,13.476834
1988,Africa,beehives,12.022625
1988,Africa,buffaloes,2.464025
1988,Africa,camels,15.019072
1988,Africa,cattle,180.105065
1988,Africa,chickens,795.146
1988,Africa,ducks,12.16
1988,Africa,geese and guinea fowls,8.046
1988,Africa,goats,168.299335
1988,Africa,horses,4.503457
1988,Africa,mules,1.30024
1988,Africa,pigs,14.141439
1988,Africa,rabbits and hares,8.772
1988,Africa,sheep,197.260549
1988,Africa,turkeys,3.526
1988,Asia,asses,20.462173
1988,Asia,beehives,23.132048
1988,Asia,buffaloes,139.411616
1988,Asia,camels,4.264881
1988,Asia,cattle,391.480615
1988,Asia,chickens,3980.661
1988,Asia,ducks,443.492
1988,Asia,geese and guinea fowls,92.801
1988,Asia,goats,317.458358
1988,Asia,horses,16.554498
1988,Asia,mules,5.943765
1988,Asia,pigs,405.200763
1988,Asia,rabbits and hares,145.975
1988,Asia,sheep,328.762784
1988,Asia,turkeys,9.671
1988,Europe,asses,1.343197
1988,Europe,beehives,22.398798
1988,Europe,buffaloes,0.556525
1988,Europe,camels,0.3
1988,Europe,cattle,243.038032
1988,Europe,chickens,2486.932
1988,Europe,ducks,32.684
1988,Europe,geese and guinea fowls,11.781
1988,Europe,goats,20.651233
1988,Europe,horses,10.281291
1988,Europe,mules,0.387349
1988,Europe,pigs,266.511696
1988,Europe,rabbits and hares,134.897
1988,Europe,sheep,296.059466
1988,Europe,turkeys,120.722
1988,Northern America,asses,0.026005
1988,Northern America,beehives,3.82742
1988,Northern America,cattle,110.378921
1988,Northern America,chickens,1338.792
1988,Northern America,ducks,7.72
1988,Northern America,geese and guinea fowls,0.73
1988,Northern America,goats,1.8268
1988,Northern America,horses,5.626411
1988,Northern America,mules,0.032005
1988,Northern America,pigs,65.186854
1988,Northern America,sheep,11.465514
1988,Northern America,turkeys,247.021
1988,Oceania,asses,0.008401
1988,Oceania,beehives,0.716266
1988,Oceania,cattle,30.579106
1988,Oceania,chickens,80.274
1988,Oceania,ducks,0.791
1988,Oceania,geese and guinea fowls,0.06
1988,Oceania,goats,2.894702
1988,Oceania,horses,0.503828
1988,Oceania,pigs,4.707033
1988,Oceania,sheep,217.049332
1988,Oceania,turkeys,1.712
1988,South America,asses,3.919329
1988,South America,beehives,3.0765
1988,South America,buffaloes,1.181889
1988,South America,"camelids, other",5.4552
1988,South America,cattle,264.346685
1988,South America,chickens,873.784
1988,South America,ducks,9.373
1988,South America,geese and guinea fowls,0.317
1988,South America,goats,21.357918
1988,South America,horses,13.988285
1988,South America,mules,3.27871
1988,South America,pigs,51.472009
1988,South America,rabbits and hares,2.702
1988,South America,"rodents, other",22.39
1988,South America,sheep,105.035701
1988,South America,turkeys,7.649
1989,Africa,asses,13.918499
1989,Africa,beehives,12.694622
1989,Africa,buffaloes,2.548972
1989,Africa,camels,15.175312
1989,Africa,cattle,185.049581
1989,Africa,chickens,822.401
1989,Africa,ducks,12.349
1989,Africa,geese and guinea fowls,8.039
1989,Africa,goats,174.81976
1989,Africa,horses,4.539607
1989,Africa,mules,1.313969
1989,Africa,pigs,15.351763
1989,Africa,rabbits and hares,9.095
1989,Africa,sheep,205.320894
1989,Africa,turkeys,3.699
1989,Asia,asses,20.570745
1989,Asia,beehives,22.929232
1989,Asia,buffaloes,141.240563
1989,Asia,camels,4.299274
1989,Asia,cattle,396.957594
1989,Asia,chickens,4221.374
1989,Asia,ducks,456.137
1989,Asia,geese and guinea fowls,96.374
1989,Asia,goats,337.220145
1989,Asia,horses,16.524935
1989,Asia,mules,6.069777
1989,Asia,pigs,422.05706
1989,Asia,rabbits and hares,150.791
1989,Asia,sheep,345.279457
1989,Asia,turkeys,7.751
1989,Europe,asses,1.317609
1989,Europe,beehives,22.694857
1989,Europe,buffaloes,0.559867
1989,Europe,camels,0.3
1989,Europe,cattle,244.513864
1989,Europe,chickens,2479.434
1989,Europe,ducks,34.801
1989,Europe,geese and guinea fowls,12.132
1989,Europe,goats,22.117514
1989,Europe,horses,10.212212
1989,Europe,mules,0.378696
1989,Europe,pigs,262.563886
1989,Europe,rabbits and hares,128.824
1989,Europe,sheep,297.768778
1989,Europe,turkeys,121.879
1989,Northern America,asses,0.055006
1989,Northern America,beehives,3.98729
1989,Northern America,cattle,107.72517
1989,Northern America,chickens,1385.087
1989,Northern America,ducks,7.25
1989,Northern America,geese and guinea fowls,0.53
1989,Northern America,goats,1.8771
1989,Northern America,horses,5.482915
1989,Northern America,mules,0.032002
1989,Northern America,pigs,66.41825
1989,Northern America,sheep,11.413412
1989,Northern America,turkeys,266.294
1989,Oceania,asses,0.008863
1989,Oceania,beehives,0.750387
1989,Oceania,cattle,30.925449
1989,Oceania,chickens,68.631
1989,Oceania,ducks,0.399
1989,Oceania,geese and guinea fowls,0.06
1989,Oceania,goats,2.77663
1989,Oceania,horses,0.488867
1989,Oceania,pigs,4.661489
1989,Oceania,sheep,222.178532
1989,Oceania,turkeys,1.239
1989,South America,asses,3.978236
1989,South America,beehives,2.9826
1989,South America,buffaloes,1.285618
1989,South America,"camelids, other",5.4929
1989,South America,cattle,269.374604
1989,South America,chickens,888.896
1989,South America,ducks,9.51
1989,South America,geese and guinea fowls,0.308
1989,South America,goats,21.733332
1989,South America,horses,14.508079
1989,South America,mules,3.321243
1989,South America,pigs,51.776701
1989,South America,rabbits and hares,3.414
1989,South America,"rodents, other",22.4
1989,South America,sheep,105.196689
1989,South America,turkeys,8.427
1990,Africa,asses,14.373582
1990,Africa,beehives,13.185854
1990,Africa,buffaloes,2.897492
1990,Africa,camels,15.12135
1990,Africa,cattle,189.02827
1990,Africa,chickens,907.89
1990,Africa,ducks,12.871
1990,Africa,geese and guinea fowls,8.337
1990,Africa,goats,176.622327
1990,Africa,horses,5.412079
1990,Africa,mules,1.341167
1990,Africa,pigs,17.152732
1990,Africa,rabbits and hares,11.126
1990,Africa,sheep,207.335196
1990,Africa,turkeys,7.293
1990,Asia,asses,20.373492
1990,Asia,beehives,23.130582
1990,Asia,buffaloes,143.302442
1990,Asia,camels,4.401839
1990,Asia,cattle,399.953661
1990,Asia,chickens,4428.61
1990,Asia,ducks,487.649
1990,Asia,geese and guinea fowls,109.686
1990,Asia,goats,350.168883
1990,Asia,horses,16.327953
1990,Asia,mules,6.101636
1990,Asia,pigs,429.833024
1990,Asia,rabbits and hares,155.734
1990,Asia,sheep,350.027882
1990,Asia,turkeys,7.42
1990,Europe,asses,1.347383
1990,Europe,beehives,22.466656
1990,Europe,buffaloes,0.578919
1990,Europe,camels,0.263
1990,Europe,cattle,243.054195
1990,Europe,chickens,2459.532
1990,Europe,ducks,36.287
1990,Europe,geese and guinea fowls,12.654
1990,Europe,goats,22.16813
1990,Europe,horses,10.212057
1990,Europe,mules,0.366894
1990,Europe,pigs,261.371933
1990,Europe,rabbits and hares,208.642
1990,Europe,sheep,295.245015
1990,Europe,turkeys,120.589
1990,Northern America,asses,0.053006
1990,Northern America,beehives,3.742205
1990,Northern America,cattle,107.03717
1990,Northern America,chickens,1443.085
1990,Northern America,ducks,7.02
1990,Northern America,geese and guinea fowls,0.46
1990,Northern America,goats,1.927945
1990,Northern America,horses,5.484918
1990,Northern America,mules,0.032002
1990,Northern America,pigs,64.181627
1990,Northern America,sheep,11.953003
1990,Northern America,turkeys,286.745
1990,Oceania,asses,0.00931
1990,Oceania,beehives,0.740603
1990,Oceania,cattle,31.867546
1990,Oceania,chickens,76.252
1990,Oceania,ducks,0.412
1990,Oceania,geese and guinea fowls,0.06
1990,Oceania,goats,2.92763
1990,Oceania,horses,0.474008
1990,Oceania,pigs,4.63281
1990,Oceania,rabbits and hares,0.0
1990,Oceania,sheep,228.156168
1990,Oceania,turkeys,1.372
1990,South America,asses,3.967162
1990,South America,beehives,3.0152
1990,South America,buffaloes,1.397662
1990,South America,"camelids, other",5.437048
1990,South America,cattle,271.818065
1990,South America,chickens,915.732
1990,South America,ducks,9.715
1990,South America,geese and guinea fowls,0.33
1990,South America,goats,22.13233
1990,South America,horses,14.612859
1990,South America,mules,3.356164
1990,South America,pigs,51.271268
1990,South America,rabbits and hares,3.364
1990,South America,"rodents, other",22.41
1990,South America,sheep,102.745983
1990,South America,turkeys,8.833
1991,Africa,asses,14.737819
1991,Africa,beehives,13.759094
1991,Africa,buffaloes,2.526725
1991,Africa,camels,15.451784
1991,Africa,cattle,192.072574
1991,Africa,chickens,917.464
1991,Africa,ducks,15.372
1991,Africa,geese and guinea fowls,10.37
1991,Africa,goats,183.451196
1991,Africa,horses,5.513581
1991,Africa,mules,1.365803
1991,Africa,pigs,17.605603
1991,Africa,rabbits and hares,11.263
1991,Africa,sheep,209.536082
1991,Africa,turkeys,7.423
1991,Asia,asses,20.251961
1991,Asia,beehives,23.821268
1991,Asia,buffaloes,145.144572
1991,Asia,camels,4.334736
1991,Asia,cattle,403.628442
1991,Asia,chickens,4753.604
1991,Asia,ducks,493.737
1991,Asia,geese and guinea fowls,126.911
1991,Asia,goats,354.8479
1991,Asia,horses,16.205187
1991,Asia,mules,6.187703
1991,Asia,pigs,448.038095
1991,Asia,rabbits and hares,162.729
1991,Asia,sheep,348.363766
1991,Asia,turkeys,8.614
1991,Europe,asses,1.204955
1991,Europe,beehives,21.739947
1991,Europe,buffaloes,0.574486
1991,Europe,camels,0.263
1991,Europe,cattle,235.949009
1991,Europe,chickens,2408.697
1991,Europe,ducks,38.803
1991,Europe,geese and guinea fowls,11.927
1991,Europe,goats,22.295661
1991,Europe,horses,10.290205
1991,Europe,mules,0.290252
1991,Europe,pigs,256.174706
1991,Europe,rabbits and hares,145.513
1991,Europe,sheep,287.26836
1991,Europe,turkeys,120.683
1991,Northern America,asses,0.052
1991,Northern America,beehives,3.70978
1991,Northern America,cattle,107.6818
1991,Northern America,chickens,1501.0
