year,underfished_percentage
1973.9588100686499,39.0728476821192
1977.9405034324943,40.72847682119205
1978.9702517162473,37.086092715231786
1980.8924485125858,37.41721854304636
1982.9519450800915,30.4635761589404
1986.933638443936,32.450331125827816
1988.9931350114416,31.456953642384107
1989.954233409611,32.11920529801324
1991.9450800915333,30.13245033112584
1994.9656750572083,30.4635761589404
1996.9565217391305,26.15894039735099
2003.9588100686499,22.516556291390728
2005.949656750572,19.867549668874176
2007.8718535469109,13.576158940397363
2008.9016018306636,11.589403973509931
2010.9610983981695,9.602649006622514
2012.9519450800917,10.264900662251662
2015.0114416475974,6.953642384105962
2016.933638443936,5.960264900662253
