year,area_Mha
2001,3.494780793319416
2002,4.413361169102297
2003,4.1210855949895615
2004,5.77035490605428
2005,5.311064718162839
2006,4.72651356993737
2007,5.018789144050104
2008,4.935281837160752
2009,5.018789144050104
2010,5.290187891440501
2011,4.977035490605427
2012,6.459290187891441
2013,4.1419624217119
2014,5.749478079331942
2015,4.914405010438413
