1973.00000    0.10418    0.01107    0.19730   -0.04618    0.25455   -0.06306    0.27143   -0.13923    0.34759 
1974.00000    0.16296    0.07073    0.25519    0.01994    0.30597    0.00251    0.32340   -0.07093    0.39684 
1975.00000    0.21460    0.12289    0.30632    0.07850    0.35070    0.06305    0.36616   -0.00879    0.43800 
1976.00000    0.15178    0.06077    0.24279    0.02480    0.27875    0.00844    0.29511   -0.06024    0.36379 
1977.00000    0.32034    0.23101    0.40967    0.19865    0.44203    0.17749    0.46319    0.11250    0.52818 
1978.00000    0.21826    0.12923    0.30729    0.09760    0.33892    0.06534    0.37118    0.00409    0.43244 
1979.00000    0.13853    0.04989    0.22718    0.02316    0.25391   -0.00591    0.28297   -0.06648    0.34355 
1980.00000    0.10809    0.01924    0.19693   -0.00374    0.21991   -0.05593    0.27210   -0.10940    0.32557 
1981.00000    0.32121    0.23189    0.41054    0.20109    0.44133    0.16024    0.48218    0.10140    0.54102 
1982.00000   -0.02079   -0.11001    0.06842   -0.14218    0.10059   -0.15712    0.11553   -0.22396    0.18238 
1983.00000   -0.06688   -0.15507    0.02131   -0.18406    0.05030   -0.20195    0.06820   -0.26626    0.13250 
1984.00000   -0.15700   -0.24511   -0.06888   -0.27842   -0.03558   -0.28903   -0.02496   -0.35685    0.04286 
1985.00000   -0.05406   -0.14295    0.03483   -0.17620    0.06808   -0.16865    0.06053   -0.24367    0.13555 
1986.00000   -0.21047   -0.29915   -0.12179   -0.32669   -0.09425   -0.32074   -0.10020   -0.39359   -0.02736 
1987.00000   -0.18569   -0.27317   -0.09821   -0.30542   -0.06596   -0.29870   -0.07267   -0.37213    0.00075 
1988.00000    0.05983   -0.02827    0.14794   -0.06236    0.18203   -0.05127    0.17094   -0.12735    0.24702 
1989.00000   -0.07002   -0.15958    0.01953   -0.19949    0.05944   -0.17912    0.03908   -0.26155    0.12151 
1990.00000    0.07376   -0.01678    0.16431   -0.05696    0.20449   -0.03144    0.17896   -0.11690    0.26443 
1991.00000    0.12601    0.03372    0.21831   -0.00555    0.25758    0.02700    0.22502   -0.06275    0.31478 
1992.00000    0.28544    0.19420    0.37667    0.15593    0.41494    0.18956    0.38131    0.10027    0.47060 
1993.00000    0.18778    0.09759    0.27798    0.06303    0.31254    0.09184    0.28373    0.00639    0.36918 
1994.00000   -0.07335   -0.16428    0.01758   -0.20722    0.06052   -0.16469    0.01799   -0.25918    0.11248 
1995.00000    0.16764    0.07696    0.25832    0.03308    0.30219    0.07681    0.25846   -0.01831    0.35359 
1996.00000    0.21355    0.12270    0.30441    0.07904    0.34806    0.11676    0.31034    0.02457    0.40254 
1997.00000    0.21854    0.12694    0.31014    0.08553    0.35155    0.11381    0.32327    0.02605    0.41103 
1998.00000    0.36719    0.27327    0.46111    0.22706    0.50732    0.26824    0.46613    0.17162    0.56276 
1999.00000    0.08970   -0.00390    0.18330   -0.05239    0.23180   -0.00604    0.18545   -0.10554    0.28494 
2000.00000    0.32139    0.22582    0.41696    0.18601    0.45676    0.22326    0.41951    0.12880    0.51397 
2001.00000    0.02539   -0.07064    0.12142   -0.11585    0.16662   -0.08004    0.13082   -0.17532    0.22610 
2002.00000   -0.24028   -0.33742   -0.14314   -0.38897   -0.09160   -0.34803   -0.13254   -0.44801   -0.03255 
2003.00000   -0.12273   -0.22193   -0.02352   -0.27662    0.03117   -0.22500   -0.02045   -0.33246    0.08700 
2004.00000   -0.06726   -0.16776    0.03324   -0.22700    0.09248   -0.16439    0.02987   -0.27952    0.14500 
2005.00000   -0.21068   -0.31085   -0.11051   -0.36229   -0.05907   -0.31722   -0.10414   -0.42133   -0.00004 
2006.00000   -0.17216   -0.27328   -0.07104   -0.32499   -0.01933   -0.27880   -0.06552   -0.38418    0.03986 
2007.00000   -0.15899   -0.26077   -0.05721   -0.31211   -0.00587   -0.26780   -0.05018   -0.37264    0.05466 
2008.00000   -0.26917   -0.36902   -0.16933   -0.42004   -0.11831   -0.38434   -0.15400   -0.48363   -0.05471 
2009.00000   -0.34175   -0.44360   -0.23990   -0.49700   -0.18651   -0.44176   -0.24175   -0.55264   -0.13086 
2010.00000   -0.04347   -0.14543    0.05849   -0.20386    0.11691   -0.13824    0.05130   -0.25584    0.16890 
2011.00000   -0.16102   -0.26541   -0.05664   -0.32887    0.00682   -0.25854   -0.06351   -0.38143    0.05938 
2012.00000   -0.45004   -0.55456   -0.34552   -0.62351   -0.27658   -0.54717   -0.35291   -0.67465   -0.22543 
2013.00000   -0.38028   -0.48793   -0.27264   -0.55596   -0.20461   -0.47761   -0.28296   -0.60815   -0.15242 
2014.00000   -0.58572   -0.69658   -0.47486   -0.76696   -0.40448   -0.68394   -0.48750   -0.81978   -0.35166 
2015.00000   -0.54932   -0.66793   -0.43072   -0.72784   -0.37081   -0.75954   -0.33910   -0.84954   -0.24911 
2016.00000   -0.28893   -0.39916   -0.17869   -0.47142   -0.10644   -0.48499   -0.09287   -0.57857    0.00072 
2017.00000   -0.36088   -0.47090   -0.25085   -0.54510   -0.17666   -0.55858   -0.16317   -0.65265   -0.06911 
2018.00000   -0.42285   -0.53405   -0.31165   -0.60465   -0.24105   -0.62128   -0.22442   -0.71404   -0.13166 
2019.00000   -0.61777   -0.72693   -0.50861   -0.79388   -0.44166   -0.81727   -0.41827   -0.90540   -0.33014 
#month     hadisdh    sample-    sample+    coverage-  coverage+  station-   station+   combined-  combined+  
# all 2-sigma errors
# 1981-2010 anomaly period
