1973.00000   -0.06912   -0.07365   -0.06459   -0.15664    0.01840   -0.09933   -0.03891   -0.16182    0.02358 
1974.00000   -0.23812   -0.24261   -0.23363   -0.32257   -0.15367   -0.26730   -0.20893   -0.32758   -0.14866 
1975.00000   -0.22192   -0.22635   -0.21749   -0.30388   -0.13996   -0.24962   -0.19422   -0.30854   -0.13529 
1976.00000   -0.26952   -0.27394   -0.26510   -0.35147   -0.18757   -0.29587   -0.24317   -0.35572   -0.18332 
1977.00000   -0.06215   -0.06649   -0.05782   -0.14193    0.01763   -0.08874   -0.03556   -0.14636    0.02205 
1978.00000   -0.14841   -0.15273   -0.14409   -0.22828   -0.06854   -0.17606   -0.12076   -0.23304   -0.06378 
1979.00000   -0.08629   -0.09057   -0.08201   -0.16610   -0.00648   -0.11261   -0.05997   -0.17043   -0.00215 
1980.00000   -0.06274   -0.06705   -0.05844   -0.14218    0.01669   -0.09227   -0.03322   -0.14760    0.02211 
1981.00000   -0.03908   -0.04343   -0.03473   -0.11976    0.04160   -0.06762   -0.01053   -0.12477    0.04661 
1982.00000   -0.16164   -0.16598   -0.15731   -0.24371   -0.07958   -0.18629   -0.13699   -0.24744   -0.07585 
1983.00000   -0.05629   -0.06058   -0.05199   -0.13712    0.02455   -0.08080   -0.03177   -0.14087    0.02829 
1984.00000   -0.20025   -0.20454   -0.19595   -0.27948   -0.12101   -0.22441   -0.17608   -0.28320   -0.11730 
1985.00000   -0.21696   -0.22131   -0.21260   -0.29822   -0.13569   -0.23784   -0.19608   -0.30098   -0.13294 
1986.00000   -0.19769   -0.20201   -0.19337   -0.27649   -0.11888   -0.21782   -0.17756   -0.27914   -0.11624 
1987.00000   -0.03917   -0.04344   -0.03490   -0.11580    0.03747   -0.05963   -0.01871   -0.11860    0.04027 
1988.00000    0.02295    0.01863    0.02727   -0.05496    0.10086    0.00301    0.04290   -0.05759    0.10349 
1989.00000   -0.11063   -0.11500   -0.10626   -0.19091   -0.03036   -0.13086   -0.09040   -0.19353   -0.02773 
1990.00000    0.03283    0.02842    0.03724   -0.04622    0.11189    0.01416    0.05150   -0.04852    0.11418 
1991.00000   -0.00044   -0.00497    0.00409   -0.08355    0.08267   -0.01791    0.01703   -0.08549    0.08461 
1992.00000   -0.11750   -0.12197   -0.11304   -0.19984   -0.03516   -0.13432   -0.10069   -0.20166   -0.03335 
1993.00000   -0.09731   -0.10173   -0.09289   -0.17832   -0.01630   -0.11393   -0.08068   -0.18012   -0.01449 
1994.00000   -0.04301   -0.04748   -0.03854   -0.12541    0.03939   -0.05878   -0.02724   -0.12703    0.04100 
1995.00000    0.05457    0.05012    0.05902   -0.02942    0.13855    0.03900    0.07014   -0.03097    0.14010 
1996.00000   -0.01255   -0.01701   -0.00809   -0.09576    0.07066   -0.02910    0.00400   -0.09750    0.07241 
1997.00000    0.06431    0.05980    0.06882   -0.01835    0.14697    0.04612    0.08250   -0.02045    0.14907 
1998.00000    0.29898    0.29434    0.30361    0.21136    0.38659    0.28153    0.31642    0.20952    0.38843 
1999.00000    0.04836    0.04374    0.05297   -0.04058    0.13729    0.03148    0.06523   -0.04228    0.13899 
2000.00000    0.03948    0.03470    0.04426   -0.04830    0.12726    0.02237    0.05658   -0.05008    0.12903 
2001.00000    0.07392    0.06914    0.07870   -0.01529    0.16313    0.05540    0.09244   -0.01732    0.16516 
2002.00000    0.06549    0.06067    0.07031   -0.02540    0.15637    0.04689    0.08408   -0.02740    0.15838 
2003.00000    0.10626    0.10133    0.11119    0.01284    0.19968    0.08867    0.12385    0.01107    0.20145 
2004.00000    0.05678    0.05177    0.06180   -0.03800    0.15157    0.04003    0.07353   -0.03960    0.15316 
2005.00000    0.09250    0.08751    0.09750    0.00140    0.18360    0.07409    0.11091   -0.00057    0.18557 
2006.00000    0.08649    0.08143    0.09155   -0.00552    0.17850    0.06861    0.10437   -0.00738    0.18036 
2007.00000    0.08956    0.08446    0.09465   -0.00294    0.18206    0.07130    0.10781   -0.00487    0.18398 
2008.00000    0.00233   -0.00266    0.00731   -0.08801    0.09266   -0.01738    0.02204   -0.09027    0.09492 
2009.00000    0.04995    0.04482    0.05507   -0.04382    0.14371    0.03243    0.06746   -0.04558    0.14547 
2010.00000    0.19371    0.18859    0.19883    0.10240    0.28502    0.17651    0.21091    0.10065    0.28677 
2011.00000    0.03512    0.02984    0.04039   -0.05789    0.12812    0.01812    0.05212   -0.05958    0.12981 
2012.00000    0.03242    0.02717    0.03768   -0.06107    0.12592    0.01543    0.04942   -0.06275    0.12760 
2013.00000    0.04909    0.04359    0.05459   -0.04343    0.14161    0.03216    0.06602   -0.04513    0.14330 
2014.00000    0.07247    0.06683    0.07812   -0.01820    0.16315    0.05587    0.08908   -0.01988    0.16483 
2015.00000    0.17056    0.16446    0.17665    0.08157    0.25955    0.13429    0.20682    0.07427    0.26685 
2016.00000    0.29126    0.28564    0.29688    0.19834    0.38418    0.25677    0.32576    0.19199    0.39053 
2017.00000    0.18697    0.18135    0.19259    0.09676    0.27718    0.15255    0.22139    0.09025    0.28369 
2018.00000    0.14670    0.14103    0.15236    0.05277    0.24062    0.11268    0.18071    0.04664    0.24675 
2019.00000    0.20225    0.19667    0.20782    0.11113    0.29336    0.16777    0.23672    0.10467    0.29982 
#month     hadisdh    sample-    sample+    coverage-  coverage+  station-   station+   combined-  combined+  
# all 2-sigma errors
# 1981-2010 anomaly period
