IPCC-Annex,World Region,ISO_A3,Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,
Annex_I,Canada,CAN,Canada,249.3319039,246.245527,247.0786908,255.2379771,250.6091423,224.2283174,235.3567847,240.0639013,250.3636296,256.770196,272.3661722,268.4368647,255.6128556,264.9246637,270.6931227,275.821876,280.1378779,286.4095035,292.5026901,292.3765329,318.6726549,319.1851767,317.7137971,307.7715202,325.0810852,328.6850297,322.5118693,320.4257176,331.630857,337.9667672,283.2935129,264.1698811,269.0029626,268.4237165,281.4143036,277.092075,266.035145,265.6226139,254.3831459,236.7800878,235.9690916,232.5533933,232.5002702,238.2820307,224.6377465,221.4247833,,
Non-Annex_I,USA,SPM,Saint Pierre and Miquelon,0.008957299,0.008937628,0.008356265,0.008803532,0.008729968,0.008802599,0.008679709,0.008533197,0.009198778,0.008782377,0.009381261,0.009404382,0.009099849,0.009228597,0.009176202,0.009517097,0.009661157,0.014952466,0.015348434,0.018368439,0.02134585,0.017322093,0.017035034,0.014975355,0.014630245,0.009141155,0.009210983,0.008252023,0.009734421,0.009875739,0.010850916,0.010669932,0.010606735,0.010276442,0.011022111,0.00956803,0.009532741,0.009469337,0.008637242,0.009336385,0.00943595,0.009788359,0.012746532,0.01174253,0.013724782,0.013651129,,
Annex_I,USA,USA,United States,2126.65523,1846.969691,1898.309286,1972.524134,1940.070187,1905.853325,1949.947984,2041.877882,2034.33751,2112.942156,2048.894937,2144.432691,2042.910876,2061.036697,2216.177097,2244.853531,1278.181649,1279.742155,1297.771955,1294.867561,1712.812022,1708.650512,1717.461468,1551.062294,1564.249485,1527.159603,1549.881789,1533.149026,1535.616065,1624.776163,1650.961807,1547.034971,1455.724112,1545.905772,1581.502348,1612.18593,1585.884118,1585.892568,1528.105466,1402.062699,1505.420551,1481.75758,1499.403511,1530.719634,1559.503551,1457.059965,,
Non-Annex_I,Mexico,MEX,Mexico,160.6774035,158.7988621,162.0119054,168.7214746,173.2076748,179.0627732,181.0524573,185.6237251,196.041944,192.0289615,199.5524545,206.6064462,202.7822777,208.963166,212.8554441,220.8118287,217.6149377,224.908642,214.4761757,220.3984556,235.2926544,231.1571813,233.7119876,233.0137691,238.4354594,239.8701343,234.8181683,238.2007326,244.371145,240.2369095,241.8919905,236.4247467,231.1692656,242.8639746,245.7142056,250.6293649,261.8573929,257.9109302,262.6671309,239.7836702,255.2077288,249.9626055,247.2166544,259.5355983,250.2153687,254.5623412,,
Non-Annex_I,Rest Central America,ABW,Aruba,0.009426884,0.009375707,0.008561464,0.008701118,0.008608262,0.008270283,0.008184776,0.00792909,0.00840686,0.008147223,0.008207462,0.008213871,0.008075885,0.007961442,0.008197037,0.008373797,0.0084409,0.008833405,0.03068231,0.033015167,0.040495838,0.046854808,0.046300289,0.059610425,0.059259523,0.060216131,0.042645729,0.060335978,0.075358994,0.082269928,0.081133792,0.085313894,0.083917094,0.082182945,0.097240775,0.082055581,0.084562534,0.078446434,0.079396195,0.083764925,0.085183751,0.078896788,0.133996328,0.157159499,0.160473922,0.160665745,,
Non-Annex_I,Rest Central America,AIA,Anguilla,0.000362952,0.000362559,0.000402214,0.000386214,0.000443766,0.000603943,0.000516096,0.000551294,0.000598869,0.000656369,0.000727401,0.001238629,0.001294566,0.001136443,0.00116263,0.00070325,0.000662847,0.001394265,0.001232801,0.001244871,0.001134736,0.00140094,0.001475826,0.001983382,0.002442829,0.003371785,0.003553586,0.00287582,0.002781637,0.002712613,0.004171803,0.003863951,0.00257337,0.002975523,0.002982033,0.002755132,0.002832312,0.002218022,0.002600346,0.003449503,0.004514423,0.004811872,0.004817038,0.005171894,0.005163669,0.005183922,,
Non-Annex_I,Rest Central America,ANT,Netherlands Antilles,0.504901723,0.501562839,0.536531217,0.608559528,0.555595273,0.638473464,0.619279218,0.650526831,0.707821412,0.652155985,0.740073101,0.707308665,0.650246486,0.639271574,0.621163008,0.551842182,0.533611335,0.660665674,0.657285088,0.656844972,0.629073424,0.659676853,0.661473503,0.737105547,0.766506966,0.740586423,0.731358082,0.723826833,0.91936752,0.967858885,0.920420059,0.900913355,0.819462007,0.752608922,0.825974354,0.721320087,0.742568527,0.805974472,0.907544435,0.879404397,0.921695679,1.017001214,1.126578667,1.120780318,1.14353225,1.158203747,,
Non-Annex_I,Rest Central America,ATG,Antigua and Barbuda,0.034641177,0.084554381,0.013686685,0.015385719,0.013762152,0.015721896,0.015233529,0.015994553,0.017422076,0.016278924,0.01946498,0.016768568,0.022768173,0.012404237,0.015775919,0.016843747,0.016402911,0.022781003,0.024342704,0.022856555,0.022530828,0.024749205,0.025125473,0.026348568,0.030314143,0.029236459,0.029353511,0.02738169,0.032293259,0.036204706,0.034994984,0.034819538,0.033768904,0.038337068,0.042211023,0.04080124,0.040213855,0.041611868,0.042707776,0.048915871,0.050507959,0.050735872,0.089397142,0.086714194,0.08526861,0.093445174,,
Non-Annex_I,Rest Central America,BHS,Bahamas,0.461903892,0.466962631,0.523189211,0.53196495,0.465112431,0.346827597,0.319092599,0.340594947,0.360612601,0.391512672,0.399097907,0.274114202,0.253037641,0.199622294,0.197125176,0.185146081,0.180886117,0.215415681,0.22465692,0.240765444,0.261550809,0.249085842,0.220021073,0.253104578,0.269124597,0.286348605,0.322776955,0.300208285,0.394273687,0.369250009,0.395865144,0.425225457,0.61480937,0.637116697,0.684097178,0.663628112,0.71271254,0.651106236,0.523842343,0.590036656,0.599082484,0.60372607,0.807091824,0.797365151,0.81283739,0.795989137,,
Non-Annex_I,Rest Central America,BLZ,Belize,1.493603801,1.468279023,1.352613001,1.365712104,1.456255087,1.366597397,1.2834671,1.411942425,1.563905937,1.486485876,1.495312319,1.475613279,1.553208114,1.530105715,1.466264491,1.450616747,1.434429922,1.339025127,1.300304627,1.3861148,2.231767052,1.973922711,1.911473732,1.912735452,1.998597372,1.928664027,2.032557877,2.06905232,2.022102267,2.040605925,2.200325174,2.080143544,2.177955508,2.090484859,2.204124478,1.97851236,2.206163337,2.089487036,1.694104841,1.824914786,1.974700418,1.912036141,2.074244673,1.939572539,1.99924334,1.858795681,,
Non-Annex_I,Rest Central America,BMU,Bermuda,0.01694134,0.017036751,0.018046339,0.020338176,0.018054689,0.020527392,0.019774738,0.020972347,0.022755364,0.020982891,0.022973381,0.02061747,0.019554012,0.023448822,0.024443388,0.022956057,0.022438522,0.038274905,0.044853463,0.049632568,0.033899979,0.033106074,0.025384795,0.032410879,0.032155829,0.029253653,0.033390006,0.031010813,0.038379528,0.042638743,0.041714586,0.035972339,0.040335169,0.039757878,0.048984356,0.041174894,0.040434571,0.055693974,0.038107748,0.049142662,0.050838139,0.049550546,0.089811612,0.052630887,0.056815475,0.064522996,,
Non-Annex_I,Rest Central America,BRB,Barbados,1.335413901,1.216447182,1.120831455,1.11479228,1.067873819,1.009944239,1.0495456,1.117754679,1.045032668,1.128116187,1.212325943,1.087202915,0.99887595,0.947304885,1.027398038,1.053459859,1.13967724,1.009405156,1.026166728,0.974042946,1.013057785,0.957077503,0.815289302,0.724805904,0.759365097,0.728494103,0.859255357,0.933560781,0.81004126,0.906390923,1.000474186,0.865117295,0.842401559,0.787258291,0.773377548,0.844235715,0.792364607,0.758954393,0.747557651,0.761598814,0.706005944,0.553516149,0.586867028,0.529505709,0.520063735,0.497413946,,
Non-Annex_I,Rest Central America,CRI,Costa Rica,6.989486158,6.938939915,7.323225457,7.554515,7.543706111,7.880404767,7.959598028,8.338196322,8.659391451,8.876062675,8.711983299,8.771039408,8.507682493,8.840369186,9.496033797,9.44836284,9.333662471,9.226422878,9.487222482,9.236553069,9.679686056,10.10164742,9.020973658,9.197799834,9.485683621,9.964939222,9.957544974,8.568075481,7.996014872,8.05334192,9.527996889,9.252275669,8.89151075,10.0089149,14.2365513,14.8423576,16.14867353,18.33995213,17.66813852,16.93341508,17.1420035,15.71238501,14.3736057,15.46602611,15.27494939,14.98679278,,
Non-Annex_I,Rest Central America,CUB,Cuba,129.0647756,113.6086505,103.6069914,106.6036789,109.8042104,110.5502603,109.696159,116.3190379,126.6454488,131.7159185,119.5745208,124.4139368,127.3683924,125.8268648,131.1168174,122.1767497,122.894164,124.0604277,130.133381,142.7569031,147.6971327,140.5772303,128.8722616,85.65636431,83.42400334,68.60299657,81.1688582,79.42398029,68.80997362,70.46280753,72.82144648,71.84351003,60.06001298,46.03729833,45.81068738,29.56898491,27.12837468,27.84102266,29.67822678,31.58229657,27.07196112,29.49930408,31.86326145,31.2074291,35.00308026,36.38159839,,
Non-Annex_I,Rest Central America,CYM,Cayman Islands,0.002279871,0.002278601,0.002397284,0.002680057,0.002431669,0.002753121,0.002703038,0.002889655,0.003123589,0.002913167,0.003191931,0.006176548,0.005855237,0.006126631,0.006304336,0.006729564,0.006652711,0.008332226,0.017315418,0.01604806,0.015819553,0.017272304,0.017472938,0.02036928,0.02015435,0.021711016,0.021724566,0.020101974,0.025436789,0.028040879,0.027464119,0.026872593,0.026422866,0.025885721,0.033949997,0.028350482,0.032310301,0.038053972,0.048178859,0.039646345,0.040919553,0.039777334,0.07259816,0.070458458,0.071806285,0.075164835,,
Non-Annex_I,Rest Central America,DMA,Dominica,0.047901184,0.047404442,0.040229131,0.039675426,0.041909013,0.038516667,0.039511997,0.037364148,0.041151326,0.041571018,0.041458705,0.041848452,0.04269079,0.04056481,0.040770747,0.041781974,0.044354662,0.040396342,0.039418693,0.039064464,0.084713106,0.067438297,0.063476148,0.148147785,0.173765715,0.179963015,0.205836176,0.189982591,0.069118783,0.188050225,0.195823793,0.18415742,0.170458636,0.173036502,0.174432363,0.151965068,0.154028699,0.149876574,0.14592059,0.134217865,0.106417048,0.109091278,0.091562152,0.083548533,0.084143907,0.085783811,,
Non-Annex_I,Rest Central America,DOM,Dominican Republic,26.41390056,27.05958307,27.64071889,27.43906242,27.98237587,27.75343925,29.40353178,29.61061068,30.05770668,30.05726838,28.93856886,31.01876629,34.94719146,33.37105215,33.97558873,27.04298334,25.12452264,26.85530829,23.9018319,22.5541943,20.91677478,22.24443454,22.05884152,22.80281878,21.55521836,20.62175461,22.2057404,22.89884276,22.50012666,22.58973493,24.02821913,24.42062182,29.4353747,27.77266493,29.00810484,28.66997646,30.33577863,31.23506335,31.02626215,30.31414271,29.91381443,26.40950671,27.37555071,28.58593814,29.09661859,28.29934811,,
Non-Annex_I,Rest Central America,GLP,Guadeloupe,1.284736593,1.234110193,0.851454723,1.006309942,0.908498983,0.813736973,0.874829488,0.836049832,0.867438212,0.927470673,0.843644846,0.760963256,0.786126906,0.685548922,0.610627029,0.676462174,0.74444759,0.766285004,0.868082117,0.84179522,0.654849,1.006687315,0.808084015,0.988940705,0.900774393,0.776069254,0.858572985,0.883527774,0.54837478,0.715321278,0.697649612,0.623678412,0.693252312,0.630979723,0.784416297,0.769456648,0.699051368,0.734668394,0.703692032,0.69471285,0.714589709,0.7109242,0.805939113,0.746067675,0.838007528,0.855284229,,
Non-Annex_I,Rest Central America,GRD,Grenada,0.08827008,0.086386711,0.073638462,0.068883085,0.069782176,0.06435184,0.064671888,0.061634515,0.06577445,0.06478938,0.061322834,0.061962236,0.063235842,0.060113577,0.060917546,0.061098789,0.062753241,0.057661493,0.054740407,0.053635848,0.110718132,0.090434925,0.08800362,0.095505066,0.093497569,0.094362848,0.110844424,0.154492786,0.172871685,0.17776589,0.199072898,0.212632858,0.220967666,0.208985953,0.239244006,0.223128991,0.218693802,0.226326881,0.192253335,0.223555034,0.224408719,0.232359003,0.251112463,0.247910537,0.239594114,0.2449881,,
