IPCC-Annex,World Region,ISO_A3,Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,
Annex_I,Canada,CAN,Canada,1494.050066,1473.168708,1512.151476,1619.737257,1636.183724,1475.469765,1541.583749,1570.689972,1623.903314,1590.945386,1630.566301,1532.634156,1460.926367,1453.127483,1463.866554,1395.644587,1332.308583,1417.676047,1512.471527,1581.567137,1534.668606,1537.61405,1528.062235,1382.306959,1390.210418,1303.678981,1271.975365,1335.686227,1390.645587,1375.019187,1430.312544,1406.061684,1348.255711,1354.098522,1314.968653,1324.581892,1266.272055,1331.417929,1218.81933,1077.977254,1101.610587,1056.576294,1018.061678,1012.522265,983.3674354,952.4562254,,
Non-Annex_I,USA,SPM,Saint Pierre and Miquelon,0.404862138,0.404756201,0.419871559,0.461238905,0.361427318,0.485248694,0.460849839,0.480810035,0.560013925,0.482319441,0.485890324,0.498098651,0.459894923,0.431149426,0.497123643,0.567948496,0.584208473,0.907531544,0.972840094,1.103213529,1.146371166,0.982637981,1.014510091,0.572149329,0.531616768,0.293367746,0.289831044,0.21357407,0.195078475,0.170187714,0.181218712,0.17870133,0.180946115,0.186406658,0.198803454,0.17070033,0.164291135,0.168437517,0.179551262,0.18580433,0.1917034,0.225789435,0.401176441,0.419722897,0.534139563,0.524828391,,
Annex_I,USA,USA,United States,25718.7346,23091.98117,24896.5841,26143.44134,24970.07274,24143.6165,25640.54332,27328.74297,26503.73293,26107.40581,25046.16702,24356.86028,22469.18931,22164.22359,22558.33013,22487.43157,22243.89342,22201.17525,22821.32752,22515.07147,21799.957,20432.47862,19820.75476,19428.9658,18638.42682,17298.66846,17581.69208,17969.49972,16411.27178,14907.58556,13986.62301,13008.4931,12166.4506,12273.93863,11912.06076,11533.93653,11191.63375,11093.39632,11094.22571,9863.548323,10382.42676,9806.894429,9409.686899,9589.015268,9611.576448,8552.906474,,
Non-Annex_I,Mexico,MEX,Mexico,618.226897,619.2698943,744.9717471,823.8477957,925.7568918,995.7203343,1109.599274,1223.886481,1328.06266,1303.855311,1493.473725,1538.923452,1632.672902,1673.034768,1772.600747,1818.575271,1827.987911,1916.95503,1928.101566,2028.502618,1768.739258,1914.357637,1901.529906,1917.73385,2184.224204,1980.049176,2078.545457,2272.312451,2435.684095,2350.806741,2486.865236,2378.685744,2157.452343,2006.7796,1929.963277,2003.189443,1766.209275,1710.467269,1556.980989,1483.529492,1476.486947,1611.065586,1563.943517,1523.951253,1260.753497,1228.367801,,
Non-Annex_I,Rest Central America,ABW,Aruba,0.259618578,0.259580273,0.278358418,0.305772479,0.246806836,0.321235279,0.302896601,0.320983178,0.363093418,0.321742621,0.319313963,0.327258002,0.302742248,0.289238884,0.32735525,0.36727974,0.379619162,0.398384413,2.53255173,2.565993704,3.009155893,3.799923745,3.910228552,3.779109469,3.605778961,4.57029587,3.025733724,4.396408767,3.95227651,3.589095685,3.607180604,3.81665895,3.849710214,3.896597551,4.375154863,3.789756366,3.892102803,3.491995275,3.700924594,3.804484931,3.884599355,4.109213114,7.113062052,8.954800621,8.75166672,8.75401556,,
Non-Annex_I,Rest Central America,AIA,Anguilla,0.012626776,0.012581147,0.012990094,0.012471913,0.012324054,0.014636665,0.014310472,0.013054249,0.015371506,0.017798774,0.015137525,0.018364856,0.01802459,0.016063106,0.015960436,0.013221047,0.014130039,0.021568892,0.017253531,0.017471467,0.017501594,0.019347009,0.019687587,0.024298893,0.026846355,0.028047578,0.028193507,0.024123657,0.02632346,0.023628165,0.02800468,0.026625502,0.022206864,0.022759183,0.022941726,0.019816654,0.018928261,0.019283613,0.019591224,0.020101629,0.020099194,0.022190149,0.021540138,0.023127176,0.023090363,0.02318088,,
Non-Annex_I,Rest Central America,ANT,Netherlands Antilles,58.99927121,58.99277861,63.2292909,69.19575113,55.90513743,72.69778403,68.34463081,72.52260078,82.10481799,72.86832028,72.05692824,69.9362471,62.9220871,55.72324312,59.7299389,55.76398132,56.57057209,60.17787022,59.1867978,54.40535064,54.61844233,58.0496289,58.8329616,52.08731304,51.87837505,57.30054861,56.69562612,54.15203946,48.10709186,43.1846822,42.5328838,42.46691931,41.16257325,39.98423255,41.54286164,37.93857455,38.21860334,41.13339204,47.9532898,46.09281472,47.60724831,60.71314726,64.15928332,67.51579434,65.14439163,65.96464562,,
Non-Annex_I,Rest Central America,ATG,Antigua and Barbuda,1.725740051,1.73044848,1.958521662,2.138513716,1.707450936,2.212139157,1.97219643,2.137185183,2.284608601,2.07471891,2.018129634,1.772285497,2.288125495,1.251047266,1.759799832,1.936750351,2.179322582,2.753545404,2.866974965,2.603640837,2.658261792,2.894068124,2.941758598,2.560083721,2.849077803,3.022428051,2.965820507,2.69844202,2.120833663,1.876858811,1.926782068,1.900395841,1.953962861,2.236672708,2.351508834,2.25463963,2.180505931,2.267437227,2.328420451,2.70655242,2.904173002,3.097464133,5.334164589,5.828233351,5.2170114,5.725853327,,
Non-Annex_I,Rest Central America,BHS,Bahamas,15.49050292,15.4882278,16.79565488,18.53809695,14.73455139,18.92888082,17.59577191,18.84150233,21.45306817,19.18307644,18.64122264,20.24821516,16.01865299,11.67638272,11.70920242,11.72935602,12.04934925,13.99487696,13.90945975,13.71222632,15.09139441,15.25549457,12.98205557,12.21577051,12.72594734,16.00218404,17.73031736,15.90351792,15.88484501,12.84803859,12.64174206,12.43299744,12.54117216,15.34910791,16.02597974,16.07091524,15.49136921,15.1532008,10.94937191,12.85282905,13.06901109,14.85708386,25.8287767,28.52031834,28.43788287,27.16022757,,
Non-Annex_I,Rest Central America,BLZ,Belize,1.156244364,1.150584174,1.184393842,1.276663634,1.097602217,1.278745669,1.203136873,1.272580738,1.41444589,1.303182612,1.260201801,1.296062342,1.231360936,1.184745692,1.255799462,1.365341822,1.762583066,1.456662513,1.105497205,1.375892654,2.212207978,2.413940103,2.021441684,1.829824539,1.758790867,2.191554493,1.84036884,2.354562795,2.088444528,1.938266329,2.781904968,3.471657081,3.515994989,3.537738188,3.970407201,3.696737836,3.650147044,3.897741051,2.28306781,2.091203614,2.150699271,2.418996593,3.962181413,4.007807898,4.013212472,4.136237805,,
