IPCC-Annex,World Region,ISO_A3,Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,
Annex_I,Canada,CAN,Canada,1575.556989,1599.446545,1676.505482,1780.732212,1796.725106,1713.22162,1757.643197,1769.228602,1825.00235,1870.416255,1897.445328,1867.283965,1666.142444,1633.436654,1692.969675,1681.155772,1656.578204,1731.044665,1854.4884,1918.727521,1863.41213,1808.093922,1823.7435,1759.09388,1800.713537,1824.215712,1835.204157,1900.168732,1943.120401,1958.724166,2002.054966,1913.626105,1816.182854,1847.789778,1842.340506,1823.271063,1771.994023,1853.119579,1782.712742,1659.031834,1702.56286,1713.915934,1708.267977,1724.318199,1712.22428,1676.91061,,
Non-Annex_I,USA,SPM,Saint Pierre and Miquelon,0.401047183,0.400496074,0.396936864,0.437910679,0.380229519,0.50690929,0.513049928,0.53321124,0.631737423,0.548667205,0.55628731,0.569290306,0.553725371,0.539510756,0.606140971,0.691823782,0.685447188,1.110044171,1.187568642,1.387463215,1.435822265,1.242065088,1.302187151,0.759747792,0.743867508,0.404666594,0.408385695,0.31000233,0.379122391,0.351712042,0.37024072,0.371104854,0.367920159,0.378171025,0.401797446,0.363952358,0.352045734,0.362566638,0.380712086,0.390517149,0.395625357,0.438472678,0.734520615,0.735908333,0.917604967,0.902032117,,
Annex_I,USA,USA,United States,18303.44509,17980.38445,18932.12883,19497.96404,18605.26247,17988.2315,18450.88444,19144.01996,19038.92211,18621.8107,17361.78882,17108.08928,16303.38422,16164.12973,16632.00433,16697.10787,16796.59046,17130.92455,17886.50168,18130.6602,18161.21544,17542.13361,17502.15669,17380.69249,17459.6933,16905.8124,17109.58607,17502.7492,17586.57805,17594.57051,17603.05686,17000.45858,16390.04417,16423.58861,16161.284,15743.88052,15323.90228,15285.79261,14171.96191,12942.21328,13317.64942,13219.93427,13772.22717,13729.35676,13994.52931,13860.1652,,
Non-Annex_I,Mexico,MEX,Mexico,554.1558377,554.0007559,619.9924536,676.9982095,736.4427563,787.0588249,844.6778305,893.215139,970.4213093,1039.58396,1156.876105,1255.134383,1273.909979,1200.318674,1249.393543,1271.43944,1347.72828,1397.234278,1375.394622,1483.314246,1467.289051,1583.416975,1582.736934,1611.130217,1725.178842,1579.808095,1625.024349,1695.841365,1772.634986,1790.057793,1896.615369,1866.215298,1847.774671,1955.500008,1992.874984,2084.852314,2118.60076,2115.72122,2159.566349,2051.385733,2145.604016,2226.976364,2198.587508,2203.348161,2162.283914,2151.727211,,
Non-Annex_I,Rest Central America,ABW,Aruba,0.057641068,0.057620433,0.058823928,0.065970832,0.059809859,0.070980939,0.072148517,0.075338662,0.08210612,0.07344588,0.083485536,0.083878093,0.081103025,0.084755809,0.092642725,0.102061319,0.105908721,0.119890424,0.747688262,0.814860064,0.935419468,1.136222856,1.172631118,1.435287762,1.419415793,1.680563715,1.112512457,1.922533922,2.168248284,2.14286938,2.018907672,2.114549939,1.987490221,1.95201497,2.144105946,1.878092478,1.921353003,1.69004674,1.756238275,1.832773853,1.899559755,1.854030216,3.267130815,3.955955751,3.880197414,3.885787401,,
Non-Annex_I,Rest Central America,AIA,Anguilla,0.019672079,0.019629195,0.020783622,0.019153991,0.021706927,0.025219981,0.022147136,0.024087815,0.026980907,0.029328912,0.042003263,0.067008327,0.071317307,0.061318974,0.05872848,0.034770404,0.028275717,0.053957204,0.053080855,0.05588501,0.05375944,0.068393278,0.0715299,0.08708654,0.115029454,0.146416192,0.140091652,0.111844203,0.093242959,0.083975315,0.108771372,0.104489337,0.064405145,0.075259965,0.065929518,0.064545056,0.061404934,0.053020035,0.067527342,0.092740734,0.113634703,0.121516874,0.121559634,0.130516098,0.130308073,0.130819289,,
Non-Annex_I,Rest Central America,ANT,Netherlands Antilles,25.01938796,25.01862118,23.77208915,25.48180101,22.38245817,29.6569784,29.76460042,34.06263671,39.75735937,34.24658606,35.4568471,30.49689611,26.54820384,25.09406609,26.4822931,25.11386857,24.67471236,28.55958905,30.66003891,26.80042726,26.68031092,27.4388634,28.20457884,28.28312943,29.16328347,33.85307389,33.67106466,36.43720924,39.91221162,36.85801374,37.78659044,37.68525156,35.23321227,32.72690095,34.35301494,33.91573418,34.51203989,37.39109841,43.26883825,41.86616307,43.36702833,53.08199341,54.80897227,56.14263482,53.98171637,54.67250074,,
Non-Annex_I,Rest Central America,ATG,Antigua and Barbuda,1.584576456,1.620517102,1.561156453,1.756443527,1.575577162,1.960906333,2.074434813,2.155884636,2.530233178,2.218257934,2.270975217,1.881349806,2.543177053,1.448577699,1.999811714,2.276248081,1.291308638,1.66883343,1.797953165,1.589869079,1.637462779,1.80456566,1.893107633,1.73427895,2.021046792,2.111315829,2.568400251,2.380282185,2.567196751,2.441843496,2.432639064,2.420380283,2.389840788,3.075877179,3.195847123,3.227325893,3.122612728,3.190784763,3.365790859,3.852349089,3.919050195,4.317552846,7.308866573,7.259981693,6.628789856,7.276169365,,
Non-Annex_I,Rest Central America,BHS,Bahamas,4.8687551,4.858610587,4.942986976,5.474358009,4.83646179,6.382475837,6.382909499,6.704884442,7.691276335,6.82476149,7.339291746,7.979035456,8.325545525,6.324750889,6.454420906,6.509973047,6.510859928,8.250071129,8.70355787,9.022654278,9.892703583,10.27783743,10.32336284,10.10373534,10.96270169,14.00368021,15.76135887,15.15410503,18.56511067,16.08794248,15.72178327,15.89616093,15.80822332,19.00470127,19.7537249,20.77392794,20.07111771,19.5914824,14.14760135,16.6175356,16.96486119,18.60910402,31.08521474,33.52489552,32.00611489,30.57430503,,
Non-Annex_I,Rest Central America,BLZ,Belize,2.330261663,2.314075388,2.235911747,2.346054712,2.325490823,2.462613848,2.461106429,2.597215843,2.896793445,2.691273377,2.716343099,2.694352237,2.718161726,2.698813866,2.770935343,2.926518922,3.379949235,2.966098505,2.524532453,2.899768637,4.240599632,4.610747899,4.14769475,3.864323581,3.876335725,4.526327113,4.151293942,5.004396023,4.999570572,4.862453133,6.54712394,7.777426802,6.373544124,6.350046498,7.007039095,6.629606636,6.85503301,6.978674768,4.446131509,4.186961415,4.398135615,4.708867191,6.832070526,6.646265235,6.496911835,6.432196742,,
Non-Annex_I,Rest Central America,BMU,Bermuda,0.638369217,0.638371368,0.648279074,0.738791431,1.062304109,1.450342704,1.743930775,1.82347933,2.141388065,1.840779108,1.980281293,1.793786497,1.82374105,2.076028835,2.401994388,2.46325803,2.418592802,3.768976916,4.411971801,4.555185426,3.250696017,3.330699334,2.631188318,2.715339591,2.638501318,2.742181953,3.162443837,2.906999997,3.223558055,3.067908706,3.088206732,2.70041849,3.042530659,3.105748234,3.698641582,3.426062022,3.308529735,4.522955654,3.18490803,4.106869051,4.185673576,4.617976633,7.714935192,4.629091026,4.654385679,5.290824203,,
Non-Annex_I,Rest Central America,BRB,Barbados,5.391844007,5.306636164,5.219867794,4.79628995,4.456567747,5.045243694,4.199117635,4.346269034,4.703876704,4.395281011,4.616063776,4.629822206,4.993003184,5.222359256,5.384671906,6.48085302,6.905273967,7.194368709,6.952675469,6.893702478,7.097546961,8.028587855,8.150522617,7.317839101,7.019971293,7.198140826,6.624364862,7.587702588,8.20490395,7.788331295,10.30414998,11.01799051,10.60552716,11.10067465,8.980585542,11.04142484,10.66042416,10.32043035,10.35591316,11.59177928,11.4635425,11.9242536,17.08058125,19.34941932,18.78519542,19.76969126,,
Non-Annex_I,Rest Central America,CRI,Costa Rica,17.80635545,17.7397902,20.01730522,20.96840548,20.81070907,22.20443308,22.77846557,28.30141706,30.08562751,29.68557406,25.57039106,23.98557602,22.276453,22.74681097,23.82878286,24.02956641,25.08294011,26.80427599,28.51874828,29.37672612,28.89787443,30.81156995,42.40326475,41.43733143,47.0214238,46.01133657,41.78280119,39.53281566,42.42083209,39.490103,39.16382665,39.307464,37.60727543,38.34891202,41.69194333,39.54498352,43.42502241,48.81831423,47.04679829,45.39333026,47.95618435,47.7516863,47.37138946,52.47565265,52.82072409,47.10682273,,
Non-Annex_I,Rest Central America,CUB,Cuba,255.6126567,244.5634655,232.4760188,241.634572,248.0621457,256.0134433,256.1620884,270.2989504,287.1068017,296.6056542,289.5900605,296.1963769,297.1574973,303.0585449,312.7015988,299.7896925,304.7193488,309.7637769,321.4518669,332.1932831,324.6870044,295.1163084,258.0973888,185.893713,185.686721,170.7294266,191.8600814,201.8416918,184.8217297,186.3333195,188.7158267,187.4309283,167.2861447,146.9954963,144.8972324,125.1337707,120.2112932,123.4022807,124.9541898,130.6668639,133.7320516,128.8879855,133.6935598,128.9672097,135.4292286,141.0229946,,
Non-Annex_I,Rest Central America,CYM,Cayman Islands,0.238222435,0.238262458,0.236690443,0.261352917,0.230066572,0.307272055,0.313601224,0.327324815,0.389000068,0.339406816,0.343645059,0.70168675,0.687780881,0.674771224,0.757093389,0.862294258,0.850792415,0.925328894,1.975052773,1.735377583,1.793062966,2.073900011,2.187150523,1.91141851,1.887830873,2.557348144,2.507065444,2.308938021,2.483163017,2.292509914,2.326386118,2.331128506,2.310911081,2.371280367,2.964859841,2.712069293,3.056246213,3.586611114,4.740078021,3.9090418,3.978837662,4.408880802,7.341930091,7.348922537,6.956992495,7.280832975,,
Non-Annex_I,Rest Central America,DMA,Dominica,0.127213485,0.127599637,0.123044882,0.132727314,0.122571744,0.151640386,0.155327858,0.160442509,0.186418627,0.165980104,0.169271316,0.217707332,0.216108643,0.209775423,0.233242474,0.292295669,0.292763229,0.334951849,0.438675694,0.415592272,0.444683784,0.504767817,0.526876964,0.491912222,0.542969964,0.580593573,0.589776008,0.548704511,0.59133801,0.564814643,0.583987427,0.589181691,1.093972098,1.125563569,1.19341393,0.580605949,1.07117651,1.103932752,1.155207792,1.194474652,1.219741874,1.327502919,2.197295613,2.178090025,2.02783213,2.140612197,,
Non-Annex_I,Rest Central America,DOM,Dominican Republic,43.70084125,44.27553569,48.75885081,49.46203698,51.98262992,53.04212889,53.70253541,56.34096971,56.74625654,58.5893148,58.39758606,55.4550582,58.4492493,64.21118919,68.61588209,58.67626485,62.85774296,69.55861438,69.96576826,78.3175348,66.37166642,69.47878477,76.42111318,78.84223725,90.90228996,94.26535499,101.1487012,113.1370853,137.5457226,163.920606,168.9258297,173.2596457,194.5975816,155.903659,148.8383844,157.7461607,162.2787832,162.4706994,163.9573853,152.6082907,154.6310377,149.9043518,149.7332062,153.3603971,153.6272416,168.3821918,,
Non-Annex_I,Rest Central America,GLP,Guadeloupe,2.842497922,2.809614569,2.525371614,2.806026667,2.512797981,2.98400959,3.069112665,3.136438338,3.591020233,3.286186278,3.240743233,4.271285104,5.21424695,5.030009711,6.265753937,6.256024984,6.226794502,7.353928738,8.826143555,8.64562853,9.16180555,11.54151964,11.30256821,11.11781705,11.39583811,12.21496135,12.49309594,11.52365077,11.62973254,10.85213359,11.8632237,11.77774235,12.23622197,12.96777877,12.88618367,12.61269265,12.62453646,14.6840186,15.9331069,13.69499432,13.958018,15.38777848,26.23712925,29.51085288,28.67155938,29.08964434,,
