IPCC-Annex,World Region,ISO_A3,Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,
Annex_I,Canada,CAN,Canada,1779.042103,1771.07181,1858.419952,1963.043943,1934.227169,1878.082035,1855.83394,1834.215706,1827.433421,1866.613431,1865.882683,1777.117169,1658.090771,1631.197456,1630.400431,1619.673094,1628.971016,1649.78631,1686.708262,1681.655867,1721.006003,1647.894541,1604.598396,1577.784371,1567.130438,1524.909694,1502.676804,1493.763174,1483.312934,1457.79905,1430.730013,1390.655747,1382.176741,1352.151283,1350.89796,1262.470568,1276.028163,1312.108968,1280.994098,1260.173102,1278.509284,1298.816313,1316.88219,1353.763071,1356.547124,1374.391753,,
Non-Annex_I,USA,SPM,Saint Pierre and Miquelon,0.074049334,0.074490309,0.074321591,0.084662064,0.078204572,0.090974965,0.089380425,0.103231152,0.095833937,0.08641499,0.113236844,0.112271213,0.118416452,0.125882244,0.137264562,0.130945156,0.114530587,0.181615351,0.192857403,0.24134221,0.254661676,0.198311958,0.220046509,0.154075344,0.149903234,0.087045077,0.089602605,0.078263807,0.091307094,0.095696468,0.098092892,0.094361364,0.089074508,0.089824432,0.091499028,0.086421686,0.084484386,0.084418267,0.083360911,0.082705411,0.078123337,0.088020345,0.110962459,0.104760481,0.118077071,0.116961345,,
Non-Annex_I,USA,UMI,United States Minor Outlying Islands,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,
Annex_I,USA,USA,United States,19864.80286,19397.88171,19860.73875,19961.5422,19132.9375,18725.76552,19010.31753,19058.52009,19144.59871,18395.31102,17121.26421,16843.56525,16474.27245,16237.26242,16570.5642,16422.63962,16506.11613,16834.90942,17110.91138,16973.18125,17622.37582,16657.61778,16314.03704,15354.97901,14695.80872,14063.56272,13768.16353,13540.94668,13384.93041,13184.29195,12890.86665,12511.10833,12063.06136,11782.56353,11621.2677,11556.17007,11427.7492,11337.66664,11055.04987,10713.5281,10787.61654,10784.36739,10728.3284,10880.15678,11122.61997,10972.17001,,
Non-Annex_I,Mexico,MEX,Mexico,1314.246743,1316.692164,1388.55062,1491.011301,1560.209412,1624.369366,1716.673538,1812.000977,1968.513316,2201.512152,2499.44864,2777.21468,2866.531219,2663.708794,2645.799502,2601.205631,2633.143596,2655.955601,2638.577531,2745.683227,2738.13999,2784.565252,2715.489217,2677.387794,2619.983323,2389.866512,2384.2009,2468.5244,2454.988014,2415.156559,2425.225089,2414.580766,2412.577475,2472.755157,2482.403166,2447.46916,2477.898376,2464.00025,2499.539444,2452.288282,2514.318571,2503.078985,2512.868589,2526.422342,2492.202256,2524.005876,,
Non-Annex_I,Rest Central America,ABW,Aruba,0.363372229,0.366001073,0.368133568,0.378930137,0.378883323,0.402331459,0.404964892,0.41613449,0.41104413,0.398969617,0.453665201,0.462395622,0.47950776,0.502972161,0.532154028,0.532988367,0.508932234,0.538791175,1.565589773,1.737607338,1.920720484,2.142509241,2.255087055,2.386900549,2.317890926,2.649577515,1.951706865,2.987347368,3.651366194,4.042548607,4.03732141,4.19203965,3.768203977,3.684329637,3.775466243,3.574499476,3.628483529,3.149628995,3.226378032,3.395842704,3.491204767,3.395987947,5.378749978,6.155539943,5.634192866,5.645340016,,
Non-Annex_I,Rest Central America,AIA,Anguilla,0.091289672,0.09147859,0.093237184,0.08588866,0.095353408,0.093782559,0.08881082,0.096850867,0.110037356,0.117259909,0.198931601,0.294873093,0.314273215,0.269230958,0.238325235,0.141736082,0.108321103,0.197992458,0.197714411,0.206916827,0.200389917,0.241100273,0.240087645,0.27569704,0.350215048,0.388738564,0.360970862,0.29756798,0.245832076,0.220218309,0.244507425,0.261141188,0.172153248,0.208356596,0.180346448,0.185544459,0.171079771,0.16763633,0.21731841,0.294730125,0.340187693,0.361838996,0.36220792,0.386950854,0.38676387,0.388473186,,
Non-Annex_I,Rest Central America,ANT,Netherlands Antilles,11.52094684,11.5277232,11.71593238,13.68011993,13.10294877,18.38540497,18.80901912,21.63761099,20.43347734,17.52648608,28.92831387,27.77771866,28.96088199,29.75748142,32.45504009,27.15613421,23.60488467,28.80434383,28.4596996,29.58440157,28.03732057,27.46813861,29.01043139,28.48951356,29.78815534,29.00806503,27.57947249,29.47850207,35.41320735,35.78193439,32.70297245,27.61863265,22.54502101,19.63966255,18.30151387,16.82013081,17.12520031,18.07204463,20.11003752,19.58059671,19.94990185,23.97673883,24.07007186,23.31628331,21.0495137,21.32702154,,
Non-Annex_I,Rest Central America,ATG,Antigua and Barbuda,0.708753045,0.782398856,0.695364009,0.750567117,0.731000334,0.878840065,0.895154985,0.969133545,0.949556574,0.869519862,1.19497887,1.089681644,1.45950301,1.073570736,1.374703663,1.37202126,1.218112085,1.575768504,1.629884987,1.594705499,1.574453656,1.59201887,1.66402441,1.608302048,1.755509421,1.731166328,1.771668005,1.82564186,2.188435602,2.403192214,2.402065171,2.347929292,2.136854113,2.338161603,2.267585451,2.365922439,2.28348951,2.225118753,2.278805631,2.596686697,2.667821647,2.765594001,4.346759971,4.14155871,3.643570129,3.954251495,,
Non-Annex_I,Rest Central America,BHS,Bahamas,3.755675172,3.776180677,3.881223856,4.462463235,4.342697404,5.748816938,6.013776192,6.768914844,6.390138957,5.598121118,8.861735631,9.726329459,9.294802388,8.190696912,8.523321941,7.735974863,6.945271033,8.648577942,8.616088749,9.316292333,9.708568421,8.962240816,8.200472136,8.323573003,8.586743888,9.441542057,10.62239412,10.80055801,14.65132866,14.16662201,13.89406379,13.59019013,12.71925548,14.51710955,14.12125439,14.63299258,14.11778505,13.11840904,10.0208242,11.55397667,11.80967596,12.28887551,18.7389664,19.02113046,17.46087277,16.86268121,,
