IPCC-Annex,World Region,ISO_A3,Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,
Non-Annex_I,Rest Central America,VIR,Virgin Islands_USA,0.002159977,0.002648003,0.003171542,0.003172746,0.003179711,0.003240908,0.003254396,0.003319368,0.003534408,0.003654501,0.00367349,0.003737638,0.003724463,0.003476352,0.003287942,0.003201565,0.002763327,0.003069828,0.003076024,0.002567312,0.001027985,0.00180055,0.002058185,0.002054885,0.00205587,0.002055973,0.002056039,0.002056105,0.002055718,0.002055767,0.002055801,0.002055805,0.002055801,0.002055793,0.002055782,0.00205578,0.002055758,0.002316205,0.002316885,0.002316864,0.002316858,0.002317199,0.00231684,0.002316834,0.002420635,0.002522121,,
Non-Annex_I,Brazil,BRA,Brazil,1349.16724,1347.846543,1396.425119,1422.144616,1507.737527,1558.79697,1545.894386,1544.677056,1519.65137,1595.194846,1672.949285,1639.68937,1626.631987,1684.872349,1835.005977,1867.240364,1857.529712,1896.023942,1882.73558,1905.010077,1688.288187,1630.732802,1627.526313,1618.418102,1705.589124,1665.29214,1628.592107,1664.051214,1670.043064,1746.087458,1723.102516,1783.670468,1887.256893,2078.379168,2219.065245,2236.475237,2337.023471,2481.993974,2588.370551,2411.971232,2591.921699,2601.852095,2618.650659,2663.349269,2671.005605,2670.402764,,
Non-Annex_I,Rest South America,ARG,Argentina,162.4385342,165.7912668,153.2011337,151.0520234,170.7181186,145.2584174,148.4467592,143.3476356,163.2932792,150.0977213,147.836668,153.2632363,158.0170068,158.0575768,160.3101649,148.4499359,141.0196075,142.4320843,149.1947173,130.7080245,137.6707233,148.3612037,154.7189064,156.3727407,162.7329304,178.8688316,177.9370522,200.837243,219.6236218,214.7390949,212.9969178,219.0886626,215.2665818,229.6428043,215.6134473,238.1118927,243.0543293,258.9330061,258.1135743,215.0196008,250.1646703,272.1806528,259.5125471,264.8839739,284.7338025,288.2214196,,
Non-Annex_I,Rest South America,BOL,Bolivia,11.02909399,10.93840148,11.80035315,12.46782994,12.64304831,13.73945497,15.11389345,15.7743844,16.21331056,16.2105337,29.15199185,31.90783296,33.04136469,32.40827903,33.08669251,33.65205964,33.7874523,25.69360908,27.99132111,27.4035954,30.02104635,31.66031781,30.91503079,33.94853863,35.51037982,37.27706988,34.61940924,34.00764351,34.80052961,35.41246447,35.5758837,35.38079101,35.91691191,36.78689454,38.10346663,40.33601138,43.04532834,45.11293815,46.98122733,49.76331619,53.01683842,54.69109836,57.06358702,60.65877948,60.8651983,63.07679719,,
Non-Annex_I,Rest South America,CHL,Chile,70.65282849,70.90475597,68.89552561,68.00334769,69.77948655,68.29417475,63.39588569,66.62175533,68.94094096,72.40151073,75.56386233,75.88817081,72.09136341,77.53516996,85.74004026,86.66127071,89.90607465,92.83458515,103.7724455,114.5651845,144.1689371,144.4216033,147.1188899,145.3323919,154.157258,164.3200066,183.9545441,196.633032,200.8161539,206.9931307,200.7096351,189.3692573,191.0726766,187.4130154,202.8669044,204.542844,217.7655982,227.43415,242.5245634,239.9548695,244.1656434,275.5187953,323.0468649,350.8089507,265.5311184,272.4725367,,
Non-Annex_I,Rest South America,COL,Colombia,175.1600727,175.9819042,160.7669763,154.8137861,156.6610517,178.5063322,181.7508743,184.3605892,198.4377679,201.8985549,204.0711938,201.5207508,205.0980735,203.8171856,208.8216507,216.5448296,220.7837865,225.0400383,231.1020262,237.3230726,238.8453391,240.1511625,246.4952486,253.2782853,261.7375098,267.0747476,256.3967287,200.8358942,203.2300195,197.2536422,209.6876658,196.7667024,210.8108686,220.781185,190.9889027,196.4897986,193.0646349,199.0981192,193.5724393,205.1115361,196.6873048,188.8891965,187.5474316,196.0704011,211.9321066,219.5969916,,
Non-Annex_I,Rest South America,ECU,Ecuador,40.67790414,40.29470595,40.00317014,38.52988783,39.00215317,39.63829974,38.22448807,39.03074827,37.78976676,40.44286384,42.21845507,43.55421501,47.00900037,46.96449089,50.10932654,49.55041792,49.58474656,51.95049777,52.74101186,50.33766862,47.00357046,47.85742669,43.11445835,42.64554691,43.684079,44.32564247,49.87509688,48.01986321,48.72193371,40.04816084,42.31822907,42.40071677,42.22077393,42.40787489,44.4462987,38.90127209,39.91370307,40.16265559,43.52985712,45.53104203,47.81643031,45.91527141,46.9721449,49.10996418,51.30091885,54.23176898,,
Non-Annex_I,Rest South America,FLK,Falkland Islands (Malvinas),0.003904609,0.00390154,0.003640785,0.003673088,0.003653834,0.003420918,0.003469442,0.003460171,0.003565246,0.00353755,0.003470228,0.003455311,0.00342026,0.003466989,0.003863789,0.004108899,0.004189939,0.004341226,0.006111989,0.005782952,0.008367662,0.007770522,0.006610683,0.009226702,0.009696789,0.009823049,0.010096123,0.010537384,0.010875542,0.008220756,0.008541015,0.00884961,0.008643651,0.008453935,0.00876717,0.009166522,0.008584564,0.011016501,0.009761333,0.010545418,0.010512884,0.011025715,0.015083223,0.014325398,0.013659557,0.014044636,,
Non-Annex_I,Rest South America,GUF,French Guiana,0.199628617,0.201574208,0.179201516,0.182086829,0.193496597,0.183762955,0.19061839,0.189103307,0.209359128,0.21622589,0.217535702,0.21974775,0.237899831,0.241422835,0.255852568,0.277894652,0.309129976,0.308683511,0.327200139,0.345714432,0.797560388,0.66717835,0.645472906,0.732518421,0.757500086,0.789252057,0.874003473,0.940357133,1.064716638,1.103046413,1.300436833,1.371526283,1.429177674,1.462514988,1.636427366,1.580521555,1.601509139,1.733873345,1.497847378,1.764015748,1.828394104,1.966409185,2.100077401,1.93408184,1.922638003,1.934006779,,
Non-Annex_I,Rest South America,GUY,Guyana,11.58340612,11.85607546,10.24398471,10.05776006,11.06097843,10.37765952,10.52307913,10.06824582,10.97792557,10.61827862,10.40382379,10.46179689,10.1846436,9.200148065,9.051439832,8.897389427,9.217223193,8.328946214,7.877933551,7.433359694,6.357992489,6.165029813,7.81822613,8.275207944,8.325177711,8.599787309,9.033385762,9.009039894,8.839820689,9.072186607,9.360204537,9.684379567,10.45740186,10.37292372,10.95042182,9.50241135,9.416311152,9.59204221,8.775888596,9.172977707,8.984384409,9.780533634,9.225431274,8.997530411,8.772810186,9.013236139,,
