Country Group,year,Watts,Percentage,Per Capita
Africa,1980,27877144927.618195,2.226785450899899,59.45120349326135
Asia,1980,126006094448.67899,10.065182018157632,48.528294458790874
Central America,1980,28209243180.626198,2.2533129722794234,308.98324348692944
Europe,1980,270250308786.47742,21.58719830418264,731.0108056567794
Northern America,1980,743430871200.4879,59.384167641177626,2646.5373636131812
Oceania,1980,12525301095.796,1.0005026813426297,548.5373169745117
South America,1980,43601838763.724,3.4828509319601735,181.00987111363702
Africa,1981,23004458661.369995,1.8604084503111546,47.71283820055833
Asia,1981,128139794035.49078,10.36287613431547,48.39306152337206
Central America,1981,30452649270.4832,2.462755888809722,325.60275931531214
Europe,1981,268431468764.73117,21.708494869211588,722.9562015441309
Northern America,1981,725397872684.6243,58.66412037968993,2554.793589698468
Oceania,1981,14429510649.3746,1.1669382853607477,621.6133480969543
South America,1981,46671561079.2906,3.7744059923014297,189.5314910609697
Africa,1982,31227629697.540794,2.5798803741508265,62.97086483636172
Asia,1982,124554368764.82379,10.29009805109925,46.131435633561395
Central America,1982,33167140534.883797,2.740113667333117,346.31715795892075
Europe,1982,274456897220.83356,22.674342226689074,736.4688413239564
Northern America,1982,680881622929.6028,56.251247793372514,2373.708345434969
Oceania,1982,16885580038.4622,1.3950074651619235,714.7032946102684
South America,1982,49256128408.8312,4.069310422193326,195.68057941589643
Africa,1983,38160212417.847404,3.175215108068988,74.79930614591156
Asia,1983,140678341034.8896,11.70549023524697,51.099736483415306
Central America,1983,33237489592.2958,2.765607747465904,339.08885525704756
Europe,1983,280396227303.51776,23.33106344982705,749.9651686869756
Northern America,1983,643745179429.6875,53.564414083705145,2222.5546689695816
Oceania,1983,17247117153.7836,1.4350891540560942,718.6598255670486
South America,1983,48350463516.5632,4.023120221629784,187.95345919121777
Africa,1984,41645152615.9678,3.181513039987973,79.34344490841157
Asia,1984,175746332114.3044,13.42627442160768,62.6024839596459
Central America,1984,33367540282.2142,2.549138563595618,332.7935000470174
Europe,1984,292555744989.536,22.3500181687586,893.2427080692108
Northern America,1984,690403367850.3168,52.743889256998244,2361.4755998587934
Oceania,1984,18980492577.4036,1.4500291353777082,779.358322140248
South America,1984,56274555992.43919,4.299137413674187,214.14594381907406
Africa,1985,40387330482.7,3.0330218859717983,74.79467695360535
Asia,1985,201475897776.216,15.130507516777763,70.36460833175276
Central America,1985,34787133558.765,2.6124563365027003,339.39329117412046
Europe,1985,303393587681.6174,22.784357879162595,923.7075362050387
Northern America,1985,673141705553.5818,50.551831500201395,2280.8389062192527
Oceania,1985,21094671885.221798,1.5841750554094662,853.1027575210012
South America,1985,57306849188.0488,4.30364982597427,213.59322691492997
Africa,1986,42947814351.1446,3.2536020959202863,77.31908636620435
Asia,1986,217843651712.3496,16.50320447041189,74.55746849477812
Central America,1986,30921896496.68,2.3425533702100236,295.28167013636363
Europe,1986,312026272622.714,23.638207203910962,947.2765742523793
Northern America,1986,632247735102.457,47.89725826910176,2121.0459338588817
Oceania,1986,23419518100.1008,1.7741948997202066,932.6398032774799
South America,1986,60601308222.1586,4.5909796907248595,221.34229965359802
Africa,1987,46579283396.7754,3.345831746135442,81.52809488905743
Asia,1987,242901890896.21014,17.447860904900264,81.4431147897098
Central America,1987,31378690038.389,2.253959477827733,293.4425297933192
Europe,1987,323117023345.06793,23.209785887336285,978.0488585341479
Northern America,1987,666467481331.0591,47.8729575508832,2213.94966409127
Oceania,1987,23685672033.976196,1.7013630876364276,928.4493761113322
South America,1987,58028529113.049194,4.168241345280672,207.77605989977656
Africa,1988,49219749707.070404,3.385283954285337,83.76104616252721
Asia,1988,268620523934.3348,18.475444407552423,88.25413538396316
Central America,1988,31855891144.500397,2.191015553365282,291.8676177974291
Europe,1988,315754645910.4916,21.71728102344018,952.8217469816185
Northern America,1988,701487400554.5756,48.2475846659904,2305.8935310703796
Oceania,1988,24996826358.0658,1.7192561051536819,961.0467650159861
South America,1988,61997641945.493004,4.264134290212693,217.70822457630615
Africa,1989,50164265024.738,3.2561189759623783,83.03211100584784
Asia,1989,290537170684.516,18.85851600181426,93.60285272871887
Central America,1989,30927568785.5434,2.0074816914655984,277.7310007861438
Europe,1989,328637016005.8004,21.331543948514724,887.447824447164
Northern America,1989,743360997474.5449,48.250918231804185,2417.827280775882
Oceania,1989,25633738837.761196,1.6638637766014786,969.4326767173889
South America,1989,71354478535.22879,4.6315573738373965,245.8413846710335
Africa,1990,50660479389.6094,3.2570429888219117,81.39589487980224
Asia,1990,302078123685.5421,19.421084180033834,95.54218778848322
Central America,1990,34067988734.9326,2.1902853109426847,299.94971548378305
Europe,1990,331385224115.73535,21.30528439149963,892.2211862594378
Northern America,1990,742274928445.4088,47.72203857129835,2386.2527155123203
Oceania,1990,27595495187.853397,1.7741583815944166,1026.1981773773157
South America,1990,67351046770.7232,4.330106175809166,227.76970683171072
Africa,1991,55351715789.758,3.2678447930031647,86.55873737588628
Asia,1991,321346603755.63055,18.971603876214356,99.89424612872848
Central America,1991,36504537845.026596,2.1551484396790848,315.19969818006973
Europe,1991,424040256439.7922,25.03441355447384,916.4831492035397
Northern America,1991,758334889410.9828,44.77044088618567,2406.0985411489055
Oceania,1991,26573786039.6202,1.5688584735077227,972.6861654326574
South America,1991,71677608867.855,4.23168997693615,238.0366925739074
Africa,1992,56812536149.0534,2.215186573319957,86.49661877270933
Asia,1992,449451571838.826,17.52463725053236,134.64632040074883
Central America,1992,36791859873.6548,1.4345572214161286,311.64224257275913
Europe,1992,1134817788734.6206,44.247859700793526,1623.2228059152308
Northern America,1992,787673741983.3052,30.71231132544992,2465.3788239632204
Oceania,1992,27837629038.161995,1.0854213921486,1006.7494498630066
South America,1992,71298896442.12039,2.7800265363394927,232.60916632015213
Africa,1993,57045480257.62799,2.156789534348256,84.5922792606123
Asia,1993,471857778313.31256,17.840114823661036,139.16226737510775
Central America,1993,39297680623.1644,1.4857763649183715,326.664011830128
Europe,1993,1163880188524.5723,44.004268147245696,1624.7821374569992
Northern America,1993,808965391229.2806,30.585562284225816,2499.4527886907454
Oceania,1993,28091139154.961998,1.0620766915051265,1003.2549698200713
South America,1993,75788021901.65019,2.8654121540957354,242.99755649993008
Africa,1994,59653497272.9726,2.2585151168411537,85.93004605662927
Asia,1994,489663283188.1128,18.53892860936223,142.23920030655117
Central America,1994,40907216354.7276,1.5487703277860154,333.8546997039713
Europe,1994,1112135224544.0571,42.106068066897755,1550.6777458007218
Northern America,1994,829996812340.3608,31.4241483449452,2533.6528770513078
Oceania,1994,29080589140.832397,1.101007538261701,1025.3001847770827
South America,1994,79834043365.7782,3.022561995905884,251.65584934127128
Africa,1995,62614622192.255,2.3028945779692274,87.95819195729405
Asia,1995,513207655020.73755,18.875193760503862,146.88524776090276
Central America,1995,41189785068.6658,1.5149134400443818,330.20246004654285
Europe,1995,1121660074963.7024,41.25338163068841,1563.5159311784598
Northern America,1995,865500777443.1423,31.832134057793667,2611.1692701196894
Oceania,1995,30550314042.9804,1.1236057984797525,1061.9547428733454
South America,1995,84229813724.7964,3.097876734520722,261.1258966431356
Africa,1996,64658737641.542595,2.3245088023199347,88.575554589611
Asia,1996,556645536116.4211,20.011641050712143,157.0282551899351
Central America,1996,43564541087.789795,1.56616356769906,343.2386905957186
Europe,1996,1113322412421.0317,40.02440879436587,1551.7834940016917
Northern America,1996,882256370169.2155,31.71748742962698,2631.1819884083156
Oceania,1996,31424258481.883797,1.1297153039465537,1076.1363816952774
South America,1996,89736782303.2782,3.226075051329465,273.6803683663624
Africa,1997,64789422106.753,2.315270215793798,86.59696180390739
Asia,1997,600621175547.3668,21.46338512525387,166.9377086779441
Central America,1997,44311160070.530396,1.5834731319185085,343.2791564318061
Europe,1997,1075295894901.0319,38.426034338253594,1498.9209274039308
Northern America,1997,887620454108.1158,31.71939389951257,2616.365923497867
Oceania,1997,32062121624.5172,1.145749920875829,1082.7408356246522
South America,1997,93652277746.0188,3.3466933683917732,281.0726351637439
Africa,1998,66553028611.80139,2.359293414309256,86.82049080605849
Asia,1998,610283777026.728,21.634454900578653,167.31948783103655
Central America,1998,50558695077.714195,1.7922970422381248,385.2795564729108
Europe,1998,1088465238448.5583,38.58590544023522,1518.9533169621056
Northern America,1998,871082436439.7863,30.87972250820191,2538.7995512776915
Oceania,1998,32419951154.380398,1.1492816907988814,1080.520969016811
South America,1998,101525034423.24278,3.5990450036379484,299.97321419082687
Africa,1999,67851824317.69699,2.345686456359077,86.40649606271656
Asia,1999,644057408827.291,22.265528689843418,174.24320094842915
Central America,1999,48555331379.702194,1.6785927916707215,364.08397666295895
Europe,1999,1114535458329.9197,38.53029385761967,1555.8619135584197
Northern America,1999,884666047206.9286,30.583542685863726,2550.1018904020266
Oceania,1999,34228650771.4546,1.1833091201514638,1126.016539622824
South America,1999,98726504555.123,3.413046398491958,287.3322658670565
Africa,2000,73623203948.00119,2.457550300923036,91.52629675010155
Asia,2000,672718818989.9948,22.455425020800593,179.62174459447522
Central America,2000,51683361022.1328,1.7251960336087042,381.4298335938479
Europe,2000,1144301887402.99,38.19691750606521,1597.6559291785552
Northern America,2000,912125058885.6495,30.44683051999569,2601.0701105749504
Oceania,2000,35624762673.4368,1.1891583296245998,1156.8359367896346
South America,2000,105719327616.93419,3.5289222889821175,303.2526364586286
Africa,2001,82300791868.53598,2.7372352204253416,99.87402629044493
Asia,2001,687665712098.9934,22.8710169647329,181.27789019104944
Central America,2001,53206354737.573395,1.7695857455511181,386.6291327866919
Europe,2001,1149290776369.0266,38.224166744499705,1605.2174894675024
