Country Group,year,kg,Percentage,Per Capita
Asia,1986,1204849800000.0,26.81097442114454,412.3624916233775
Europe,1986,579037000000.0,12.885046912815415,1757.8910298640226
North America,1986,870353000000.0,19.367569318903,2160.564100527262
Oceania,1986,174029000000.0,3.8725881579076193,6930.113093341829
South America,1986,20203000000.0,0.4495681671112724,73.81304689355328
Africa,1987,183656500000.0,3.987684970792028,321.41607075978567
Asia,1987,1252908800000.0,27.20407713058386,420.0905758409213
Europe,1987,588215000000.0,12.771756595026218,1780.478797950171
North America,1987,900909000000.0,19.561198647209736,2208.0399399038756
Oceania,1987,197181000000.0,4.281338859369218,7729.557036456292
South America,1987,22466000000.0,0.48779831127029916,80.46648065702712
Africa,1988,188419000000.0,4.003869166580073,320.6471518206463
Asia,1988,1320119800000.0,28.05230344822896,433.7197688614838
Europe,1988,586667000000.0,12.466566070035567,1770.327319253204
North America,1988,938258000000.0,19.93781028716364,2269.6129656507014
Oceania,1988,178061000000.0,3.783763567742183,6847.973232828244
South America,1988,26005000000.0,0.552601476904743,91.34625517236535
Africa,1989,183267700000.0,3.8339191567824207,303.34549908549957
Asia,1989,1403423200000.0,29.359298400934186,452.1432310921459
Europe,1989,574806000000.0,12.024812527431052,1552.1998720015554
North America,1989,966191000000.0,20.212498896481833,2306.660777806957
Oceania,1989,198173000000.0,4.145734687874855,7494.91320298022
South America,1989,29652000000.0,0.6203131857763934,102.19295071288992
Africa,1990,179769900000.0,3.822956422695831,288.83570722772515
Asia,1990,1446789600000.0,30.76718401472956,457.5950153792629
Europe,1990,503056000000.0,10.697904188496926,1354.4273806190363
North America,1990,1008827000000.0,21.45354510982632,2375.381739152957
Oceania,1990,207141000000.0,4.405025626390386,7702.126868446494
South America,1990,29808000000.0,0.6338919087551215,100.83658370742235
Africa,1991,182011000000.0,4.011660442723893,284.62834007590675
Asia,1991,1475719100000.0,32.52596787030512,458.7440641021018
Europe,1991,838336000000.0,18.477561075492016,1811.905369130418
North America,1991,981139000000.0,21.625047470282993,2276.234467654674
Oceania,1991,222296000000.0,4.8995723872499495,8137.047476115524
South America,1991,29922000000.0,0.6595035671865125,99.39939141873846
Africa,1992,179103000000.0,4.034254776829034,272.68284364923005
Asia,1992,1654567600000.0,37.26876291232726,495.6739572248905
Europe,1992,1238376000000.0,27.89414076542789,1770.4667723668015
North America,1992,976675000000.0,21.999384623146994,2231.8949540561107
Oceania,1992,231357000000.0,5.21126436968021,8367.644399435785
South America,1992,31004000000.0,0.6983581241006982,101.17973402953415
Africa,1993,186285000000.0,4.308398885785625,276.2405131992206
Asia,1993,1676803600000.0,38.78110831210953,494.5299233020183
Europe,1993,1229883000000.0,28.444730100902817,1716.0264209492343
North America,1993,933292000000.0,21.585174398972743,2102.051618163431
Oceania,1993,229402000000.0,5.305608724250444,8194.977315757511
South America,1993,31239000000.0,0.7224954923534216,100.19275856428546
Africa,1994,198522000000.0,4.5052031031395625,285.9682228720416
Asia,1994,1762521000000.0,39.998161808508094,511.9836143956748
Europe,1994,1130299000000.0,25.65069142097875,1575.1276491376716
North America,1994,1019300000000.0,23.13171095913881,2264.3060245246133
Oceania,1994,228435000000.0,5.184040412980354,8055.682900165744
South America,1994,33680000000.0,0.7643245610750469,106.20116417665719
Africa,1995,207188000000.0,4.618796782794965,291.0479315716796
Asia,1995,1832792000000.0,40.858031320020224,524.5637012240636
Europe,1995,1101875000000.0,24.563858452430654,1535.0211193830241
North America,1995,1021399000000.0,22.769824580332813,2238.7269009142096
Oceania,1995,245384000000.0,5.47029185932274,8531.238048882244
South America,1995,36526000000.0,0.8142661316696378,113.27120772797048
Africa,1996,207781000000.0,4.530611461707163,284.6385253335014
Asia,1996,1928083000000.0,42.04135574919136,543.9071899573328
Europe,1996,1068326000000.0,23.294574674487876,1488.188669257665
North America,1996,1051272000000.0,22.922716574527083,2274.1514699201766
Oceania,1996,250760000000.0,5.467757543460124,8589.436185517572
South America,1996,39411000000.0,0.8593467560428576,120.2306319498467
Africa,1997,217808000000.0,4.745573194291838,291.1202236918783
Asia,1997,1904982700000.0,41.50552246340671,529.4742509191534
Europe,1997,1033367000000.0,22.514869679101654,1439.6368332550846
North America,1997,1077848000000.0,23.48401608903745,2301.240240233829
Oceania,1997,268025000000.0,5.8396948477561414,9052.757793764988
South America,1997,44702000000.0,0.9739615300229272,134.19711984437433
Africa,1998,223093500000.0,4.884403105703883,291.03239280994677
Asia,1998,1896383000000.0,41.519358541616164,519.925064758174
Europe,1998,965661000000.0,21.142156035281694,1346.8319509279806
North America,1998,1100181000000.0,24.08733330749844,2319.271025476163
Oceania,1998,290477000000.0,6.359695647500025,9683.21221414761
South America,1998,47598000000.0,1.0421093354369062,140.67140910796985
Africa,1999,221949800000.0,4.92439674144198,282.6439040168708
Asia,1999,1882415000000.0,41.765112165190075,509.2682897795722
Europe,1999,947842000000.0,21.02975563033555,1322.4736612256686
North America,1999,1081100000000.0,23.986348792262593,2250.8333142484767
Oceania,1999,294508000000.0,6.53424439007647,9690.313240326403
South America,1999,46235000000.0,1.025815221913108,134.59265598891471
Africa,2000,231285800000.0,4.975251283900147,287.52800244656225
Asia,2000,2010663000000.0,43.25191461058362,536.9725216807947
Europe,2000,951561000000.0,20.469285563399517,1327.9701571272467
North America,2000,1054471000000.0,22.683010355955584,2168.751838193706
Oceania,2000,310179000000.0,6.672344207853935,10073.363211223694
South America,2000,53474000000.0,1.1502936503463528,153.42108887256703
Africa,2001,229522000000.0,4.717127904120976,278.5309054723953
Asia,2001,2136459000000.0,43.90842866875679,563.3358242052633
Europe,2001,968124000000.0,19.896849692182954,1351.6924009153472
North America,2001,1104722000000.0,22.704206884291413,2246.136892272158
Oceania,2001,333088000000.0,6.8456126180838766,10672.818738184498
South America,2001,57461000000.0,1.1809364091402803,162.57639203259393
Africa,2002,226198000000.0,4.6005190781877525,267.95535933226165
Asia,2002,2225359000000.0,45.26037602152459,579.5223839241164
Europe,2002,955359000000.0,19.430531242620948,1333.451042352915
North America,2002,1070209000000.0,21.76640342597298,2152.160185974678
Oceania,2002,344357000000.0,7.003691227188128,10888.414595585911
South America,2002,56915000000.0,1.1575634768435439,158.88103532984948
Africa,2003,244768000000.0,4.642792989907623,283.02244587413105
Asia,2003,2556092000000.0,48.48430358199991,657.4462886229362
Europe,2003,974880000000.0,18.4916575287666,1359.3751960878642
North America,2003,1046397000000.0,19.84820179214753,2082.3489377283545
Oceania,2003,346841000000.0,6.578927651541662,10814.785943687444
South America,2003,62743000000.0,1.1901178281710598,172.89764695183953
Africa,2004,248148000000.0,4.37550627739893,280.03882092718817
Asia,2004,2907081000000.0,51.25953529509469,738.8451970554777
Europe,2004,964719000000.0,17.01055031846325,1343.3709354673856
North America,2004,1087996000000.0,19.18425023689462,2142.065959336036
Oceania,2004,355459000000.0,6.267683341626554,10934.508428694475
South America,2004,66739000000.0,1.1767852791371567,181.63237535379926
Africa,2005,250574000000.0,4.1539687531446035,275.9373317196776
Asia,2005,3224259300000.0,53.45116566058685,809.8523017522197
Europe,2005,966078000000.0,16.01545980469016,1343.1181181181182
North America,2005,1105798000000.0,18.3317117469881,2153.7463724363593
Oceania,2005,375857000000.0,6.230886818467483,11399.969669396422
South America,2005,73197000000.0,1.2134461309789744,196.83650337351796
Africa,2006,250072800000.0,3.9421200413896686,268.67332281156763
Asia,2006,3500587000000.0,55.182867426318,869.0164904224375
Europe,2006,996935000000.0,15.715573398877483,1368.3673777516683
North America,2006,1136365000000.0,17.913532542658658,2188.743533146117
Oceania,2006,380327000000.0,5.995432885870068,11358.469716879703
South America,2006,79326000000.0,1.2504863159978887,210.88366652488304
Africa,2007,252673000000.0,3.8194511102609097,264.8089283786659
Asia,2007,3760950000000.0,56.85120552309019,922.97079314455
Europe,2007,1001861000000.0,15.144313435852286,1372.2694623573436
North America,2007,1125791000000.0,17.017661898468532,2144.3842322307833
Oceania,2007,395874000000.0,5.984103520453025,11609.548667116338
South America,2007,78280000000.0,1.1832947442394872,205.8180135459173
Africa,2008,256950500000.0,3.758225261104367,262.640071877073
Asia,2008,3942340000000.0,57.66169661418129,956.6051260100874
Europe,2008,1000793000000.0,14.637860341725052,1367.7641109744432
North America,2008,1146161000000.0,16.764050754883304,2159.1052086276727
Oceania,2008,397083000000.0,5.807839881047538,11424.547573150732
South America,2008,85975000000.0,1.2574928510489296,223.64337758077565
Africa,2009,253715000000.0,3.6697087143848126,252.87318516658044
Asia,2009,4166255000000.0,60.26030104585577,999.7537963002735
Europe,2009,937112000000.0,13.554295460475652,1278.783867688298
North America,2009,1052537000000.0,15.223791266233558,1961.6462712325601
Oceania,2009,412411000000.0,5.965071992622253,11642.463935860882
South America,2009,83145000000.0,1.2026010722957856,214.0220547352814
Africa,2010,258900000000.0,3.5244106617710615,251.5543611014758
Asia,2010,4543760000000.0,61.85429196032784,1078.455619349617
Europe,2010,942585000000.0,12.831427669468814,1284.4574899943993
North America,2010,1066915000000.0,14.523934342230483,1968.0965864546536
Oceania,2010,441217000000.0,6.00629547684296,12256.708706039224
South America,2010,83883000000.0,1.141900886602325,213.69504962602156
Africa,2011,262336000000.0,3.3479745108997156,248.42730071487622
Asia,2011,4992687000000.0,63.717479937562395,1172.4422401555526
Europe,2011,977140000000.0,12.470418903926825,1329.4240894681705
North America,2011,1080569000000.0,13.790396549723996,1973.8114504806806
Oceania,2011,419762000000.0,5.357070614190528,11485.224909707782
South America,2011,94880000000.0,1.2108739234956887,239.24253312656808
Africa,2012,266870000000.0,3.319368609745886,243.99475932866014
Asia,2012,5205400000000.0,64.74553663270969,1209.5539284826318
Europe,2012,1016193000000.0,12.639559132324733,1380.098843028633
North America,2012,1004364000000.0,12.492428277284134,1816.5415383279767
Oceania,2012,439621000000.0,5.46807114919285,11833.355764313208
South America,2012,98653000000.0,1.227060634231127,246.25204059727722
Africa,2013,267292200000.0,3.2841325692986936,238.13156150441532
Asia,2013,5330177000000.0,65.4901560383236,1225.761993901289
Europe,2013,993662000000.0,12.20880271506044,1345.761711025998
North America,2013,977528000000.0,12.010569489874426,1751.1487385820312
Oceania,2013,463054000000.0,5.6893943135790614,12265.356395518236
South America,2013,98967000000.0,1.2159754305804051,244.60333858952748
Africa,2014,275278000000.0,3.4225160872976703,238.99394002535118
Asia,2014,5219986000000.0,64.89979606241188,1188.3076586861653
Europe,2014,955103000000.0,11.874742560343606,1290.2455795279695
North America,2014,991634000000.0,12.328930454708834,1759.445428189196
Oceania,2014,492777000000.0,6.126669076171304,12851.811282372271
South America,2014,101167000000.0,1.257803693007227,247.65604727562925
Africa,2015,265972000000.0,3.396306115501377,225.06297772742005
Asia,2015,5098050000000.0,65.0991021315469,1149.3069958699298
Europe,2015,958996000000.0,12.245815272063819,1296.6309088893277
North America,2015,886299000000.0,11.317517309576777,1558.007407706898
Oceania,2015,515821000000.0,6.586730997263003,13237.380347473503
South America,2015,97836000000.0,1.249308217091245,237.2863268592716
Africa,2016,262338000000.0,3.591790709028779,216.38265230373315
Asia,2016,4762968000000.0,65.2119944872698,1063.4630232561256
Europe,2016,930764000000.0,12.743519762666722,1255.8544944275036
North America,2016,734659000000.0,10.058555643880695,1279.5259202494058
Oceania,2016,503209000000.0,6.889666807323616,12694.475277497477
South America,2016,101083000000.0,1.3839740344165012,242.96228283546932
Africa,2017,274411000000.0,3.6295605273074463,220.66531463650384
Asia,2017,4951963000000.0,65.49828336869498,1095.2738315627896
Europe,2017,949092000000.0,12.5533847403467,1278.5052771959129
North America,2017,776199000000.0,10.266575508035436,1340.1063868357944
Oceania,2017,502385000000.0,6.644911339236952,12451.607306615115
South America,2017,98824000000.0,1.3071184812220757,235.44996235621502
Africa,2018,275989000000.0,3.5117742012240285,216.35386869462081
Asia,2018,5287305000000.0,67.27739617522008,1158.7691762825227
Europe,2018,953077000000.0,12.127263116935797,1281.8392975066004
North America,2018,754379000000.0,9.598964850574413,1291.7891023665195
Oceania,2018,488320000000.0,6.21354321346763,11902.11562835137
South America,2018,92233000000.0,1.1736028243933485,217.9089173659938
Africa,2019,274694000000.0,3.4303539885448395,210.05743632566572
Asia,2019,5529148000000.0,69.04750338578462,1201.0803133890695
Europe,2019,890639500000.0,11.12222604491027,1196.5943045389567
North America,2019,705661000000.0,8.812231158709473,1199.0250268041168
Oceania,2019,506802000000.0,6.3288978357827315,12153.816638288688
South America,2019,92734000000.0,1.1580538591076512,217.20362107531415
