Country Group,year,cubic meters,Percentage,Per Capita
Africa,1980,19700000000.0,1.3037723362011904,42.006593116036285
Asia,1980,99700000000.0,6.598279285241558,38.397118637083295
Europe,1980,230100000000.0,15.228325612177358,622.4066390041494
North America,1980,654300000000.0,43.3024487094639,1757.6944464592248
Oceania,1980,10000000000.0,0.6618133686300459,437.96259799413133
South America,1980,32600000000.0,2.15751158173395,135.38037316810838
Africa,1981,29300000000.0,1.8903225806451602,60.76178270508139
Asia,1981,104000000000.0,6.7096774193548345,39.27646705157604
Europe,1981,224900000000.0,14.50967741935483,605.7145627354921
North America,1981,648300000000.0,41.82580645161288,1717.3600919739972
Oceania,1981,11300000000.0,0.7290322580645157,486.7961917890837
South America,1981,36000000000.0,2.3225806451612887,146.24159110851127
Africa,1982,35300000000.0,2.2847896440129434,71.17308568594322
Asia,1982,101300000000.0,6.556634304207115,37.51867137236485
Europe,1982,217200000000.0,14.058252427184456,582.8275184749883
North America,1982,614900000000.0,39.799352750809035,1606.9599213898937
Oceania,1982,13300000000.0,0.8608414239482195,562.9153087569306
South America,1982,37300000000.0,2.414239482200646,148.2299829913049
Africa,1983,47500000000.0,3.040973111395645,93.09399357553451
Asia,1983,113100000000.0,7.24071702944942,41.08223166237743
Europe,1983,222900000000.0,14.270166453265034,596.1821872851912
North America,1983,561600000000.0,35.95390524967988,1448.572578232205
Oceania,1983,14400000000.0,0.921895006402048,600.0250010417101
South America,1983,38500000000.0,2.4647887323943647,149.7093305854218
Africa,1984,51400000000.0,3.023529411764704,97.91576577177244
Asia,1984,140100000000.0,8.24117647058823,49.90492772868817
Europe,1984,224400000000.0,13.199999999999992,685.1469066105685
North America,1984,608400000000.0,35.78823529411763,1549.4478627602787
Oceania,1984,15000000000.0,0.88235294117647,615.8899609936358
South America,1984,42500000000.0,2.4999999999999982,161.77903648212435
Africa,1985,53000000000.0,3.0045351473922883,98.13978809212549
Asia,1985,160500000000.0,9.098639455782308,56.05394869509551
Europe,1985,230400000000.0,13.061224489795912,701.472361258266
North America,1985,586100000000.0,33.225623582766424,1473.886977689259
Oceania,1985,16800000000.0,0.9523809523809518,679.3917825946296
South America,1985,42800000000.0,2.426303854875282,159.57347650205992
Africa,1986,53400000000.0,2.9650194336479716,96.12407566080802
Asia,1986,175900000000.0,9.766796224319817,60.20216152797809
Europe,1986,228500000000.0,12.687395891171565,693.7002304238403
North America,1986,565300000000.0,31.38811771238199,1403.3005987548283
Oceania,1986,19500000000.0,1.0827318156579673,776.5211850907932
South America,1986,45300000000.0,2.5152692948362008,165.5066586288157
Africa,1987,59400000000.0,3.151193633952253,103.95556162254681
Asia,1987,193700000000.0,10.275862068965512,64.94610345173284
Europe,1987,232700000000.0,12.34482758620689,704.3639082359423
North America,1987,588000000000.0,31.193633952254622,1441.130552212797
Oceania,1987,19300000000.0,1.0238726790450923,756.5660525284202
South America,1987,45600000000.0,2.419098143236073,163.32553716551396
