Country Group,year,cubic meters,Percentage,Per Capita
South America,2002,86600000000.0,3.3867813844348844,241.70702094701144
Africa,2003,144400000000.0,5.477581367119338,166.96807255942167
Asia,2003,648300000000.0,24.592216068583568,166.69456480068004
Central America,2003,39000000000.0,1.479402169789849,275.011987702028
Europe,2003,925900000000.0,35.12252484636978,1291.4032905050685
Northern America,2003,750400000000.0,28.465215082315453,2080.664570474749
Oceania,2003,38700000000.0,1.468022153099158,1206.5095398428732
South America,2003,89500000000.0,3.3950383127228587,246.593157108771
Africa,2004,151100000000.0,5.592567917684507,170.518858076624
Asia,2004,683300000000.0,25.290547042712266,173.6015837301805
Central America,2004,41000000000.0,1.517506847286994,284.82507572178844
Europe,2004,949900000000.0,35.15804278629062,1323.0671088497436
Northern America,2004,737400000000.0,27.292915833888518,2026.2193999378999
Oceania,2004,38300000000.0,1.417573469538826,1177.9903423246087
South America,2004,100800000000.0,3.7308461025982678,274.2901924929387
Africa,2005,175500000000.0,6.281766769274823,193.26427209847557
Asia,2005,759000000000.0,27.167299019256927,190.577535302668
Central America,2005,43000000000.0,1.5391223423294438,294.2263216235819
Europe,2005,946400000000.0,33.87500894838571,1316.0895563899319
Northern America,2005,728400000000.0,26.07201660820388,1983.4386683404086
Oceania,2005,40200000000.0,1.4389004223638056,1218.9944811692644
South America,2005,101300000000.0,3.6258858901854105,272.36600829197204
Africa,2006,196100000000.0,6.762535347265328,210.68600264942214
Asia,2006,812600000000.0,28.022622249810333,201.65813313109615
Central America,2006,48000000000.0,1.6552865714876888,323.4065489826169
Europe,2006,950600000000.0,32.781571142837436,1305.0933788409025
Northern America,2006,745400000000.0,25.705221049727566,2010.6764925644893
Oceania,2006,41100000000.0,1.4173391268363336,1227.1220852118354
South America,2006,106000000000.0,3.655424512035313,281.74180224383423
Africa,2007,200700000000.0,6.7644084934277044,210.3396560993784
Asia,2007,866000000000.0,29.18773171553758,212.46455448440054
Central America,2007,50000000000.0,1.6852039096730704,331.6639580776757
Europe,2007,936000000000.0,31.547017189079877,1282.3744752677094
Northern America,2007,767600000000.0,25.871250421300978,2051.3259058731096
Oceania,2007,44500000000.0,1.4998314796090326,1304.9853372434018
South America,2007,102200000000.0,3.444556791371756,268.653263795424
Africa,2008,211600000000.0,6.916388834411976,216.28539041250613
Asia,2008,918200000000.0,30.012420736092043,222.7495130538444
Central America,2008,50000000000.0,1.6343073805321304,326.55620358819954
Europe,2008,944300000000.0,30.865529188729816,1290.8755616737228
Northern America,2008,782200000000.0,25.56710466104465,2071.0435178614925
Oceania,2008,45400000000.0,1.4839511015231746,1305.9862497482957
South America,2008,107700000000.0,3.5202980976662093,280.09456117218406
Africa,2009,201400000000.0,6.716019741229825,200.73176395778452
Asia,2009,936000000000.0,31.2124849939976,224.563666318545
Central America,2009,60000000000.0,2.000800320128051,385.9315100213549
Europe,2009,868900000000.0,28.974923302654396,1185.9946439832167
Northern America,2009,786200000000.0,26.217153528077898,2063.3166857811707
Oceania,2009,46600000000.0,1.5539549152994532,1315.3066696773828
South America,2009,99700000000.0,3.3246631986127784,256.58248599347866
Africa,2010,209100000000.0,6.522349418260083,203.16731134151638
Asia,2010,1039400000000.0,32.421472909323434,246.62451382179256
Central America,2010,50000000000.0,1.5596244424342618,316.87886988319843
Europe,2010,940000000000.0,29.320939517764124,1281.2526834747027
Northern America,2010,800100000000.0,24.957110327833057,2082.2327072668645
Oceania,2010,57900000000.0,1.8060451043388752,1608.3333333333333
South America,2010,109400000000.0,3.412458280046165,278.64660275284507
Africa,2011,211100000000.0,6.372445437256618,199.9077640160343
Asia,2011,1102800000000.0,33.290065505478914,258.8596280383379
Central America,2011,48000000000.0,1.4489691188456546,299.833217772614
Europe,2011,934500000000.0,28.209617532526337,1271.7244420130398
Northern America,2011,839000000000.0,25.32677272315634,2167.191459354182
Oceania,2011,60500000000.0,1.8263048268783773,1655.1761873495295
South America,2011,116800000000.0,3.5258248558577594,294.46541165911594
Africa,2012,221400000000.0,6.536565203271235,202.42211685625836
Asia,2012,1144600000000.0,33.79292019721886,265.8340327947132
Central America,2012,46000000000.0,1.3580939446724336,283.28262984813585
Europe,2012,924600000000.0,27.297688287915918,1256.0144972817598
Northern America,2012,867000000000.0,25.59711847893478,2222.6551885026943
Oceania,2012,58700000000.0,1.733045968527649,1579.86812003768
South America,2012,124800000000.0,3.6845679194591243,311.4798286860942
Africa,2013,208600000000.0,6.0992368644191695,185.8424740034353
Asia,2013,1169500000000.0,34.1949065816789,268.86324527937523
Central America,2013,45000000000.0,1.3157510014327067,273.295395883564
Europe,2013,929500000000.0,27.17756790737113,1259.1728609301488
Northern America,2013,874100000000.0,25.55773223005175,2224.6711731889072
Oceania,2013,66900000000.0,1.9560831554632905,1771.8568742219986
South America,2013,126500000000.0,3.6987222595830533,312.61970369088954
Africa,2014,208300000000.0,5.969507651745285,180.84422913302427
Asia,2014,1197200000000.0,34.30962343096234,272.45996850279016
Central America,2014,44000000000.0,1.2609617699317934,263.6151219219939
Europe,2014,890300000000.0,25.514415085688086,1202.9991879113647
Northern America,2014,947200000000.0,27.145067919986243,2392.910195131317
Oceania,2014,73000000000.0,2.092050209205021,1903.7684183074716
South America,2014,129400000000.0,3.708373932481229,316.725246967368
Africa,2015,205500000000.0,5.794281847403147,173.89199910642358
Asia,2015,1222900000000.0,34.4809112953251,275.5658349741695
Central America,2015,40000000000.0,1.1278407488862572,236.50026901905602
Europe,2015,883600000000.0,24.914002142897424,1194.9648110181274
Northern America,2015,981300000000.0,27.668753172052106,2461.397224814135
Oceania,2015,81800000000.0,2.306434331472396,2099.5893223819303
South America,2015,131500000000.0,3.707776461963571,318.86981866855484
Africa,2016,209900000000.0,5.854951185495119,173.13039382834273
Asia,2016,1245400000000.0,34.73919107391911,277.8631799381624
Central America,2016,37000000000.0,1.0320781032078103,215.96002988419872
Europe,2016,889700000000.0,24.817294281729428,1200.7249965923002
Northern America,2016,963200000000.0,26.867503486750348,2398.8364447809367
Oceania,2016,103100000000.0,2.8758716875871686,2601.564471360081
South America,2016,136700000000.0,3.813110181311018,328.4691702729394
Africa,2017,222200000000.0,6.0106037654187405,178.67998751974164
Asia,2017,1284300000000.0,34.740856957368536,283.70752698623437
Central America,2017,32000000000.0,0.8656135035706557,184.43804034582132
Europe,2017,910400000000.0,24.626704176585154,1226.7822299839377
Northern America,2017,988100000000.0,26.728521964942654,2444.6181783994816
Oceania,2017,121100000000.0,3.2758061025752,3002.8019539289344
South America,2017,138700000000.0,3.751893529539061,330.3135954884926
Africa,2018,236800000000.0,6.08021362912751,185.632746619924
Asia,2018,1332100000000.0,34.20376932162481,291.70735189682046
Central America,2018,28000000000.0,0.7189441791198069,159.41517404720966
Europe,2018,928600000000.0,23.843270168951882,1249.4516997979026
Northern America,2018,1095000000000.0,28.115852719149593,2693.0246971269485
Oceania,2018,136500000000.0,3.504852873209059,3324.8081841432227
South America,2018,137600000000.0,3.5330971088173366,324.9667003599195
