Country Group,year,Watts,Percentage,Per Capita
Africa,1980,222029008674.42386,2.2673036301125316,473.4356460580413
Asia,1980,1812679440709.0786,18.5106203044696,698.1110083842357
Europe,1980,1732128755931.871,17.688057247985302,4685.303943076899
North America,1980,3110074503209.359,31.759287910829137,8354.822990013026
Oceania,1980,120513987900.79462,1.2306581193067534,5278.061923566532
South America,1980,306312946809.157,3.1279897180879965,1272.0478848235155
Africa,1981,228023889161.4518,2.356670102021794,472.87160425923884
Asia,1981,1840508767290.9148,19.02200686223867,695.0834803522928
Europe,1981,1664888556459.7188,17.206938705570234,4483.980631299792
North America,1981,3052728296575.677,31.5505253971084,8086.740318029968
Oceania,1981,123024213388.58357,1.2714785568469171,5299.798104018591
South America,1981,307285316550.908,3.1758519730934007,1248.2748226857593
Africa,1982,247254627912.90158,2.552867409522911,498.5233659685822
Asia,1982,1886147242955.4814,19.474190904927013,698.5758989964335
Europe,1982,1649398359481.6533,17.029793750612974,4425.942692603171
North America,1982,2947917739349.941,30.4368140093698,7703.993590323067
Oceania,1982,128935308782.00916,1.331237965108233,5457.11722952593
South America,1982,313249427247.5094,3.234253937417031,1244.8514014191508
Africa,1983,261020258943.90625,2.6579265714103557,511.56670124649185
Asia,1983,1977410758248.4233,20.135650076382262,718.2709713708147
Europe,1983,1661112269759.866,16.914834341802298,4442.914070487687
North America,1983,2933770036884.155,29.87410006790961,7567.269989796423
Oceania,1983,125360087293.5434,1.276521249193288,5223.55461867342
South America,1983,311754287956.1522,3.1745428843814163,1212.2733962870227
Africa,1984,274091113811.05576,2.6683577496464923,522.1369902732988
Asia,1984,2126875664865.3062,20.705761248393156,757.6129646181921
Europe,1984,1674012227119.5278,16.297002252749433,5111.159977893106
North America,1984,3076068244187.867,29.946430672970966,7834.002903783126
Oceania,1984,127099927225.14182,1.2373552395591472,5218.63794806577
South America,1984,330114631410.33374,3.213763199936068,1256.602988193304
Africa,1985,281364128929.46027,2.6680164564000792,521.0003016955227
Asia,1985,2222038070688.339,21.070326775131544,776.0374331022626
Europe,1985,1728392048499.0042,16.38936152256455,5262.236334377639
North America,1985,3089015164296.6655,29.291378839834643,7768.058734928344
Oceania,1985,131950431356.17001,1.2512111036571076,5336.0737364999195
South America,1985,339536493345.02875,3.219631995164617,1265.9116505230086
Africa,1986,286553290887.7686,2.6602294389609584,515.8177942724607
Asia,1986,2310081183590.0405,21.44573510894657,790.6303613259263
Europe,1986,1770332096758.339,16.434951927941846,5374.528592770153
North America,1986,3099125591397.3535,28.77086180978994,7693.268703386374
Oceania,1986,135741199821.445,1.2601590954553699,5405.431659025367
South America,1986,365456381727.1279,3.3927295768082106,1335.2199694091373
Africa,1987,296884747121.542,2.6686619370857225,519.5761047843044
Asia,1987,2437145207444.8906,21.90721050278956,817.1558325741391
Europe,1987,1810653863187.082,16.275753782481786,5480.701467713623
North America,1987,3195047925484.258,28.71990854556723,7830.750308162382
Oceania,1987,141707972374.2728,1.273796231444646,5554.99695704715
South America,1987,370914961562.06555,3.3341107935432728,1328.5062574528579
Africa,1988,307713178250.5371,2.663423657212677,523.65926039154
Asia,1988,2614202884015.8716,22.62733707287795,858.8852849660979
Europe,1988,1834978665914.2754,15.882730850407142,5537.23468767604
North America,1988,3337521213212.3867,28.88804764962486,8073.345943909982
Oceania,1988,146061660053.90222,1.2642425098953005,5617.324054069003
South America,1988,381078657476.0465,3.2984414816130063,1338.5928970024747
Africa,1989,314536656554.326,2.677604761106549,520.6224504544793
Asia,1989,2699525928430.604,22.980671181159817,869.7108439547233
Europe,1989,1849062959162.0977,15.74080375011255,4993.189508345817
North America,1989,3421705743692.5684,29.128482800014798,8168.896659327639
Oceania,1989,154074449381.8936,1.3116133545425843,5827.103717026345
South America,1989,393031659483.1666,3.345821292266359,1354.5482600218731
Africa,1990,324434135156.90247,2.7440870720513613,521.2672581831513
Asia,1990,2809401047392.2407,23.76211458337535,888.565908607561
Europe,1990,1837109260002.1567,15.538401247081316,4946.230803202223
North America,1990,3399556089456.283,28.753688052211103,8004.586966963307
Oceania,1990,159464074465.06155,1.348758523774286,5929.35504071769
South America,1990,417100385303.62756,3.5278648299624673,1410.996306933285
Africa,1991,330610560576.32367,2.793578686357636,517.0079559389488
Asia,1991,2894241883876.0537,24.455638760798667,899.708002900975
Europe,1991,2358367635802.1123,19.92763192587576,5097.167462322097
North America,1991,3412356100452.397,28.833577656650778,7916.638286482793
Oceania,1991,158609048218.6244,1.3402078136724556,5805.814569296987
South America,1991,418342046166.9494,3.5348883645519136,1389.7114094600815
Africa,1992,333095466741.19745,2.82299897318699,507.13510704821954
Asia,1992,3312884909929.175,28.07684772931207,992.4712493676408
Europe,1992,3969860275334.4194,33.64474332420811,5675.582947681893
North America,1992,3470513222572.1943,29.41275472645586,7930.807023261466
Oceania,1992,161342457675.4912,1.3673845423518167,5835.381304043228
South America,1992,429411723860.8444,3.639283558534512,1401.3599538576957
Africa,1993,336007569141.6435,2.8254706306023305,498.2628946963534
Asia,1993,3461845711678.8022,29.11048525190148,1020.9820006826911
Europe,1993,3905940456305.821,32.84485546669725,5449.865573941014
