Country Group,year,cubic meters,Percentage,Per Capita
Africa,1985,315278960.2149705,9.184190952732466,0.583875876362969
Asia,1985,908912160.8980339,26.47694232198836,0.3174337422761793
Europe,1985,239549336.97172806,6.978159442827099,0.7293282944592454
North America,1985,776980131.439404,22.63371424706893,1.9540426868381775
Oceania,1985,39982919.857926495,1.1647170194059762,1.616974152057528
South America,1985,210476125.2898395,6.131246196495612,0.7844834505154306
Africa,1986,311425744.13577414,8.72121556837328,0.5606607547154875
Asia,1986,1047680167.0754788,29.339400341260973,0.35857083938565687
Europe,1986,244957766.76963615,6.859835865765527,0.7436641542766123
North America,1986,741094155.1837558,20.75371739659775,1.8398426903070626
Oceania,1986,37661705.3523865,1.0546843259930418,1.499809061860798
South America,1986,223544562.95602968,6.260177134962089,0.8164818399358256
Africa,1987,309272817.6818857,8.581987407607802,0.5413227037391581
Asia,1987,1073451451.1232368,29.78712098033022,0.35991992253517024
Europe,1987,246814738.37406817,6.848843013798199,0.7470880693226912
North America,1987,731524948.3846673,20.299029001137672,1.7931115205867854
Oceania,1987,39634737.68209549,1.0998212589166203,1.5536332437809373
South America,1987,220120771.56035817,6.108114201057869,0.7881610531228361
Africa,1988,328359003.9536884,8.786471839622488,0.5587938551441973
Asia,1988,1171592400.417468,31.350331526878676,0.3849217208233186
Europe,1988,244412281.36083427,6.540163667135938,0.7375389085359932
North America,1988,721799059.6064546,19.31443034829217,1.7461753909581348
Oceania,1988,39808828.77001099,1.065233932203631,1.5305201372553245
South America,1988,234448468.09580383,6.273544620256399,0.823279049687836
Africa,1989,351344830.5947982,9.23998473864694,0.5815475012121032
Asia,1989,1274538263.7381668,33.518962228148375,0.4106201527216797
Europe,1989,239357836.77502093,6.294849294160879,0.6463592996676386
North America,1989,688199479.6387632,18.098893552074603,1.643233843763164
Oceania,1989,37139432.08864,0.9767264402897089,1.4045621393480068
South America,1989,236937970.65299547,6.231209462035752,0.8163350077279117
Africa,1990,378212888.4964237,9.810045607113972,0.60767242799829
Asia,1990,1313615909.9389327,34.07242951968651,0.4154744356131329
Europe,1990,247499496.6532025,6.4196155756564774,0.666367352653635
North America,1990,674701617.2890481,17.50033866670227,1.5888716078227025
Oceania,1990,42072012.912912495,1.091259388593422,1.5645388015660442
South America,1990,255983535.67095116,6.639673675811454,0.8656924824346163
Africa,1991,391182674.54612845,10.161443494774188,0.6117295174849929
Asia,1991,1303240081.099169,33.85323866804469,0.40512699964660315
Europe,1991,267519971.76348498,6.949155097301441,0.5781940334041199
North America,1991,685692567.97278,17.811694478356525,1.5909857117697095
Oceania,1991,40226647.38100819,1.044935859750403,1.4724248675332428
South America,1991,269655489.1085818,7.004627745366666,0.8955083990056515
Africa,1992,399591274.09244716,10.346646231515534,0.6083744265419754
Asia,1992,1419097700.1069345,36.744801057809944,0.42513208447980316
Europe,1992,735912043.8001376,19.055024642379966,1.0526352551946287
North America,1992,673482979.6736395,17.438544296184936,1.539206722112205
Oceania,1992,42362164.72610499,1.0968866450291666,1.5320301155873202
South America,1992,274791176.202089,7.115188123570702,0.8964927873798244
Africa,1993,408359661.8871245,10.487176048044281,0.6055532252707382
Asia,1993,1532146649.562996,39.34740167805728,0.45186709111063017
Europe,1993,730056780.2099131,18.748751881487266,1.0191626487930328
North America,1993,879885373.5062561,22.596533583696377,1.981915756495012
Oceania,1993,44973531.0448375,1.1549753356876962,1.606197537315625
South America,1993,297475244.95747864,7.639528472002925,0.9537886836219368
Africa,1994,408458313.5036099,10.254665714824274,0.5883786080632805
Asia,1994,1585714477.3145952,39.81060330132015,0.4606242022052927
Europe,1994,746694085.1783708,18.746339544569075,1.0411340952552115
North America,1994,875939308.8468381,21.99114206208746,1.9460171840043148
Oceania,1994,45902016.8470535,1.152406066521659,1.6183766472888446
South America,1994,318778191.0820721,8.003176036944918,1.0048645044905893
Africa,1995,424660390.75227916,10.408642221145005,0.5965437282646209
Asia,1995,1626887019.6066113,39.87582852102684,0.4656316027559209
Europe,1995,759437552.8137857,18.614200779445273,1.0586029930662921
North America,1995,876978052.3380673,21.49517822091471,1.9223459176813502
Oceania,1995,46134138.2976075,1.1307712001817842,1.6036616482761226
South America,1995,344642323.7100515,8.44735868915675,1.0684463353320628
Africa,1996,436498584.7305332,10.449115105712501,0.5979563726472542
Asia,1996,1654062638.430221,39.59575473007694,0.46660676002121965
Europe,1996,774792386.7679327,18.547356430412584,1.0799297882184087
North America,1996,895524556.2373319,21.437501736443622,1.9374003336809205
Oceania,1996,47410806.275654495,1.1349429055646993,1.6236021463530186
South America,1996,367662968.5687445,8.801294696188823,1.1213031500560997
Africa,1997,453484071.8748221,10.528967933169207,0.6061227523548356
Asia,1997,1716085490.0182495,39.8439773645825,0.47697182727204873
Europe,1997,779765588.8460522,18.104554028559523,1.0869631002342581
North America,1997,911181148.0771993,21.15575316625755,1.9455589820134547
Oceania,1997,48919595.7042555,1.1358124494742714,1.652019306505994
South America,1997,396376392.0022742,9.203045001345208,1.1896192991580758
Africa,1998,452073934.06270653,10.293328752821935,0.5897444737622368
Asia,1998,1807094507.744209,41.14596408703791,0.4954451336903191
Europe,1998,774780780.695405,17.64108188099964,1.0812066340613726
North America,1998,909962510.4617908,20.71905183462129,1.9184003475647766
Oceania,1998,45553834.67122249,1.0372210403919258,1.5182587212112548
South America,1998,401425033.55182374,9.140097511988722,1.186079455725191
Africa,1999,448783612.5011036,10.333511491178808,0.5715073962495414
Asia,1999,1778427508.60079,40.9493586317383,0.48113552845789576
Europe,1999,792741177.9320207,18.25334045964304,1.1066456404196026
North America,1999,881817784.5821183,20.304382683052513,1.836060824445306
Oceania,1999,46192168.660246,1.0636023516833468,1.5195792045610237
South America,1999,393939116.7714572,9.070684126133667,1.1465150067417853
Africa,2000,463604567.1189765,10.278017213650283,0.5763401605668074
Asia,2000,1870788633.776227,41.47499646205773,0.4995167500604713
Europe,2000,809802104.5477397,17.953144900869564,1.1306327010682757
North America,2000,899023787.1044335,19.931171120169516,1.8491887379454874
Oceania,2000,54896723.05602099,1.2170489778587015,1.7826505295022241
South America,2000,411609362.1948805,9.125294291703774,1.1806887831233055
Africa,2001,465879357.33440566,10.33589535617038,0.5653560084441956
Asia,2001,1841007451.6701486,40.84418008830992,0.4853142170577236
Europe,2001,839223498.405459,18.618825074346024,1.1721456962080348
North America,2001,903056897.3078092,20.035018603628735,1.836295141562337
Oceania,2001,51066719.121879995,1.1329548234261644,1.6360197066021656
South America,2001,406270568.8321385,9.013428089552928,1.149250991720546
Africa,2002,472123424.35430825,10.55172234903271,0.5592799309544582
Asia,2002,1783505165.331659,39.86044822576408,0.4643252087717401
Europe,2002,864646600.2773861,19.32441896658626,1.207202334800327
North America,2002,915475394.9124482,20.460417098978617,1.8411877939593102
Oceania,2002,48745504.61634,1.0894376426642098,1.5410674533318578
South America,2002,388797626.64168614,8.689432454864212,1.0851630033121291
Africa,2003,499345467.4680287,10.807053238383556,0.5773874670666216
Asia,2003,1876817988.454367,40.6189166446793,0.48257806230986955
Europe,2003,903921549.7111228,19.56306594827704,1.2607487457126956
North America,2003,925607496.2291304,20.032402697708637,1.8421296092255603
Oceania,2003,41317618.19861199,0.8942139833965634,1.288116292511909
South America,2003,372670988.864447,8.065508709793164,1.026794588904264
Africa,2004,540964843.5523608,11.161518199231413,0.6104878053087235
Asia,2004,2018934346.5560532,41.6558908045891,0.5129375091605267
Europe,2004,925944072.3324335,19.104645593865786,1.2897001228944422
North America,2004,926356087.9071668,19.11314655172019,1.823977238400571
Oceania,2004,36617158.8248935,0.7555076628350932,1.1262313174697351
South America,2004,397008922.9550339,8.19133141762283,1.0803140267733184
Africa,2005,586483860.0060003,11.867800232503852,0.6458482980146091
Asia,2005,2095429970.586124,42.40209490481651,0.5261421333249613
Europe,2005,914993742.9025488,18.51536537535294,1.2724151618725474
North America,2005,897996649.685732,18.171420519260288,1.749161255905841
Oceania,2005,37661705.3523865,0.7621038293073763,1.1420251486562707
South America,2005,408533752.97504,8.266888995876625,1.09842751777246
Africa,2006,593592579.4292165,11.994746655094376,0.6377442517200471
Asia,2006,2096259804.7718544,42.35919745774774,0.5202163903372486
Europe,2006,906701204.0815068,18.321743922884696,1.2448240459013764
North America,2006,905546399.8650007,18.298408752444146,1.744316861632968
Oceania,2006,36965341.000724494,0.746959978423611,1.103673633318141
South America,2006,409566693.4300054,8.276128941472784,1.0886043240190344
Africa,2007,612667159.6284914,12.37278799952873,0.6420936704516186
Asia,2007,2082912821.3649995,42.06433845071223,0.5110221069528411
Europe,2007,899371969.2802644,18.162779796082113,1.232191941427634
North America,2007,909869661.8815693,18.374780264850386,1.7332435382312463
Oceania,2007,37951857.165579,0.7664361889134745,1.1129576881401466
South America,2007,409177890.0003273,8.263330598849846,1.0756064150832965
Africa,2008,616851148.7747271,12.264965154379798,0.630509884400495
Asia,2008,2178442404.340498,43.31437208657466,0.5284763502316401
Europe,2008,882322648.7370731,17.54338394793577,1.2061513764332479
North America,2008,891590097.6504416,17.727650343837336,1.6797195493765822
Oceania,2008,39286555.50626449,0.781141828587097,1.130125579100322
South America,2008,420992871.8335259,8.370678912630447,1.0948729219389874
Africa,2009,606968578.0173906,12.182182415352962,0.6049546838747715
Asia,2009,2113407776.931531,42.41721892870017,0.5070455115532803
Europe,2009,877523537.7468692,17.612364458003196,1.197765238504996
North America,2009,911639587.9420434,18.29709174343615,1.6992191833105814
Oceania,2009,39576707.319456995,0.7943255803117474,1.1170709678358688
South America,2009,433196657.09640247,8.69448747364691,1.1148513059364038
Africa,2010,622886306.4891313,12.116539486158299,0.6052134680097778
Asia,2010,2199414577.398052,42.78355985008424,0.5218679534763883
Europe,2010,885229969.905262,17.219713730976014,1.2065992281205822
North America,2010,949376732.76586,18.467512529910167,1.7514883269977493
Oceania,2010,39576707.319456995,0.7698559624326853,1.0993529810960276
South America,2010,444152789.56255126,8.639770623559071,1.1312766537002212
Africa,2011,536763445.2973334,10.389419296864215,0.5083049746799283
Asia,2011,2288920608.7316747,44.30360552621854,0.5372770560260857
Europe,2011,870826833.8983864,16.855441985844205,1.1850741245900562
North America,2011,982047826.9313354,19.008199483316552,1.794592776899006
Oceania,2011,34586096.13254599,0.6694372683363862,0.9462162435036658
South America,2011,453571117.4187798,8.779175558798705,1.1435017620497108
Africa,2012,576874031.9530646,10.910038741396358,0.5274257574857459
Asia,2012,2306318111.450697,43.617875917767805,0.5356437571854147
Europe,2012,864536342.588373,16.35040662005683,1.1744215657775756
North America,2012,1052345808.2316145,19.902323386411506,1.9048499939028891
Oceania,2012,33773671.055607,0.638739203441608,0.9089939726983447
South America,2012,453600132.600099,8.578640648834488,1.1321097082874076
Africa,2013,539606933.0666199,10.14123369541318,0.48073771539073235
Asia,2013,2288502790.1206775,43.00953191117283,0.5261173894679353
Europe,2013,867054860.3268838,16.29520568860663,1.17457982685443
North America,2013,1135340832.8771968,21.337303145308553,2.036233780710902
Oceania,2013,29363363.495080996,0.5518474894210017,0.7776932355611144
South America,2013,461138276.70684034,8.666513981588917,1.1396119480207103
Africa,2014,509367311.0956975,9.311325158058295,0.4422282223747613
Asia,2014,2326303768.3433967,42.52524716764191,0.5294225287761142
Europe,2014,874204201.0039471,15.980608477953545,1.1812500773631944
North America,2014,1250716799.8750625,22.863325836971246,2.2225245490417747
Oceania,2014,31684578.000621,0.579199728433721,0.8263027252737254
South America,2014,477996097.05332446,8.737853778587107,1.1699646977484714
Africa,2015,501196636.0361967,8.895297340719784,0.42410746951702594
Asia,2015,2421078956.604594,42.96959647351288,0.5455610795773458
Europe,2015,894271100.4043403,15.87162955486154,1.2093962160407936
North America,2015,1303315520.570599,23.13139843862238,2.29534142743528
Oceania,2015,31336395.824789997,0.5561620697467445,0.8043222747636036
South America,2015,482998314.31276315,8.572311368363156,1.1712059688374785
Africa,2016,468902739.22787154,8.279420052255313,0.3867618671258223
Asia,2016,2506563483.8073688,44.258414877803546,0.5592433758853333
Europe,2016,913606817.2354885,16.131564117011344,1.2329892576281714
North America,2016,1282378165.7306283,22.642963266556787,2.23856984256188
Oceania,2016,27506391.890649,0.48568061888407843,0.6940800376141559
South America,2016,464475022.55855393,8.201239817612159,1.1160623648303805
Africa,2017,490484231.0931297,8.610021697717682,0.3944181651230895
Asia,2017,2489508360.227914,43.70114193159868,0.5499433623700202
Europe,2017,901815047.5473454,15.830574429286088,1.2152138346476309
North America,2017,1338087313.863588,23.48895249930827,2.3162562080679185
Oceania,2017,25185177.385108996,0.44210376195658807,0.6244929798683081
South America,2017,451615494.1978624,7.927715016246431,1.0755208195155617
Africa,2018,491993020.52173066,8.411914116758492,0.3856841879952766
Asia,2018,2514478825.2712607,42.991625987213354,0.5506283008186377
Europe,2018,909649146.5035429,15.552843592488511,1.2239529100996802
North America,2018,1481828522.1191525,25.335754256454763,2.5450126443013157
Oceania,2018,25765481.011494,0.44052863436115813,0.6275844845084398
South America,2018,425165254.9072341,7.2693177759244625,1.0041028342651739
