Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1963,1963,1000 persons,3211001.009,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1964,1964,1000 persons,3273978.338,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1965,1965,1000 persons,3339583.597,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1966,1966,1000 persons,3407922.63,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1967,1967,1000 persons,3478769.962,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1968,1968,1000 persons,3551599.127,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1969,1969,1000 persons,3625680.627,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1970,1970,1000 persons,3700437.046,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1971,1971,1000 persons,3775759.617,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1972,1972,1000 persons,3851650.245,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1973,1973,1000 persons,3927780.238,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1974,1974,1000 persons,4003794.172,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1975,1975,1000 persons,4079480.606,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1976,1976,1000 persons,4154666.864,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1977,1977,1000 persons,4229506.06,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1978,1978,1000 persons,4304533.501,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1979,1979,1000 persons,4380506.1,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1980,1980,1000 persons,4458003.514,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1981,1981,1000 persons,4536996.762,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1982,1982,1000 persons,4617386.542,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1983,1983,1000 persons,4699569.304,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1984,1984,1000 persons,4784011.621,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1985,1985,1000 persons,4870921.74,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1986,1986,1000 persons,4960567.912,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1987,1987,1000 persons,5052522.147,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1988,1988,1000 persons,5145426.008,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1989,1989,1000 persons,5237441.558,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1990,1990,1000 persons,5327231.061,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1991,1991,1000 persons,5414289.444,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1992,1992,1000 persons,5498919.809,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1993,1993,1000 persons,5581597.546,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1994,1994,1000 persons,5663150.427,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1995,1995,1000 persons,5744212.979,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1996,1996,1000 persons,5824891.951,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1997,1997,1000 persons,5905045.788,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1998,1998,1000 persons,5984793.942,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1999,1999,1000 persons,6064239.055,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2000,2000,1000 persons,6143493.823,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2001,2001,1000 persons,6222626.606,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2002,2002,1000 persons,6301773.188,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2003,2003,1000 persons,6381185.114,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2004,2004,1000 persons,6461159.389,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2005,2005,1000 persons,6541907.027,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2006,2006,1000 persons,6623517.833,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2007,2007,1000 persons,6705946.61,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2008,2008,1000 persons,6789088.686,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2009,2009,1000 persons,6872767.093,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2010,2010,1000 persons,6956823.603,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2011,2011,1000 persons,7041194.301,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2012,2012,1000 persons,7125828.059,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2013,2013,1000 persons,7210581.976,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2014,2014,1000 persons,7295290.765,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2015,2015,1000 persons,7379797.139,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2016,2016,1000 persons,7464022.049,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2017,2017,1000 persons,7547858.925,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2018,2018,1000 persons,7631091.04,A,"Aggregate, may include official, semi-official, estimated or calculated data",
