Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1960,1960,1000 persons,2009367.01,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1960,1960,1000 persons,1023845.517,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1961,1961,1000 persons,2034869.631,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1961,1961,1000 persons,1055435.648,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1962,1962,1000 persons,2060867.542,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1962,1962,1000 persons,1088376.703,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1963,1963,1000 persons,2087709.412,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1963,1963,1000 persons,1122561.94,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1964,1964,1000 persons,2115857.417,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1964,1964,1000 persons,1157813.355,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1965,1965,1000 persons,2151123.464,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1965,1965,1000 persons,1188469.224,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1966,1966,1000 persons,2188128.373,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1966,1966,1000 persons,1219993.032,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1967,1967,1000 persons,2226487.256,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1967,1967,1000 persons,1252566.565,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1968,1968,1000 persons,2265947.268,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1968,1968,1000 persons,1285933.432,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1969,1969,1000 persons,2306072.04,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1969,1969,1000 persons,1319833.474,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1970,1970,1000 persons,2346362.154,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1970,1970,1000 persons,1354215.496,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1971,1971,1000 persons,2386956.801,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1971,1971,1000 persons,1388834.099,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1972,1972,1000 persons,2426810.4,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1972,1972,1000 persons,1424734.781,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1973,1973,1000 persons,2465360.325,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1973,1973,1000 persons,1462178.37,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1974,1974,1000 persons,2502313.496,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1974,1974,1000 persons,1501134.655,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1975,1975,1000 persons,2540462.204,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1975,1975,1000 persons,1538624.994,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1976,1976,1000 persons,2576911.453,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1976,1976,1000 persons,1577376.141,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1977,1977,1000 persons,2612781.949,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1977,1977,1000 persons,1616419.308,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1978,1978,1000 persons,2645070.995,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1978,1978,1000 persons,1659306.117,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1979,1979,1000 persons,2674564.117,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1979,1979,1000 persons,1706021.638,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1980,1980,1000 persons,2704210.505,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1980,1980,1000 persons,1754201.029,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1981,1981,1000 persons,2733630.574,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1981,1981,1000 persons,1804215.203,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1982,1982,1000 persons,2764641.939,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1982,1982,1000 persons,1854134.229,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1983,1983,1000 persons,2797708.407,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1983,1983,1000 persons,1903822.436,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1984,1984,1000 persons,2831377.429,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1984,1984,1000 persons,1955106.433,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1985,1985,1000 persons,2865842.733,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1985,1985,1000 persons,2007939.063,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1986,1986,1000 persons,2901028.834,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1986,1986,1000 persons,2062604.394,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1987,1987,1000 persons,2936753.581,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1987,1987,1000 persons,2118882.551,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1988,1988,1000 persons,2972430.419,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1988,1988,1000 persons,2176126.537,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1989,1989,1000 persons,3007594.615,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1989,1989,1000 persons,2233140.502,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1990,1990,1000 persons,3040715.364,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1990,1990,1000 persons,2290228.096,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1991,1991,1000 persons,3071296.467,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1991,1991,1000 persons,2347462.336,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1992,1992,1000 persons,3100063.852,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1992,1992,1000 persons,2404337.297,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1993,1993,1000 persons,3126871.309,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1993,1993,1000 persons,2461223.528,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1994,1994,1000 persons,3152065.592,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1994,1994,1000 persons,2518254.111,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1995,1995,1000 persons,3175969.181,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1995,1995,1000 persons,2575505.235,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1996,1996,1000 persons,3198623.437,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1996,1996,1000 persons,2632941.583,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1997,1997,1000 persons,3219752.754,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1997,1997,1000 persons,2690813.541,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1998,1998,1000 persons,3239632.505,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1998,1998,1000 persons,2749213.598,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,1999,1999,1000 persons,3258635.736,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,1999,1999,1000 persons,2808231.655,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2000,2000,1000 persons,3276699.476,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2000,2000,1000 persons,2868307.513,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2001,2001,1000 persons,3290333.648,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2001,2001,1000 persons,2933078.51,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2002,2002,1000 persons,3300341.416,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2002,2002,1000 persons,3001808.223,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2003,2003,1000 persons,3309664.99,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2003,2003,1000 persons,3071743.997,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2004,2004,1000 persons,3318325.973,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2004,2004,1000 persons,3143044.892,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2005,2005,1000 persons,3326253.52,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2005,2005,1000 persons,3215905.863,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2006,2006,1000 persons,3334401.687,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2006,2006,1000 persons,3289446.226,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2007,2007,1000 persons,3342809.033,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2007,2007,1000 persons,3363609.56,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2008,2008,1000 persons,3350052.125,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2008,2008,1000 persons,3439719.128,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2009,2009,1000 persons,3356910.791,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2009,2009,1000 persons,3516830.263,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,3363301.013,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,3594868.146,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,3371584.714,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,3671423.872,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,3380334.349,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,3747842.586,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,3388436.123,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,3824990.329,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,3395621.099,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,3902831.934,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,3401511.157,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,3981497.663,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,3406311.597,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,4060652.683,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,3410073.507,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,4140188.594,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,3413002.007,A,"Aggregate, may include official, semi-official, estimated or calculated data",
OA,Annual population,5000,World,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,4219817.318,A,"Aggregate, may include official, semi-official, estimated or calculated data",
