Report generated on: 11-25-2020 09:44:36
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"","World","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-WORL-QBTU.A","    Consumption (quad Btu)","291.87455495403447","288.34725102354423","288.501038147095","292.5308408879404","306.08930792459023","314.15251545089734","320.92472929329483","331.6151562359958","344.4206730023819","349.91611360901356","354.44942041431847","352.56785581031625","351.4297622715165","354.3385185555048","358.23633632473553","368.1656903367622","377.9512895985347","378.8665206480774","381.8457765273203","389.0659743355558","401.33149969148735","404.54083771949865","413.2561308892326","427.7910808253777","449.84606286048347","464.8791153421126","480.1037698675173","492.97974793868826","499.17539160399116","492.92763074829895","521.9054160586935","537.2668179997543","549.6200772162615","560.4903732553096","565.716000286502","569.7560114866048","573.7170156602331","581.9428523958784"
"INTL.4411-2-WORL-QBTU.A","        Coal (quad Btu)","77.5919382608922","77.87177761133242","79.2092217562628","81.3934585702528","85.10793248459187","88.002956606503","89.00930359303185","92.66592447632388","95.46419978638183","95.18974872014012","96.61402910065955","91.20197246872158","88.61477122509514","88.80069932989201","89.28749872978388","91.94559086054772","93.94054681368416","92.2404505645225","92.38728350680103","92.7508597638225","97.28335039880871","98.69716229335945","101.28616079719575","109.80831880011492","119.13251965774697","127.57950882896924","135.31295945879418","141.78482852477904","143.63042732833318","143.24566338997911","152.22204165816518","161.93303465617404","168.24674251525732","171.64921196957974","170.9322759079186","168.12837660464473","165.59138361224498","163.79912948036466"
"INTL.4413-2-WORL-QBTU.A","        Natural gas (quad Btu)","53.865223303","53.895423471","54.055255448","55.149772666","60.842896415","63.371661785","64.224390643","67.561969979","71.010048252","74.229726266","75.1232191863526","76.729898462955","77.11050758932","79.11024176793","79.00091895378","81.324420245955","83.19845674782","83.6992688324645","84.3733127522675","86.518865328148","89.60485067943","89.9313550030595","94.060202677925","96.78718448268","99.794809654715","102.60690568774","106.312122890923","109.720940385248","112.872765057765","109.14931366682482","119.42387934839795","122.99248610538244","125.80264763157163","127.65467615117959","128.14512471331605","130.05169300073453","132.69922920813946","136.69461320498198"
"INTL.4415-2-WORL-QBTU.A","        Petroleum and other liquids (quad Btu)","132.10545053582896","126.85117743665855","123.94925024147821","122.25389847024476","123.52635724911038","123.60286449103546","127.16755156024259","129.52044062934107","133.71633028568255","135.32526478031878","136.5025280854909","136.92519690170909","137.8043920248485","136.57625550096355","139.33782033225827","142.1253805290394","146.57337511637934","148.60923679350913","150.3944418102903","153.629953855794","156.98583958314774","158.124985777056","159.54251310620154","162.96298917713872","169.83228025671133","171.945967583773","174.19901796596193","176.76203430741012","176.0525428600136","173.13993646667024","178.7431039949658","179.96245917225522","182.96827604484466","184.81949595420636","187.5435255416216","191.18034901391354","191.65204762942415","194.8453466978483"
"INTL.4419-2-WORL-QBTU.A","        Nuclear, renewables, and other (quad Btu)","28.311942854313283","29.728872504553266","31.287310701354002","33.73371118144287","36.612121775887964","39.17503256835885","40.52348349702042","41.86682115133084","44.23009467831753","45.17137384255466","46.209644041815395","47.710787976930575","47.90009143225287","49.85132195671925","50.610098308913386","52.77029870122007","54.23891092065117","54.317564457581305","54.69073845796147","56.16629538779129","57.45745903010091","57.787334646023695","58.36725430791033","58.23258836544407","61.086453291310164","62.746733241630366","64.27966955183818","64.7119447212511","66.61965635787935","67.39271722482475","71.51639105716463","72.37883806594257","72.6024110245879","76.36698918034395","79.09507412364579","80.395592867312","83.77435521042453","86.60376301268347"
"INTL.4417-2-WORL-QBTU.A","            Nuclear (quad Btu)","7.575723115","8.527174555","9.507694575","10.718344169","12.994662052","15.298596084","16.247914241","17.643905343","19.226919252","19.740032696","20.356923849","21.18298292","21.279755692","22.008422938","22.40589607","23.257765515","24.107781169","23.880133151","24.307300185","25.083823811","25.650326912","26.382870167","26.671667514","26.295273546","27.248786059","27.304582076","27.670066255","27.162769414","27.030150094","26.641576333","27.379908454","26.247571931","24.474277238","24.652071186","25.138527881","25.437640028","25.71336899655","25.8975720158"
"INTL.4418-2-WORL-QBTU.A","            Renewables and other (quad Btu)","20.736219739313285","21.201697949553264","21.779616126354004","23.01536701244287","23.61745972388796","23.87643648435885","24.275569256020425","24.22291580833084","25.00317542631753","25.431341146554658","25.852720192815394","26.527805056930575","26.62033574025287","27.842899018719244","28.204202238913386","29.512533186220068","30.131129751651176","30.437431306581303","30.383438272961474","31.082471576791285","31.80713211810091","31.404464479023694","31.695586793910326","31.937314819444076","33.83766723231016","35.442151165630364","36.60960329683819","37.5491753072511","39.58950626387934","40.751140891824754","44.13648260316462","46.13126613494257","48.12813378658789","51.714917994343956","53.956546242645786","54.95795283931201","58.06098621387453","60.70619099688347"
"","Afghanistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-AFG-QBTU.A","    Consumption (quad Btu)","0.02658321433837184","0.029949455734823764","0.03189781140039855","0.03902178955443165","0.03920224040186807","0.03827496129519434","0.039111198580053776","0.06306515769145625","0.11122078650562646","0.10936453856934128","0.10832034143696309","0.04743819775898182","0.03128176575298239","0.031068733251352468","0.030081108758152546","0.02534847326495263","0.02486021943357976","0.02367338825784984","0.02303955525784984","0.02302743728319992","0.020178061853199918","0.01591449045921003","0.015109508584207386","0.01776927950701234","0.016413668953812403","0.020995960691609476","0.026428278277012326","0.03425470933468043","0.05852648285351456","0.09534879450216566","0.11853852864995157","0.16105080218714038","0.1476076485691699","0.12401768228434108","0.1136195211302674","0.12548313728746976","0.11713338899923287","0.14523463844679305"
