Date, Albedo_anomaly_lower
1998.9824120603016, -0.28063241106719383
1999.246231155779, -0.30434782608695654
1999.5477386934674, -0.3438735177865615
1999.8115577889448, -0.3754940711462451
1999.962311557789, -0.3992094861660078
2000.1884422110554, -0.3675889328063242
2000.4899497487438, -0.3359683794466406
2000.7537688442212, -0.30434782608695654
2000.9798994974874, -0.28063241106719383
2001.1683417085428, -0.32806324110671925
2001.356783919598, -0.3913043478260869
2001.5452261306534, -0.4545454545454546
2001.7713567839196, -0.5098814229249014
2001.9221105527638, -0.5652173913043477
2001.959798994975, -0.5889328063241104
2002.2613065326634, -0.5731225296442686
2002.5628140703518, -0.541501976284585
2002.8643216080402, -0.5177865612648218
2003.0150753768844, -0.5098814229249014
2003.5427135678392, -0.4940711462450591
2004.032663316583, -0.48616600790513864
2004.4472361809046, -0.4703557312252964
2004.8994974874372, -0.4624505928853755
2005.5025125628142, -0.44664031620553324
2005.8793969849246, -0.4387351778656128
2006.4070351758794, -0.42292490118577053
2006.9723618090452, -0.4071146245059287
2007.1984924623116, -0.4940711462450591
2007.3115577889448, -0.5573122529644272
2007.5, -0.6442687747035571
2007.7261306532664, -0.7470355731225293
2007.8768844221106, -0.8260869565217388
2008.0276381909548, -0.9209486166007905
2008.21608040201, -1.0158102766798418
2008.4045226130654, -1.0948616600790508
2008.6306532663316, -1.1976284584980235
2008.781407035176, -1.2845849802371538
2008.9321608040202, -1.3399209486166006
2009.0075376884422, -1.3715415019762847
2009.2713567839196, -1.2924901185770747
2009.4221105527638, -1.2529644268774702
2009.6105527638192, -1.1897233201581026
2009.8366834170854, -1.1185770750988144
2010.0628140703518, -1.0632411067193677
2010.138190954774, -0.9288537549407114
2010.251256281407, -0.8102766798418974
2010.4020100502512, -0.6758893280632408
2010.5150753768844, -0.541501976284585
2010.6281407035176, -0.4387351778656128
2010.7412060301508, -0.28853754940711474
2010.891959798995, -0.15415019762845872
2011.0427135678392, -0.059288537549407216
2011.2688442211056, -0.17786561264822143
2011.494974874372, -0.28063241106719383
2011.6834170854272, -0.3913043478260869
2011.9472361809046, -0.5019762845849804
2012.1733668341708, -0.6284584980237158
2012.4748743718594, -0.7233201581027666
2012.8140703517588, -0.8418972332015806
2013.0402010050252, -0.9209486166007905
2013.3040201005026, -0.960474308300395
2013.7185929648242, -1.0316205533596836
2014.0201005025126, -1.0790513833992095
2014.2085427135678, -1
2014.4346733668342, -0.9209486166007905
2014.6231155778894, -0.8418972332015806
2014.7738693467338, -0.7865612648221343
2014.924623115578, -0.7233201581027666
2015, -0.6996047430830035
2015.1884422110554, -0.8102766798418974
2015.4145728643216, -0.9209486166007905
2015.5653266331658, -1.0237154150197627
2015.7537688442212, -1.126482213438735
2015.9045226130654, -1.2213438735177862
2016.0175879396986, -1.2924901185770747
2016.1683417085428, -1.1897233201581026
2016.319095477387, -1.0869565217391304
2016.4698492462312, -0.9920948616600791
2016.6206030150754, -0.8972332015810274
2016.7713567839196, -0.7865612648221343
2016.8844221105528, -0.6996047430830035
2016.997487437186, -0.6047430830039526
