category,Item,Year,Unit,Value,producing_population_Mhd
meat,"Meat, sheep",1991,Head,469004117,469.004117
meat,"Meat, sheep",1992,Head,466004726,466.004726
meat,"Meat, sheep",1993,Head,464670615,464.670615
meat,"Meat, sheep",1994,Head,470709344,470.709344
meat,"Meat, sheep",1995,Head,478263373,478.263373
meat,"Meat, sheep",1996,Head,463241590,463.24159
meat,"Meat, sheep",1997,Head,467846024,467.846024
meat,"Meat, sheep",1998,Head,476566139,476.566139
meat,"Meat, sheep",1999,Head,479977796,479.977796
meat,"Meat, sheep",2000,Head,494145320,494.14532
meat,"Meat, sheep",2001,Head,491934115,491.934115
meat,"Meat, sheep",2002,Head,494868010,494.86801
meat,"Meat, sheep",2003,Head,501745399,501.745399
meat,"Meat, sheep",2004,Head,501369576,501.369576
meat,"Meat, sheep",2005,Head,513662329,513.662329
meat,"Meat, sheep",2006,Head,530392950,530.39295
meat,"Meat, sheep",2007,Head,540882502,540.882502
meat,"Meat, sheep",2008,Head,534398155,534.398155
meat,"Meat, sheep",2009,Head,522672814,522.672814
meat,"Meat, sheep",2010,Head,519509284,519.509284
meat,"Meat, sheep",2011,Head,512689187,512.689187
meat,"Meat, sheep",2012,Head,525363072,525.363072
meat,"Meat, sheep",2013,Head,541034127,541.034127
meat,"Meat, sheep",2014,Head,551906143,551.906143
meat,"Meat, sheep",2015,Head,557314382,557.314382
meat,"Meat, sheep",2016,Head,569982155,569.982155
meat,"Meat, sheep",2017,Head,564093728,564.093728
meat,"Meat, sheep",2018,Head,573781178,573.781178
meat,"Meat, turkey",1961,1000 Head,141620,141.62
meat,"Meat, turkey",1962,1000 Head,128645,128.645
meat,"Meat, turkey",1963,1000 Head,133740,133.74
meat,"Meat, turkey",1964,1000 Head,141732,141.732
meat,"Meat, turkey",1965,1000 Head,151287,151.287
meat,"Meat, turkey",1966,1000 Head,168748,168.748
meat,"Meat, turkey",1967,1000 Head,182955,182.955
meat,"Meat, turkey",1968,1000 Head,169116,169.116
meat,"Meat, turkey",1969,1000 Head,172886,172.886
meat,"Meat, turkey",1970,1000 Head,193835,193.835
meat,"Meat, turkey",1971,1000 Head,209791,209.791
meat,"Meat, turkey",1972,1000 Head,228044,228.044
meat,"Meat, turkey",1973,1000 Head,250845,250.845
meat,"Meat, turkey",1974,1000 Head,263884,263.884
meat,"Meat, turkey",1975,1000 Head,251358,251.358
meat,"Meat, turkey",1976,1000 Head,276844,276.844
meat,"Meat, turkey",1977,1000 Head,282915,282.915
meat,"Meat, turkey",1978,1000 Head,293897,293.897
meat,"Meat, turkey",1979,1000 Head,325608,325.608
meat,"Meat, turkey",1980,1000 Head,349032,349.032
meat,"Meat, turkey",1981,1000 Head,355747,355.747
meat,"Meat, turkey",1982,1000 Head,359124,359.124
meat,"Meat, turkey",1983,1000 Head,376678,376.678
meat,"Meat, turkey",1984,1000 Head,372008,372.008
meat,"Meat, turkey",1985,1000 Head,391563,391.563
meat,"Meat, turkey",1986,1000 Head,427338,427.338
meat,"Meat, turkey",1987,1000 Head,478815,478.815
meat,"Meat, turkey",1988,1000 Head,485448,485.448
meat,"Meat, turkey",1989,1000 Head,513814,513.814
meat,"Meat, turkey",1990,1000 Head,561581,561.581
meat,"Meat, turkey",1991,1000 Head,569281,569.281
meat,"Meat, turkey",1992,1000 Head,584495,584.495
meat,"Meat, turkey",1993,1000 Head,583517,583.517
meat,"Meat, turkey",1994,1000 Head,599848,599.848
meat,"Meat, turkey",1995,1000 Head,628698,628.698
meat,"Meat, turkey",1996,1000 Head,642074,642.074
meat,"Meat, turkey",1997,1000 Head,647234,647.234
meat,"Meat, turkey",1998,1000 Head,637633,637.633
meat,"Meat, turkey",1999,1000 Head,624862,624.862
meat,"Meat, turkey",2000,1000 Head,652562,652.562
meat,"Meat, turkey",2001,1000 Head,652252,652.252
meat,"Meat, turkey",2002,1000 Head,655653,655.653
meat,"Meat, turkey",2003,1000 Head,629437,629.437
meat,"Meat, turkey",2004,1000 Head,624012,624.012
meat,"Meat, turkey",2005,1000 Head,615986,615.986
meat,"Meat, turkey",2006,1000 Head,606452,606.452
meat,"Meat, turkey",2007,1000 Head,653526,653.526
meat,"Meat, turkey",2008,1000 Head,670019,670.019
meat,"Meat, turkey",2009,1000 Head,635917,635.917
meat,"Meat, turkey",2010,1000 Head,632414,632.414
meat,"Meat, turkey",2011,1000 Head,638519,638.519
meat,"Meat, turkey",2012,1000 Head,654258,654.258
meat,"Meat, turkey",2013,1000 Head,632619,632.619
meat,"Meat, turkey",2014,1000 Head,632935,632.935
meat,"Meat, turkey",2015,1000 Head,642327,642.327
meat,"Meat, turkey",2016,1000 Head,668167,668.167
meat,"Meat, turkey",2017,1000 Head,655212,655.212
meat,"Meat, turkey",2018,1000 Head,656308,656.308
milk,"Milk, whole fresh buffalo",1961,Head,19302156,19.302156
milk,"Milk, whole fresh buffalo",1962,Head,19591097,19.591097
milk,"Milk, whole fresh buffalo",1963,Head,19810914,19.810914
milk,"Milk, whole fresh buffalo",1964,Head,20000288,20.000288
milk,"Milk, whole fresh buffalo",1965,Head,20273320,20.27332
milk,"Milk, whole fresh buffalo",1966,Head,20352016,20.352016
milk,"Milk, whole fresh buffalo",1967,Head,19980045,19.980045
milk,"Milk, whole fresh buffalo",1968,Head,20797462,20.797462
milk,"Milk, whole fresh buffalo",1969,Head,21066392,21.066392
milk,"Milk, whole fresh buffalo",1970,Head,21473699,21.473699
milk,"Milk, whole fresh buffalo",1971,Head,23001814,23.001814
milk,"Milk, whole fresh buffalo",1972,Head,23321768,23.321768
milk,"Milk, whole fresh buffalo",1973,Head,23558323,23.558323
milk,"Milk, whole fresh buffalo",1974,Head,23837368,23.837368
milk,"Milk, whole fresh buffalo",1975,Head,24142837,24.142837
milk,"Milk, whole fresh buffalo",1976,Head,25205654,25.205654
milk,"Milk, whole fresh buffalo",1977,Head,26118592,26.118592
milk,"Milk, whole fresh buffalo",1978,Head,25320091,25.320091
milk,"Milk, whole fresh buffalo",1979,Head,26718820,26.71882
milk,"Milk, whole fresh buffalo",1980,Head,28055280,28.05528
milk,"Milk, whole fresh buffalo",1981,Head,29133246,29.133246
milk,"Milk, whole fresh buffalo",1982,Head,29605292,29.605292
milk,"Milk, whole fresh buffalo",1983,Head,30195883,30.195883
milk,"Milk, whole fresh buffalo",1984,Head,32224427,32.224427
milk,"Milk, whole fresh buffalo",1985,Head,33354971,33.354971
milk,"Milk, whole fresh buffalo",1986,Head,35374803,35.374803
milk,"Milk, whole fresh buffalo",1987,Head,35910586,35.910586
milk,"Milk, whole fresh buffalo",1988,Head,37033727,37.033727
milk,"Milk, whole fresh buffalo",1989,Head,39048245,39.048245
milk,"Milk, whole fresh buffalo",1990,Head,39532752,39.532752
milk,"Milk, whole fresh buffalo",1991,Head,41658636,41.658636
milk,"Milk, whole fresh buffalo",1992,Head,40421683,40.421683
milk,"Milk, whole fresh buffalo",1993,Head,40901274,40.901274
milk,"Milk, whole fresh buffalo",1994,Head,41985146,41.985146
milk,"Milk, whole fresh buffalo",1995,Head,42793465,42.793465
milk,"Milk, whole fresh buffalo",1996,Head,44130762,44.130762
milk,"Milk, whole fresh buffalo",1997,Head,44729264,44.729264
milk,"Milk, whole fresh buffalo",1998,Head,46313260,46.31326
milk,"Milk, whole fresh buffalo",1999,Head,46264176,46.264176
milk,"Milk, whole fresh buffalo",2000,Head,46865686,46.865686
milk,"Milk, whole fresh buffalo",2001,Head,48387240,48.38724
milk,"Milk, whole fresh buffalo",2002,Head,49225375,49.225375
milk,"Milk, whole fresh buffalo",2003,Head,49651062,49.651062
milk,"Milk, whole fresh buffalo",2004,Head,51052054,51.052054
milk,"Milk, whole fresh buffalo",2005,Head,52509096,52.509096
milk,"Milk, whole fresh buffalo",2006,Head,53371162,53.371162
milk,"Milk, whole fresh buffalo",2007,Head,55153239,55.153239
milk,"Milk, whole fresh buffalo",2008,Head,55820121,55.820121
milk,"Milk, whole fresh buffalo",2009,Head,57004105,57.004105
milk,"Milk, whole fresh buffalo",2010,Head,58336993,58.336993
milk,"Milk, whole fresh buffalo",2011,Head,59748036,59.748036
milk,"Milk, whole fresh buffalo",2012,Head,60729389,60.729389
milk,"Milk, whole fresh buffalo",2013,Head,61575949,61.575949
milk,"Milk, whole fresh buffalo",2014,Head,62431963,62.431963
milk,"Milk, whole fresh buffalo",2015,Head,64620032,64.620032
milk,"Milk, whole fresh buffalo",2016,Head,66375541,66.375541
milk,"Milk, whole fresh buffalo",2017,Head,67468820,67.46882
milk,"Milk, whole fresh buffalo",2018,Head,69614417,69.614417
milk,"Milk, whole fresh camel",1961,Head,1899369,1.899369
milk,"Milk, whole fresh camel",1962,Head,1985269,1.985269
milk,"Milk, whole fresh camel",1963,Head,2105769,2.105769
milk,"Milk, whole fresh camel",1964,Head,2245269,2.245269
milk,"Milk, whole fresh camel",1965,Head,2350043,2.350043
milk,"Milk, whole fresh camel",1966,Head,2482014,2.482014
milk,"Milk, whole fresh camel",1967,Head,2595785,2.595785
milk,"Milk, whole fresh camel",1968,Head,2689188,2.689188
milk,"Milk, whole fresh camel",1969,Head,2714614,2.714614
milk,"Milk, whole fresh camel",1970,Head,2936543,2.936543
milk,"Milk, whole fresh camel",1971,Head,2991988,2.991988
milk,"Milk, whole fresh camel",1972,Head,3028345,3.028345
milk,"Milk, whole fresh camel",1973,Head,2989805,2.989805
milk,"Milk, whole fresh camel",1974,Head,3019282,3.019282
milk,"Milk, whole fresh camel",1975,Head,3149279,3.149279
milk,"Milk, whole fresh camel",1976,Head,3217018,3.217018
milk,"Milk, whole fresh camel",1977,Head,3335698,3.335698
milk,"Milk, whole fresh camel",1978,Head,3450460,3.45046
milk,"Milk, whole fresh camel",1979,Head,3474100,3.4741
milk,"Milk, whole fresh camel",1980,Head,3485475,3.485475
milk,"Milk, whole fresh camel",1981,Head,3589070,3.58907
milk,"Milk, whole fresh camel",1982,Head,3695200,3.6952
milk,"Milk, whole fresh camel",1983,Head,3724969,3.724969
milk,"Milk, whole fresh camel",1984,Head,3760484,3.760484
milk,"Milk, whole fresh camel",1985,Head,3830870,3.83087
milk,"Milk, whole fresh camel",1986,Head,3843536,3.843536
milk,"Milk, whole fresh camel",1987,Head,3948400,3.9484
milk,"Milk, whole fresh camel",1988,Head,4035500,4.0355
milk,"Milk, whole fresh camel",1989,Head,4106977,4.106977
milk,"Milk, whole fresh camel",1990,Head,3937381,3.937381
milk,"Milk, whole fresh camel",1991,Head,4031012,4.031012
milk,"Milk, whole fresh camel",1992,Head,3907513,3.907513
milk,"Milk, whole fresh camel",1993,Head,3835089,3.835089
milk,"Milk, whole fresh camel",1994,Head,3923492,3.923492
milk,"Milk, whole fresh camel",1995,Head,4041161,4.041161
milk,"Milk, whole fresh camel",1996,Head,4077515,4.077515
milk,"Milk, whole fresh camel",1997,Head,4151174,4.151174
milk,"Milk, whole fresh camel",1998,Head,4115427,4.115427
milk,"Milk, whole fresh camel",1999,Head,4169647,4.169647
milk,"Milk, whole fresh camel",2000,Head,4367942,4.367942
milk,"Milk, whole fresh camel",2001,Head,4271616,4.271616
milk,"Milk, whole fresh camel",2002,Head,4538976,4.538976
milk,"Milk, whole fresh camel",2003,Head,4480516,4.480516
milk,"Milk, whole fresh camel",2004,Head,4752683,4.752683
milk,"Milk, whole fresh camel",2005,Head,4804361,4.804361
milk,"Milk, whole fresh camel",2006,Head,4517306,4.517306
milk,"Milk, whole fresh camel",2007,Head,5100439,5.100439
milk,"Milk, whole fresh camel",2008,Head,5557748,5.557748
milk,"Milk, whole fresh camel",2009,Head,5687290,5.68729
milk,"Milk, whole fresh camel",2010,Head,5714543,5.714543
milk,"Milk, whole fresh camel",2011,Head,5953978,5.953978
milk,"Milk, whole fresh camel",2012,Head,7543764,7.543764
milk,"Milk, whole fresh camel",2013,Head,7492443,7.492443
milk,"Milk, whole fresh camel",2014,Head,7220709,7.220709
milk,"Milk, whole fresh camel",2015,Head,7817627,7.817627
milk,"Milk, whole fresh camel",2016,Head,7843794,7.843794
milk,"Milk, whole fresh camel",2017,Head,7971757,7.971757
milk,"Milk, whole fresh camel",2018,Head,7833109,7.833109
milk,"Milk, whole fresh cow",1961,Head,177334557,177.334557
milk,"Milk, whole fresh cow",1962,Head,176572244,176.572244
milk,"Milk, whole fresh cow",1963,Head,177117785,177.117785
milk,"Milk, whole fresh cow",1964,Head,175927677,175.927677
milk,"Milk, whole fresh cow",1965,Head,176794885,176.794885
milk,"Milk, whole fresh cow",1966,Head,184186306,184.186306
milk,"Milk, whole fresh cow",1967,Head,183648552,183.648552
milk,"Milk, whole fresh cow",1968,Head,186150424,186.150424
milk,"Milk, whole fresh cow",1969,Head,187197358,187.197358
milk,"Milk, whole fresh cow",1970,Head,184796281,184.796281
milk,"Milk, whole fresh cow",1971,Head,186786143,186.786143
milk,"Milk, whole fresh cow",1972,Head,189670490,189.67049
milk,"Milk, whole fresh cow",1973,Head,188414803,188.414803
milk,"Milk, whole fresh cow",1974,Head,191664627,191.664627
milk,"Milk, whole fresh cow",1975,Head,194909493,194.909493
milk,"Milk, whole fresh cow",1976,Head,197407922,197.407922
milk,"Milk, whole fresh cow",1977,Head,200676806,200.676806
milk,"Milk, whole fresh cow",1978,Head,203163678,203.163678
milk,"Milk, whole fresh cow",1979,Head,207244476,207.244476
milk,"Milk, whole fresh cow",1980,Head,210261906,210.261906
milk,"Milk, whole fresh cow",1981,Head,212119923,212.119923
milk,"Milk, whole fresh cow",1982,Head,213217788,213.217788
milk,"Milk, whole fresh cow",1983,Head,215651397,215.651397
milk,"Milk, whole fresh cow",1984,Head,216368694,216.368694
milk,"Milk, whole fresh cow",1985,Head,216954192,216.954192
milk,"Milk, whole fresh cow",1986,Head,220537233,220.537233
milk,"Milk, whole fresh cow",1987,Head,220439302,220.439302
milk,"Milk, whole fresh cow",1988,Head,220261096,220.261096
milk,"Milk, whole fresh cow",1989,Head,222010096,222.010096
milk,"Milk, whole fresh cow",1990,Head,223058659,223.058659
milk,"Milk, whole fresh cow",1991,Head,222652927,222.652927
milk,"Milk, whole fresh cow",1992,Head,220916779,220.916779
milk,"Milk, whole fresh cow",1993,Head,219793864,219.793864
milk,"Milk, whole fresh cow",1994,Head,222139943,222.139943
milk,"Milk, whole fresh cow",1995,Head,222148313,222.148313
milk,"Milk, whole fresh cow",1996,Head,220190546,220.190546
milk,"Milk, whole fresh cow",1997,Head,219504036,219.504036
milk,"Milk, whole fresh cow",1998,Head,219339328,219.339328
milk,"Milk, whole fresh cow",1999,Head,220235470,220.23547
milk,"Milk, whole fresh cow",2000,Head,218477512,218.477512
milk,"Milk, whole fresh cow",2001,Head,221051627,221.051627
milk,"Milk, whole fresh cow",2002,Head,223715182,223.715182
milk,"Milk, whole fresh cow",2003,Head,230736769,230.736769
milk,"Milk, whole fresh cow",2004,Head,234325435,234.325435
milk,"Milk, whole fresh cow",2005,Head,237197399,237.197399
milk,"Milk, whole fresh cow",2006,Head,241944248,241.944248
milk,"Milk, whole fresh cow",2007,Head,249145515,249.145515
milk,"Milk, whole fresh cow",2008,Head,251369977,251.369977
milk,"Milk, whole fresh cow",2009,Head,259237486,259.237486
milk,"Milk, whole fresh cow",2010,Head,261373580,261.37358
milk,"Milk, whole fresh cow",2011,Head,263991735,263.991735
milk,"Milk, whole fresh cow",2012,Head,268213041,268.213041
milk,"Milk, whole fresh cow",2013,Head,269645043,269.645043
milk,"Milk, whole fresh cow",2014,Head,272951126,272.951126
milk,"Milk, whole fresh cow",2015,Head,275544683,275.544683
milk,"Milk, whole fresh cow",2016,Head,276573845,276.573845
milk,"Milk, whole fresh cow",2017,Head,275384484,275.384484
milk,"Milk, whole fresh cow",2018,Head,265099487,265.099487
milk,"Milk, whole fresh goat",1961,Head,73746600,73.7466
milk,"Milk, whole fresh goat",1962,Head,72860597,72.860597
milk,"Milk, whole fresh goat",1963,Head,72066757,72.066757
milk,"Milk, whole fresh goat",1964,Head,72658319,72.658319
milk,"Milk, whole fresh goat",1965,Head,73798012,73.798012
milk,"Milk, whole fresh goat",1966,Head,72961462,72.961462
milk,"Milk, whole fresh goat",1967,Head,73789474,73.789474
milk,"Milk, whole fresh goat",1968,Head,75328800,75.3288
milk,"Milk, whole fresh goat",1969,Head,75803258,75.803258
milk,"Milk, whole fresh goat",1970,Head,76030681,76.030681
milk,"Milk, whole fresh goat",1971,Head,76409363,76.409363
milk,"Milk, whole fresh goat",1972,Head,76006530,76.00653
milk,"Milk, whole fresh goat",1973,Head,76556160,76.55616
milk,"Milk, whole fresh goat",1974,Head,78540136,78.540136
milk,"Milk, whole fresh goat",1975,Head,81358085,81.358085
milk,"Milk, whole fresh goat",1976,Head,83831097,83.831097
milk,"Milk, whole fresh goat",1977,Head,87237396,87.237396
milk,"Milk, whole fresh goat",1978,Head,90156454,90.156454
milk,"Milk, whole fresh goat",1979,Head,91966833,91.966833
milk,"Milk, whole fresh goat",1980,Head,92596412,92.596412
milk,"Milk, whole fresh goat",1981,Head,94957266,94.957266
milk,"Milk, whole fresh goat",1982,Head,96244417,96.244417
milk,"Milk, whole fresh goat",1983,Head,97566751,97.566751
milk,"Milk, whole fresh goat",1984,Head,98251385,98.251385
milk,"Milk, whole fresh goat",1985,Head,101097066,101.097066
milk,"Milk, whole fresh goat",1986,Head,104388840,104.38884
milk,"Milk, whole fresh goat",1987,Head,105924470,105.92447
milk,"Milk, whole fresh goat",1988,Head,108781742,108.781742
milk,"Milk, whole fresh goat",1989,Head,111624761,111.624761
milk,"Milk, whole fresh goat",1990,Head,123476288,123.476288
milk,"Milk, whole fresh goat",1991,Head,127598199,127.598199
milk,"Milk, whole fresh goat",1992,Head,128637641,128.637641
milk,"Milk, whole fresh goat",1993,Head,133298705,133.298705
milk,"Milk, whole fresh goat",1994,Head,141173415,141.173415
milk,"Milk, whole fresh goat",1995,Head,146344255,146.344255
milk,"Milk, whole fresh goat",1996,Head,143675785,143.675785
milk,"Milk, whole fresh goat",1997,Head,148704979,148.704979
milk,"Milk, whole fresh goat",1998,Head,150648145,150.648145
milk,"Milk, whole fresh goat",1999,Head,158650372,158.650372
milk,"Milk, whole fresh goat",2000,Head,157010266,157.010266
milk,"Milk, whole fresh goat",2001,Head,155894099,155.894099
milk,"Milk, whole fresh goat",2002,Head,161064755,161.064755
milk,"Milk, whole fresh goat",2003,Head,165134253,165.134253
milk,"Milk, whole fresh goat",2004,Head,166586328,166.586328
milk,"Milk, whole fresh goat",2005,Head,173310176,173.310176
milk,"Milk, whole fresh goat",2006,Head,174510758,174.510758
milk,"Milk, whole fresh goat",2007,Head,178898342,178.898342
milk,"Milk, whole fresh goat",2008,Head,179308271,179.308271
milk,"Milk, whole fresh goat",2009,Head,185720075,185.720075
milk,"Milk, whole fresh goat",2010,Head,189850751,189.850751
milk,"Milk, whole fresh goat",2011,Head,197356430,197.35643
milk,"Milk, whole fresh goat",2012,Head,206778479,206.778479
milk,"Milk, whole fresh goat",2013,Head,200659412,200.659412
milk,"Milk, whole fresh goat",2014,Head,196995089,196.995089
milk,"Milk, whole fresh goat",2015,Head,208866636,208.866636
milk,"Milk, whole fresh goat",2016,Head,208563046,208.563046
milk,"Milk, whole fresh goat",2017,Head,214012106,214.012106
milk,"Milk, whole fresh goat",2018,Head,216231667,216.231667
milk,"Milk, whole fresh sheep",1961,Head,116824762,116.824762
milk,"Milk, whole fresh sheep",1962,Head,116468178,116.468178
milk,"Milk, whole fresh sheep",1963,Head,118115073,118.115073
milk,"Milk, whole fresh sheep",1964,Head,119715005,119.715005
milk,"Milk, whole fresh sheep",1965,Head,121019853,121.019853
milk,"Milk, whole fresh sheep",1966,Head,122673009,122.673009
milk,"Milk, whole fresh sheep",1967,Head,125481361,125.481361
milk,"Milk, whole fresh sheep",1968,Head,127305165,127.305165
milk,"Milk, whole fresh sheep",1969,Head,126429411,126.429411
milk,"Milk, whole fresh sheep",1970,Head,126728552,126.728552
milk,"Milk, whole fresh sheep",1971,Head,125189051,125.189051
milk,"Milk, whole fresh sheep",1972,Head,124724121,124.724121
milk,"Milk, whole fresh sheep",1973,Head,126897450,126.89745
milk,"Milk, whole fresh sheep",1974,Head,128698588,128.698588
milk,"Milk, whole fresh sheep",1975,Head,131741329,131.741329
milk,"Milk, whole fresh sheep",1976,Head,135052849,135.052849
milk,"Milk, whole fresh sheep",1977,Head,138944274,138.944274
milk,"Milk, whole fresh sheep",1978,Head,143225352,143.225352
milk,"Milk, whole fresh sheep",1979,Head,146449879,146.449879
milk,"Milk, whole fresh sheep",1980,Head,151377929,151.377929
milk,"Milk, whole fresh sheep",1981,Head,154930939,154.930939
milk,"Milk, whole fresh sheep",1982,Head,157116310,157.11631
milk,"Milk, whole fresh sheep",1983,Head,161468747,161.468747
milk,"Milk, whole fresh sheep",1984,Head,155009375,155.009375
milk,"Milk, whole fresh sheep",1985,Head,155831118,155.831118
milk,"Milk, whole fresh sheep",1986,Head,154869314,154.869314
milk,"Milk, whole fresh sheep",1987,Head,157309378,157.309378
milk,"Milk, whole fresh sheep",1988,Head,161522991,161.522991
milk,"Milk, whole fresh sheep",1989,Head,164828099,164.828099
milk,"Milk, whole fresh sheep",1990,Head,170292648,170.292648
milk,"Milk, whole fresh sheep",1991,Head,179993793,179.993793
milk,"Milk, whole fresh sheep",1992,Head,187784816,187.784816
milk,"Milk, whole fresh sheep",1993,Head,187932231,187.932231
milk,"Milk, whole fresh sheep",1994,Head,193364308,193.364308
milk,"Milk, whole fresh sheep",1995,Head,194549827,194.549827
milk,"Milk, whole fresh sheep",1996,Head,198892418,198.892418
milk,"Milk, whole fresh sheep",1997,Head,198765935,198.765935
milk,"Milk, whole fresh sheep",1998,Head,200781725,200.781725
milk,"Milk, whole fresh sheep",1999,Head,203581265,203.581265
milk,"Milk, whole fresh sheep",2000,Head,205724258,205.724258
milk,"Milk, whole fresh sheep",2001,Head,205021966,205.021966
milk,"Milk, whole fresh sheep",2002,Head,205026749,205.026749
milk,"Milk, whole fresh sheep",2003,Head,200292560,200.29256
milk,"Milk, whole fresh sheep",2004,Head,201822577,201.822577
milk,"Milk, whole fresh sheep",2005,Head,209459814,209.459814
milk,"Milk, whole fresh sheep",2006,Head,210963720,210.96372
milk,"Milk, whole fresh sheep",2007,Head,217182680,217.18268
milk,"Milk, whole fresh sheep",2008,Head,213506317,213.506317
milk,"Milk, whole fresh sheep",2009,Head,221425442,221.425442
milk,"Milk, whole fresh sheep",2010,Head,231434862,231.434862
milk,"Milk, whole fresh sheep",2011,Head,231870717,231.870717
milk,"Milk, whole fresh sheep",2012,Head,233522998,233.522998
milk,"Milk, whole fresh sheep",2013,Head,233531786,233.531786
milk,"Milk, whole fresh sheep",2014,Head,234689916,234.689916
milk,"Milk, whole fresh sheep",2015,Head,238517638,238.517638
milk,"Milk, whole fresh sheep",2016,Head,247293731,247.293731
milk,"Milk, whole fresh sheep",2017,Head,248457948,248.457948
milk,"Milk, whole fresh sheep",2018,Head,251034215,251.034215
