Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2008","2008","Head","72447833","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2009","2009","Head","70834831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2010","2010","Head","70321655","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2011","2011","Head","69829902","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2012","2012","Head","67543771","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2013","2013","Head","67807013","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2014","2014","Head","64801852","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2015","2015","Head","64010468","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2016","2016","Head","63617482","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2017","2017","Head","63224854","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2018","2018","Head","63179205","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2019","2019","Head","65194170","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5111","Stocks","976","Sheep","2020","2020","Head","65291090","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1961","1961","1000 Head","1629","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1962","1962","1000 Head","1730","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1963","1963","1000 Head","1866","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1964","1964","1000 Head","1963","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1965","1965","1000 Head","2084","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1966","1966","1000 Head","2214","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1967","1967","1000 Head","1910","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1968","1968","1000 Head","2001","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1969","1969","1000 Head","2093","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1970","1970","1000 Head","2122","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1971","1971","1000 Head","2126","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1972","1972","1000 Head","2431","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1973","1973","1000 Head","2637","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1974","1974","1000 Head","3171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1975","1975","1000 Head","3226","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1976","1976","1000 Head","2829","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1977","1977","1000 Head","2872","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1978","1978","1000 Head","3198","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1979","1979","1000 Head","3606","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1980","1980","1000 Head","3899","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1981","1981","1000 Head","4881","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1982","1982","1000 Head","5188","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1983","1983","1000 Head","5739","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1984","1984","1000 Head","6398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1985","1985","1000 Head","6813","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1986","1986","1000 Head","7228","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1987","1987","1000 Head","7547","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1988","1988","1000 Head","7649","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1989","1989","1000 Head","8427","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1990","1990","1000 Head","8833","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1991","1991","1000 Head","7870","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1992","1992","1000 Head","8918","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1993","1993","1000 Head","9368","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1994","1994","1000 Head","17950","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1995","1995","1000 Head","19267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1996","1996","1000 Head","22366","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1997","1997","1000 Head","23069","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1998","1998","1000 Head","25272","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","1999","1999","1000 Head","27671","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2000","2000","1000 Head","33061","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2001","2001","1000 Head","36285","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2002","2002","1000 Head","37672","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2003","2003","1000 Head","40195","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2004","2004","1000 Head","46843","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2005","2005","1000 Head","46200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2006","2006","1000 Head","47281","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2007","2007","1000 Head","53619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2008","2008","1000 Head","57968","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2009","2009","1000 Head","58069","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2010","2010","1000 Head","60662","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2011","2011","1000 Head","62897","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2012","2012","1000 Head","63934","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2013","2013","1000 Head","64616","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2014","2014","1000 Head","65010","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2015","2015","1000 Head","63023","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2016","2016","1000 Head","61048","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2017","2017","1000 Head","59124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2018","2018","1000 Head","57913","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2019","2019","1000 Head","66355","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5207","South America","5112","Stocks","1079","Turkeys","2020","2020","1000 Head","66964","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1961","1961","Head","16372019","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1962","1962","Head","15063037","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1963","1963","Head","15183296","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1964","1964","Head","15577427","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1965","1965","Head","16116872","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1966","1966","Head","16591830","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1967","1967","Head","16859053","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1968","1968","Head","17249040","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1969","1969","Head","17397637","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1970","1970","Head","17632794","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1971","1971","Head","18178943","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1972","1972","Head","18283568","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1973","1973","Head","18080004","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1974","1974","Head","18208455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1975","1975","Head","18056695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1976","1976","Head","17869998","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1977","1977","Head","17543484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1978","1978","Head","17450631","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1979","1979","Head","17310952","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1980","1980","Head","17280008","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1981","1981","Head","17643881","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1982","1982","Head","18307863","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1983","1983","Head","18867589","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1984","1984","Head","19227280","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1985","1985","Head","19769775","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1986","1986","Head","20202185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1987","1987","Head","20399175","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1988","1988","Head","20462173","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1989","1989","Head","20570745","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1990","1990","Head","20373492","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1991","1991","Head","20251961","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1992","1992","Head","20414967","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1993","1993","Head","20088868","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1994","1994","Head","20149543","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1995","1995","Head","20377480","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1996","1996","Head","19668015","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1997","1997","Head","18638648","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1998","1998","Head","18709066","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","1999","1999","Head","18932014","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2000","2000","Head","18601919","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2001","2001","Head","18436071","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2002","2002","Head","18958910","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2003","2003","Head","18679499","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2004","2004","Head","18433547","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2005","2005","Head","17934926","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2006","2006","Head","17677805","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2007","2007","Head","17523094","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2008","2008","Head","16878241","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2009","2009","Head","15536010","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2010","2010","Head","15383394","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2011","2011","Head","15236017","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2012","2012","Head","15005502","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2013","2013","Head","14722783","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2014","2014","Head","14708321","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2015","2015","Head","14362732","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2016","2016","Head","13985461","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2017","2017","Head","13042869","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2018","2018","Head","12972672","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2019","2019","Head","13299122","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5111","Stocks","1107","Asses","2020","2020","Head","13028473","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1961","1961","No","10704894","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1962","1962","No","10901851","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1963","1963","No","11040696","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1964","1964","No","11305317","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1965","1965","No","12831637","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1966","1966","No","14118065","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1967","1967","No","14240893","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1968","1968","No","14421992","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1969","1969","No","14737413","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1970","1970","No","15229994","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1971","1971","No","15496242","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1972","1972","No","15548537","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1973","1973","No","15790608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1974","1974","No","15817587","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1975","1975","No","15968566","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1976","1976","No","15986723","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1977","1977","No","16326440","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1978","1978","No","16423198","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1979","1979","No","16886254","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1980","1980","No","18614607","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1981","1981","No","19465522","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1982","1982","No","20369194","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1983","1983","No","20847873","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1984","1984","No","21240135","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1985","1985","No","21411964","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1986","1986","No","21392778","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1987","1987","No","21575806","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1988","1988","No","23132048","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1989","1989","No","22929232","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1990","1990","No","23130582","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1991","1991","No","23821268","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1992","1992","No","25089994","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1993","1993","No","25184585","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1994","1994","No","25135172","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1995","1995","No","25663970","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1996","1996","No","25779529","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1997","1997","No","26563613","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1998","1998","No","27030317","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","1999","1999","No","26193849","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","2000","2000","No","26818529","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","2001","2001","No","27051227","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","2002","2002","No","27688189","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","2003","2003","No","28464727","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","2004","2004","No","29245255","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","2005","2005","No","30019437","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","2006","2006","No","30874995","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","2007","2007","No","31386690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5300","Asia","5114","Stocks","1181","Beehives","2008","2008","No","32723600","A","Aggregate, may include official, semi-official, estimated or calculated data"
