Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1961","1961","tonnes","9365603","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1962","1962","tonnes","9829069","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1963","1963","tonnes","10854381","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1964","1964","tonnes","12193257","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1965","1965","tonnes","13836114","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1966","1966","tonnes","14453435","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1967","1967","tonnes","15208048","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1968","1968","tonnes","15775458","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1969","1969","tonnes","16592169","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1970","1970","tonnes","17470504","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1971","1971","tonnes","18923621","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1972","1972","tonnes","19610860","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1973","1973","tonnes","21673970","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1974","1974","tonnes","23116161","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1975","1975","tonnes","22911078","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1976","1976","tonnes","24683601","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1977","1977","tonnes","25430435","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1978","1978","tonnes","26244865","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1979","1979","tonnes","25852485","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1980","1980","tonnes","27457515","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1981","1981","tonnes","25654057","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1982","1982","tonnes","24414229","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1983","1983","tonnes","27884366","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1984","1984","tonnes","28769576","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1985","1985","tonnes","28311500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1986","1986","tonnes","28786806","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1987","1987","tonnes","30847002","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1988","1988","tonnes","31221641","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1989","1989","tonnes","28742002","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1990","1990","tonnes","26822658","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1991","1991","tonnes","24981706","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1992","1992","tonnes","23201026","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1993","1993","tonnes","19798747","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1994","1994","tonnes","22877065","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1995","1995","tonnes","22703628","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1996","1996","tonnes","22855045","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1997","1997","tonnes","25508450","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1998","1998","tonnes","25600813","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","1999","1999","tonnes","25360599","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","2000","2000","tonnes","26157189","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","2001","2001","tonnes","25917219","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","2002","2002","tonnes","26635044.35","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","2003","2003","tonnes","29398556.53","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","2004","2004","tonnes","32133156.36","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","2005","2005","tonnes","31514506.87","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RFN","Fertilizers by Nutrient","5000","World","5510","Production","3104","Nutrient potash K2O (total)","2006","2006","tonnes","32154363.53","A","Aggregate, may include official, semi-official, estimated or calculated data"
