Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1961,1961,tonnes,12680679,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1962,1962,tonnes,13296729,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1963,1963,tonnes,15224622,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1964,1964,tonnes,17332962,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1965,1965,tonnes,20009098,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1966,1966,tonnes,22714708,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1967,1967,tonnes,25453633,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1968,1968,tonnes,27746890,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1969,1969,tonnes,29790258,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1970,1970,tonnes,32834366,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1971,1971,tonnes,34797574,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1972,1972,tonnes,37890637,A,"Aggregate, may include official, semi-official, estimated or calculated data"
RFN,Fertilizers by Nutrient,5000,World,5510,Production,3102,Nutrient nitrogen N (total),1973,1973,tonnes,40562832,A,"Aggregate, may include official, semi-official, estimated or calculated data"
