crop,year,mass_t
Cucumbers and gherkins,2002,42657795
Cucumbers and gherkins,2003,43374371
Cucumbers and gherkins,2004,43066845
Cucumbers and gherkins,2005,45946461
Cucumbers and gherkins,2006,49654496
Cucumbers and gherkins,2007,54060848
Cucumbers and gherkins,2008,58423224
Cucumbers and gherkins,2009,60638879
Cucumbers and gherkins,2010,62515508
Cucumbers and gherkins,2011,67891303
Cucumbers and gherkins,2012,70784450
Cucumbers and gherkins,2013,73221051
Cucumbers and gherkins,2014,76111305
Cucumbers and gherkins,2015,78037657
Cucumbers and gherkins,2016,79844838
Cucumbers and gherkins,2017,77896545
Cucumbers and gherkins,2018,75219440
Currants,1961,302137
Currants,1962,284819
Currants,1963,346151
Currants,1964,332400
Currants,1965,311618
Currants,1966,325617
Currants,1967,274193
Currants,1968,337900
Currants,1969,347720
Currants,1970,361590
Currants,1971,360082
Currants,1972,352238
Currants,1973,380730
Currants,1974,387562
Currants,1975,403321
Currants,1976,384573
Currants,1977,385903
Currants,1978,437974
Currants,1979,481990
Currants,1980,475844
Currants,1981,471357
Currants,1982,498901
Currants,1983,563835
Currants,1984,541021
Currants,1985,564865
Currants,1986,550221
Currants,1987,503339
Currants,1988,584163
Currants,1989,577271
Currants,1990,480170
Currants,1991,478659
Currants,1992,693975
Currants,1993,691578
Currants,1994,646039
Currants,1995,632517
Currants,1996,672697
Currants,1997,613161
Currants,1998,635503
Currants,1999,636369
Currants,2000,692234
Currants,2001,735876
Currants,2002,731124
Currants,2003,774743
Currants,2004,780411
Currants,2005,764659
Currants,2006,776361
Currants,2007,715566
Currants,2008,675256
Currants,2009,689543
Currants,2010,637225
Currants,2011,637907
Currants,2012,642692
Currants,2013,683892
Currants,2014,633540
Currants,2015,626959
Currants,2016,623883
Currants,2017,539532
Currants,2018,662586
Dates,1961,1852592
Dates,1962,1809091
Dates,1963,1839908
Dates,1964,1830017
Dates,1965,1880697
Dates,1966,1890977
Dates,1967,1866065
Dates,1968,1821545
Dates,1969,2126069
Dates,1970,1881730
Dates,1971,2109412
Dates,1972,2031918
Dates,1973,2179223
Dates,1974,2289511
Dates,1975,2423988
Dates,1976,2256881
Dates,1977,2659513
Dates,1978,2459666
Dates,1979,2683037
Dates,1980,2659406
Dates,1981,2372927
Dates,1982,2601013
Dates,1983,2685466
Dates,1984,2631789
Dates,1985,2819692
Dates,1986,2966905
Dates,1987,3051401
Dates,1988,3155783
Dates,1989,3430585
Dates,1990,3430883
Dates,1991,3708098
Dates,1992,3656283
Dates,1993,4386304
Dates,1994,4569534
Dates,1995,4850371
Dates,1996,5018428
Dates,1997,5088669
Dates,1998,5732949
Dates,1999,5948312
Dates,2000,6440511
Dates,2001,6659974
Dates,2002,6720509
Dates,2003,6748537
Dates,2004,6626307
Dates,2005,6551419
Dates,2006,6770193
Dates,2007,6962971
Dates,2008,7018490
Dates,2009,7182768
Dates,2010,7525578
Dates,2011,7262385
Dates,2012,7429098
Dates,2013,7517072
Dates,2014,7419201
Dates,2015,8078879
Dates,2016,8288237
Dates,2017,8384286
Dates,2018,8526218
Eggplants (aubergines),1961,7026845
Eggplants (aubergines),1962,6202405
Eggplants (aubergines),1963,6056601
Eggplants (aubergines),1964,5895003
Eggplants (aubergines),1965,6155707
Eggplants (aubergines),1966,6262209
Eggplants (aubergines),1967,6551641
Eggplants (aubergines),1968,6706257
Eggplants (aubergines),1969,6932396
Eggplants (aubergines),1970,6224868
Eggplants (aubergines),1971,6758657
Eggplants (aubergines),1972,6573125
Eggplants (aubergines),1973,7186258
Eggplants (aubergines),1974,7248706
Eggplants (aubergines),1975,7446633
Eggplants (aubergines),1976,7190766
Eggplants (aubergines),1977,7472892
Eggplants (aubergines),1978,7786709
Eggplants (aubergines),1979,7977760
Eggplants (aubergines),1980,8070465
Eggplants (aubergines),1981,8776739
Eggplants (aubergines),1982,9110810
Eggplants (aubergines),1983,9362055
Eggplants (aubergines),1984,9601120
Eggplants (aubergines),1985,9913367
Eggplants (aubergines),1986,10228560
Eggplants (aubergines),1987,10347713
Eggplants (aubergines),1988,10576921
Eggplants (aubergines),1989,10818332
Eggplants (aubergines),1990,11359116
Eggplants (aubergines),1991,11999482
Eggplants (aubergines),1992,11859352
Eggplants (aubergines),1993,15272087
Eggplants (aubergines),1994,15875117
Eggplants (aubergines),1995,18364604
Eggplants (aubergines),1996,20213158
Eggplants (aubergines),1997,20926881
Eggplants (aubergines),1998,23447462
Eggplants (aubergines),1999,26809333
Eggplants (aubergines),2000,27648140
Eggplants (aubergines),2001,27278034
Eggplants (aubergines),2002,29678556
Eggplants (aubergines),2003,29712966
Eggplants (aubergines),2004,31003186
Eggplants (aubergines),2005,32089705
Eggplants (aubergines),2006,33048071
Eggplants (aubergines),2007,37640696
Eggplants (aubergines),2008,39816508
Eggplants (aubergines),2009,43481112
Eggplants (aubergines),2010,44074957
Eggplants (aubergines),2011,45018628
Eggplants (aubergines),2012,46955063
Eggplants (aubergines),2013,48889538
Eggplants (aubergines),2014,49977219
Eggplants (aubergines),2015,50560709
Eggplants (aubergines),2016,51302856
Eggplants (aubergines),2017,52489150
Eggplants (aubergines),2018,54077210
Fibre crops nes,1961,115411
Fibre crops nes,1962,121660
Fibre crops nes,1963,126013
Fibre crops nes,1964,126612
Fibre crops nes,1965,119190
Fibre crops nes,1966,127914
Fibre crops nes,1967,125323
Fibre crops nes,1968,134150
Fibre crops nes,1969,123493
Fibre crops nes,1970,138017
Fibre crops nes,1971,144453
Fibre crops nes,1972,157608
Fibre crops nes,1973,176646
Fibre crops nes,1974,190341
Fibre crops nes,1975,191813
Fibre crops nes,1976,203116
Fibre crops nes,1977,207252
Fibre crops nes,1978,220414
Fibre crops nes,1979,219391
Fibre crops nes,1980,225264
Fibre crops nes,1981,234570
Fibre crops nes,1982,249532
Fibre crops nes,1983,254776
Fibre crops nes,1984,252560
Fibre crops nes,1985,273186
Fibre crops nes,1986,287738
Fibre crops nes,1987,302197
Fibre crops nes,1988,288380
Fibre crops nes,1989,251445
Fibre crops nes,1990,236635
Fibre crops nes,1991,227264
Fibre crops nes,1992,250049
Fibre crops nes,1993,232834
Fibre crops nes,1994,247054
Fibre crops nes,1995,271257
Fibre crops nes,1996,281059
Fibre crops nes,1997,306183
Fibre crops nes,1998,298311
Fibre crops nes,1999,296306
Fibre crops nes,2000,271375
Fibre crops nes,2001,279788
Fibre crops nes,2002,280810
Fibre crops nes,2003,288672
Fibre crops nes,2004,281907
Fibre crops nes,2005,285657
Fibre crops nes,2006,316993
Fibre crops nes,2007,298049
Fibre crops nes,2008,272548
Fibre crops nes,2009,263516
Fibre crops nes,2010,275414
Fibre crops nes,2011,281329
Fibre crops nes,2012,283708
Fibre crops nes,2013,285331
Fibre crops nes,2014,284366
Fibre crops nes,2015,284624
Fibre crops nes,2016,282887
Fibre crops nes,2017,283305
Fibre crops nes,2018,283378
Figs,1961,1572296
Figs,1962,1539143
Figs,1963,1530193
Figs,1964,1597659
Figs,1965,1506049
Figs,1966,1269547
Figs,1967,1236798
Figs,1968,1242882
Figs,1969,1190766
Figs,1970,1173936
Figs,1971,1153694
Figs,1972,1050334
Figs,1973,958040
Figs,1974,1000552
Figs,1975,1027001
Figs,1976,976656
Figs,1977,889991
Figs,1978,860717
Figs,1979,934222
Figs,1980,928805
Figs,1981,961590
Figs,1982,938925
Figs,1983,985327
Figs,1984,959221
Figs,1985,1018362
Figs,1986,1089094
Figs,1987,1050224
Figs,1988,1026840
Figs,1989,982412
Figs,1990,1080549
Figs,1991,1015529
Figs,1992,1077047
Figs,1993,1043820
Figs,1994,1062750
Figs,1995,1116953
Figs,1996,1056464
Figs,1997,1039923
Figs,1998,1061051
Figs,1999,1102048
Figs,2000,997044
Figs,2001,927504
Figs,2002,1027594
Figs,2003,993106
Figs,2004,1015397
Figs,2005,1090791
Figs,2006,1181997
Figs,2007,1022166
Figs,2008,1055223
Figs,2009,1142271
Figs,2010,1065235
Figs,2011,1065975
Figs,2012,1056979
Figs,2013,1132008
Figs,2014,1148425
Figs,2015,1158890
Figs,2016,1062226
Figs,2017,1151300
Figs,2018,1135316
Flax fibre and tow,1961,696579
Flax fibre and tow,1962,770812
Flax fibre and tow,1963,723097
Flax fibre and tow,1964,724467
Flax fibre and tow,1965,803387
Flax fibre and tow,1966,770451
Flax fibre and tow,1967,797507
Flax fibre and tow,1968,685367
Flax fibre and tow,1969,778815
Flax fibre and tow,1970,703134
Flax fibre and tow,1971,776566
Flax fibre and tow,1972,731425
Flax fibre and tow,1973,696367
Flax fibre and tow,1974,676881
Flax fibre and tow,1975,802630
Flax fibre and tow,1976,842908
Flax fibre and tow,1977,786329
Flax fibre and tow,1978,726798
Flax fibre and tow,1979,641694
Flax fibre and tow,1980,619661
Flax fibre and tow,1981,609564
Flax fibre and tow,1982,636423
Flax fibre and tow,1983,797424
Flax fibre and tow,1984,833561
Flax fibre and tow,1985,763174
Flax fibre and tow,1986,738146
Flax fibre and tow,1987,948800
Flax fibre and tow,1988,919099
Flax fibre and tow,1989,802946
Flax fibre and tow,1990,687649
Flax fibre and tow,1991,980724
Flax fibre and tow,1992,744932
Flax fibre and tow,1993,693579
Flax fibre and tow,1994,842508
Flax fibre and tow,1995,1004891
Flax fibre and tow,1996,817956
Flax fibre and tow,1997,675777
Flax fibre and tow,1998,642145
Flax fibre and tow,1999,767119
Flax fibre and tow,2000,823703
Flax fibre and tow,2001,840715
Flax fibre and tow,2002,1208092
Flax fibre and tow,2003,1222403
Flax fibre and tow,2004,1460236
Flax fibre and tow,2005,1508921
Flax fibre and tow,2006,1108723
Flax fibre and tow,2007,908006
Flax fibre and tow,2008,977827
Flax fibre and tow,2009,661280
Flax fibre and tow,2010,604181
Flax fibre and tow,2011,486618
Flax fibre and tow,2012,715723
Flax fibre and tow,2013,678198
Flax fibre and tow,2014,765533
Flax fibre and tow,2015,749842
Flax fibre and tow,2016,831534
Flax fibre and tow,2017,800729
Flax fibre and tow,2018,868374
Fonio,1961,178483
Fonio,1962,174556
Fonio,1963,176885
Fonio,1964,184645
Fonio,1965,180870
Fonio,1966,182563
Fonio,1967,185815
Fonio,1968,185600
Fonio,1969,176200
Fonio,1970,174490
Fonio,1971,156600
Fonio,1972,163050
Fonio,1973,161592
Fonio,1974,161480
Fonio,1975,168125
Fonio,1976,167225
Fonio,1977,159685
Fonio,1978,154129
Fonio,1979,131581
Fonio,1980,148667
Fonio,1981,167556
Fonio,1982,140758
Fonio,1983,166632
Fonio,1984,181184
Fonio,1985,182381
Fonio,1986,179570
Fonio,1987,178315
Fonio,1988,190970
Fonio,1989,178866
Fonio,1990,173885
Fonio,1991,185582
Fonio,1992,164514
Fonio,1993,206916
Fonio,1994,192264
Fonio,1995,213958
Fonio,1996,218267
Fonio,1997,223016
Fonio,1998,236238
Fonio,1999,258138
Fonio,2000,309958
Fonio,2001,312664
Fonio,2002,318391
Fonio,2003,328270
Fonio,2004,338413
Fonio,2005,371117
Fonio,2006,366858
Fonio,2007,372624
Fonio,2008,483327
Fonio,2009,505183
Fonio,2010,559875
Fonio,2011,581749
Fonio,2012,575721
Fonio,2013,610353
Fonio,2014,628431
Fonio,2015,644225
Fonio,2016,638011
Fonio,2017,667139
Fonio,2018,631576
"Fruit, citrus nes",1961,1470730
"Fruit, citrus nes",1962,1496613
"Fruit, citrus nes",1963,1522132
"Fruit, citrus nes",1964,1556469
"Fruit, citrus nes",1965,1562533
"Fruit, citrus nes",1966,1605603
"Fruit, citrus nes",1967,1623158
"Fruit, citrus nes",1968,1682736
"Fruit, citrus nes",1969,1659116
"Fruit, citrus nes",1970,2200920
"Fruit, citrus nes",1971,2226706
"Fruit, citrus nes",1972,2250624
"Fruit, citrus nes",1973,2307847
"Fruit, citrus nes",1974,2349702
"Fruit, citrus nes",1975,2372354
"Fruit, citrus nes",1976,2383011
"Fruit, citrus nes",1977,2419646
"Fruit, citrus nes",1978,2451614
"Fruit, citrus nes",1979,2811621
"Fruit, citrus nes",1980,2778641
"Fruit, citrus nes",1981,2752101
"Fruit, citrus nes",1982,2830878
"Fruit, citrus nes",1983,3091828
"Fruit, citrus nes",1984,3065899
"Fruit, citrus nes",1985,3199071
"Fruit, citrus nes",1986,3383900
"Fruit, citrus nes",1987,3557068
"Fruit, citrus nes",1988,3522791
"Fruit, citrus nes",1989,3643332
"Fruit, citrus nes",1990,3882655
"Fruit, citrus nes",1991,4692168
"Fruit, citrus nes",1992,4932428
"Fruit, citrus nes",1993,5352128
"Fruit, citrus nes",1994,5161098
"Fruit, citrus nes",1995,5286402
"Fruit, citrus nes",1996,5517270
"Fruit, citrus nes",1997,6018858
"Fruit, citrus nes",1998,6200532
"Fruit, citrus nes",1999,7285689
"Fruit, citrus nes",2000,7198448
"Fruit, citrus nes",2001,7454386
"Fruit, citrus nes",2002,7340980
"Fruit, citrus nes",2003,7391759
"Fruit, citrus nes",2004,7674861
"Fruit, citrus nes",2005,7753529
"Fruit, citrus nes",2006,7722473
"Fruit, citrus nes",2007,10974674
"Fruit, citrus nes",2008,10885040
"Fruit, citrus nes",2009,12233449
"Fruit, citrus nes",2010,12417727
"Fruit, citrus nes",2011,11344523
"Fruit, citrus nes",2012,12776309
"Fruit, citrus nes",2013,12712143
"Fruit, citrus nes",2014,12826462
"Fruit, citrus nes",2015,13123118
"Fruit, citrus nes",2016,13664359
"Fruit, citrus nes",2017,13704489
"Fruit, citrus nes",2018,13898418
"Fruit, fresh nes",1961,6569445
"Fruit, fresh nes",1962,6595442
"Fruit, fresh nes",1963,6662865
"Fruit, fresh nes",1964,7016731
"Fruit, fresh nes",1965,7083441
"Fruit, fresh nes",1966,7447226
"Fruit, fresh nes",1967,7678119
"Fruit, fresh nes",1968,7846738
"Fruit, fresh nes",1969,7870829
"Fruit, fresh nes",1970,7765414
"Fruit, fresh nes",1971,8000101
"Fruit, fresh nes",1972,8097495
"Fruit, fresh nes",1973,8273480
"Fruit, fresh nes",1974,8686315
"Fruit, fresh nes",1975,8840188
"Fruit, fresh nes",1976,8946835
"Fruit, fresh nes",1977,8949693
"Fruit, fresh nes",1978,9239012
"Fruit, fresh nes",1979,9452383
"Fruit, fresh nes",1980,9770195
"Fruit, fresh nes",1981,10211586
"Fruit, fresh nes",1982,10507419
"Fruit, fresh nes",1983,11062395
"Fruit, fresh nes",1984,12278314
"Fruit, fresh nes",1985,12313014
"Fruit, fresh nes",1986,13640773
"Fruit, fresh nes",1987,13660965
"Fruit, fresh nes",1988,13215087
"Fruit, fresh nes",1989,13639480
"Fruit, fresh nes",1990,13578208
"Fruit, fresh nes",1991,13914137
"Fruit, fresh nes",1992,16427990
"Fruit, fresh nes",1993,16598838
"Fruit, fresh nes",1994,17225094
"Fruit, fresh nes",1995,18225215
"Fruit, fresh nes",1996,19309226
"Fruit, fresh nes",1997,20243704
"Fruit, fresh nes",1998,23269002
"Fruit, fresh nes",1999,22695405
"Fruit, fresh nes",2000,22239524
"Fruit, fresh nes",2001,23273587
"Fruit, fresh nes",2002,23814688
"Fruit, fresh nes",2003,24446273
"Fruit, fresh nes",2004,23484849
"Fruit, fresh nes",2005,24979407
"Fruit, fresh nes",2006,26077685
"Fruit, fresh nes",2007,25869654
"Fruit, fresh nes",2008,27277461
"Fruit, fresh nes",2009,27829657
"Fruit, fresh nes",2010,28288247
"Fruit, fresh nes",2011,29224775
"Fruit, fresh nes",2012,30571299
"Fruit, fresh nes",2013,31422463
"Fruit, fresh nes",2014,32349069
"Fruit, fresh nes",2015,32731533
"Fruit, fresh nes",2016,33884641
"Fruit, fresh nes",2017,34351109
"Fruit, fresh nes",2018,33922019
"Fruit, pome nes",1992,
"Fruit, pome nes",1993,
"Fruit, pome nes",1994,
"Fruit, pome nes",1995,
"Fruit, pome nes",1996,
"Fruit, pome nes",1997,
"Fruit, pome nes",1998,
"Fruit, pome nes",1999,
"Fruit, pome nes",2000,39500
"Fruit, pome nes",2001,40000
"Fruit, pome nes",2002,42000
"Fruit, pome nes",2003,43100
"Fruit, pome nes",2004,43000
"Fruit, pome nes",2005,47900
"Fruit, pome nes",2006,69532
"Fruit, pome nes",2007,70300
"Fruit, pome nes",2008,75220
"Fruit, pome nes",2009,81400
"Fruit, pome nes",2010,91200
"Fruit, pome nes",2011,39910
"Fruit, pome nes",2012,44600
"Fruit, pome nes",2013,45760
"Fruit, pome nes",2014,50750
"Fruit, pome nes",2015,56950
"Fruit, pome nes",2016,60015
"Fruit, pome nes",2017,59798
"Fruit, pome nes",2018,59113
"Fruit, stone nes",1961,117230
"Fruit, stone nes",1962,109065
"Fruit, stone nes",1963,103427
"Fruit, stone nes",1964,111559
"Fruit, stone nes",1965,119341
"Fruit, stone nes",1966,121082
"Fruit, stone nes",1967,139503
"Fruit, stone nes",1968,145318
"Fruit, stone nes",1969,140722
"Fruit, stone nes",1970,145753
"Fruit, stone nes",1971,131870
"Fruit, stone nes",1972,145670
"Fruit, stone nes",1973,157886
"Fruit, stone nes",1974,157810
"Fruit, stone nes",1975,160201
"Fruit, stone nes",1976,177517
"Fruit, stone nes",1977,162282
"Fruit, stone nes",1978,176376
"Fruit, stone nes",1979,177900
"Fruit, stone nes",1980,178540
"Fruit, stone nes",1981,171588
"Fruit, stone nes",1982,203364
"Fruit, stone nes",1983,208957
"Fruit, stone nes",1984,215657
"Fruit, stone nes",1985,223757
"Fruit, stone nes",1986,237772
"Fruit, stone nes",1987,225407
"Fruit, stone nes",1988,234613
"Fruit, stone nes",1989,255822
"Fruit, stone nes",1990,278068
"Fruit, stone nes",1991,448373
"Fruit, stone nes",1992,472378
"Fruit, stone nes",1993,534567
"Fruit, stone nes",1994,492959
"Fruit, stone nes",1995,565905
"Fruit, stone nes",1996,654432
"Fruit, stone nes",1997,580008
"Fruit, stone nes",1998,640901
"Fruit, stone nes",1999,761559
"Fruit, stone nes",2000,772928
"Fruit, stone nes",2001,834244
"Fruit, stone nes",2002,873612
"Fruit, stone nes",2003,1019364
"Fruit, stone nes",2004,1015131
"Fruit, stone nes",2005,1266751
"Fruit, stone nes",2006,1462384
"Fruit, stone nes",2007,1186906
"Fruit, stone nes",2008,1341482
"Fruit, stone nes",2009,1432223
"Fruit, stone nes",2010,1660254
"Fruit, stone nes",2011,1855728
"Fruit, stone nes",2012,1854540
"Fruit, stone nes",2013,2062900
"Fruit, stone nes",2014,1971114
"Fruit, stone nes",2015,1624512
"Fruit, stone nes",2016,568567
"Fruit, stone nes",2017,570102
"Fruit, stone nes",2018,582648
"Fruit, tropical fresh nes",1961,5162892
"Fruit, tropical fresh nes",1962,5285879
"Fruit, tropical fresh nes",1963,5349137
"Fruit, tropical fresh nes",1964,5400098
"Fruit, tropical fresh nes",1965,5565656
"Fruit, tropical fresh nes",1966,5662651
"Fruit, tropical fresh nes",1967,5873070
