product,year,production_quantity_Mt,area_harvested_ha
Plantains and others,2016,38.226508,5442273
Plantains and others,2017,38.703535,5526179
Plantains and others,2018,39.482164,5643475
Plums and sloes,1961,6.175927,396453
Plums and sloes,1962,4.235145,404441
Plums and sloes,1963,5.362653,417313
Plums and sloes,1964,4.507824,430072
Plums and sloes,1965,4.815891,448371
Plums and sloes,1966,5.567927,494376
Plums and sloes,1967,4.902186,493488
Plums and sloes,1968,5.661091,513921
Plums and sloes,1969,6.139384,505818
Plums and sloes,1970,6.144264,605297
Plums and sloes,1971,5.294943,576942
Plums and sloes,1972,5.465323,595843
Plums and sloes,1973,5.433712,600717
Plums and sloes,1974,5.498904,641605
Plums and sloes,1975,4.979533,580509
Plums and sloes,1976,5.451824,570266
Plums and sloes,1977,5.48576,607685
Plums and sloes,1978,5.586869,595810
Plums and sloes,1979,5.227517,457518
Plums and sloes,1980,5.992332,631084
Plums and sloes,1981,5.472837,631409
Plums and sloes,1982,6.623034,627070
Plums and sloes,1983,6.555136,626471
Plums and sloes,1984,6.41887,648353
Plums and sloes,1985,6.558448,1261389
Plums and sloes,1986,6.34314,1306035
Plums and sloes,1987,6.065184,1288280
Plums and sloes,1988,6.579858,1424601
Plums and sloes,1989,6.73508,1520017
Plums and sloes,1990,6.110871,1517644
Plums and sloes,1991,5.908054,1507255
Plums and sloes,1992,6.003505,1507608
Plums and sloes,1993,6.202013,1554620
Plums and sloes,1994,6.319982,1658699
Plums and sloes,1995,6.191656,1679592
Plums and sloes,1996,7.850683,1854224
Plums and sloes,1997,7.78066,1697235
Plums and sloes,1998,7.402584,2042038
Plums and sloes,1999,8.056773,2071320
Plums and sloes,2000,8.404873,2184523
Plums and sloes,2001,8.501876,2072291
Plums and sloes,2002,8.399757,2034881
Plums and sloes,2003,9.800869,2177824
Plums and sloes,2004,9.502949,2291821
Plums and sloes,2005,9.830384,2254817
Plums and sloes,2006,10.52489,2303974
Plums and sloes,2007,9.559438,2372966
Plums and sloes,2008,10.167713,2433650
Plums and sloes,2009,10.766423,2468085
Plums and sloes,2010,10.69987,2411203
Plums and sloes,2011,11.007166,2503833
Plums and sloes,2012,10.839891,2566821
Plums and sloes,2013,11.266338,2669561
Plums and sloes,2014,11.317218,2510191
Plums and sloes,2015,11.546434,2500583
Plums and sloes,2016,11.713059,2568104
Plums and sloes,2017,11.619143,2559648
Plums and sloes,2018,12.608678,2649039
Poppy seed,1961,0.052752,100698
Poppy seed,1962,0.046979,87743
Poppy seed,1963,0.042992,84326
Poppy seed,1964,0.025835,69064
Poppy seed,1965,0.02814,61065
Poppy seed,1966,0.031675,66009
Poppy seed,1967,0.030901,66034
Poppy seed,1968,0.023479,48718
Poppy seed,1969,0.028621,46279
Poppy seed,1970,0.025443,39391
Poppy seed,1971,0.035818,47450
Poppy seed,1972,0.028538,40954
Poppy seed,1973,0.025723,37593
Poppy seed,1974,0.029838,38057
Poppy seed,1975,0.027669,41813
Poppy seed,1976,0.03865,57980
Poppy seed,1977,0.079547,126651
Poppy seed,1978,0.06575,103047
Poppy seed,1979,0.033671,59328
Poppy seed,1980,0.037645,58573
Poppy seed,1981,0.028509,54234
Poppy seed,1982,0.030631,48995
Poppy seed,1983,0.029699,47835
Poppy seed,1984,0.042238,58531
Poppy seed,1985,0.027327,40969
Poppy seed,1986,0.021627,32372
Poppy seed,1987,0.020834,31882
Poppy seed,1988,0.029063,45294
Poppy seed,1989,0.028034,39257
Poppy seed,1990,0.030021,35907
Poppy seed,1991,0.046725,57506
Poppy seed,1992,0.029489,47271
Poppy seed,1993,0.024448,34300
Poppy seed,1994,0.052228,79676
Poppy seed,1995,0.074856,122482
Poppy seed,1996,0.031394,45397
Poppy seed,1997,0.044636,77699
Poppy seed,1998,0.07314,110410
Poppy seed,1999,0.084853,160860
Poppy seed,2000,0.045934,80649
Poppy seed,2001,0.059508,99439
Poppy seed,2002,0.053594,102821
Poppy seed,2003,0.090579,162234
Poppy seed,2004,0.069655,87443
Poppy seed,2005,0.078486,102815
Poppy seed,2006,0.086455,130734
Poppy seed,2007,0.067448,113427
Poppy seed,2008,0.089447,122232
Poppy seed,2009,0.100141,140844
Poppy seed,2010,0.097373,149149
Poppy seed,2011,0.107268,129006
Poppy seed,2012,0.049801,72701
Poppy seed,2013,0.069625,94941
Poppy seed,2014,0.081041,99832
Poppy seed,2015,0.101085,143306
Poppy seed,2016,0.084237,109962
Poppy seed,2017,0.070295,100869
Poppy seed,2018,0.07624,116501
Potatoes,1961,270.552196,22147976
Potatoes,1962,252.98746,22121877
Potatoes,1963,269.982498,21991455
Potatoes,1964,284.678614,21726682
Potatoes,1965,270.913502,21391391
Potatoes,1966,281.964109,21490501
Potatoes,1967,296.220305,21400798
Potatoes,1968,303.70912,21198969
Potatoes,1969,278.47571,20680460
Potatoes,1970,298.048017,20773099
Potatoes,1971,279.490572,20377730
Potatoes,1972,272.144812,20294269
Potatoes,1973,307.16013,20091178
Potatoes,1974,284.781339,20157078
Potatoes,1975,270.384075,19847391
Potatoes,1976,272.745276,19056813
Potatoes,1977,279.667694,19081224
Potatoes,1978,291.161652,19152390
Potatoes,1979,297.921605,19226425
Potatoes,1980,240.495788,18787687
Potatoes,1981,267.78152,18788706
Potatoes,1982,265.142602,18743840
Potatoes,1983,264.471009,18676610
Potatoes,1984,290.945972,18672122
Potatoes,1985,281.60376,18427594
Potatoes,1986,286.610518,18123493
Potatoes,1987,279.415351,17974956
Potatoes,1988,268.603004,18105332
Potatoes,1989,276.583863,18014210
Potatoes,1990,266.825273,17656477
Potatoes,1991,256.993281,17818406
Potatoes,1992,278.980652,18616529
Potatoes,1993,304.619922,18561284
Potatoes,1994,270.203771,18188589
Potatoes,1995,285.333037,18617820
Potatoes,1996,310.493658,18812630
Potatoes,1997,301.079129,18798740
Potatoes,1998,297.834904,18768123
Potatoes,1999,296.076184,19589190
Potatoes,2000,322.775223,19895640
Potatoes,2001,305.492291,19438118
Potatoes,2002,309.800226,18817147
Potatoes,2003,307.591201,18702391
Potatoes,2004,328.165612,18741812
Potatoes,2005,317.675179,18753326
Potatoes,2006,307.572166,17799831
Potatoes,2007,313.191368,18007360
Potatoes,2008,327.188473,18162053
Potatoes,2009,330.740148,18577561
Potatoes,2010,328.61692,18167194
Potatoes,2011,367.889898,18694745
Potatoes,2012,361.003266,18689631
Potatoes,2013,365.087514,18498639
Potatoes,2014,369.966532,18029774
Potatoes,2015,365.748227,17998732
Potatoes,2016,356.952488,17551476
Potatoes,2017,373.774234,17623660
Potatoes,2018,368.168914,17578672
Pulses nes,1961,3.19912,6396135
Pulses nes,1962,3.208096,6083056
Pulses nes,1963,3.189089,6367490
Pulses nes,1964,3.218009,5964539
Pulses nes,1965,3.215736,5955578
Pulses nes,1966,2.865602,5416694
Pulses nes,1967,2.877781,5260345
Pulses nes,1968,3.013056,5173565
Pulses nes,1969,3.024171,5188895
Pulses nes,1970,3.010605,5173657
Pulses nes,1971,3.070342,5385015
Pulses nes,1972,3.081271,5543843
Pulses nes,1973,2.718068,5168531
Pulses nes,1974,3.055431,5674994
Pulses nes,1975,2.928797,5316820
Pulses nes,1976,3.291956,5886300
Pulses nes,1977,2.78194,5634361
Pulses nes,1978,2.935377,5831685
Pulses nes,1979,2.918123,5977050
Pulses nes,1980,2.483479,5203006
Pulses nes,1981,2.608595,5323055
Pulses nes,1982,2.829802,5515137
Pulses nes,1983,2.95389,5387276
Pulses nes,1984,3.284599,5645870
Pulses nes,1985,3.172003,5448900
Pulses nes,1986,3.435185,5505847
Pulses nes,1987,3.410576,5538070
Pulses nes,1988,3.524754,5445574
Pulses nes,1989,3.568051,5663482
Pulses nes,1990,3.326043,5455466
Pulses nes,1991,4.027129,5535888
Pulses nes,1992,2.766255,6228525
Pulses nes,1993,3.363032,5153296
Pulses nes,1994,3.430564,5163484
Pulses nes,1995,3.601563,5352463
Pulses nes,1996,3.125607,4461560
Pulses nes,1997,3.348691,4570444
Pulses nes,1998,3.193249,4572670
Pulses nes,1999,3.155668,4259869
Pulses nes,2000,3.242724,4155568
Pulses nes,2001,3.709614,4263110
Pulses nes,2002,3.734818,4632051
Pulses nes,2003,3.437415,4385941
Pulses nes,2004,3.354592,4144318
Pulses nes,2005,3.118053,3995517
Pulses nes,2006,3.223432,4148190
Pulses nes,2007,3.165323,4140638
Pulses nes,2008,3.198572,4279654
Pulses nes,2009,3.281162,4406446
Pulses nes,2010,3.519731,4755022
Pulses nes,2011,3.555456,4903740
Pulses nes,2012,4.125552,5772465
Pulses nes,2013,4.460353,5938198
Pulses nes,2014,4.616371,5885174
Pulses nes,2015,4.52318,5979958
Pulses nes,2016,3.991523,5353280
Pulses nes,2017,4.065803,5456509
Pulses nes,2018,4.349046,5650762
"Pumpkins, squash and gourds",1961,6.650336,1487601
"Pumpkins, squash and gourds",1962,5.691815,1319911
"Pumpkins, squash and gourds",1963,5.976981,1568678
"Pumpkins, squash and gourds",1964,5.858379,1556538
"Pumpkins, squash and gourds",1965,5.58473,1303689
"Pumpkins, squash and gourds",1966,6.026779,1176699
"Pumpkins, squash and gourds",1967,5.970735,1045852
"Pumpkins, squash and gourds",1968,5.933599,859903
"Pumpkins, squash and gourds",1969,5.963885,815215
"Pumpkins, squash and gourds",1970,6.010237,756382
"Pumpkins, squash and gourds",1971,6.283137,772213
"Pumpkins, squash and gourds",1972,6.218545,765217
"Pumpkins, squash and gourds",1973,6.233065,746013
"Pumpkins, squash and gourds",1974,6.549864,769246
"Pumpkins, squash and gourds",1975,6.860103,777123
"Pumpkins, squash and gourds",1976,6.893412,786707
"Pumpkins, squash and gourds",1977,6.886772,756355
"Pumpkins, squash and gourds",1978,7.094212,763702
"Pumpkins, squash and gourds",1979,7.515027,775443
"Pumpkins, squash and gourds",1980,7.962044,837880
"Pumpkins, squash and gourds",1981,8.166606,827777
"Pumpkins, squash and gourds",1982,8.576823,886568
"Pumpkins, squash and gourds",1983,8.928806,893426
"Pumpkins, squash and gourds",1984,9.496484,891188
"Pumpkins, squash and gourds",1985,9.556991,923155
"Pumpkins, squash and gourds",1986,9.943826,899678
"Pumpkins, squash and gourds",1987,10.329901,935132
"Pumpkins, squash and gourds",1988,10.026035,901076
"Pumpkins, squash and gourds",1989,10.332763,955429
"Pumpkins, squash and gourds",1990,10.565184,961246
"Pumpkins, squash and gourds",1991,10.615553,935583
"Pumpkins, squash and gourds",1992,11.457535,961390
"Pumpkins, squash and gourds",1993,13.00746,1052301
"Pumpkins, squash and gourds",1994,13.123803,1086272
"Pumpkins, squash and gourds",1995,13.904421,1114768
"Pumpkins, squash and gourds",1996,14.886564,1191321
"Pumpkins, squash and gourds",1997,15.347935,1215820
"Pumpkins, squash and gourds",1998,15.682655,1288209
"Pumpkins, squash and gourds",1999,15.850793,1344469
"Pumpkins, squash and gourds",2000,17.282035,1417531
"Pumpkins, squash and gourds",2001,17.792888,1414947
"Pumpkins, squash and gourds",2002,19.068056,1477090
"Pumpkins, squash and gourds",2003,20.156466,1535506
"Pumpkins, squash and gourds",2004,20.58072,1593511
"Pumpkins, squash and gourds",2005,20.19606,1557660
"Pumpkins, squash and gourds",2006,20.633545,1583809
"Pumpkins, squash and gourds",2007,21.345244,1636826
"Pumpkins, squash and gourds",2008,21.64731,1660104
"Pumpkins, squash and gourds",2009,22.30306,1707245
"Pumpkins, squash and gourds",2010,22.759371,1740678
"Pumpkins, squash and gourds",2011,23.665699,1786487
"Pumpkins, squash and gourds",2012,23.929716,1826266
"Pumpkins, squash and gourds",2013,24.541612,1862330
"Pumpkins, squash and gourds",2014,25.739353,1896291
"Pumpkins, squash and gourds",2015,26.11605,1925921
"Pumpkins, squash and gourds",2016,26.665074,1956223
"Pumpkins, squash and gourds",2017,27.107482,1980940
"Pumpkins, squash and gourds",2018,27.643932,2042955
"Pyrethrum, dried",1961,0.013552,47950
"Pyrethrum, dried",1962,0.015577,51070
"Pyrethrum, dried",1963,0.014547,59240
"Pyrethrum, dried",1964,0.012076,47850
"Pyrethrum, dried",1965,0.013574,58470
"Pyrethrum, dried",1966,0.01842,58714
"Pyrethrum, dried",1967,0.022599,72369
"Pyrethrum, dried",1968,0.022322,66698
"Pyrethrum, dried",1969,0.015649,64133
"Pyrethrum, dried",1970,0.011696,54186
"Pyrethrum, dried",1971,0.015701,66611
"Pyrethrum, dried",1972,0.021752,68374
"Pyrethrum, dried",1973,0.017919,65588
"Pyrethrum, dried",1974,0.019768,76662
"Pyrethrum, dried",1975,0.022852,102390
"Pyrethrum, dried",1976,0.020555,111529
"Pyrethrum, dried",1977,0.017308,107518
"Pyrethrum, dried",1978,0.013088,74623
"Pyrethrum, dried",1979,0.01175,45247
"Pyrethrum, dried",1980,0.016053,38065
"Pyrethrum, dried",1981,0.023347,36740
"Pyrethrum, dried",1982,0.026269,29906
"Pyrethrum, dried",1983,0.032546,29801
"Pyrethrum, dried",1984,0.027267,29104
"Pyrethrum, dried",1985,0.01927,23676
"Pyrethrum, dried",1986,0.009046,18137
"Pyrethrum, dried",1987,0.00969,19095
"Pyrethrum, dried",1988,0.010574,20084
"Pyrethrum, dried",1989,0.01227,20595
"Pyrethrum, dried",1990,0.013697,22661
"Pyrethrum, dried",1991,0.017281,26250
"Pyrethrum, dried",1992,0.020083,28510
"Pyrethrum, dried",1993,0.019541,27667
"Pyrethrum, dried",1994,0.017647,26692
"Pyrethrum, dried",1995,0.014231,23650
"Pyrethrum, dried",1996,0.011363,22865
"Pyrethrum, dried",1997,0.009448,21877
"Pyrethrum, dried",1998,0.010456,20966
"Pyrethrum, dried",1999,0.013816,22137
"Pyrethrum, dried",2000,0.011979,20506
"Pyrethrum, dried",2001,0.012039,25462
"Pyrethrum, dried",2002,0.012735,25456
"Pyrethrum, dried",2003,0.011432,18548
"Pyrethrum, dried",2004,0.011135,16553
"Pyrethrum, dried",2005,0.011434,18148
"Pyrethrum, dried",2006,0.013237,27154
"Pyrethrum, dried",2007,0.004835,24149
"Pyrethrum, dried",2008,0.005494,17252
"Pyrethrum, dried",2009,0.0043,13675
"Pyrethrum, dried",2010,0.005478,15790
"Pyrethrum, dried",2011,0.007459,17739
"Pyrethrum, dried",2012,0.008494,20075
"Pyrethrum, dried",2013,0.008984,22204
"Pyrethrum, dried",2014,0.00927,23263
"Pyrethrum, dried",2015,0.008313,16371
"Pyrethrum, dried",2016,0.009052,19111
"Pyrethrum, dried",2017,0.013876,26063
"Pyrethrum, dried",2018,0.011311,22659
Quinces,1961,0.298522,33554
Quinces,1962,0.278097,31945
Quinces,1963,0.289289,37263
Quinces,1964,0.321604,41477
Quinces,1965,0.317251,39745
Quinces,1966,0.296345,40220
Quinces,1967,0.324965,40005
Quinces,1968,0.347895,38932
Quinces,1969,0.330217,39251
Quinces,1970,0.335388,50949
Quinces,1971,0.324286,48428
Quinces,1972,0.31519,45978
Quinces,1973,0.30655,47917
Quinces,1974,0.301084,45521
Quinces,1975,0.347354,51524
Quinces,1976,0.333869,53440
Quinces,1977,0.331533,55315
Quinces,1978,0.300994,48353
Quinces,1979,0.283919,38206
Quinces,1980,0.266771,30298
Quinces,1981,0.307653,38934
Quinces,1982,0.308601,32450
Quinces,1983,0.353525,42793
Quinces,1984,0.312255,39080
Quinces,1985,0.34029,53134
Quinces,1986,0.345964,52399
Quinces,1987,0.304287,51599
Quinces,1988,0.334844,53840
Quinces,1989,0.342222,54104
Quinces,1990,0.344392,52686
Quinces,1991,0.300279,52176
Quinces,1992,0.336232,43161
Quinces,1993,0.344379,40727
Quinces,1994,0.350137,39018
Quinces,1995,0.332285,38918
Quinces,1996,0.367311,41116
Quinces,1997,0.366216,41979
Quinces,1998,0.395367,42371
Quinces,1999,0.412857,45704
Quinces,2000,0.427357,47535
Quinces,2001,0.434744,48703
Quinces,2002,0.442727,48684
Quinces,2003,0.459263,51381
Quinces,2004,0.430654,55640
Quinces,2005,0.472315,56681
Quinces,2006,0.466981,57738
Quinces,2007,0.489872,59771
Quinces,2008,0.48061,59453
Quinces,2009,0.512525,61838
Quinces,2010,0.53743,64452
Quinces,2011,0.571714,68813
Quinces,2012,0.602237,71796
Quinces,2013,0.647081,78269
Quinces,2014,0.629998,78930
Quinces,2015,0.648297,78969
Quinces,2016,0.637818,82875
Quinces,2017,0.696903,83189
Quinces,2018,0.68866,82941
Quinoa,1961,0.032435,52555
Quinoa,1962,0.036949,55090
Quinoa,1963,0.040812,54826
Quinoa,1964,0.030238,42747
Quinoa,1965,0.026211,37665
Quinoa,1966,0.021455,35035
Quinoa,1967,0.022547,31735
Quinoa,1968,0.015613,25180
Quinoa,1969,0.017903,32105
Quinoa,1970,0.017747,29570
Quinoa,1971,0.017645,31035
Quinoa,1972,0.017742,29020
Quinoa,1973,0.01983,30250
Quinoa,1974,0.020877,31470
Quinoa,1975,0.024642,34268
Quinoa,1976,0.025136,37865
Quinoa,1977,0.021214,45147
Quinoa,1978,0.019391,40269
Quinoa,1979,0.016286,30386
Quinoa,1980,0.025759,35574
Quinoa,1981,0.026252,41694
Quinoa,1982,0.032824,46609
Quinoa,1983,0.020362,57489
Quinoa,1984,0.030847,51785
Quinoa,1985,0.029189,59868
Quinoa,1986,0.030739,56551
Quinoa,1987,0.034127,60803
Quinoa,1988,0.03944,69705
Quinoa,1989,0.034454,58751
Quinoa,1990,0.023012,47585
Quinoa,1991,0.038367,60868
Quinoa,1992,0.02282,48604
Quinoa,1993,0.036779,57330
Quinoa,1994,0.036456,59549
Quinoa,1995,0.032995,56729
Quinoa,1996,0.040123,57297
Quinoa,1997,0.050358,66313
Quinoa,1998,0.0494,70234
Quinoa,1999,0.051849,66742
Quinoa,2000,0.052626,67036
Quinoa,2001,0.045886,63474
Quinoa,2002,0.054846,66268
Quinoa,2003,0.05554,67615
Quinoa,2004,0.052326,67243
Quinoa,2005,0.058443,68863
Quinoa,2006,0.057962,73328
Quinoa,2007,0.059115,76815
Quinoa,2008,0.057777,78532
Quinoa,2009,0.074353,95050
Quinoa,2010,0.079636,95979
Quinoa,2011,0.084198,101166
Quinoa,2012,0.09741,172239
Quinoa,2013,0.117718,194770
Quinoa,2014,0.186147,185768
Quinoa,2015,0.193822,197637
Quinoa,2016,0.14872,185350
Quinoa,2017,0.146735,173242
Quinoa,2018,0.15892,178313
Ramie,1961,0.047215,40353
Ramie,1962,0.050642,42254
Ramie,1963,0.052399,43795
Ramie,1964,0.060027,50007
Ramie,1965,0.061713,52011
Ramie,1966,0.06397,53317
Ramie,1967,0.066553,55007
Ramie,1968,0.06486,53203
Ramie,1969,0.069643,55982
Ramie,1970,0.073089,58377
Ramie,1971,0.082815,54860
Ramie,1972,0.083218,55074
Ramie,1973,0.074209,59426
Ramie,1974,0.064997,49179
Ramie,1975,0.051515,43826
Ramie,1976,0.045795,40699
Ramie,1977,0.041108,41054
Ramie,1978,0.035348,43322
Ramie,1979,0.04571,44531
Ramie,1980,0.056111,47904
Ramie,1981,0.060393,56345
Ramie,1982,0.070054,54185
Ramie,1983,0.055287,44116
Ramie,1984,0.060855,44735
Ramie,1985,0.093836,92087
Ramie,1986,0.254991,284865
Ramie,1987,0.601668,539553
Ramie,1988,0.345708,305964
Ramie,1989,0.201059,163614
Ramie,1990,0.105892,94021
Ramie,1991,0.069406,61535
Ramie,1992,0.070218,59498
Ramie,1993,0.076197,55748
Ramie,1994,0.121895,86956
Ramie,1995,0.152,100492
Ramie,1996,0.14665,95763
Ramie,1997,0.141627,86140
Ramie,1998,0.125374,79062
Ramie,1999,0.122501,75067
Ramie,2000,0.163531,96561
Ramie,2001,0.199541,114809
Ramie,2002,0.24168,126288
Ramie,2003,0.248328,128986
Ramie,2004,0.258088,127254
Ramie,2005,0.280189,133431
Ramie,2006,0.290619,142963
Ramie,2007,0.294479,143952
Ramie,2008,0.253768,127416
Ramie,2009,0.214545,110832
Ramie,2010,0.192521,98824
Ramie,2011,0.161768,85141
Ramie,2012,0.133289,69930
Ramie,2013,0.122758,63600
Ramie,2014,0.118603,60301
Ramie,2015,0.111205,56508
Ramie,2016,0.106622,53618
Ramie,2017,0.102662,50751
Ramie,2018,0.106753,52844
Rapeseed,1961,3.595525,6277273
Rapeseed,1962,3.7209,6333441
Rapeseed,1963,3.397054,6336302
Rapeseed,1964,3.866462,6832380
Rapeseed,1965,5.233826,7065217
Rapeseed,1966,4.661755,6913131
Rapeseed,1967,5.267487,7096652
Rapeseed,1968,5.369859,7035082
Rapeseed,1969,4.943686,6795470
Rapeseed,1970,6.702077,8212960
Rapeseed,1971,8.299704,9244120
Rapeseed,1972,7.012842,9044394
Rapeseed,1973,7.295624,8823234
Rapeseed,1974,7.351802,8844696
Rapeseed,1975,8.788214,9911404
Rapeseed,1976,7.611177,8581487
Rapeseed,1977,7.903446,9042639
Rapeseed,1978,10.567575,11159171
Rapeseed,1979,10.639042,11871002
Rapeseed,1980,10.756588,10992015
Rapeseed,1981,12.465066,12036543
Rapeseed,1982,15.241159,13123837
Rapeseed,1983,14.16359,12807740
Rapeseed,1984,16.710757,13514505
Rapeseed,1985,19.241032,14755614
Rapeseed,1986,19.81841,15097634
Rapeseed,1987,22.648027,15999106
Rapeseed,1988,21.86094,17631575
Rapeseed,1989,22.659694,17266629
Rapeseed,1990,24.428259,17610808
Rapeseed,1991,27.853679,19966855
Rapeseed,1992,26.742428,20205840
Rapeseed,1993,26.224451,19872364
Rapeseed,1994,29.724684,22723967
Rapeseed,1995,34.131089,23806100
Rapeseed,1996,30.422845,21661356
Rapeseed,1997,34.952521,23398425
Rapeseed,1998,35.680014,25841063
Rapeseed,1999,43.143872,27656787
Rapeseed,2000,39.552373,25857945
Rapeseed,2001,35.975313,22722617
Rapeseed,2002,35.313588,22985009
Rapeseed,2003,35.874687,23506606
Rapeseed,2004,46.441491,24998701
Rapeseed,2005,49.889679,27954515
Rapeseed,2006,48.661373,27211678
Rapeseed,2007,50.57312,29466607
Rapeseed,2008,56.873223,30092725
Rapeseed,2009,62.208711,31637591
Rapeseed,2010,59.84989,32095751
Rapeseed,2011,62.789331,33775641
Rapeseed,2012,62.720573,34752103
Rapeseed,2013,73.096861,36464662
Rapeseed,2014,74.456594,36356103
Rapeseed,2015,70.205656,34421233
Rapeseed,2016,68.113132,32780332
Rapeseed,2017,76.374698,35591995
Rapeseed,2018,75.001457,37579575
Raspberries,1961,0.134115,21746
Raspberries,1962,0.141177,21488
Raspberries,1963,0.157826,22171
Raspberries,1964,0.172044,24139
Raspberries,1965,0.167846,29242
Raspberries,1966,0.178076,28801
Raspberries,1967,0.182634,28964
Raspberries,1968,0.166213,28372
Raspberries,1969,0.181575,29572
Raspberries,1970,0.209232,36800
Raspberries,1971,0.198446,36644
Raspberries,1972,0.202299,36667
Raspberries,1973,0.251329,40325
Raspberries,1974,0.205809,37160
Raspberries,1975,0.257358,40659
Raspberries,1976,0.212537,39018
Raspberries,1977,0.217597,38452
Raspberries,1978,0.229052,39385
Raspberries,1979,0.233508,40641
Raspberries,1980,0.231726,41117
Raspberries,1981,0.263006,42668
Raspberries,1982,0.264551,42155
Raspberries,1983,0.277271,43675
Raspberries,1984,0.293161,44180
Raspberries,1985,0.313925,65215
Raspberries,1986,0.311815,66716
Raspberries,1987,0.327458,72530
Raspberries,1988,0.381882,73770
Raspberries,1989,0.398209,76521
Raspberries,1990,0.30378,66101
Raspberries,1991,0.285473,68859
Raspberries,1992,0.335287,69985
Raspberries,1993,0.328705,69284
Raspberries,1994,0.335075,67216
Raspberries,1995,0.341773,70295
Raspberries,1996,0.343767,72341
Raspberries,1997,0.345472,71656
Raspberries,1998,0.377124,74531
Raspberries,1999,0.416583,80282
Raspberries,2000,0.422537,83335
Raspberries,2001,0.448822,92237
Raspberries,2002,0.490437,97099
Raspberries,2003,0.463,97418
Raspberries,2004,0.531855,97360
Raspberries,2005,0.534623,100141
Raspberries,2006,0.533291,102438
Raspberries,2007,0.516374,105509
Raspberries,2008,0.523198,98024
Raspberries,2009,0.55358,96930
Raspberries,2010,0.522004,106362
Raspberries,2011,0.599424,106816
Raspberries,2012,0.569286,102201
Raspberries,2013,0.588044,92598
Raspberries,2014,0.629962,93328
Raspberries,2015,0.676486,101100
Raspberries,2016,0.824111,114389
Raspberries,2017,0.797311,118252
Raspberries,2018,0.870209,124971
"Rice, paddy",1961,215.646633,115365135
"Rice, paddy",1962,226.456297,119452419
"Rice, paddy",1963,247.119211,120151882
"Rice, paddy",1964,262.928956,125056100
"Rice, paddy",1965,254.059664,124828874
"Rice, paddy",1966,261.181258,125680517
"Rice, paddy",1967,277.386363,127537654
"Rice, paddy",1968,288.624308,129264992
"Rice, paddy",1969,295.584391,131137551
"Rice, paddy",1970,316.345703,132873227
"Rice, paddy",1971,317.712426,134513986
"Rice, paddy",1972,307.289937,132197995
"Rice, paddy",1973,334.928838,136572628
"Rice, paddy",1974,331.970614,136887929
"Rice, paddy",1975,356.96309,141729334
"Rice, paddy",1976,347.686462,141860234
"Rice, paddy",1977,369.481153,143663829
"Rice, paddy",1978,385.208745,143503652
"Rice, paddy",1979,375.251758,141118095
"Rice, paddy",1980,396.87131,144412384
"Rice, paddy",1981,410.075231,145047250
"Rice, paddy",1982,421.949049,141574291
"Rice, paddy",1983,448.016295,142830035
"Rice, paddy",1984,465.342898,144242554
"Rice, paddy",1985,468.164572,143739872
"Rice, paddy",1986,468.675242,144470742
"Rice, paddy",1987,461.439908,141324376
"Rice, paddy",1988,487.457902,146402560
"Rice, paddy",1989,514.42164,148932817
"Rice, paddy",1990,518.568653,146960085
"Rice, paddy",1991,518.512573,146630312
"Rice, paddy",1992,527.878059,147258679
"Rice, paddy",1993,529.599553,146454544
"Rice, paddy",1994,538.591048,147252079
"Rice, paddy",1995,547.162009,149579331
"Rice, paddy",1996,568.658031,150280654
"Rice, paddy",1997,577.136893,151216596
"Rice, paddy",1998,578.813977,151681531
"Rice, paddy",1999,611.177579,156833899
"Rice, paddy",2000,598.668171,154001911
"Rice, paddy",2001,600.246617,151951868
"Rice, paddy",2002,571.051228,147826507
"Rice, paddy",2003,586.931423,148447197
"Rice, paddy",2004,607.348698,150702977
"Rice, paddy",2005,634.225091,155266253
"Rice, paddy",2006,640.705012,155559995
"Rice, paddy",2007,656.556273,155314941
"Rice, paddy",2008,687.050383,160077463
"Rice, paddy",2009,685.656731,157793328
"Rice, paddy",2010,701.138548,161699737
"Rice, paddy",2011,726.376264,162752574
"Rice, paddy",2012,736.596755,162645204
"Rice, paddy",2013,742.504938,165216811
"Rice, paddy",2014,742.454148,164291421
"Rice, paddy",2015,745.905437,162630402
"Rice, paddy",2016,751.885117,162981535
"Rice, paddy",2017,769.829121,166082745
"Rice, paddy",2018,782.000147,167132623
Roots and tubers nes,1961,2.397785,522870
Roots and tubers nes,1962,2.463142,532104
Roots and tubers nes,1963,2.585664,554276
Roots and tubers nes,1964,2.740086,580634
Roots and tubers nes,1965,2.770338,592620
Roots and tubers nes,1966,2.811044,604079
Roots and tubers nes,1967,2.868395,616816
Roots and tubers nes,1968,2.94386,635123
Roots and tubers nes,1969,3.018773,652043
Roots and tubers nes,1970,3.118458,666237
Roots and tubers nes,1971,3.160518,678908
Roots and tubers nes,1972,3.247954,689059
Roots and tubers nes,1973,3.284307,683396
Roots and tubers nes,1974,3.425815,696943
Roots and tubers nes,1975,2.700161,532822
Roots and tubers nes,1976,2.670645,499720
Roots and tubers nes,1977,2.930316,519994
Roots and tubers nes,1978,3.150013,515313
Roots and tubers nes,1979,3.43979,563602
Roots and tubers nes,1980,3.695377,589301
Roots and tubers nes,1981,3.767941,582034
Roots and tubers nes,1982,3.870736,590436
Roots and tubers nes,1983,4.018413,589103
Roots and tubers nes,1984,4.105885,629617
Roots and tubers nes,1985,4.220432,644620
Roots and tubers nes,1986,4.506219,677034
Roots and tubers nes,1987,4.687732,687716
