product,year,variable,value,units
Eggplants (aubergines),1989,production_quantity,10.818332,megatonnes
Eggplants (aubergines),1990,production_quantity,11.359116,megatonnes
Eggplants (aubergines),1991,production_quantity,11.999482,megatonnes
Eggplants (aubergines),1992,production_quantity,11.859352000000001,megatonnes
Eggplants (aubergines),1993,production_quantity,15.272086999999999,megatonnes
Eggplants (aubergines),1994,production_quantity,15.875117000000001,megatonnes
Eggplants (aubergines),1995,production_quantity,18.364604,megatonnes
Eggplants (aubergines),1996,production_quantity,20.213158,megatonnes
Eggplants (aubergines),1997,production_quantity,20.926880999999998,megatonnes
Eggplants (aubergines),1998,production_quantity,23.447461999999998,megatonnes
Eggplants (aubergines),1999,production_quantity,26.809333000000002,megatonnes
Eggplants (aubergines),2000,production_quantity,27.64814,megatonnes
Eggplants (aubergines),2001,production_quantity,27.278034,megatonnes
Eggplants (aubergines),2002,production_quantity,29.678556,megatonnes
Eggplants (aubergines),2003,production_quantity,29.712965999999998,megatonnes
Eggplants (aubergines),2004,production_quantity,31.003186,megatonnes
Eggplants (aubergines),2005,production_quantity,32.089705,megatonnes
Eggplants (aubergines),2006,production_quantity,33.048071,megatonnes
Eggplants (aubergines),2007,production_quantity,37.640696000000005,megatonnes
Eggplants (aubergines),2008,production_quantity,39.816508,megatonnes
Eggplants (aubergines),2009,production_quantity,43.481111999999996,megatonnes
Eggplants (aubergines),2010,production_quantity,44.074957,megatonnes
Eggplants (aubergines),2011,production_quantity,45.018628,megatonnes
Eggplants (aubergines),2012,production_quantity,46.955063,megatonnes
Eggplants (aubergines),2013,production_quantity,48.889538,megatonnes
Eggplants (aubergines),2014,production_quantity,49.977219,megatonnes
Eggplants (aubergines),2015,production_quantity,50.560709,megatonnes
Eggplants (aubergines),2016,production_quantity,51.302856,megatonnes
Eggplants (aubergines),2017,production_quantity,52.48915,megatonnes
Eggplants (aubergines),2018,production_quantity,54.07721,megatonnes
Fibre crops nes,1961,production_quantity,0.11541099999999999,megatonnes
Fibre crops nes,1962,production_quantity,0.12165999999999999,megatonnes
Fibre crops nes,1963,production_quantity,0.12601300000000001,megatonnes
Fibre crops nes,1964,production_quantity,0.126612,megatonnes
Fibre crops nes,1965,production_quantity,0.11919,megatonnes
Fibre crops nes,1966,production_quantity,0.127914,megatonnes
Fibre crops nes,1967,production_quantity,0.125323,megatonnes
Fibre crops nes,1968,production_quantity,0.13415,megatonnes
Fibre crops nes,1969,production_quantity,0.123493,megatonnes
Fibre crops nes,1970,production_quantity,0.138017,megatonnes
Fibre crops nes,1971,production_quantity,0.144453,megatonnes
Fibre crops nes,1972,production_quantity,0.157608,megatonnes
Fibre crops nes,1973,production_quantity,0.176646,megatonnes
Fibre crops nes,1974,production_quantity,0.190341,megatonnes
Fibre crops nes,1975,production_quantity,0.191813,megatonnes
Fibre crops nes,1976,production_quantity,0.20311600000000002,megatonnes
Fibre crops nes,1977,production_quantity,0.207252,megatonnes
Fibre crops nes,1978,production_quantity,0.220414,megatonnes
Fibre crops nes,1979,production_quantity,0.21939099999999997,megatonnes
Fibre crops nes,1980,production_quantity,0.225264,megatonnes
Fibre crops nes,1981,production_quantity,0.23456999999999997,megatonnes
Fibre crops nes,1982,production_quantity,0.249532,megatonnes
Fibre crops nes,1983,production_quantity,0.254776,megatonnes
Fibre crops nes,1984,production_quantity,0.25256,megatonnes
Fibre crops nes,1985,production_quantity,0.27318600000000004,megatonnes
Fibre crops nes,1986,production_quantity,0.287738,megatonnes
Fibre crops nes,1987,production_quantity,0.302197,megatonnes
Fibre crops nes,1988,production_quantity,0.28838,megatonnes
Fibre crops nes,1989,production_quantity,0.251445,megatonnes
Fibre crops nes,1990,production_quantity,0.23663499999999998,megatonnes
Fibre crops nes,1991,production_quantity,0.227264,megatonnes
Fibre crops nes,1992,production_quantity,0.25004899999999997,megatonnes
Fibre crops nes,1993,production_quantity,0.232834,megatonnes
Fibre crops nes,1994,production_quantity,0.247054,megatonnes
Fibre crops nes,1995,production_quantity,0.271257,megatonnes
Fibre crops nes,1996,production_quantity,0.281059,megatonnes
Fibre crops nes,1997,production_quantity,0.306183,megatonnes
Fibre crops nes,1998,production_quantity,0.298311,megatonnes
Fibre crops nes,1999,production_quantity,0.296306,megatonnes
Fibre crops nes,2000,production_quantity,0.271375,megatonnes
Fibre crops nes,2001,production_quantity,0.27978800000000004,megatonnes
Fibre crops nes,2002,production_quantity,0.28081,megatonnes
Fibre crops nes,2003,production_quantity,0.288672,megatonnes
Fibre crops nes,2004,production_quantity,0.281907,megatonnes
Fibre crops nes,2005,production_quantity,0.285657,megatonnes
Fibre crops nes,2006,production_quantity,0.31699299999999997,megatonnes
Fibre crops nes,2007,production_quantity,0.29804899999999995,megatonnes
Fibre crops nes,2008,production_quantity,0.272548,megatonnes
Fibre crops nes,2009,production_quantity,0.263516,megatonnes
Fibre crops nes,2010,production_quantity,0.275414,megatonnes
Fibre crops nes,2011,production_quantity,0.281329,megatonnes
Fibre crops nes,2012,production_quantity,0.283708,megatonnes
Fibre crops nes,2013,production_quantity,0.285331,megatonnes
Fibre crops nes,2014,production_quantity,0.284366,megatonnes
Fibre crops nes,2015,production_quantity,0.284624,megatonnes
Fibre crops nes,2016,production_quantity,0.282887,megatonnes
Fibre crops nes,2017,production_quantity,0.28330500000000003,megatonnes
Fibre crops nes,2018,production_quantity,0.283378,megatonnes
Figs,1961,production_quantity,1.572296,megatonnes
Figs,1962,production_quantity,1.539143,megatonnes
Figs,1963,production_quantity,1.5301930000000001,megatonnes
Figs,1964,production_quantity,1.597659,megatonnes
Figs,1965,production_quantity,1.506049,megatonnes
Figs,1966,production_quantity,1.269547,megatonnes
Figs,1967,production_quantity,1.236798,megatonnes
Figs,1968,production_quantity,1.242882,megatonnes
Figs,1969,production_quantity,1.190766,megatonnes
Figs,1970,production_quantity,1.173936,megatonnes
Figs,1971,production_quantity,1.153694,megatonnes
Figs,1972,production_quantity,1.050334,megatonnes
Figs,1973,production_quantity,0.95804,megatonnes
Figs,1974,production_quantity,1.000552,megatonnes
Figs,1975,production_quantity,1.027001,megatonnes
Figs,1976,production_quantity,0.976656,megatonnes
Figs,1977,production_quantity,0.889991,megatonnes
Figs,1978,production_quantity,0.860717,megatonnes
Figs,1979,production_quantity,0.9342219999999999,megatonnes
Figs,1980,production_quantity,0.9288049999999999,megatonnes
Figs,1981,production_quantity,0.96159,megatonnes
Figs,1982,production_quantity,0.938925,megatonnes
Figs,1983,production_quantity,0.9853270000000001,megatonnes
Figs,1984,production_quantity,0.9592209999999999,megatonnes
Figs,1985,production_quantity,1.018362,megatonnes
Figs,1986,production_quantity,1.089094,megatonnes
Figs,1987,production_quantity,1.050224,megatonnes
Figs,1988,production_quantity,1.02684,megatonnes
Figs,1989,production_quantity,0.9824120000000001,megatonnes
Figs,1990,production_quantity,1.080549,megatonnes
Figs,1991,production_quantity,1.0155290000000001,megatonnes
Figs,1992,production_quantity,1.0770469999999999,megatonnes
Figs,1993,production_quantity,1.04382,megatonnes
Figs,1994,production_quantity,1.06275,megatonnes
Figs,1995,production_quantity,1.116953,megatonnes
Figs,1996,production_quantity,1.0564639999999998,megatonnes
Figs,1997,production_quantity,1.039923,megatonnes
Figs,1998,production_quantity,1.061051,megatonnes
Figs,1999,production_quantity,1.102048,megatonnes
Figs,2000,production_quantity,0.997044,megatonnes
Figs,2001,production_quantity,0.9275040000000001,megatonnes
Figs,2002,production_quantity,1.0275940000000001,megatonnes
Figs,2003,production_quantity,0.9931059999999999,megatonnes
Figs,2004,production_quantity,1.0153969999999999,megatonnes
Figs,2005,production_quantity,1.090791,megatonnes
Figs,2006,production_quantity,1.181997,megatonnes
Figs,2007,production_quantity,1.022166,megatonnes
Figs,2008,production_quantity,1.055223,megatonnes
Figs,2009,production_quantity,1.1422709999999998,megatonnes
Figs,2010,production_quantity,1.065235,megatonnes
Figs,2011,production_quantity,1.065975,megatonnes
Figs,2012,production_quantity,1.0569790000000001,megatonnes
Figs,2013,production_quantity,1.132008,megatonnes
Figs,2014,production_quantity,1.148425,megatonnes
Figs,2015,production_quantity,1.15889,megatonnes
Figs,2016,production_quantity,1.0622260000000001,megatonnes
Figs,2017,production_quantity,1.1513,megatonnes
Figs,2018,production_quantity,1.135316,megatonnes
Flax fibre and tow,1961,production_quantity,0.696579,megatonnes
Flax fibre and tow,1962,production_quantity,0.7708119999999999,megatonnes
Flax fibre and tow,1963,production_quantity,0.723097,megatonnes
Flax fibre and tow,1964,production_quantity,0.724467,megatonnes
Flax fibre and tow,1965,production_quantity,0.803387,megatonnes
Flax fibre and tow,1966,production_quantity,0.770451,megatonnes
Flax fibre and tow,1967,production_quantity,0.797507,megatonnes
Flax fibre and tow,1968,production_quantity,0.6853670000000001,megatonnes
Flax fibre and tow,1969,production_quantity,0.7788149999999999,megatonnes
Flax fibre and tow,1970,production_quantity,0.703134,megatonnes
Flax fibre and tow,1971,production_quantity,0.776566,megatonnes
Flax fibre and tow,1972,production_quantity,0.731425,megatonnes
Flax fibre and tow,1973,production_quantity,0.696367,megatonnes
Flax fibre and tow,1974,production_quantity,0.6768810000000001,megatonnes
Flax fibre and tow,1975,production_quantity,0.8026300000000001,megatonnes
Flax fibre and tow,1976,production_quantity,0.842908,megatonnes
Flax fibre and tow,1977,production_quantity,0.786329,megatonnes
Flax fibre and tow,1978,production_quantity,0.7267979999999999,megatonnes
Flax fibre and tow,1979,production_quantity,0.641694,megatonnes
Flax fibre and tow,1980,production_quantity,0.619661,megatonnes
Flax fibre and tow,1981,production_quantity,0.609564,megatonnes
Flax fibre and tow,1982,production_quantity,0.636423,megatonnes
Flax fibre and tow,1983,production_quantity,0.797424,megatonnes
Flax fibre and tow,1984,production_quantity,0.8335610000000001,megatonnes
Flax fibre and tow,1985,production_quantity,0.763174,megatonnes
Flax fibre and tow,1986,production_quantity,0.738146,megatonnes
Flax fibre and tow,1987,production_quantity,0.9488,megatonnes
Flax fibre and tow,1988,production_quantity,0.919099,megatonnes
Flax fibre and tow,1989,production_quantity,0.802946,megatonnes
Flax fibre and tow,1990,production_quantity,0.687649,megatonnes
Flax fibre and tow,1991,production_quantity,0.9807239999999999,megatonnes
Flax fibre and tow,1992,production_quantity,0.7449319999999999,megatonnes
Flax fibre and tow,1993,production_quantity,0.693579,megatonnes
Flax fibre and tow,1994,production_quantity,0.842508,megatonnes
Flax fibre and tow,1995,production_quantity,1.004891,megatonnes
Flax fibre and tow,1996,production_quantity,0.817956,megatonnes
Flax fibre and tow,1997,production_quantity,0.6757770000000001,megatonnes
Flax fibre and tow,1998,production_quantity,0.642145,megatonnes
Flax fibre and tow,1999,production_quantity,0.767119,megatonnes
Flax fibre and tow,2000,production_quantity,0.8237030000000001,megatonnes
Flax fibre and tow,2001,production_quantity,0.840715,megatonnes
Flax fibre and tow,2002,production_quantity,1.208092,megatonnes
Flax fibre and tow,2003,production_quantity,1.2224030000000001,megatonnes
Flax fibre and tow,2004,production_quantity,1.460236,megatonnes
Flax fibre and tow,2005,production_quantity,1.508921,megatonnes
Flax fibre and tow,2006,production_quantity,1.108723,megatonnes
Flax fibre and tow,2007,production_quantity,0.908006,megatonnes
Flax fibre and tow,2008,production_quantity,0.977827,megatonnes
Flax fibre and tow,2009,production_quantity,0.66128,megatonnes
Flax fibre and tow,2010,production_quantity,0.6041810000000001,megatonnes
Flax fibre and tow,2011,production_quantity,0.48661800000000005,megatonnes
Flax fibre and tow,2012,production_quantity,0.715723,megatonnes
Flax fibre and tow,2013,production_quantity,0.678198,megatonnes
Flax fibre and tow,2014,production_quantity,0.765533,megatonnes
Flax fibre and tow,2015,production_quantity,0.749842,megatonnes
Flax fibre and tow,2016,production_quantity,0.831534,megatonnes
Flax fibre and tow,2017,production_quantity,0.800729,megatonnes
Flax fibre and tow,2018,production_quantity,0.868374,megatonnes
Fonio,1961,production_quantity,0.178483,megatonnes
Fonio,1962,production_quantity,0.174556,megatonnes
Fonio,1963,production_quantity,0.176885,megatonnes
Fonio,1964,production_quantity,0.184645,megatonnes
Fonio,1965,production_quantity,0.18087,megatonnes
Fonio,1966,production_quantity,0.182563,megatonnes
Fonio,1967,production_quantity,0.185815,megatonnes
Fonio,1968,production_quantity,0.1856,megatonnes
Fonio,1969,production_quantity,0.1762,megatonnes
Fonio,1970,production_quantity,0.17449,megatonnes
Fonio,1971,production_quantity,0.1566,megatonnes
Fonio,1972,production_quantity,0.16305,megatonnes
Fonio,1973,production_quantity,0.161592,megatonnes
Fonio,1974,production_quantity,0.16147999999999998,megatonnes
Fonio,1975,production_quantity,0.168125,megatonnes
Fonio,1976,production_quantity,0.167225,megatonnes
Fonio,1977,production_quantity,0.159685,megatonnes
Fonio,1978,production_quantity,0.154129,megatonnes
Fonio,1979,production_quantity,0.131581,megatonnes
Fonio,1980,production_quantity,0.148667,megatonnes
Fonio,1981,production_quantity,0.16755599999999998,megatonnes
Fonio,1982,production_quantity,0.140758,megatonnes
Fonio,1983,production_quantity,0.166632,megatonnes
Fonio,1984,production_quantity,0.18118399999999998,megatonnes
Fonio,1985,production_quantity,0.182381,megatonnes
Fonio,1986,production_quantity,0.17957,megatonnes
Fonio,1987,production_quantity,0.178315,megatonnes
Fonio,1988,production_quantity,0.19097,megatonnes
Fonio,1989,production_quantity,0.178866,megatonnes
Fonio,1990,production_quantity,0.17388499999999998,megatonnes
Fonio,1991,production_quantity,0.185582,megatonnes
Fonio,1992,production_quantity,0.16451400000000002,megatonnes
Fonio,1993,production_quantity,0.206916,megatonnes
Fonio,1994,production_quantity,0.19226400000000002,megatonnes
Fonio,1995,production_quantity,0.21395799999999998,megatonnes
Fonio,1996,production_quantity,0.21826700000000002,megatonnes
Fonio,1997,production_quantity,0.223016,megatonnes
Fonio,1998,production_quantity,0.236238,megatonnes
Fonio,1999,production_quantity,0.25813800000000003,megatonnes
Fonio,2000,production_quantity,0.309958,megatonnes
Fonio,2001,production_quantity,0.312664,megatonnes
Fonio,2002,production_quantity,0.318391,megatonnes
Fonio,2003,production_quantity,0.32827,megatonnes
Fonio,2004,production_quantity,0.338413,megatonnes
Fonio,2005,production_quantity,0.37111700000000003,megatonnes
Fonio,2006,production_quantity,0.366858,megatonnes
Fonio,2007,production_quantity,0.37262399999999996,megatonnes
Fonio,2008,production_quantity,0.48332700000000006,megatonnes
Fonio,2009,production_quantity,0.5051829999999999,megatonnes
Fonio,2010,production_quantity,0.559875,megatonnes
Fonio,2011,production_quantity,0.581749,megatonnes
Fonio,2012,production_quantity,0.575721,megatonnes
Fonio,2013,production_quantity,0.6103529999999999,megatonnes
Fonio,2014,production_quantity,0.6284310000000001,megatonnes
Fonio,2015,production_quantity,0.644225,megatonnes
Fonio,2016,production_quantity,0.638011,megatonnes
Fonio,2017,production_quantity,0.667139,megatonnes
Fonio,2018,production_quantity,0.631576,megatonnes
"Fruit, citrus nes",1961,production_quantity,1.4707299999999999,megatonnes
"Fruit, citrus nes",1962,production_quantity,1.496613,megatonnes
"Fruit, citrus nes",1963,production_quantity,1.522132,megatonnes
"Fruit, citrus nes",1964,production_quantity,1.556469,megatonnes
"Fruit, citrus nes",1965,production_quantity,1.562533,megatonnes
"Fruit, citrus nes",1966,production_quantity,1.6056030000000001,megatonnes
"Fruit, citrus nes",1967,production_quantity,1.623158,megatonnes
"Fruit, citrus nes",1968,production_quantity,1.682736,megatonnes
"Fruit, citrus nes",1969,production_quantity,1.659116,megatonnes
"Fruit, citrus nes",1970,production_quantity,2.20092,megatonnes
"Fruit, citrus nes",1971,production_quantity,2.226706,megatonnes
"Fruit, citrus nes",1972,production_quantity,2.250624,megatonnes
"Fruit, citrus nes",1973,production_quantity,2.307847,megatonnes
"Fruit, citrus nes",1974,production_quantity,2.349702,megatonnes
"Fruit, citrus nes",1975,production_quantity,2.372354,megatonnes
"Fruit, citrus nes",1976,production_quantity,2.383011,megatonnes
"Fruit, citrus nes",1977,production_quantity,2.4196459999999997,megatonnes
"Fruit, citrus nes",1978,production_quantity,2.4516139999999997,megatonnes
"Fruit, citrus nes",1979,production_quantity,2.8116209999999997,megatonnes
"Fruit, citrus nes",1980,production_quantity,2.778641,megatonnes
"Fruit, citrus nes",1981,production_quantity,2.7521009999999997,megatonnes
"Fruit, citrus nes",1982,production_quantity,2.830878,megatonnes
"Fruit, citrus nes",1983,production_quantity,3.091828,megatonnes
"Fruit, citrus nes",1984,production_quantity,3.0658990000000004,megatonnes
"Fruit, citrus nes",1985,production_quantity,3.199071,megatonnes
"Fruit, citrus nes",1986,production_quantity,3.3839,megatonnes
"Fruit, citrus nes",1987,production_quantity,3.557068,megatonnes
"Fruit, citrus nes",1988,production_quantity,3.5227910000000002,megatonnes
"Fruit, citrus nes",1989,production_quantity,3.643332,megatonnes
"Fruit, citrus nes",1990,production_quantity,3.882655,megatonnes
"Fruit, citrus nes",1991,production_quantity,4.692168,megatonnes
"Fruit, citrus nes",1992,production_quantity,4.932428,megatonnes
"Fruit, citrus nes",1993,production_quantity,5.3521279999999996,megatonnes
"Fruit, citrus nes",1994,production_quantity,5.161098,megatonnes
"Fruit, citrus nes",1995,production_quantity,5.286402,megatonnes
"Fruit, citrus nes",1996,production_quantity,5.51727,megatonnes
"Fruit, citrus nes",1997,production_quantity,6.018858,megatonnes
"Fruit, citrus nes",1998,production_quantity,6.200532,megatonnes
"Fruit, citrus nes",1999,production_quantity,7.285689,megatonnes
"Fruit, citrus nes",2000,production_quantity,7.198448,megatonnes
"Fruit, citrus nes",2001,production_quantity,7.454386,megatonnes
"Fruit, citrus nes",2002,production_quantity,7.34098,megatonnes
"Fruit, citrus nes",2003,production_quantity,7.3917589999999995,megatonnes
"Fruit, citrus nes",2004,production_quantity,7.674861,megatonnes
"Fruit, citrus nes",2005,production_quantity,7.7535289999999994,megatonnes
"Fruit, citrus nes",2006,production_quantity,7.722473,megatonnes
"Fruit, citrus nes",2007,production_quantity,10.974674,megatonnes
"Fruit, citrus nes",2008,production_quantity,10.88504,megatonnes
"Fruit, citrus nes",2009,production_quantity,12.233449,megatonnes
"Fruit, citrus nes",2010,production_quantity,12.417727000000001,megatonnes
"Fruit, citrus nes",2011,production_quantity,11.344522999999999,megatonnes
"Fruit, citrus nes",2012,production_quantity,12.776309,megatonnes
"Fruit, citrus nes",2013,production_quantity,12.712143,megatonnes
"Fruit, citrus nes",2014,production_quantity,12.826462,megatonnes
"Fruit, citrus nes",2015,production_quantity,13.123118,megatonnes
"Fruit, citrus nes",2016,production_quantity,13.664359,megatonnes
"Fruit, citrus nes",2017,production_quantity,13.704489,megatonnes
"Fruit, citrus nes",2018,production_quantity,13.898418,megatonnes
"Fruit, fresh nes",1961,production_quantity,6.569445,megatonnes
"Fruit, fresh nes",1962,production_quantity,6.595442,megatonnes
"Fruit, fresh nes",1963,production_quantity,6.662864999999999,megatonnes
"Fruit, fresh nes",1964,production_quantity,7.016731,megatonnes
"Fruit, fresh nes",1965,production_quantity,7.0834410000000005,megatonnes
"Fruit, fresh nes",1966,production_quantity,7.447226,megatonnes
"Fruit, fresh nes",1967,production_quantity,7.678119000000001,megatonnes
"Fruit, fresh nes",1968,production_quantity,7.846738,megatonnes
"Fruit, fresh nes",1969,production_quantity,7.870829,megatonnes
"Fruit, fresh nes",1970,production_quantity,7.765414,megatonnes
"Fruit, fresh nes",1971,production_quantity,8.000100999999999,megatonnes
"Fruit, fresh nes",1972,production_quantity,8.097495,megatonnes
"Fruit, fresh nes",1973,production_quantity,8.273480000000001,megatonnes
"Fruit, fresh nes",1974,production_quantity,8.686314999999999,megatonnes
"Fruit, fresh nes",1975,production_quantity,8.840188000000001,megatonnes
"Fruit, fresh nes",1976,production_quantity,8.946835,megatonnes
"Fruit, fresh nes",1977,production_quantity,8.949693,megatonnes
"Fruit, fresh nes",1978,production_quantity,9.239011999999999,megatonnes
"Fruit, fresh nes",1979,production_quantity,9.452383,megatonnes
"Fruit, fresh nes",1980,production_quantity,9.770195,megatonnes
"Fruit, fresh nes",1981,production_quantity,10.211586,megatonnes
"Fruit, fresh nes",1982,production_quantity,10.507419,megatonnes
"Fruit, fresh nes",1983,production_quantity,11.062395,megatonnes
"Fruit, fresh nes",1984,production_quantity,12.278314,megatonnes
"Fruit, fresh nes",1985,production_quantity,12.313014,megatonnes
"Fruit, fresh nes",1986,production_quantity,13.640773000000001,megatonnes
"Fruit, fresh nes",1987,production_quantity,13.660965,megatonnes
"Fruit, fresh nes",1988,production_quantity,13.215086999999999,megatonnes
"Fruit, fresh nes",1989,production_quantity,13.639479999999999,megatonnes
"Fruit, fresh nes",1990,production_quantity,13.578207999999998,megatonnes
"Fruit, fresh nes",1991,production_quantity,13.914137,megatonnes
"Fruit, fresh nes",1992,production_quantity,16.427989999999998,megatonnes
"Fruit, fresh nes",1993,production_quantity,16.598838,megatonnes
"Fruit, fresh nes",1994,production_quantity,17.225094,megatonnes
"Fruit, fresh nes",1995,production_quantity,18.225215,megatonnes
"Fruit, fresh nes",1996,production_quantity,19.309226000000002,megatonnes
"Fruit, fresh nes",1997,production_quantity,20.243704,megatonnes
"Fruit, fresh nes",1998,production_quantity,23.269002,megatonnes
"Fruit, fresh nes",1999,production_quantity,22.695404999999997,megatonnes
"Fruit, fresh nes",2000,production_quantity,22.239524,megatonnes
"Fruit, fresh nes",2001,production_quantity,23.273587,megatonnes
"Fruit, fresh nes",2002,production_quantity,23.814688,megatonnes
"Fruit, fresh nes",2003,production_quantity,24.446273,megatonnes
"Fruit, fresh nes",2004,production_quantity,23.484849,megatonnes
"Fruit, fresh nes",2005,production_quantity,24.979407000000002,megatonnes
"Fruit, fresh nes",2006,production_quantity,26.077685,megatonnes
"Fruit, fresh nes",2007,production_quantity,25.869654,megatonnes
"Fruit, fresh nes",2008,production_quantity,27.277461,megatonnes
"Fruit, fresh nes",2009,production_quantity,27.829657,megatonnes
"Fruit, fresh nes",2010,production_quantity,28.288247,megatonnes
"Fruit, fresh nes",2011,production_quantity,29.224775,megatonnes
"Fruit, fresh nes",2012,production_quantity,30.571299,megatonnes
"Fruit, fresh nes",2013,production_quantity,31.422463,megatonnes
"Fruit, fresh nes",2014,production_quantity,32.349069,megatonnes
"Fruit, fresh nes",2015,production_quantity,32.731533,megatonnes
"Fruit, fresh nes",2016,production_quantity,33.884640999999995,megatonnes
"Fruit, fresh nes",2017,production_quantity,34.351109,megatonnes
"Fruit, fresh nes",2018,production_quantity,33.922019,megatonnes
"Fruit, pome nes",1992,production_quantity,0.0,megatonnes
"Fruit, pome nes",1993,production_quantity,0.0,megatonnes
"Fruit, pome nes",1994,production_quantity,0.0,megatonnes
"Fruit, pome nes",1995,production_quantity,0.0,megatonnes
"Fruit, pome nes",1996,production_quantity,0.0,megatonnes
"Fruit, pome nes",1997,production_quantity,0.0,megatonnes
"Fruit, pome nes",1998,production_quantity,0.0,megatonnes
"Fruit, pome nes",1999,production_quantity,0.0,megatonnes
"Fruit, pome nes",2000,production_quantity,0.0395,megatonnes
"Fruit, pome nes",2001,production_quantity,0.04,megatonnes
"Fruit, pome nes",2002,production_quantity,0.042,megatonnes
"Fruit, pome nes",2003,production_quantity,0.0431,megatonnes
"Fruit, pome nes",2004,production_quantity,0.043,megatonnes
"Fruit, pome nes",2005,production_quantity,0.0479,megatonnes
"Fruit, pome nes",2006,production_quantity,0.06953200000000001,megatonnes
"Fruit, pome nes",2007,production_quantity,0.0703,megatonnes
"Fruit, pome nes",2008,production_quantity,0.07522000000000001,megatonnes
"Fruit, pome nes",2009,production_quantity,0.0814,megatonnes
"Fruit, pome nes",2010,production_quantity,0.0912,megatonnes
"Fruit, pome nes",2011,production_quantity,0.03991,megatonnes
"Fruit, pome nes",2012,production_quantity,0.0446,megatonnes
"Fruit, pome nes",2013,production_quantity,0.04576,megatonnes
"Fruit, pome nes",2014,production_quantity,0.05075,megatonnes
"Fruit, pome nes",2015,production_quantity,0.05695,megatonnes
"Fruit, pome nes",2016,production_quantity,0.060015,megatonnes
"Fruit, pome nes",2017,production_quantity,0.059798000000000004,megatonnes
"Fruit, pome nes",2018,production_quantity,0.059113,megatonnes
"Fruit, stone nes",1961,production_quantity,0.11723,megatonnes
"Fruit, stone nes",1962,production_quantity,0.10906500000000001,megatonnes
"Fruit, stone nes",1963,production_quantity,0.103427,megatonnes
"Fruit, stone nes",1964,production_quantity,0.11155899999999999,megatonnes
"Fruit, stone nes",1965,production_quantity,0.119341,megatonnes
"Fruit, stone nes",1966,production_quantity,0.121082,megatonnes
"Fruit, stone nes",1967,production_quantity,0.139503,megatonnes
"Fruit, stone nes",1968,production_quantity,0.145318,megatonnes
"Fruit, stone nes",1969,production_quantity,0.140722,megatonnes
"Fruit, stone nes",1970,production_quantity,0.145753,megatonnes
"Fruit, stone nes",1971,production_quantity,0.13187000000000001,megatonnes
"Fruit, stone nes",1972,production_quantity,0.14567,megatonnes
"Fruit, stone nes",1973,production_quantity,0.157886,megatonnes
"Fruit, stone nes",1974,production_quantity,0.15780999999999998,megatonnes
"Fruit, stone nes",1975,production_quantity,0.160201,megatonnes
"Fruit, stone nes",1976,production_quantity,0.177517,megatonnes
"Fruit, stone nes",1977,production_quantity,0.16228199999999998,megatonnes
"Fruit, stone nes",1978,production_quantity,0.176376,megatonnes
"Fruit, stone nes",1979,production_quantity,0.1779,megatonnes
"Fruit, stone nes",1980,production_quantity,0.17854,megatonnes
"Fruit, stone nes",1981,production_quantity,0.17158800000000002,megatonnes
"Fruit, stone nes",1982,production_quantity,0.20336400000000002,megatonnes
"Fruit, stone nes",1983,production_quantity,0.208957,megatonnes
"Fruit, stone nes",1984,production_quantity,0.21565700000000002,megatonnes
"Fruit, stone nes",1985,production_quantity,0.223757,megatonnes
"Fruit, stone nes",1986,production_quantity,0.23777199999999998,megatonnes
"Fruit, stone nes",1987,production_quantity,0.22540700000000002,megatonnes
"Fruit, stone nes",1988,production_quantity,0.23461300000000002,megatonnes
"Fruit, stone nes",1989,production_quantity,0.255822,megatonnes
"Fruit, stone nes",1990,production_quantity,0.278068,megatonnes
"Fruit, stone nes",1991,production_quantity,0.44837299999999997,megatonnes
"Fruit, stone nes",1992,production_quantity,0.47237799999999996,megatonnes
"Fruit, stone nes",1993,production_quantity,0.534567,megatonnes
"Fruit, stone nes",1994,production_quantity,0.49295900000000004,megatonnes
"Fruit, stone nes",1995,production_quantity,0.565905,megatonnes
"Fruit, stone nes",1996,production_quantity,0.654432,megatonnes
"Fruit, stone nes",1997,production_quantity,0.580008,megatonnes
"Fruit, stone nes",1998,production_quantity,0.640901,megatonnes
"Fruit, stone nes",1999,production_quantity,0.761559,megatonnes
"Fruit, stone nes",2000,production_quantity,0.772928,megatonnes
"Fruit, stone nes",2001,production_quantity,0.8342440000000001,megatonnes
"Fruit, stone nes",2002,production_quantity,0.873612,megatonnes
"Fruit, stone nes",2003,production_quantity,1.019364,megatonnes
"Fruit, stone nes",2004,production_quantity,1.015131,megatonnes
"Fruit, stone nes",2005,production_quantity,1.266751,megatonnes
"Fruit, stone nes",2006,production_quantity,1.462384,megatonnes
"Fruit, stone nes",2007,production_quantity,1.186906,megatonnes
"Fruit, stone nes",2008,production_quantity,1.341482,megatonnes
"Fruit, stone nes",2009,production_quantity,1.432223,megatonnes
"Fruit, stone nes",2010,production_quantity,1.6602540000000001,megatonnes
"Fruit, stone nes",2011,production_quantity,1.8557279999999998,megatonnes
"Fruit, stone nes",2012,production_quantity,1.85454,megatonnes
"Fruit, stone nes",2013,production_quantity,2.0629,megatonnes
"Fruit, stone nes",2014,production_quantity,1.971114,megatonnes
"Fruit, stone nes",2015,production_quantity,1.6245120000000002,megatonnes
"Fruit, stone nes",2016,production_quantity,0.568567,megatonnes
"Fruit, stone nes",2017,production_quantity,0.570102,megatonnes
"Fruit, stone nes",2018,production_quantity,0.5826479999999999,megatonnes
