product,year,variable,harvested_t,units,area_harvested_ha,yield_t_per_ha
"Onions, dry",1974,production_quantity,19.191475,megatonnes,1449875.0,13.236641089749117
Watermelons,1963,production_quantity,19.18244,megatonnes,1967362.0,9.750335728757594
"Tangerines, mandarins, clementines, satsumas",1997,production_quantity,19.152894,megatonnes,1603356.0,11.945503057337236
Watermelons,1965,production_quantity,19.149955,megatonnes,1931300.0,9.915577590224201
"Beans, green",2009,production_quantity,19.141756,megatonnes,1450698.0,13.194859302211762
Watermelons,1962,production_quantity,19.137184,megatonnes,1995266.0,9.591294594304719
"Fruit, tropical fresh nes",2008,production_quantity,19.128072,megatonnes,2715097.0,7.045078684113312
Cotton lint,1997,production_quantity,19.119914,megatonnes,,
"Groundnuts, with shell",1983,production_quantity,19.118318,megatonnes,18485340.0,1.0342421616264563
"Groundnuts, with shell",1975,production_quantity,19.118177,megatonnes,19999114.0,0.9559511986380996
"Pumpkins, squash and gourds",2002,production_quantity,19.068056,megatonnes,1477090.0,12.90920390768335
"Fruit, tropical fresh nes",2007,production_quantity,19.032876,megatonnes,2695303.0,7.061497724003572
Olives,2009,production_quantity,19.022164,megatonnes,9659650.0,1.9692394651980145
"Beans, green",2008,production_quantity,18.954409,megatonnes,1450585.0,13.06673445540937
Carrots and turnips,1996,production_quantity,18.944397,megatonnes,831087.0,22.794721852224857
"Groundnuts, with shell",1971,production_quantity,18.897229,megatonnes,20336106.0,0.9292452055472173
Spinach,2008,production_quantity,18.865804,megatonnes,814919.0,23.150526616755776
Sunflower seed,1985,production_quantity,18.860156,megatonnes,14845942.0,1.2703913298327583
Cotton lint,2002,production_quantity,18.854042,megatonnes,,
Lettuce and chicory,2001,production_quantity,18.837466,megatonnes,879501.0,21.418356545359245
"Groundnuts, with shell",1974,production_quantity,18.789493,megatonnes,19892273.0,0.9445623936490315
Oranges,1965,production_quantity,18.775889000000006,megatonnes,1510069.0,12.43379540934885
"Melons, other (inc.cantaloupes)",1999,production_quantity,18.774899,megatonnes,966967.0,19.41627687397812
Cauliflowers and broccoli,2006,production_quantity,18.769579,megatonnes,1029018.0,18.240282482910892
"Onions, dry",1975,production_quantity,18.747269,megatonnes,1449995.0,12.929195617915925
Olives,2006,production_quantity,18.713075,megatonnes,9252566.0,2.022474089890307
"Beans, dry",2004,production_quantity,18.659215,megatonnes,27306133.0,0.6833342165293049
Cottonseed,1962,production_quantity,18.648654,megatonnes,,
"Fruit, tropical fresh nes",2004,production_quantity,18.638815,megatonnes,2454664.0,7.593224571672539
Cotton lint,2000,production_quantity,18.542579,megatonnes,,
"Chillies and peppers, green",1998,production_quantity,18.516711,megatonnes,1502819.0,12.321318136116192
Cotton lint,1990,production_quantity,18.515891,megatonnes,,
"Mangoes, mangosteens, guavas",1992,production_quantity,18.506448,megatonnes,2482794.0,7.453879782213104
"Beans, dry",2001,production_quantity,18.475305,megatonnes,23965299.0,0.7709190275489574
"Groundnuts, with shell",1978,production_quantity,18.473206,megatonnes,19029340.0,0.9707749191511634
Olives,2003,production_quantity,18.463929,megatonnes,8825139.0,2.0921969614302958
"Tangerines, mandarins, clementines, satsumas",2000,production_quantity,18.443183,megatonnes,1657980.0,11.123887501658645
Pears,2004,production_quantity,18.431238,megatonnes,1579560.0,11.668589987085012
Lettuce and chicory,2000,production_quantity,18.398156,megatonnes,855541.0,21.504704041068752
Peaches and nectarines,2006,production_quantity,18.39322,megatonnes,1513891.0,12.149632965649442
Cotton lint,1994,production_quantity,18.384025,megatonnes,,
"Fruit, tropical fresh nes",2006,production_quantity,18.366503,megatonnes,2614334.0,7.025308548945927
Eggplants (aubergines),1995,production_quantity,18.364604,megatonnes,1137435.0,16.145629420582274
"Fruit, tropical fresh nes",2005,production_quantity,18.332498,megatonnes,2542733.0,7.2097613080099245
Cotton lint,1992,production_quantity,18.331315,megatonnes,,
"Oil, palm",1997,production_quantity,18.279798,megatonnes,,
Cotton lint,1988,production_quantity,18.246662,megatonnes,,
"Onions, dry",1973,production_quantity,18.229793,megatonnes,1418558.0,12.850932425745016
"Fruit, fresh nes",1995,production_quantity,18.225215,megatonnes,2929858.0,6.220511369492993
Cotton lint,1999,production_quantity,18.224697,megatonnes,,
Rye,2009,production_quantity,18.218788,megatonnes,6596930.0,2.761707036454836
"Oil, palm",1998,production_quantity,18.206018,megatonnes,,
Cotton lint,1998,production_quantity,18.186471,megatonnes,,
Cucumbers and gherkins,1992,production_quantity,18.149188,megatonnes,1175014.0,15.445933410155114
Palm kernels,2018,production_quantity,18.111334,megatonnes,,
"Groundnuts, with shell",1979,production_quantity,18.102378,megatonnes,18522761.0,0.977304517398891
Rye,2008,production_quantity,18.083497,megatonnes,6744956.0,2.681040024575401
"Groundnuts, with shell",1982,production_quantity,18.066535,megatonnes,18430174.0,0.9802693669631117
Olives,2004,production_quantity,18.051285,megatonnes,9110605.0,1.9813486590627076
Peaches and nectarines,2005,production_quantity,18.041495,megatonnes,1506771.0,11.97361443776128
Cotton lint,1984,production_quantity,18.025936,megatonnes,,
"Beans, green",2007,production_quantity,18.017731,megatonnes,1450050.0,12.42559291058929
"Beans, dry",1991,production_quantity,18.003141,megatonnes,27428991.0,0.6563544754526333
Pineapples,2005,production_quantity,17.986984,megatonnes,803058.0,22.398113212246187
"Groundnuts, with shell",1970,production_quantity,17.973404000000006,megatonnes,19491094.0,0.9221341808725568
"Beans, dry",1999,production_quantity,17.95318,megatonnes,23690861.0,0.7578103640893423
Cauliflowers and broccoli,2004,production_quantity,17.940242,megatonnes,970502.0,18.485528108133728
"Mangoes, mangosteens, guavas",1991,production_quantity,17.93282,megatonnes,2379438.0,7.53657796504889
Yams,1989,production_quantity,17.927657999999994,megatonnes,1967265.0,9.112985794999654
Watermelons,1961,production_quantity,17.847421,megatonnes,1955516.0,9.126706710658466
"Beans, dry",2000,production_quantity,17.839493,megatonnes,23827931.0,0.7486799000718947
"Pumpkins, squash and gourds",2001,production_quantity,17.792888,megatonnes,1414947.0,12.574950157143695
"Beans, dry",1995,production_quantity,17.787767000000006,megatonnes,25928321.0,0.6860362072808343
Olives,2008,production_quantity,17.781851,megatonnes,9460578.0,1.8795734256405898
"Mangoes, mangosteens, guavas",1987,production_quantity,17.74073,megatonnes,1896442.0,9.354744305388722
Cucumbers and gherkins,1991,production_quantity,17.727672000000005,megatonnes,1183868.0,14.974365385330124
Palm kernels,2017,production_quantity,17.724995,megatonnes,,
"Tangerines, mandarins, clementines, satsumas",1998,production_quantity,17.718898,megatonnes,1665754.0,10.63716371084806
Olives,2012,production_quantity,17.69183,megatonnes,10223493.0,1.7305073715999022
Rye,2004,production_quantity,17.68759,megatonnes,6859995.0,2.578367768489627
"Groundnuts, with shell",1977,production_quantity,17.681164000000006,megatonnes,18561192.0,0.9525877432871772
Cucumbers and gherkins,1990,production_quantity,17.625892999999994,megatonnes,1196382.0,14.732663146052007
"Beans, dry",1994,production_quantity,17.611866,megatonnes,26619869.0,0.6616060357021291
Pears,2003,production_quantity,17.566561,megatonnes,1559955.0,11.26094086047354
"Onions, dry",1971,production_quantity,17.566179,megatonnes,1371176.0,12.811031552477582
"Beans, dry",1990,production_quantity,17.544635,megatonnes,26546569.0,0.6609002843267617
"Fruit, tropical fresh nes",2003,production_quantity,17.541868,megatonnes,2448148.0,7.165362551610442
Cauliflowers and broccoli,2005,production_quantity,17.536011,megatonnes,956747.0,18.32878597999262
Plantains and others,1969,production_quantity,17.531173000000006,megatonnes,2904941.0,6.034949763179358
"Groundnuts, with shell",1967,production_quantity,17.468560999999998,megatonnes,19913441.0,0.877224634356262
Lemons and limes,2017,production_quantity,17.456457,megatonnes,1089434.0,16.023418582493296
Carrots and turnips,1995,production_quantity,17.45512,megatonnes,790126.0,22.091565142774698
"Peas, green",2014,production_quantity,17.450024,megatonnes,2352950.0,7.416232389128541
Cottonseed,1961,production_quantity,17.439864,megatonnes,,
"Peas, green",2013,production_quantity,17.428442999999998,megatonnes,2288086.0,7.617040181181999
Yams,1970,production_quantity,17.428361,megatonnes,2062595.0,8.449725224777525
"Melons, other (inc.cantaloupes)",1998,production_quantity,17.403686999999998,megatonnes,940933.0,18.49620217379983
Cauliflowers and broccoli,2003,production_quantity,17.390626,megatonnes,943809.0,18.426001447326737
"Melons, other (inc.cantaloupes)",1996,production_quantity,17.342594000000002,megatonnes,943989.0,18.371606025070207
Cotton lint,1985,production_quantity,17.342525,megatonnes,,
Oil palm fruit,1973,production_quantity,17.320636999999998,megatonnes,3263026.0,5.308151697228277
"Chillies and peppers, green",1997,production_quantity,17.29699,megatonnes,1402097.0,12.336514520749992
"Pumpkins, squash and gourds",2000,production_quantity,17.282035,megatonnes,1417531.0,12.19164519153373
"Groundnuts, with shell",1973,production_quantity,17.252562,megatonnes,19751873.0,0.8734646076349316
Lemons and limes,2016,production_quantity,17.234276,megatonnes,1052240.0,16.378655059682202
"Mangoes, mangosteens, guavas",1986,production_quantity,17.225343,megatonnes,1815139.0,9.489820338828046
"Fruit, fresh nes",1994,production_quantity,17.225094,megatonnes,2701836.0,6.375329220574454
"Beans, green",2006,production_quantity,17.215594,megatonnes,1444350.0,11.91926749056669
"Onions, dry",1972,production_quantity,17.192974,megatonnes,1377013.0,12.485702023147203
Chick peas,2018,production_quantity,17.192188,megatonnes,17814502.0,0.9650669999082769
Lettuce and chicory,1999,production_quantity,17.191619,megatonnes,816595.0,21.052809532265076
"Beans, dry",1992,production_quantity,17.169073,megatonnes,25441303.0,0.674850380108283
"Onions, dry",1969,production_quantity,17.166760999999994,megatonnes,1344555.0,12.767615307666844
"Mangoes, mangosteens, guavas",1990,production_quantity,17.166127,megatonnes,2026440.0,8.471075876907285
"Beans, dry",1996,production_quantity,17.102923999999998,megatonnes,25786354.0,0.6632548362595191
"Peas, green",2012,production_quantity,17.064749,megatonnes,2284342.0,7.470312676473138
Apples,1961,production_quantity,17.053651000000002,megatonnes,1721568.0,9.905882892804701
"Oil, palm",1996,production_quantity,17.009521,megatonnes,,
Cotton lint,1989,production_quantity,17.008093,megatonnes,,
"Groundnuts, with shell",1976,production_quantity,17.002185,megatonnes,18761786.0,0.9062135662351122
Triticale,2014,production_quantity,16.982007,megatonnes,4123523.0,4.118324791689049
Olives,2007,production_quantity,16.979435000000002,megatonnes,9354887.0,1.815033682395095
"Peas, green",2011,production_quantity,16.969486,megatonnes,2240275.0,7.574733459061946
Triticale,2015,production_quantity,16.968110999999997,megatonnes,4559733.0,3.721294865291454
Yams,1988,production_quantity,16.96735,megatonnes,1928372.0,8.798795045769177
Plantains and others,1968,production_quantity,16.942138,megatonnes,2922508.0,5.797122882127269
Pineapples,2004,production_quantity,16.939662,megatonnes,765624.0,22.12530171467979
Lemons and limes,2015,production_quantity,16.908006,megatonnes,1057586.0,15.987358002091556
Pears,2002,production_quantity,16.899153,megatonnes,1540564.0,10.969458587893785
"Groundnuts, with shell",1980,production_quantity,16.891257,megatonnes,18364243.0,0.9197905407807989
Lemons and limes,2008,production_quantity,16.850089,megatonnes,1077555.0,15.63733544923461
"Onions, dry",1970,production_quantity,16.748642999999998,megatonnes,1334693.0,12.548685727729147
Cauliflowers and broccoli,2002,production_quantity,16.717553,megatonnes,909407.0,18.38291655991212
Rapeseed,1984,production_quantity,16.710757,megatonnes,13514505.0,1.2365052956064615
Peaches and nectarines,2004,production_quantity,16.708866,megatonnes,1490252.0,11.212107750903874
Oil palm fruit,1972,production_quantity,16.674448,megatonnes,3210852.0,5.193153717455679
Oranges,1963,production_quantity,16.664757,megatonnes,1431563.0,11.640952581199711
Cotton lint,1993,production_quantity,16.664479,megatonnes,,
Rye,2013,production_quantity,16.662395,megatonnes,5729776.0,2.908036020954397
"Peas, dry",1990,production_quantity,16.637456,megatonnes,8703311.0,1.9116237487089685
Oranges,1962,production_quantity,16.634907000000002,megatonnes,1356708.0,12.261228650527602
Carrots and turnips,1994,production_quantity,16.633492,megatonnes,758354.0,21.933677411868334
"Groundnuts, with shell",1964,production_quantity,16.629189999999998,megatonnes,18856845.0,0.881864914305654
Sunflower seed,1984,production_quantity,16.628369,megatonnes,13910907.0,1.1953475787020933
"Groundnuts, with shell",1969,production_quantity,16.626235,megatonnes,18986240.0,0.8756991905716983
Oranges,1964,production_quantity,16.614897,megatonnes,1438472.0,11.550379152322742
"Beans, dry",1998,production_quantity,16.609308,megatonnes,24280386.0,0.6840627657237409
"Fruit, fresh nes",1993,production_quantity,16.598838,megatonnes,2667009.0,6.2237652741329335
"Beans, dry",1988,production_quantity,16.567574,megatonnes,26806240.0,0.6180491557189669
"Mangoes, mangosteens, guavas",1985,production_quantity,16.545699,megatonnes,1783403.0,9.27759962274371
Cotton lint,1987,production_quantity,16.532426,megatonnes,,
"Beans, dry",1997,production_quantity,16.524782000000002,megatonnes,25509382.0,0.6477923298965064
"Onions, dry",1968,production_quantity,16.47664,megatonnes,1307243.0,12.604114154751642
"Fruit, tropical fresh nes",2002,production_quantity,16.474209,megatonnes,2221691.0,7.415166645586627
"Beans, dry",1993,production_quantity,16.467245000000002,megatonnes,24624745.0,0.6687275340313169
Sunflower seed,1982,production_quantity,16.456725,megatonnes,13217939.0,1.245029576850067
Lemons and limes,2009,production_quantity,16.431911,megatonnes,1111454.0,14.784157508992724
"Fruit, fresh nes",1992,production_quantity,16.427989999999998,megatonnes,2686910.0,6.114082719555176
"Mangoes, mangosteens, guavas",1989,production_quantity,16.425741,megatonnes,2006994.0,8.184250177130574
Lettuce and chicory,1997,production_quantity,16.403499,megatonnes,752925.0,21.786365175814325
"Chillies and peppers, green",1996,production_quantity,16.401745000000002,megatonnes,1371275.0,11.960945105832165
Pears,2001,production_quantity,16.397976999999994,megatonnes,1536566.0,10.671833816445238
"Groundnuts, with shell",1972,production_quantity,16.36694,megatonnes,20155005.0,0.81205338326634
Pineapples,2003,production_quantity,16.323127,megatonnes,758284.0,21.526403036329395
Oil palm fruit,1971,production_quantity,16.318727,megatonnes,3311979.0,4.927183113177952
"Groundnuts, with shell",1966,production_quantity,16.306244,megatonnes,19610096.0,0.8315229053442675
"Melons, other (inc.cantaloupes)",1997,production_quantity,16.291655,megatonnes,873944.0,18.641531951703996
"Onions, dry",1967,production_quantity,16.263748,megatonnes,1307266.0,12.441039543597094
Pears,2000,production_quantity,16.260958,megatonnes,1540095.0,10.558412305734386
"Melons, other (inc.cantaloupes)",1995,production_quantity,16.248009,megatonnes,950428.0,17.09546541137256
Olives,2014,production_quantity,16.202406,megatonnes,10128974.0,1.5996097926601451
"Tangerines, mandarins, clementines, satsumas",1995,production_quantity,16.201097,megatonnes,1507996.0,10.743461521118093
Plantains and others,1967,production_quantity,16.186542000000006,megatonnes,2723672.0,5.942911628125562
"Peas, dry",2017,production_quantity,16.179523,megatonnes,8134920.0,1.988897616694448
Cucumbers and gherkins,1989,production_quantity,16.16911,megatonnes,1215646.0,13.300837579361097
Carrots and turnips,1993,production_quantity,16.159138000000002,megatonnes,704823.0,22.926519140266425
Lettuce and chicory,1998,production_quantity,16.149102,megatonnes,778896.0,20.733322548838355
Spinach,2007,production_quantity,16.128498,megatonnes,812072.0,19.860921199105498
Cucumbers and gherkins,1987,production_quantity,16.105021,megatonnes,1174785.0,13.70890928978494
Lemons and limes,2007,production_quantity,16.080645,megatonnes,1009130.0,15.935157016439904
"Groundnuts, with shell",1968,production_quantity,16.024094,megatonnes,19183406.0,0.835310163377661
Cauliflowers and broccoli,2001,production_quantity,15.985744,megatonnes,859243.0,18.604450661803472
"Peas, green",2010,production_quantity,15.985461,megatonnes,2184662.0,7.317132352739234
Cucumbers and gherkins,1988,production_quantity,15.982403,megatonnes,1176697.0,13.582428611613695
Pineapples,2002,production_quantity,15.982323999999998,megatonnes,755600.0,21.151831656961352
Oranges,1961,production_quantity,15.976472,megatonnes,1261408.0,12.665586392348867
Cauliflowers and broccoli,2000,production_quantity,15.967406,megatonnes,848499.0,18.818414635727326
Olives,2002,production_quantity,15.965256,megatonnes,8463525.0,1.8863601159091514
Olives,2005,production_quantity,15.965113,megatonnes,9188091.0,1.7375876011676419
"Melons, other (inc.cantaloupes)",1994,production_quantity,15.952659,megatonnes,963468.0,16.557539015307203
"Oil, palm",1995,production_quantity,15.935864000000002,megatonnes,,
"Tangerines, mandarins, clementines, satsumas",1996,production_quantity,15.922092,megatonnes,1562158.0,10.192369785898737
"Mangoes, mangosteens, guavas",1984,production_quantity,15.90928,megatonnes,1886465.0,8.433382013448433
Lemons and limes,2014,production_quantity,15.899014,megatonnes,1018325.0,15.612907470601233
"Groundnuts, with shell",1963,production_quantity,15.879053,megatonnes,17974044.0,0.8834435366910196
Eggplants (aubergines),1994,production_quantity,15.875117,megatonnes,975951.0,16.266305378036396
"Pumpkins, squash and gourds",1999,production_quantity,15.850793,megatonnes,1344469.0,11.789630701786356
Pineapples,2001,production_quantity,15.840533,megatonnes,753979.0,21.00924959448473
"Groundnuts, with shell",1965,production_quantity,15.831587,megatonnes,19768918.0,0.8008322458517962
Cucumbers and gherkins,1986,production_quantity,15.815509,megatonnes,1166582.0,13.55713443204164
"Peas, green",2009,production_quantity,15.7454,megatonnes,2128635.0,7.396946869707582
Palm kernels,2016,production_quantity,15.729562,megatonnes,,
Sunflower seed,1983,production_quantity,15.728491,megatonnes,13037985.0,1.2063590347741617
"Mangoes, mangosteens, guavas",1988,production_quantity,15.727285,megatonnes,1939240.0,8.110025061364246
"Pumpkins, squash and gourds",1998,production_quantity,15.682655,megatonnes,1288209.0,12.17399893961306
Triticale,2009,production_quantity,15.664682999999998,megatonnes,4307790.0,3.6363618003663127
"Beans, dry",1984,production_quantity,15.664232,megatonnes,26321041.0,0.5951220546330216
Olives,2000,production_quantity,15.654217,megatonnes,8351778.0,1.8743574122779605
"Beans, dry",1989,production_quantity,15.582299,megatonnes,26178016.0,0.5952436960845314
"Melons, other (inc.cantaloupes)",1993,production_quantity,15.558485999999998,megatonnes,960457.0,16.19904482970086
Triticale,2016,production_quantity,15.535409,megatonnes,4230430.0,3.6723002153445394
Triticale,2017,production_quantity,15.515704,megatonnes,4132275.0,3.754760755274032
Yams,1969,production_quantity,15.509434,megatonnes,1810777.0,8.565071237374895
"Beans, dry",1985,production_quantity,15.499453,megatonnes,26417031.0,0.5867219900676953
Cucumbers and gherkins,1985,production_quantity,15.466031,megatonnes,1160660.0,13.32520376337601
Olives,1996,production_quantity,15.457161,megatonnes,7994527.0,1.9334678586988323
"Beans, green",2005,production_quantity,15.441689000000002,megatonnes,1419116.0,10.881202805126573
Peaches and nectarines,2003,production_quantity,15.437601999999998,megatonnes,1443525.0,10.694377998302764
Lemons and limes,2013,production_quantity,15.434482,megatonnes,1002014.0,15.403459432702537
Palm kernels,2014,production_quantity,15.406049,megatonnes,,
Pears,1999,production_quantity,15.387644,megatonnes,1502889.0,10.238709578684787
"Onions, dry",1966,production_quantity,15.368178,megatonnes,1249489.0,12.29957046440585
"Pumpkins, squash and gourds",1997,production_quantity,15.347935,megatonnes,1215820.0,12.623525686368048
"Beans, dry",1982,production_quantity,15.342446,megatonnes,26214856.0,0.5852576874730878
"Mangoes, mangosteens, guavas",1983,production_quantity,15.341679,megatonnes,1828794.0,8.388959609447538
Lettuce and chicory,1996,production_quantity,15.335317000000002,megatonnes,719802.0,21.304910239204673
Olives,2001,production_quantity,15.334345,megatonnes,8441533.0,1.8165355747587553
Garlic,2006,production_quantity,15.318223,megatonnes,1173678.0,13.05146982392104
Pineapples,2000,production_quantity,15.295891,megatonnes,719145.0,21.269550646948808
Cotton lint,1981,production_quantity,15.281088,megatonnes,,
"Beans, dry",1981,production_quantity,15.278695,megatonnes,26440396.0,0.5778542424251134
Yams,1971,production_quantity,15.276915,megatonnes,2049107.0,7.455401304080265
Eggplants (aubergines),1993,production_quantity,15.272087,megatonnes,865940.0,17.636426311291775
Sunflower seed,1979,production_quantity,15.256227,megatonnes,12269579.0,1.2434189469744643
Carrots and turnips,1992,production_quantity,15.254336,megatonnes,691683.0,22.05394089488971
Rapeseed,1982,production_quantity,15.241159,megatonnes,13123837.0,1.1613340671634371
Cotton lint,1986,production_quantity,15.218412,megatonnes,,
Rye,2014,production_quantity,15.20156,megatonnes,5250562.0,2.895225311119076
"Peas, dry",1988,production_quantity,15.199191,megatonnes,9812808.0,1.548913522001042
"Peas, dry",1989,production_quantity,15.182891,megatonnes,9247332.0,1.6418671893687822
Rye,2007,production_quantity,15.173937,megatonnes,6414528.0,2.365557839953306
Rye,2005,production_quantity,15.159234,megatonnes,6804868.0,2.227704343420034
"Mangoes, mangosteens, guavas",1981,production_quantity,15.149126,megatonnes,1712967.0,8.843793254627789
"Beans, dry",1986,production_quantity,15.143551,megatonnes,26526575.0,0.5708822567557251
Palm kernels,2015,production_quantity,15.138247,megatonnes,,
Oil palm fruit,1970,production_quantity,15.127942,megatonnes,3263027.0,4.636168195972635
"Fruit, tropical fresh nes",2001,production_quantity,15.121218,megatonnes,2153468.0,7.021798327163441
"Tangerines, mandarins, clementines, satsumas",1994,production_quantity,15.116691,megatonnes,1438499.0,10.50865589757101
Olives,1997,production_quantity,15.101144,megatonnes,7807931.0,1.9340775424372987
"Groundnuts, with shell",1962,production_quantity,15.097797,megatonnes,17504141.0,0.8625271585735056
"Mangoes, mangosteens, guavas",1982,production_quantity,15.090114000000002,megatonnes,1801661.0,8.375667786559182
Pineapples,1999,production_quantity,15.086704,megatonnes,704472.0,21.41561907357567
Lemons and limes,2011,production_quantity,15.05933,megatonnes,954964.0,15.769526390523621
Garlic,2005,production_quantity,15.050684,megatonnes,1179257.0,12.762853220290403
"Beans, dry",1987,production_quantity,15.045832,megatonnes,25581875.0,0.5881442232049058
"Fruit, tropical fresh nes",1996,production_quantity,15.028878,megatonnes,1997952.0,7.522141673073227
Lemons and limes,2012,production_quantity,15.026675,megatonnes,972717.0,15.448146788839919
Cauliflowers and broccoli,1999,production_quantity,15.004272,megatonnes,823414.0,18.22202682976
"Peas, dry",1987,production_quantity,14.994708,megatonnes,9741608.0,1.5392436238452625
"Onions, dry",1965,production_quantity,14.963789000000002,megatonnes,1261812.0,11.858968689471967
Spinach,2006,production_quantity,14.955713,megatonnes,823446.0,18.162348229270652
"Peas, dry",2016,production_quantity,14.927396,megatonnes,7472088.0,1.997754309103426
"Peas, green",2008,production_quantity,14.924128,megatonnes,2050044.0,7.279906187379392
Plantains and others,1964,production_quantity,14.905463,megatonnes,2758397.0,5.403668507470099
"Pumpkins, squash and gourds",1996,production_quantity,14.886564000000002,megatonnes,1191321.0,12.495846207697172
Cotton lint,1982,production_quantity,14.879082,megatonnes,,
Pears,1998,production_quantity,14.849813,megatonnes,1444288.0,10.281753362210306
Olives,1998,production_quantity,14.844709,megatonnes,8000926.0,1.8553738654750713
"Beans, dry",1983,production_quantity,14.825734,megatonnes,25210078.0,0.5880875894156298
"Melons, other (inc.cantaloupes)",1992,production_quantity,14.821164,megatonnes,938736.0,15.788426138978371
Peaches and nectarines,2002,production_quantity,14.820466,megatonnes,1358543.0,10.9090886339262
"Peas, dry",1993,production_quantity,14.815141,megatonnes,7392448.0,2.0040913375379845
Oil palm fruit,1969,production_quantity,14.770860999999998,megatonnes,3295732.0,4.481814965537246
Plantains and others,1966,production_quantity,14.752204999999998,megatonnes,2574194.0,5.73080544822962
Palm kernels,2013,production_quantity,14.750079,megatonnes,,
Lemons and limes,2010,production_quantity,14.724505,megatonnes,1039911.0,14.159389601610139
Cucumbers and gherkins,1984,production_quantity,14.723844,megatonnes,1098301.0,13.406018932879055
Chick peas,2017,production_quantity,14.722155,megatonnes,14473056.0,1.017211223393318
"Oil, palm",1994,production_quantity,14.719162,megatonnes,,
"Onions, dry",1964,production_quantity,14.712839,megatonnes,1232145.0,11.940834073911756
Cucumbers and gherkins,1982,production_quantity,14.692796,megatonnes,1115219.0,13.174807818016014
Carrots and turnips,1991,production_quantity,14.688249,megatonnes,709406.0,20.704996856525035
"Peas, green",2007,production_quantity,14.679308,megatonnes,2006144.0,7.3171756364448415
"Fruit, tropical fresh nes",2000,production_quantity,14.629364,megatonnes,1940447.0,7.5391721598167845
Rye,2003,production_quantity,14.605525,megatonnes,6694302.0,2.1817845983046475
Yams,1975,production_quantity,14.590765,megatonnes,1585387.0,9.203282857750189
"Tangerines, mandarins, clementines, satsumas",1993,production_quantity,14.5701,megatonnes,1433210.0,10.166060800580516
"Onions, dry",1963,production_quantity,14.568073000000002,megatonnes,1235641.0,11.789891238636466
Cucumbers and gherkins,1983,production_quantity,14.558157,megatonnes,1106653.0,13.15512360243003
Cauliflowers and broccoli,1997,production_quantity,14.554982999999998,megatonnes,813989.0,17.881056132208172
"Melons, other (inc.cantaloupes)",1988,production_quantity,14.53104,megatonnes,934348.0,15.552064113156982
Rye,2012,production_quantity,14.496348,megatonnes,5274271.0,2.748502684067618
Triticale,2013,production_quantity,14.463664,megatonnes,3807483.0,3.7987468361644687
Garlic,2004,production_quantity,14.45569,megatonnes,1153831.0,12.528429206703581
"Mangoes, mangosteens, guavas",1980,production_quantity,14.420054,megatonnes,1676716.0,8.60017677412275
Cauliflowers and broccoli,1998,production_quantity,14.404774,megatonnes,799034.0,18.027735991209386
"Onions, dry",1962,production_quantity,14.364876999999998,megatonnes,1232778.0,11.652444316819409
Sunflower seed,1981,production_quantity,14.337102,megatonnes,12277192.0,1.1677834801312874
"Rubber, natural",2018,production_quantity,14.334823000000002,megatonnes,11800491.0,1.2147649618986194
Lettuce and chicory,1995,production_quantity,14.328984,megatonnes,666867.0,21.4870191507452
"Peas, dry",1994,production_quantity,14.323297,megatonnes,7646813.0,1.8731067439467919
"Onions, dry",1961,production_quantity,14.264046,megatonnes,1216213.0,11.728246614696603
Lettuce and chicory,1994,production_quantity,14.261120000000002,megatonnes,664328.0,21.466986187545913
Triticale,2008,production_quantity,14.240338,megatonnes,3889341.0,3.6613755389409155
Triticale,2004,production_quantity,14.240282999999998,megatonnes,3627333.0,3.9258273227189227
Cucumbers and gherkins,1981,production_quantity,14.204206,megatonnes,1085456.0,13.085934390707685
Cereals nes,2016,production_quantity,14.200168,megatonnes,5867667.0,2.4200705322916245
Cotton lint,1983,production_quantity,14.199766,megatonnes,,
Spinach,2005,production_quantity,14.199672,megatonnes,800254.0,17.743956293876693
Rapeseed,1983,production_quantity,14.16359,megatonnes,12807740.0,1.1058617679621854
"Oil, palm",1993,production_quantity,14.155115,megatonnes,,
"Groundnuts, with shell",1961,production_quantity,14.134052,megatonnes,16641343.0,0.849333614480514
"Rubber, natural",2017,production_quantity,14.132937,megatonnes,11627369.0,1.2154888178056447
"Melons, other (inc.cantaloupes)",1991,production_quantity,14.100551,megatonnes,907040.0,15.545677147645087
"Tangerines, mandarins, clementines, satsumas",1992,production_quantity,14.099049,megatonnes,1381134.0,10.20831360316957
"Peas, green",2006,production_quantity,14.097637,megatonnes,1884014.0,7.482766582413931
Pears,1997,production_quantity,14.088266,megatonnes,1869907.0,7.534206781406776
Olives,1999,production_quantity,14.08378,megatonnes,8313419.0,1.6941020295019413
"Mangoes, mangosteens, guavas",1979,production_quantity,14.083583,megatonnes,1606009.0,8.769305153333512
Oil palm fruit,1968,production_quantity,14.074539,megatonnes,3185274.0,4.418627408505516
"Chillies and peppers, green",1995,production_quantity,14.056153,megatonnes,1356883.0,10.359148872821017
"Melons, other (inc.cantaloupes)",1987,production_quantity,14.026291,megatonnes,888771.0,15.781670419039324
"Melons, other (inc.cantaloupes)",1986,production_quantity,14.017475,megatonnes,903445.0,15.515582022148553
Cotton lint,1973,production_quantity,13.987178,megatonnes,,
Cotton lint,1974,production_quantity,13.980362,megatonnes,,
Cotton lint,1977,production_quantity,13.940489,megatonnes,,
Cauliflowers and broccoli,1996,production_quantity,13.926224,megatonnes,799667.0,17.415029005823673
Peaches and nectarines,2001,production_quantity,13.919206,megatonnes,1249877.0,11.136460627725768
