category,product,year,producing_population_Mhd
meat,"Meat, mule",1966,0.0804
meat,"Meat, mule",1967,0.0851
meat,"Meat, mule",1968,0.0837
meat,"Meat, mule",1969,0.0817
meat,"Meat, mule",1970,0.0867
meat,"Meat, mule",1971,0.1011
meat,"Meat, mule",1972,0.1144
meat,"Meat, mule",1973,0.1115
meat,"Meat, mule",1974,0.114
meat,"Meat, mule",1975,0.117427
meat,"Meat, mule",1976,0.1234
meat,"Meat, mule",1977,0.1213
meat,"Meat, mule",1978,0.1322
meat,"Meat, mule",1979,0.138683
meat,"Meat, mule",1980,0.1506
meat,"Meat, mule",1981,0.1594
meat,"Meat, mule",1982,0.1653
meat,"Meat, mule",1983,0.174928
meat,"Meat, mule",1984,0.181669
meat,"Meat, mule",1985,0.196033
meat,"Meat, mule",1986,0.2102
meat,"Meat, mule",1987,0.234924
meat,"Meat, mule",1988,0.24469
meat,"Meat, mule",1989,0.256424
meat,"Meat, mule",1990,0.265367
meat,"Meat, mule",1991,0.27015
meat,"Meat, mule",1992,0.284593
meat,"Meat, mule",1993,0.2945
meat,"Meat, mule",1994,0.4597
meat,"Meat, mule",1995,0.5155
meat,"Meat, mule",1996,0.6195
meat,"Meat, mule",1997,0.5895
meat,"Meat, mule",1998,0.739
meat,"Meat, mule",1999,0.5957
meat,"Meat, mule",2000,0.6567
meat,"Meat, mule",2001,0.6756
meat,"Meat, mule",2002,0.6596
meat,"Meat, mule",2003,0.6586
meat,"Meat, mule",2004,0.6375
meat,"Meat, mule",2005,0.6057
meat,"Meat, mule",2006,0.6161
meat,"Meat, mule",2007,0.5836
meat,"Meat, mule",2008,0.5466
meat,"Meat, mule",2009,0.5706
meat,"Meat, mule",2010,0.5446
meat,"Meat, mule",2011,0.5266
meat,"Meat, mule",2012,0.5236
meat,"Meat, mule",2013,0.4823
meat,"Meat, mule",2014,0.4826
meat,"Meat, mule",2015,0.402944
meat,"Meat, mule",2016,0.362374
meat,"Meat, mule",2017,0.294364
meat,"Meat, mule",2018,0.281819
meat,"Meat, other camelids",1961,0.753678
meat,"Meat, other camelids",1962,0.84136
meat,"Meat, other camelids",1963,0.688359
meat,"Meat, other camelids",1964,0.78981
meat,"Meat, other camelids",1965,0.48283
meat,"Meat, other camelids",1966,0.48028
meat,"Meat, other camelids",1967,0.46818
meat,"Meat, other camelids",1968,0.48433
meat,"Meat, other camelids",1969,0.50761
meat,"Meat, other camelids",1970,0.54116
meat,"Meat, other camelids",1971,0.502029
meat,"Meat, other camelids",1972,0.478398
meat,"Meat, other camelids",1973,0.471336
meat,"Meat, other camelids",1974,0.483468
meat,"Meat, other camelids",1975,0.470423
meat,"Meat, other camelids",1976,0.466867
meat,"Meat, other camelids",1977,0.466624
meat,"Meat, other camelids",1978,0.468161
meat,"Meat, other camelids",1979,0.463721
meat,"Meat, other camelids",1980,0.44077
meat,"Meat, other camelids",1981,0.445991
meat,"Meat, other camelids",1982,0.444863
meat,"Meat, other camelids",1983,0.552562
meat,"Meat, other camelids",1984,0.434011
meat,"Meat, other camelids",1985,0.415103
meat,"Meat, other camelids",1986,0.407314
meat,"Meat, other camelids",1987,0.407961
meat,"Meat, other camelids",1988,0.42235
meat,"Meat, other camelids",1989,0.4331
meat,"Meat, other camelids",1990,0.473225
meat,"Meat, other camelids",1991,0.41712
meat,"Meat, other camelids",1992,0.461
meat,"Meat, other camelids",1993,0.431
meat,"Meat, other camelids",1994,0.46036
meat,"Meat, other camelids",1995,0.427941
meat,"Meat, other camelids",1996,0.415876
meat,"Meat, other camelids",1997,0.437454
meat,"Meat, other camelids",1998,0.455353
meat,"Meat, other camelids",1999,0.479221
meat,"Meat, other camelids",2000,0.494737
meat,"Meat, other camelids",2001,0.49223
meat,"Meat, other camelids",2002,0.532691
meat,"Meat, other camelids",2003,0.533
meat,"Meat, other camelids",2004,0.54
meat,"Meat, other camelids",2005,0.631983
meat,"Meat, other camelids",2006,0.671199
meat,"Meat, other camelids",2007,0.714573
meat,"Meat, other camelids",2008,0.753682
meat,"Meat, other camelids",2009,0.811336
meat,"Meat, other camelids",2010,0.792795
meat,"Meat, other camelids",2011,0.895514
meat,"Meat, other camelids",2012,0.927982
meat,"Meat, other camelids",2013,0.936841
meat,"Meat, other camelids",2014,0.936815
meat,"Meat, other camelids",2015,0.93738
meat,"Meat, other camelids",2016,0.95526
meat,"Meat, other camelids",2017,0.950472
meat,"Meat, other camelids",2018,0.961919
meat,"Meat, other rodents",1961,79.118
meat,"Meat, other rodents",1962,79.763
meat,"Meat, other rodents",1963,80.417
meat,"Meat, other rodents",1964,80.615
meat,"Meat, other rodents",1965,80.998
meat,"Meat, other rodents",1966,80.184
meat,"Meat, other rodents",1967,79.74
meat,"Meat, other rodents",1968,79.544
meat,"Meat, other rodents",1969,79.786
meat,"Meat, other rodents",1970,79.817
meat,"Meat, other rodents",1971,80.128
meat,"Meat, other rodents",1972,79.467
meat,"Meat, other rodents",1973,80.031
meat,"Meat, other rodents",1974,81.657
meat,"Meat, other rodents",1975,81.726
meat,"Meat, other rodents",1976,81.786
meat,"Meat, other rodents",1977,81.738
meat,"Meat, other rodents",1978,81.795
meat,"Meat, other rodents",1979,81.84
meat,"Meat, other rodents",1980,81.803
meat,"Meat, other rodents",1981,81.85
meat,"Meat, other rodents",1982,81.898
meat,"Meat, other rodents",1983,81.925
meat,"Meat, other rodents",1984,81.965
meat,"Meat, other rodents",1985,81.965
meat,"Meat, other rodents",1986,82.345
meat,"Meat, other rodents",1987,82.645
meat,"Meat, other rodents",1988,83.145
meat,"Meat, other rodents",1989,83.72
meat,"Meat, other rodents",1990,84.12
meat,"Meat, other rodents",1991,84.52
meat,"Meat, other rodents",1992,84.72
meat,"Meat, other rodents",1993,84.72
meat,"Meat, other rodents",1994,84.72
meat,"Meat, other rodents",1995,84.72
meat,"Meat, other rodents",1996,84.72
meat,"Meat, other rodents",1997,84.72
meat,"Meat, other rodents",1998,72.6
meat,"Meat, other rodents",1999,60.9
meat,"Meat, other rodents",2000,62.77
meat,"Meat, other rodents",2001,63
meat,"Meat, other rodents",2002,63.5
meat,"Meat, other rodents",2003,64.9
meat,"Meat, other rodents",2004,65.5
meat,"Meat, other rodents",2005,67
meat,"Meat, other rodents",2006,67
meat,"Meat, other rodents",2007,67.5
meat,"Meat, other rodents",2008,69
meat,"Meat, other rodents",2009,69.8
meat,"Meat, other rodents",2010,70
meat,"Meat, other rodents",2011,70
meat,"Meat, other rodents",2012,70.371
meat,"Meat, other rodents",2013,70.371
meat,"Meat, other rodents",2014,70.733
meat,"Meat, other rodents",2015,70.576
meat,"Meat, other rodents",2016,70.63
meat,"Meat, other rodents",2017,71.162
meat,"Meat, other rodents",2018,71.316
meat,"Meat, pig",1961,376.366821
meat,"Meat, pig",1962,400.614529
meat,"Meat, pig",1963,438.317204
meat,"Meat, pig",1964,453.715727
meat,"Meat, pig",1965,491.740573
meat,"Meat, pig",1966,507.144931
meat,"Meat, pig",1967,525.627737
meat,"Meat, pig",1968,528.933603
meat,"Meat, pig",1969,518.408918
meat,"Meat, pig",1970,537.222595
meat,"Meat, pig",1971,595.074277
meat,"Meat, pig",1972,617.789219
meat,"Meat, pig",1973,614.783238
meat,"Meat, pig",1974,630.845691
meat,"Meat, pig",1975,627.303069
meat,"Meat, pig",1976,621.545118
meat,"Meat, pig",1977,643.453717
meat,"Meat, pig",1978,664.926432
meat,"Meat, pig",1979,721.459781
meat,"Meat, pig",1980,756.014033
meat,"Meat, pig",1981,748.905037
meat,"Meat, pig",1982,744.368269
meat,"Meat, pig",1983,770.247913
meat,"Meat, pig",1984,790.755032
meat,"Meat, pig",1985,815.034118
meat,"Meat, pig",1986,836.06101
meat,"Meat, pig",1987,855.73167
meat,"Meat, pig",1988,884.321746
meat,"Meat, pig",1989,901.139877
meat,"Meat, pig",1990,917.442681
meat,"Meat, pig",1991,925.602267
meat,"Meat, pig",1992,946.222814
meat,"Meat, pig",1993,966.11185
meat,"Meat, pig",1994,992.176051
meat,"Meat, pig",1995,1001.073647
meat,"Meat, pig",1996,999.774984
meat,"Meat, pig",1997,997.933665
meat,"Meat, pig",1998,1055.1478
meat,"Meat, pig",1999,1088.254196
meat,"Meat, pig",2000,1100.384024
meat,"Meat, pig",2001,1101.657969
meat,"Meat, pig",2002,1133.500519
meat,"Meat, pig",2003,1173.025584
meat,"Meat, pig",2004,1185.557429
meat,"Meat, pig",2005,1200.487078
meat,"Meat, pig",2006,1231.479013
meat,"Meat, pig",2007,1265.480763
meat,"Meat, pig",2008,1299.545256
meat,"Meat, pig",2009,1319.775446
meat,"Meat, pig",2010,1383.539789
meat,"Meat, pig",2011,1387.639934
meat,"Meat, pig",2012,1427.935389
meat,"Meat, pig",2013,1452.043214
meat,"Meat, pig",2014,1468.266226
meat,"Meat, pig",2015,1485.288483
meat,"Meat, pig",2016,1481.173814
meat,"Meat, pig",2017,1486.716445
meat,"Meat, pig",2018,1484.49284
meat,"Meat, rabbit",1961,271.336
meat,"Meat, rabbit",1962,270.866
meat,"Meat, rabbit",1963,274.42
meat,"Meat, rabbit",1964,276.557
meat,"Meat, rabbit",1965,280.891
meat,"Meat, rabbit",1966,289.911
meat,"Meat, rabbit",1967,298.26
meat,"Meat, rabbit",1968,311.902
meat,"Meat, rabbit",1969,324.31
meat,"Meat, rabbit",1970,333.175
meat,"Meat, rabbit",1971,362.969
meat,"Meat, rabbit",1972,384.273
meat,"Meat, rabbit",1973,400.651
meat,"Meat, rabbit",1974,427.283
meat,"Meat, rabbit",1975,444.813
meat,"Meat, rabbit",1976,467.674
meat,"Meat, rabbit",1977,495.767
meat,"Meat, rabbit",1978,497.078
meat,"Meat, rabbit",1979,503.963
meat,"Meat, rabbit",1980,496.627
meat,"Meat, rabbit",1981,493.321
meat,"Meat, rabbit",1982,498.315
meat,"Meat, rabbit",1983,510.206
meat,"Meat, rabbit",1984,518.665
meat,"Meat, rabbit",1985,524.35
meat,"Meat, rabbit",1986,536.578
meat,"Meat, rabbit",1987,565.185
meat,"Meat, rabbit",1988,577.021
meat,"Meat, rabbit",1989,539.531
meat,"Meat, rabbit",1990,538.531
meat,"Meat, rabbit",1991,458.688
meat,"Meat, rabbit",1992,483.259
meat,"Meat, rabbit",1993,504.753
meat,"Meat, rabbit",1994,526.027
meat,"Meat, rabbit",1995,546.096
meat,"Meat, rabbit",1996,593.086
meat,"Meat, rabbit",1997,564.024
meat,"Meat, rabbit",1998,585.996
meat,"Meat, rabbit",1999,577.376
meat,"Meat, rabbit",2000,638.032
meat,"Meat, rabbit",2001,699.118
meat,"Meat, rabbit",2002,714.597
meat,"Meat, rabbit",2003,721.129
meat,"Meat, rabbit",2004,714.049
meat,"Meat, rabbit",2005,753.648
meat,"Meat, rabbit",2006,778.406
meat,"Meat, rabbit",2007,824.222
meat,"Meat, rabbit",2008,794.36
meat,"Meat, rabbit",2009,809.932
meat,"Meat, rabbit",2010,847.475
meat,"Meat, rabbit",2011,874.014
meat,"Meat, rabbit",2012,877.199
meat,"Meat, rabbit",2013,907.249
meat,"Meat, rabbit",2014,927.308
meat,"Meat, rabbit",2015,933.31
meat,"Meat, rabbit",2016,897.614
meat,"Meat, rabbit",2017,925.333
meat,"Meat, rabbit",2018,921.894
meat,"Meat, sheep",1961,330.902794
meat,"Meat, sheep",1962,341.528424
meat,"Meat, sheep",1963,344.346633
meat,"Meat, sheep",1964,345.889336
meat,"Meat, sheep",1965,341.996356
meat,"Meat, sheep",1966,353.156025
meat,"Meat, sheep",1967,354.383563
meat,"Meat, sheep",1968,361.962955
meat,"Meat, sheep",1969,359.180542
meat,"Meat, sheep",1970,367.518246
meat,"Meat, sheep",1971,372.157891
meat,"Meat, sheep",1972,372.193401
meat,"Meat, sheep",1973,361.511701
meat,"Meat, sheep",1974,347.737446
meat,"Meat, sheep",1975,363.376997
meat,"Meat, sheep",1976,357.097972
meat,"Meat, sheep",1977,359.491642
meat,"Meat, sheep",1978,366.513464
meat,"Meat, sheep",1979,362.326932
meat,"Meat, sheep",1980,384.396206
meat,"Meat, sheep",1981,402.067515
meat,"Meat, sheep",1982,403.916209
meat,"Meat, sheep",1983,414.686533
meat,"Meat, sheep",1984,414.835674
meat,"Meat, sheep",1985,423.4847
meat,"Meat, sheep",1986,420.771042
meat,"Meat, sheep",1987,431.256493
meat,"Meat, sheep",1988,440.849982
meat,"Meat, sheep",1989,456.257199
meat,"Meat, sheep",1990,464.38474
meat,"Meat, sheep",1991,469.004117
meat,"Meat, sheep",1992,466.004726
meat,"Meat, sheep",1993,464.670615
meat,"Meat, sheep",1994,470.709344
meat,"Meat, sheep",1995,478.263373
meat,"Meat, sheep",1996,463.24159
meat,"Meat, sheep",1997,467.846024
meat,"Meat, sheep",1998,476.566139
meat,"Meat, sheep",1999,479.977796
meat,"Meat, sheep",2000,494.14532
meat,"Meat, sheep",2001,491.934115
meat,"Meat, sheep",2002,494.86801
meat,"Meat, sheep",2003,501.745399
meat,"Meat, sheep",2004,501.369576
meat,"Meat, sheep",2005,513.662329
meat,"Meat, sheep",2006,530.39295
meat,"Meat, sheep",2007,540.882502
meat,"Meat, sheep",2008,534.398155
meat,"Meat, sheep",2009,522.672814
meat,"Meat, sheep",2010,519.509284
meat,"Meat, sheep",2011,512.689187
meat,"Meat, sheep",2012,525.363072
meat,"Meat, sheep",2013,541.034127
meat,"Meat, sheep",2014,551.906143
meat,"Meat, sheep",2015,557.314382
meat,"Meat, sheep",2016,569.982155
meat,"Meat, sheep",2017,564.093728
meat,"Meat, sheep",2018,573.781178
meat,"Meat, turkey",1961,141.62
meat,"Meat, turkey",1962,128.645
meat,"Meat, turkey",1963,133.74
meat,"Meat, turkey",1964,141.732
meat,"Meat, turkey",1965,151.287
meat,"Meat, turkey",1966,168.748
meat,"Meat, turkey",1967,182.955
meat,"Meat, turkey",1968,169.116
meat,"Meat, turkey",1969,172.886
meat,"Meat, turkey",1970,193.835
meat,"Meat, turkey",1971,209.791
meat,"Meat, turkey",1972,228.044
meat,"Meat, turkey",1973,250.845
meat,"Meat, turkey",1974,263.884
meat,"Meat, turkey",1975,251.358
meat,"Meat, turkey",1976,276.844
meat,"Meat, turkey",1977,282.915
meat,"Meat, turkey",1978,293.897
meat,"Meat, turkey",1979,325.608
meat,"Meat, turkey",1980,349.032
meat,"Meat, turkey",1981,355.747
meat,"Meat, turkey",1982,359.124
meat,"Meat, turkey",1983,376.678
meat,"Meat, turkey",1984,372.008
meat,"Meat, turkey",1985,391.563
meat,"Meat, turkey",1986,427.338
meat,"Meat, turkey",1987,478.815
meat,"Meat, turkey",1988,485.448
meat,"Meat, turkey",1989,513.814
meat,"Meat, turkey",1990,561.581
meat,"Meat, turkey",1991,569.281
meat,"Meat, turkey",1992,584.495
meat,"Meat, turkey",1993,583.517
meat,"Meat, turkey",1994,599.848
meat,"Meat, turkey",1995,628.698
meat,"Meat, turkey",1996,642.074
meat,"Meat, turkey",1997,647.234
meat,"Meat, turkey",1998,637.633
meat,"Meat, turkey",1999,624.862
meat,"Meat, turkey",2000,652.562
meat,"Meat, turkey",2001,652.252
meat,"Meat, turkey",2002,655.653
meat,"Meat, turkey",2003,629.437
meat,"Meat, turkey",2004,624.012
meat,"Meat, turkey",2005,615.986
meat,"Meat, turkey",2006,606.452
meat,"Meat, turkey",2007,653.526
meat,"Meat, turkey",2008,670.019
meat,"Meat, turkey",2009,635.917
meat,"Meat, turkey",2010,632.414
meat,"Meat, turkey",2011,638.519
meat,"Meat, turkey",2012,654.258
meat,"Meat, turkey",2013,632.619
meat,"Meat, turkey",2014,632.935
meat,"Meat, turkey",2015,642.327
meat,"Meat, turkey",2016,668.167
meat,"Meat, turkey",2017,655.212
meat,"Meat, turkey",2018,656.308
milk,"Milk, whole fresh buffalo",1961,19.302156
milk,"Milk, whole fresh buffalo",1962,19.591097
milk,"Milk, whole fresh buffalo",1963,19.810914
milk,"Milk, whole fresh buffalo",1964,20.000288
milk,"Milk, whole fresh buffalo",1965,20.27332
milk,"Milk, whole fresh buffalo",1966,20.352016
milk,"Milk, whole fresh buffalo",1967,19.980045
milk,"Milk, whole fresh buffalo",1968,20.797462
milk,"Milk, whole fresh buffalo",1969,21.066392
milk,"Milk, whole fresh buffalo",1970,21.473699
milk,"Milk, whole fresh buffalo",1971,23.001814
milk,"Milk, whole fresh buffalo",1972,23.321768
milk,"Milk, whole fresh buffalo",1973,23.558323
milk,"Milk, whole fresh buffalo",1974,23.837368
milk,"Milk, whole fresh buffalo",1975,24.142837
milk,"Milk, whole fresh buffalo",1976,25.205654
milk,"Milk, whole fresh buffalo",1977,26.118592
milk,"Milk, whole fresh buffalo",1978,25.320091
milk,"Milk, whole fresh buffalo",1979,26.71882
milk,"Milk, whole fresh buffalo",1980,28.05528
milk,"Milk, whole fresh buffalo",1981,29.133246
milk,"Milk, whole fresh buffalo",1982,29.605292
milk,"Milk, whole fresh buffalo",1983,30.195883
milk,"Milk, whole fresh buffalo",1984,32.224427
milk,"Milk, whole fresh buffalo",1985,33.354971
milk,"Milk, whole fresh buffalo",1986,35.374803
milk,"Milk, whole fresh buffalo",1987,35.910586
milk,"Milk, whole fresh buffalo",1988,37.033727
milk,"Milk, whole fresh buffalo",1989,39.048245
milk,"Milk, whole fresh buffalo",1990,39.532752
milk,"Milk, whole fresh buffalo",1991,41.658636
milk,"Milk, whole fresh buffalo",1992,40.421683
milk,"Milk, whole fresh buffalo",1993,40.901274
milk,"Milk, whole fresh buffalo",1994,41.985146
milk,"Milk, whole fresh buffalo",1995,42.793465
milk,"Milk, whole fresh buffalo",1996,44.130762
milk,"Milk, whole fresh buffalo",1997,44.729264
milk,"Milk, whole fresh buffalo",1998,46.31326
milk,"Milk, whole fresh buffalo",1999,46.264176
milk,"Milk, whole fresh buffalo",2000,46.865686
milk,"Milk, whole fresh buffalo",2001,48.38724
milk,"Milk, whole fresh buffalo",2002,49.225375
milk,"Milk, whole fresh buffalo",2003,49.651062
milk,"Milk, whole fresh buffalo",2004,51.052054
milk,"Milk, whole fresh buffalo",2005,52.509096
milk,"Milk, whole fresh buffalo",2006,53.371162
milk,"Milk, whole fresh buffalo",2007,55.153239
milk,"Milk, whole fresh buffalo",2008,55.820121
milk,"Milk, whole fresh buffalo",2009,57.004105
milk,"Milk, whole fresh buffalo",2010,58.336993
milk,"Milk, whole fresh buffalo",2011,59.748036
milk,"Milk, whole fresh buffalo",2012,60.729389
milk,"Milk, whole fresh buffalo",2013,61.575949
milk,"Milk, whole fresh buffalo",2014,62.431963
milk,"Milk, whole fresh buffalo",2015,64.620032
milk,"Milk, whole fresh buffalo",2016,66.375541
milk,"Milk, whole fresh buffalo",2017,67.46882
milk,"Milk, whole fresh buffalo",2018,69.614417
milk,"Milk, whole fresh camel",1961,1.899369
milk,"Milk, whole fresh camel",1962,1.985269
milk,"Milk, whole fresh camel",1963,2.105769
milk,"Milk, whole fresh camel",1964,2.245269
milk,"Milk, whole fresh camel",1965,2.350043
milk,"Milk, whole fresh camel",1966,2.482014
milk,"Milk, whole fresh camel",1967,2.595785
milk,"Milk, whole fresh camel",1968,2.689188
milk,"Milk, whole fresh camel",1969,2.714614
milk,"Milk, whole fresh camel",1970,2.936543
milk,"Milk, whole fresh camel",1971,2.991988
milk,"Milk, whole fresh camel",1972,3.028345
milk,"Milk, whole fresh camel",1973,2.989805
milk,"Milk, whole fresh camel",1974,3.019282
milk,"Milk, whole fresh camel",1975,3.149279
milk,"Milk, whole fresh camel",1976,3.217018
milk,"Milk, whole fresh camel",1977,3.335698
milk,"Milk, whole fresh camel",1978,3.45046
milk,"Milk, whole fresh camel",1979,3.4741
milk,"Milk, whole fresh camel",1980,3.485475
milk,"Milk, whole fresh camel",1981,3.58907
milk,"Milk, whole fresh camel",1982,3.6952
milk,"Milk, whole fresh camel",1983,3.724969
milk,"Milk, whole fresh camel",1984,3.760484
milk,"Milk, whole fresh camel",1985,3.83087
milk,"Milk, whole fresh camel",1986,3.843536
milk,"Milk, whole fresh camel",1987,3.9484
milk,"Milk, whole fresh camel",1988,4.0355
milk,"Milk, whole fresh camel",1989,4.106977
milk,"Milk, whole fresh camel",1990,3.937381
milk,"Milk, whole fresh camel",1991,4.031012
milk,"Milk, whole fresh camel",1992,3.907513
milk,"Milk, whole fresh camel",1993,3.835089
milk,"Milk, whole fresh camel",1994,3.923492
milk,"Milk, whole fresh camel",1995,4.041161
milk,"Milk, whole fresh camel",1996,4.077515
milk,"Milk, whole fresh camel",1997,4.151174
milk,"Milk, whole fresh camel",1998,4.115427
milk,"Milk, whole fresh camel",1999,4.169647
milk,"Milk, whole fresh camel",2000,4.367942
milk,"Milk, whole fresh camel",2001,4.271616
milk,"Milk, whole fresh camel",2002,4.538976
milk,"Milk, whole fresh camel",2003,4.480516
milk,"Milk, whole fresh camel",2004,4.752683
milk,"Milk, whole fresh camel",2005,4.804361
milk,"Milk, whole fresh camel",2006,4.517306
milk,"Milk, whole fresh camel",2007,5.100439
milk,"Milk, whole fresh camel",2008,5.557748
milk,"Milk, whole fresh camel",2009,5.68729
milk,"Milk, whole fresh camel",2010,5.714543
milk,"Milk, whole fresh camel",2011,5.953978
milk,"Milk, whole fresh camel",2012,7.543764
milk,"Milk, whole fresh camel",2013,7.492443
milk,"Milk, whole fresh camel",2014,7.220709
milk,"Milk, whole fresh camel",2015,7.817627
milk,"Milk, whole fresh camel",2016,7.843794
milk,"Milk, whole fresh camel",2017,7.971757
milk,"Milk, whole fresh camel",2018,7.833109
milk,"Milk, whole fresh cow",1961,177.334557
milk,"Milk, whole fresh cow",1962,176.572244
milk,"Milk, whole fresh cow",1963,177.117785
milk,"Milk, whole fresh cow",1964,175.927677
milk,"Milk, whole fresh cow",1965,176.794885
milk,"Milk, whole fresh cow",1966,184.186306
milk,"Milk, whole fresh cow",1967,183.648552
milk,"Milk, whole fresh cow",1968,186.150424
milk,"Milk, whole fresh cow",1969,187.197358
milk,"Milk, whole fresh cow",1970,184.796281
milk,"Milk, whole fresh cow",1971,186.786143
milk,"Milk, whole fresh cow",1972,189.67049
milk,"Milk, whole fresh cow",1973,188.414803
milk,"Milk, whole fresh cow",1974,191.664627
milk,"Milk, whole fresh cow",1975,194.909493
milk,"Milk, whole fresh cow",1976,197.407922
milk,"Milk, whole fresh cow",1977,200.676806
milk,"Milk, whole fresh cow",1978,203.163678
milk,"Milk, whole fresh cow",1979,207.244476
milk,"Milk, whole fresh cow",1980,210.261906
milk,"Milk, whole fresh cow",1981,212.119923
milk,"Milk, whole fresh cow",1982,213.217788
milk,"Milk, whole fresh cow",1983,215.651397
milk,"Milk, whole fresh cow",1984,216.368694
milk,"Milk, whole fresh cow",1985,216.954192
milk,"Milk, whole fresh cow",1986,220.537233
milk,"Milk, whole fresh cow",1987,220.439302
milk,"Milk, whole fresh cow",1988,220.261096
milk,"Milk, whole fresh cow",1989,222.010096
milk,"Milk, whole fresh cow",1990,223.058659
milk,"Milk, whole fresh cow",1991,222.652927
milk,"Milk, whole fresh cow",1992,220.916779
milk,"Milk, whole fresh cow",1993,219.793864
milk,"Milk, whole fresh cow",1994,222.139943
milk,"Milk, whole fresh cow",1995,222.148313
milk,"Milk, whole fresh cow",1996,220.190546
milk,"Milk, whole fresh cow",1997,219.504036
milk,"Milk, whole fresh cow",1998,219.339328
milk,"Milk, whole fresh cow",1999,220.23547
milk,"Milk, whole fresh cow",2000,218.477512
milk,"Milk, whole fresh cow",2001,221.051627
milk,"Milk, whole fresh cow",2002,223.715182
milk,"Milk, whole fresh cow",2003,230.736769
milk,"Milk, whole fresh cow",2004,234.325435
milk,"Milk, whole fresh cow",2005,237.197399
milk,"Milk, whole fresh cow",2006,241.944248
milk,"Milk, whole fresh cow",2007,249.145515
milk,"Milk, whole fresh cow",2008,251.369977
milk,"Milk, whole fresh cow",2009,259.237486
milk,"Milk, whole fresh cow",2010,261.37358
milk,"Milk, whole fresh cow",2011,263.991735
milk,"Milk, whole fresh cow",2012,268.213041
milk,"Milk, whole fresh cow",2013,269.645043
milk,"Milk, whole fresh cow",2014,272.951126
milk,"Milk, whole fresh cow",2015,275.544683
milk,"Milk, whole fresh cow",2016,276.573845
milk,"Milk, whole fresh cow",2017,275.384484
milk,"Milk, whole fresh cow",2018,265.099487
milk,"Milk, whole fresh goat",1961,73.7466
milk,"Milk, whole fresh goat",1962,72.860597
milk,"Milk, whole fresh goat",1963,72.066757
milk,"Milk, whole fresh goat",1964,72.658319
milk,"Milk, whole fresh goat",1965,73.798012
milk,"Milk, whole fresh goat",1966,72.961462
milk,"Milk, whole fresh goat",1967,73.789474
milk,"Milk, whole fresh goat",1968,75.3288
milk,"Milk, whole fresh goat",1969,75.803258
milk,"Milk, whole fresh goat",1970,76.030681
milk,"Milk, whole fresh goat",1971,76.409363
milk,"Milk, whole fresh goat",1972,76.00653
milk,"Milk, whole fresh goat",1973,76.55616
milk,"Milk, whole fresh goat",1974,78.540136
milk,"Milk, whole fresh goat",1975,81.358085
milk,"Milk, whole fresh goat",1976,83.831097
milk,"Milk, whole fresh goat",1977,87.237396
milk,"Milk, whole fresh goat",1978,90.156454
milk,"Milk, whole fresh goat",1979,91.966833
milk,"Milk, whole fresh goat",1980,92.596412
milk,"Milk, whole fresh goat",1981,94.957266
milk,"Milk, whole fresh goat",1982,96.244417
milk,"Milk, whole fresh goat",1983,97.566751
milk,"Milk, whole fresh goat",1984,98.251385
milk,"Milk, whole fresh goat",1985,101.097066
milk,"Milk, whole fresh goat",1986,104.38884
milk,"Milk, whole fresh goat",1987,105.92447
milk,"Milk, whole fresh goat",1988,108.781742
milk,"Milk, whole fresh goat",1989,111.624761
milk,"Milk, whole fresh goat",1990,123.476288
milk,"Milk, whole fresh goat",1991,127.598199
milk,"Milk, whole fresh goat",1992,128.637641
milk,"Milk, whole fresh goat",1993,133.298705
milk,"Milk, whole fresh goat",1994,141.173415
milk,"Milk, whole fresh goat",1995,146.344255
milk,"Milk, whole fresh goat",1996,143.675785
milk,"Milk, whole fresh goat",1997,148.704979
milk,"Milk, whole fresh goat",1998,150.648145
milk,"Milk, whole fresh goat",1999,158.650372
milk,"Milk, whole fresh goat",2000,157.010266
milk,"Milk, whole fresh goat",2001,155.894099
milk,"Milk, whole fresh goat",2002,161.064755
milk,"Milk, whole fresh goat",2003,165.134253
milk,"Milk, whole fresh goat",2004,166.586328
milk,"Milk, whole fresh goat",2005,173.310176
milk,"Milk, whole fresh goat",2006,174.510758
milk,"Milk, whole fresh goat",2007,178.898342
milk,"Milk, whole fresh goat",2008,179.308271
milk,"Milk, whole fresh goat",2009,185.720075
milk,"Milk, whole fresh goat",2010,189.850751
milk,"Milk, whole fresh goat",2011,197.35643
milk,"Milk, whole fresh goat",2012,206.778479
milk,"Milk, whole fresh goat",2013,200.659412
milk,"Milk, whole fresh goat",2014,196.995089
milk,"Milk, whole fresh goat",2015,208.866636
milk,"Milk, whole fresh goat",2016,208.563046
milk,"Milk, whole fresh goat",2017,214.012106
milk,"Milk, whole fresh goat",2018,216.231667
milk,"Milk, whole fresh sheep",1961,116.824762
milk,"Milk, whole fresh sheep",1962,116.468178
milk,"Milk, whole fresh sheep",1963,118.115073
milk,"Milk, whole fresh sheep",1964,119.715005
milk,"Milk, whole fresh sheep",1965,121.019853
milk,"Milk, whole fresh sheep",1966,122.673009
milk,"Milk, whole fresh sheep",1967,125.481361
milk,"Milk, whole fresh sheep",1968,127.305165
milk,"Milk, whole fresh sheep",1969,126.429411
milk,"Milk, whole fresh sheep",1970,126.728552
milk,"Milk, whole fresh sheep",1971,125.189051
milk,"Milk, whole fresh sheep",1972,124.724121
milk,"Milk, whole fresh sheep",1973,126.89745
milk,"Milk, whole fresh sheep",1974,128.698588
milk,"Milk, whole fresh sheep",1975,131.741329
