Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2006","2006","hg/An","1929","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2007","2007","hg/An","2025","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2008","2008","hg/An","2042","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2009","2009","hg/An","2018","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2010","2010","hg/An","2015","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2011","2011","hg/An","2017","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2012","2012","hg/An","2158","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2013","2013","hg/An","2174","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2014","2014","hg/An","2185","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2015","2015","hg/An","2186","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2016","2016","hg/An","2183","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2017","2017","hg/An","2201","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2018","2018","hg/An","2194","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2019","2019","hg/An","2203","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21117.01","Meat of camels, fresh or chilled","2020","2020","hg/An","2166","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1961","1961","hg/An","1601","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1962","1962","hg/An","1585","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1963","1963","hg/An","1591","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1964","1964","hg/An","1631","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1965","1965","hg/An","1663","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1966","1966","hg/An","1706","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1967","1967","hg/An","1723","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1968","1968","hg/An","1751","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1969","1969","hg/An","1792","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1970","1970","hg/An","1822","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1971","1971","hg/An","1863","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1972","1972","hg/An","1890","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1973","1973","hg/An","1905","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1974","1974","hg/An","1929","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1975","1975","hg/An","1878","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1976","1976","hg/An","1895","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1977","1977","hg/An","1907","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1978","1978","hg/An","1916","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1979","1979","hg/An","1932","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1980","1980","hg/An","1939","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1981","1981","hg/An","1938","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1982","1982","hg/An","1925","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1983","1983","hg/An","1960","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1984","1984","hg/An","1968","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1985","1985","hg/An","1998","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1986","1986","hg/An","2011","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1987","1987","hg/An","2032","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1988","1988","hg/An","2056","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1989","1989","hg/An","2063","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1990","1990","hg/An","2085","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1991","1991","hg/An","2093","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1992","1992","hg/An","2075","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1993","1993","hg/An","2047","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1994","1994","hg/An","2016","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1995","1995","hg/An","2031","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1996","1996","hg/An","2058","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1997","1997","hg/An","2043","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1998","1998","hg/An","2016","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1999","1999","hg/An","2048","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2000","2000","hg/An","2055","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2001","2001","hg/An","2073","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2002","2002","hg/An","2071","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2003","2003","hg/An","2067","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2004","2004","hg/An","2092","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2005","2005","hg/An","2089","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","hg/An","2094","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","hg/An","2120","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","hg/An","2122","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","hg/An","2150","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","hg/An","2155","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","hg/An","2154","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","hg/An","2155","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","hg/An","2157","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","hg/An","2169","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","hg/An","2185","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","hg/An","2197","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","hg/An","2268","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","hg/An","2286","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","hg/An","2283","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","hg/An","2315","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1961","1961","0.1g/An","11487","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1962","1962","0.1g/An","11504","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1963","1963","0.1g/An","11597","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1964","1964","0.1g/An","11578","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1965","1965","0.1g/An","11595","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1966","1966","0.1g/An","12080","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1967","1967","0.1g/An","11535","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1968","1968","0.1g/An","11644","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1969","1969","0.1g/An","11757","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1970","1970","0.1g/An","11909","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1971","1971","0.1g/An","11984","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1972","1972","0.1g/An","12042","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1973","1973","0.1g/An","12052","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1974","1974","0.1g/An","12076","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1975","1975","0.1g/An","12248","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1976","1976","0.1g/An","12284","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1977","1977","0.1g/An","12293","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1978","1978","0.1g/An","12355","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1979","1979","0.1g/An","12422","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1980","1980","0.1g/An","12449","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1981","1981","0.1g/An","12562","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1982","1982","0.1g/An","12578","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1983","1983","0.1g/An","12568","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1984","1984","0.1g/An","12592","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1985","1985","0.1g/An","12640","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1986","1986","0.1g/An","12809","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1987","1987","0.1g/An","12820","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1988","1988","0.1g/An","12912","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1989","1989","0.1g/An","12976","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1990","1990","0.1g/An","13028","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1991","1991","0.1g/An","13546","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1992","1992","0.1g/An","13590","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1993","1993","0.1g/An","13759","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1994","1994","0.1g/An","13967","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1995","1995","0.1g/An","13949","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1996","1996","0.1g/An","14044","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1997","1997","0.1g/An","14371","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1998","1998","0.1g/An","14683","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1999","1999","0.1g/An","14598","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2000","2000","0.1g/An","14468","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2001","2001","0.1g/An","14522","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2002","2002","0.1g/An","14696","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2003","2003","0.1g/An","14841","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2004","2004","0.1g/An","15071","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2005","2005","0.1g/An","14877","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2006","2006","0.1g/An","15068","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2007","2007","0.1g/An","15056","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2008","2008","0.1g/An","15092","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2009","2009","0.1g/An","14990","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2010","2010","0.1g/An","15402","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2011","2011","0.1g/An","15604","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2012","2012","0.1g/An","15821","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2013","2013","0.1g/An","16164","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2014","2014","0.1g/An","16249","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2015","2015","0.1g/An","16202","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2016","2016","0.1g/An","16276","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2017","2017","0.1g/An","16288","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2018","2018","0.1g/An","16380","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2019","2019","0.1g/An","16372","E","Estimated value"
"QCL","Crops and livestock products","001","World","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2020","2020","0.1g/An","16887","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1961","1961","hg/An","107","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1962","1962","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1963","1963","hg/An","107","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1964","1964","hg/An","107","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1965","1965","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1966","1966","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1967","1967","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1968","1968","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1969","1969","hg/An","109","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1970","1970","hg/An","109","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1971","1971","hg/An","109","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1972","1972","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1973","1973","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1974","1974","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1975","1975","hg/An","109","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1976","1976","hg/An","109","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1977","1977","hg/An","109","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1978","1978","hg/An","110","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1979","1979","hg/An","109","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1980","1980","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1981","1981","hg/An","108","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1982","1982","hg/An","111","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1983","1983","hg/An","112","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1984","1984","hg/An","113","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1985","1985","hg/An","113","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1986","1986","hg/An","114","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1987","1987","hg/An","114","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1988","1988","hg/An","116","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1989","1989","hg/An","116","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1990","1990","hg/An","117","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1991","1991","hg/An","116","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1992","1992","hg/An","116","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1993","1993","hg/An","118","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1994","1994","hg/An","119","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1995","1995","hg/An","121","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1996","1996","hg/An","118","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1997","1997","hg/An","119","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1998","1998","hg/An","120","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","1999","1999","hg/An","119","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2000","2000","hg/An","122","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2001","2001","hg/An","124","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2002","2002","hg/An","126","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2003","2003","hg/An","125","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2004","2004","hg/An","122","E","Estimated value"
"QCL","Crops and livestock products","001","World","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2005","2005","hg/An","123","E","Estimated value"
