,Unnamed: 0,years,total_pg/yr,uncertainty_pg/yr
0,0,1901,0.11026548046875023,0.016539822070312533
1,1,1902,0.12420941015624988,0.01863141152343748
2,2,1903,0.13887184765625024,0.020830777148437535
3,3,1904,0.15244447265624966,0.022866670898437448
4,4,1905,0.16596375000000002,0.024894562500000002
5,5,1906,0.18019992187500009,0.02702998828125001
6,6,1907,0.1944748398437504,0.029171225976562562
7,7,1908,0.2076791015625,0.031151865234375
8,8,1909,0.22120262499999988,0.03318039374999998
9,9,1910,0.2361493671874997,0.035422405078124955
10,10,1911,0.2500044062500002,0.03750066093750003
11,11,1912,0.26364635937500003,0.03954695390625
12,12,1913,0.2778472109374999,0.04167708164062499
13,13,1914,0.2524562500000005,0.037868437500000074
14,14,1915,0.2279755390624993,0.034196330859374895
15,15,1916,0.20293006250000006,0.030439509375000007
16,16,1917,0.17868549218749985,0.026802823828124978
17,17,1918,0.15372151562500008,0.02305822734375001
18,18,1919,0.12960282812500035,0.01944042421875005
19,19,1920,0.17871225000000007,0.02680683750000001
20,20,1921,0.1755340546875001,0.026330108203125015
21,21,1922,0.2568062812499996,0.03852094218749994
22,22,1923,0.2605790546875001,0.03908685820312501
23,23,1924,0.32658835156250005,0.04898825273437501
24,24,1925,0.3915558437500001,0.05873337656250001
25,25,1926,0.4337652343749996,0.06506478515624993
26,26,1927,0.4697550156250005,0.07046325234375007
27,27,1928,0.5023292343750001,0.07534938515625002
28,28,1929,0.5195104218749995,0.07792656328124993
29,29,1930,0.5024962500000001,0.07537443750000002
30,30,1931,0.4308337343749999,0.06462506015624998
31,31,1932,0.33988856250000044,0.05098328437500006
32,32,1933,0.3321181093750001,0.04981771640625001
33,33,1934,0.4037722187500005,0.060565832812500074
34,34,1935,0.4519413749999988,0.06779120624999982
35,35,1936,0.4353881406250003,0.06530822109375005
36,36,1937,0.575613640625001,0.08634204609375014
37,37,1938,0.5956801562499997,0.08935202343749996
38,38,1939,0.6456328906249991,0.09684493359374986
39,39,1940,0.5605807812500004,0.08408711718750006
40,40,1941,0.6082330312500005,0.09123495468750008
41,41,1942,0.5565904687499992,0.08348857031249987
42,42,1943,0.49073323437500105,0.07360998515625015
43,43,1944,0.37651964062499854,0.05647794609374978
44,44,1945,0.3387370781250001,0.050810561718750015
45,45,1946,0.5001647343750014,0.07502471015625022
46,46,1947,0.5907931249999998,0.08861896874999997
47,47,1948,0.7078468437500002,0.10617702656250003
48,48,1949,0.7961064687499994,0.1194159703124999
49,49,1950,0.9221554687500002,0.13832332031250003
50,50,1951,1.0324250937499997,0.15486376406249994
51,51,1952,1.120066687500001,0.16801000312500014
52,52,1953,1.2354538124999994,0.1853180718749999
53,53,1954,1.3519122500000007,0.2027868375000001
54,54,1955,1.5115076874999993,0.22672615312499989
55,55,1956,1.6314910312499986,0.2447236546874998
56,56,1957,1.7172080625000024,0.25758120937500034
57,57,1958,1.82035603125,0.2730534046875
58,58,1959,2.0475499374999986,0.30713249062499975
59,59,1960,2.198445187499999,0.3297667781249998
60,60,1961,2.3129604375000024,0.34694406562500035
61,61,1962,2.4878094374999997,0.37317141562499995
62,62,1963,2.6258223125000013,0.3938733468750002
63,63,1964,2.878285749999998,0.4317428624999997
64,64,1965,3.0025981250000027,0.4503897187500004
65,65,1966,3.223820687499998,0.4835731031249997
66,66,1967,3.3302534999999978,0.49953802499999966
67,67,1968,3.586434187500004,0.5379651281250006
68,68,1969,3.765012562499998,0.5647518843749997
69,69,1970,3.9833551865234416,0.5975032779785162
70,70,1971,4.087912238281249,0.6131868357421874
71,71,1972,4.591589259765622,0.6887383889648433
72,72,1973,4.877270465332033,0.7315905697998049
73,73,1974,4.8740487275390665,0.73110730913086
74,74,1975,4.86603864746093,0.7299057971191395
75,75,1976,5.081063459960945,0.7621595189941418
76,76,1977,5.511230763671875,0.8266846145507812
77,77,1978,5.900371000976563,0.8850556501464844
78,78,1979,6.042580327148439,0.9063870490722659
79,79,1980,6.090413496093742,0.9135620244140612
80,80,1981,6.085459359375006,0.9128189039062509
81,81,1982,6.086826218750002,0.9130239328125003
82,82,1983,6.292430070312497,0.9438645105468745
83,83,1984,6.438008058593741,0.9657012087890612
84,84,1985,6.580004386718758,0.9870006580078137
85,85,1986,6.892069468749999,1.0338104203124998
86,86,1987,7.193738117187498,1.0790607175781246
87,87,1988,7.672206632812498,1.1508309949218747
88,88,1989,7.090533132812505,1.0635799699218758
89,89,1990,7.083399148437512,1.0625098722656268
90,90,1991,8.063158281249976,1.2094737421874964
91,91,1992,7.6320525312499985,1.1448078796874996
92,92,1993,8.784544031250013,1.317681604687502
93,93,1994,9.301429875000006,1.3952144812500007
94,94,1995,9.857666984375,1.4786500476562499
95,95,1996,10.111713828124994,1.516757074218749
96,96,1997,10.432413921875009,1.5648620882812512
97,97,1998,10.35382339062499,1.5530735085937486
98,98,1999,10.737312578125008,1.6105968867187512
99,99,2000,11.104238515624989,1.6656357773437482
100,100,2001,11.714269203125019,1.7571403804687529
101,101,2002,12.403162468749983,1.8604743703124973
102,102,2003,13.563845968750016,2.0345768953125023
103,103,2004,14.685575437499981,2.2028363156249973
104,104,2005,15.753808062500017,2.3630712093750024
105,105,2006,17.590219312500018,2.638532896875003
106,106,2007,18.909922124999987,2.836488318749998
107,107,2008,19.205615124999994,2.880842268749999
108,108,2009,20.57199471875,3.0857992078125
109,109,2010,20.501708375000007,3.0752562562500008
