,region,year,consumption_exajoules
146,Netherlands,1966,1.1551587620000001
147,North Macedonia,1966,
148,Norway,1966,0.245104246
149,Poland,1966,0.24123070000000002
150,Portugal,1966,0.11265312
151,Romania,1966,0.31729449
152,Slovakia,1966,0.10746334800000001
153,Slovenia,1966,
154,Spain,1966,0.7086003240000001
155,Sweden,1966,0.9347640302733076
156,Switzerland,1966,0.36888504599999994
157,Turkey,1966,0.18041800100000002
158,Ukraine,1966,
159,United Kingdom,1966,3.416097011
160,Other Europe,1966,0.20609717875992437
161,Total Europe,1966,19.68124260203323
162,,1966,
163,Azerbaijan,1966,
164,Belarus,1966,
165,Kazakhstan,1966,
166,Russian Federation,1966,
167,Turkmenistan,1966,
168,USSR,1966,7.690490656403104
169,Uzbekistan,1966,
170,Other CIS,1966,0.0
171,Total CIS,1966,7.690490656403104
172,,1966,
173,Iran,1966,0.33102461602297206
174,Iraq,1966,0.06009944758583495
175,Israel,1966,0.17173374259527124
176,Kuwait,1966,0.22440913496700954
177,Oman,1966,0.019873001
178,Qatar,1966,0.002059192
179,Saudi Arabia,1966,0.83196574
180,United Arab Emirates,1966,0.003283348197505093
181,Other Middle East,1966,0.25426562427978816
182,Total Middle East,1966,1.8987138466483813
183,,1966,
184,Algeria,1966,0.07298173900000002
185,Egypt,1966,0.3144239780000001
186,Morocco,1966,0.05944738925991759
187,South Africa,1966,0.26348450100000004
188,Eastern Africa,1966,0.2479771447350173
189,Middle Africa,1966,0.08765020830517985
190,Western Africa,1966,0.1707212869762755
191,Other Northern Africa,1966,0.06638320757044669
192,Other Southern Africa,1966,0.0010841846450716638
193,Total Africa,1966,1.2841536394919086
194,,1966,
195,Australia,1966,0.770571187
196,Bangladesh,1966,
197,China,1966,0.5968796789999999
198,China Hong Kong SAR,1966,0.09825495115960002
199,India,1966,0.590938854
200,Indonesia,1966,0.251512074
201,Japan,1966,4.158211325
202,Malaysia,1966,0.11374281111830001
203,New Zealand,1966,0.13008053
204,Pakistan,1966,0.166020813
205,Philippines,1966,0.195145067
206,Singapore,1966,0.1968680690133709
207,South Korea,1966,0.081523233
208,Sri Lanka,1966,0.020220188770268016
209,Taiwan,1966,0.109399597
210,Thailand,1966,0.11768927400000001
211,Vietnam,1966,0.14171143663990352
212,Other Asia Pacific,1966,0.13042639246476978
213,Total Asia Pacific,1966,7.8691954821662105
214,,1966,
215,Total World,1966,70.18723990686534
216,,1967,
217,Canada,1967,2.603182274
218,Mexico,1967,0.720994839
219,US,1967,25.837584361111926
220,Total North America,1967,29.161761474111927
221,,1967,
222,Argentina,1967,0.9906718548475281
223,Brazil,1967,0.7199702410000002
224,Chile,1967,0.17118175812831085
225,Colombia,1967,0.19058172384239472
226,Ecuador,1967,0.032152123
227,Peru,1967,0.2030554248016421
228,Trinidad & Tobago,1967,0.08395860375040047
229,Venezuela,1967,0.40443175550262905
230,Central America,1967,0.179426324676247
231,Other Caribbean,1967,0.8122854773705629
232,Other South America,1967,0.10845601377599356
233,Total S. & Cent. America,1967,3.8961713006957086
234,,1967,
235,Austria,1967,0.275573203
236,Belgium,1967,0.7633139090000001
237,Bulgaria,1967,0.22580081999999999
238,Croatia,1967,
239,Cyprus,1967,0.020834117000000003
240,Czech Republic,1967,0.20807687100000002
241,Denmark,1967,0.533939262
242,Estonia,1967,
243,Finland,1967,0.308781342
244,France,1967,2.825243899
245,Germany,1967,4.27471783
246,Greece,1967,0.24160619600000002
247,Hungary,1967,0.1852189
248,Iceland,1967,0.021137553000000007
249,Ireland,1967,0.128504488
250,Italy,1967,2.683313612
251,Latvia,1967,
252,Lithuania,1967,
253,Luxembourg,1967,0.04448895800000001
254,Netherlands,1967,1.1806801009999999
255,North Macedonia,1967,
256,Norway,1967,0.253765336
257,Poland,1967,0.26179332000000005
258,Portugal,1967,0.124286767
259,Romania,1967,0.35955504000000005
260,Slovakia,1967,0.11956727900000001
261,Slovenia,1967,
262,Spain,1967,0.8585283840000001
263,Sweden,1967,0.9316093783071744
264,Switzerland,1967,0.39899686100000004
265,Turkey,1967,0.21185209400000002
266,Ukraine,1967,
267,United Kingdom,1967,3.6712027299999996
268,Other Europe,1967,0.251802432671656
269,Total Europe,1967,21.36419068297883
270,,1967,
271,Azerbaijan,1967,
272,Belarus,1967,
273,Kazakhstan,1967,
274,Russian Federation,1967,
275,Turkmenistan,1967,
276,USSR,1967,8.379157025614074
277,Uzbekistan,1967,
278,Other CIS,1967,0.0
279,Total CIS,1967,8.379157025614074
280,,1967,
281,Iran,1967,0.365520794665803
282,Iraq,1967,0.06505998474935155
283,Israel,1967,0.17901194251976904
284,Kuwait,1967,0.21923736098677685
285,Oman,1967,0.020735214000000002
286,Qatar,1967,0.003116978
287,Saudi Arabia,1967,0.839043502
288,United Arab Emirates,1967,0.003528921433351984
289,Other Middle East,1967,0.2643804598669586
290,Total Middle East,1967,1.959635158222011
291,,1967,
292,Algeria,1967,0.06819131199999999
293,Egypt,1967,0.25676149000000004
294,Morocco,1967,0.06531180096056532
295,South Africa,1967,0.28717103
296,Eastern Africa,1967,0.26084324154168337
297,Middle Africa,1967,0.08971401875959667
298,Western Africa,1967,0.1736013283734923
299,Other Northern Africa,1967,0.07100222200651585
300,Other Southern Africa,1967,0.0012024915301213318
301,Total Africa,1967,1.2737989351719752
302,,1967,
303,Australia,1967,0.8437959600000001
304,Bangladesh,1967,
305,China,1967,0.589294243
306,China Hong Kong SAR,1967,0.11773531419198302
307,India,1967,0.609696821
308,Indonesia,1967,0.242650076
309,Japan,1967,5.104686087999999
310,Malaysia,1967,0.11507214739160002
311,New Zealand,1967,0.13662651
312,Pakistan,1967,0.18557244600000003
313,Philippines,1967,0.22008149500000002
314,Singapore,1967,0.23659606131643882
315,South Korea,1967,0.14132571500000002
316,Sri Lanka,1967,0.020709831989733637
317,Taiwan,1967,0.129934315
318,Thailand,1967,0.13062294700000002
319,Vietnam,1967,0.2075487060874735
320,Other Asia Pacific,1967,0.13936624153367755
321,Total Asia Pacific,1967,9.171314918510905
322,,1967,
323,Total World,1967,75.20602949530549
324,,1968,
325,Canada,1968,2.7712551430000003
326,Mexico,1968,0.7840220400000002
327,US,1968,27.630599380574058
328,Total North America,1968,31.18587656357406
329,,1968,
330,Argentina,1968,1.011626918190389
331,Brazil,1968,0.8647061620000001
332,Chile,1968,0.18037987722954787
333,Colombia,1968,0.21273429404323146
334,Ecuador,1968,0.038419712
335,Peru,1968,0.20385429410389316
336,Trinidad & Tobago,1968,0.08556763545491734
337,Venezuela,1968,0.4405439186150871
338,Central America,1968,0.18300398890803674
339,Other Caribbean,1968,0.8301814233666156
340,Other South America,1968,0.11211479804633766
341,Total S. & Cent. America,1968,4.163133021958056
342,,1968,
343,Austria,1968,0.318477842
344,Belgium,1968,0.8861731740000001
345,Bulgaria,1968,0.26761719
346,Croatia,1968,
347,Cyprus,1968,0.023138106000000002
348,Czech Republic,1968,0.229824537
349,Denmark,1968,0.580363146
350,Estonia,1968,
351,Finland,1968,0.350016139
352,France,1968,3.061553918
353,Germany,1968,4.792041839
354,Greece,1968,0.24729499899999996
355,Hungary,1968,0.19411396
356,Iceland,1968,0.022569526999999995
357,Ireland,1968,0.142934461
358,Italy,1968,2.958675598
359,Latvia,1968,
360,Lithuania,1968,
361,Luxembourg,1968,0.049109884
362,Netherlands,1968,1.2735292289999998
363,North Macedonia,1968,
364,Norway,1968,0.28226273999999996
365,Poland,1968,0.32755709000000005
366,Portugal,1968,0.133332579
367,Romania,1968,0.37919973
368,Slovakia,1968,0.13213030300000003
369,Slovenia,1968,
370,Spain,1968,0.9118821619999999
371,Sweden,1968,1.0537565811013527
372,Switzerland,1968,0.442557567
373,Turkey,1968,0.25453195999999995
374,Ukraine,1968,
375,United Kingdom,1968,3.8861851130000002
376,Other Europe,1968,0.29251176495110437
377,Total Europe,1968,23.493341139052454
378,,1968,
379,Azerbaijan,1968,
380,Belarus,1968,
381,Kazakhstan,1968,
382,Russian Federation,1968,
383,Turkmenistan,1968,
384,USSR,1968,8.932017848321482
385,Uzbekistan,1968,
386,Other CIS,1968,0.0
387,Total CIS,1968,8.932017848321482
388,,1968,
389,Iran,1968,0.4027096717734683
390,Iraq,1968,0.07051748067295573
391,Israel,1968,0.18666905647906915
392,Kuwait,1968,0.21430577517290508
393,Oman,1968,0.021682377
394,Qatar,1968,0.004030791000000001
395,Saudi Arabia,1968,0.846210771
396,United Arab Emirates,1968,0.003940967014148219
397,Other Middle East,1968,0.27506592682339526
398,Total Middle East,1968,2.025132816935942
399,,1968,
400,Algeria,1968,0.07260228500000002
401,Egypt,1968,0.26855913000000003
402,Morocco,1968,0.07167291994275594
403,South Africa,1968,0.31215599099999997
404,Eastern Africa,1968,0.2716884978309374
405,Middle Africa,1968,0.09214746482477919
406,Western Africa,1968,0.173252210178673
407,Other Northern Africa,1968,0.08093870916448717
408,Other Southern Africa,1968,0.0012013594276893869
409,Total Africa,1968,1.3442185673693223
410,,1968,
411,Australia,1968,0.919025956
412,Bangladesh,1968,
413,China,1968,0.6445244720000001
414,China Hong Kong SAR,1968,0.128587173814914
415,India,1968,0.6831752240000001
416,Indonesia,1968,0.25667749900000003
417,Japan,1968,5.925596727000001
418,Malaysia,1968,0.11665512213820001
419,New Zealand,1968,0.140385501
420,Pakistan,1968,0.21135718899999997
421,Philippines,1968,0.251336116
422,Singapore,1968,0.2939931289250339
423,South Korea,1968,0.20894284400000004
424,Sri Lanka,1968,0.02120525928477602
425,Taiwan,1968,0.15496734299999998
426,Thailand,1968,0.17218254900000002
427,Vietnam,1968,0.21173074681874735
428,Other Asia Pacific,1968,0.14754959803119816
429,Total Asia Pacific,1968,10.48789244901287
430,,1968,
431,Total World,1968,81.63161240622415
432,,1969,
433,Canada,1969,2.885563124000001
434,Mexico,1969,0.8285704150000001
435,US,1969,29.135606982979557
436,Total North America,1969,32.849740521979555
437,,1969,
438,Argentina,1969,1.0511343141590819
439,Brazil,1969,0.9488437630000002
440,Chile,1969,0.19207563339170994
441,Colombia,1969,0.2043724205492644
442,Ecuador,1969,0.040654983000000006
443,Peru,1969,0.20090942928206956
444,Trinidad & Tobago,1969,0.08970583151528136
445,Venezuela,1969,0.4352313825122447
446,Central America,1969,0.1943463302474555
447,Other Caribbean,1969,0.8515345590375898
448,Other South America,1969,0.12027722863625512
449,Total S. & Cent. America,1969,4.329085875330953
450,,1969,
451,Austria,1969,0.35001358000000005
452,Belgium,1969,1.022425053
453,Bulgaria,1969,0.32860364000000003
454,Croatia,1969,
455,Cyprus,1969,0.027323257
456,Czech Republic,1969,0.246574559
457,Denmark,1969,0.6977756110000001
458,Estonia,1969,
459,Finland,1969,0.406519952
460,France,1969,3.5376030519999997
461,Germany,1969,5.3889902439999995
462,Greece,1969,0.26313892299999997
463,Hungary,1969,0.21713019
464,Iceland,1969,0.020698200000000003
465,Ireland,1969,0.15535236600000002
466,Italy,1969,3.2589730680000004
467,Latvia,1969,
468,Lithuania,1969,
469,Luxembourg,1969,0.054376347
470,Netherlands,1969,1.389014568
471,North Macedonia,1969,
472,Norway,1969,0.310282721
473,Poland,1969,0.3602809
474,Portugal,1969,0.13992702500000004
475,Romania,1969,0.42273641
476,Slovakia,1969,0.14174550100000002
477,Slovenia,1969,
478,Spain,1969,1.038172501
479,Sweden,1969,1.1286541907575538
480,Switzerland,1969,0.481258118
481,Turkey,1969,0.283171389
482,Ukraine,1969,
483,United Kingdom,1969,4.177224724
484,Other Europe,1969,0.3140514836168203
485,Total Europe,1969,26.162017573374378
486,,1969,
487,Azerbaijan,1969,
488,Belarus,1969,
489,Kazakhstan,1969,
490,Russian Federation,1969,
491,Turkmenistan,1969,
492,USSR,1969,9.498164319399846
493,Uzbekistan,1969,
494,Other CIS,1969,0.0
495,Total CIS,1969,9.498164319399846
496,,1969,
497,Iran,1969,0.43927938029276736
498,Iraq,1969,0.0762245208778834
499,Israel,1969,0.19468026905878702
500,Kuwait,1969,0.2095748384546751
501,Oman,1969,0.022586160000000004
502,Qatar,1969,0.004681584000000001
503,Saudi Arabia,1969,0.8534538690000001
504,United Arab Emirates,1969,0.004379130540443853
505,Other Middle East,1969,0.28608014386484354
506,Total Middle East,1969,2.0909398960894006
507,,1969,
508,Algeria,1969,0.076701348
509,Egypt,1969,0.19936319
510,Morocco,1969,0.0775842667681725
511,South Africa,1969,0.34317058699999997
512,Eastern Africa,1969,0.2877745787062657
513,Middle Africa,1969,0.09512986216297187
514,Western Africa,1969,0.19169879451431177
515,Other Northern Africa,1969,0.09009022860722882
516,Other Southern Africa,1969,0.0012166176448505342
517,Total Africa,1969,1.3627294734038016
518,,1969,
519,Australia,1969,0.944813246
520,Bangladesh,1969,
521,China,1969,0.864159589
522,China Hong Kong SAR,1969,0.152572535214394
523,India,1969,0.8205438020000001
524,Indonesia,1969,0.27480269300000004
525,Japan,1969,7.016165380999999
526,Malaysia,1969,0.12036897805000002
527,New Zealand,1969,0.145818391
528,Pakistan,1969,0.198228468
529,Philippines,1969,0.26936058
530,Singapore,1969,0.289021055235857
531,South Korea,1969,0.28357501000000007
532,Sri Lanka,1969,0.021696495478080245
533,Taiwan,1969,0.185577542
534,Thailand,1969,0.186478949
535,Vietnam,1969,0.25590106248669675
536,Other Asia Pacific,1969,0.15495184581306123
537,Total Asia Pacific,1969,12.18403562327809
538,,1969,
539,Total World,1969,88.476713282856
540,,1970,
541,Canada,1970,3.077280917000001
542,Mexico,1970,0.8909090100000001
543,US,1970,30.300760671280358
544,Total North America,1970,34.26895059828036
545,,1970,
546,Argentina,1970,0.9437752874225257
547,Brazil,1970,1.073585612
548,Chile,1970,0.20275987411407723
549,Colombia,1970,0.23152137433492165
550,Ecuador,1970,0.046359521
551,Peru,1970,0.2109744103637122
552,Trinidad & Tobago,1970,0.09201910255702798
553,Venezuela,1970,0.4553272196334675
554,Central America,1970,0.2010133953925154
555,Other Caribbean,1970,0.9801694437715355
556,Other South America,1970,0.12508639343412975
557,Total S. & Cent. America,1970,4.562591634023913
558,,1970,
559,Austria,1970,0.385357127
560,Belgium,1970,1.1153363350000003
561,Bulgaria,1970,0.38174127500000005
562,Croatia,1970,
563,Cyprus,1970,0.028817385
564,Czech Republic,1970,0.2963831539999999
565,Denmark,1970,0.776158509
566,Estonia,1970,
567,Finland,1970,0.45712058600000005
568,France,1970,4.018791149
569,Germany,1970,5.918653213000001
570,Greece,1970,0.285002692
571,Hungary,1970,0.2521931
572,Iceland,1970,0.021152286
573,Ireland,1970,0.174334963
574,Italy,1970,3.686613041
575,Latvia,1970,
576,Lithuania,1970,
577,Luxembourg,1970,0.057683847
578,Netherlands,1970,1.544512768
579,North Macedonia,1970,
580,Norway,1970,0.34928491700000003
581,Poland,1970,0.38103695000000004
582,Portugal,1970,0.19330237026199998
583,Romania,1970,0.4581597399999999
584,Slovakia,1970,0.170342716
585,Slovenia,1970,
586,Spain,1970,1.184348682
587,Sweden,1970,1.2281115135039866
588,Switzerland,1970,0.539343335
589,Turkey,1970,0.300017103
590,Ukraine,1970,
591,United Kingdom,1970,4.423624054
592,Other Europe,1970,0.3740804038860953
593,Total Europe,1970,29.001503214652086
594,,1970,
595,Azerbaijan,1970,
596,Belarus,1970,
597,Kazakhstan,1970,
598,Russian Federation,1970,
599,Turkmenistan,1970,
600,USSR,1970,10.455989361885425
601,Uzbekistan,1970,
602,Other CIS,1970,0.0
603,Total CIS,1970,10.455989361885425
604,,1970,
605,Iran,1970,0.47418732836899025
606,Iraq,1970,0.10307489597520803
607,Israel,1970,0.20297426823162681
608,Kuwait,1970,0.20505175476220822
609,Oman,1970,0.023621453
610,Qatar,1970,0.0040461740000000005
611,Saudi Arabia,1970,0.8909782289104047
612,United Arab Emirates,1970,0.005096128404339421
613,Other Middle East,1970,0.2777527675076248
614,Total Middle East,1970,2.1867829991604024
615,,1970,
616,Algeria,1970,0.08765165100000001
617,Egypt,1970,0.25799731600000003
618,Morocco,1970,0.08120693064854091
619,South Africa,1970,0.37188073200000005
620,Eastern Africa,1970,0.3009417309981059
621,Middle Africa,1970,0.09659890799904897
622,Western Africa,1970,0.211106384552943
623,Other Northern Africa,1970,0.0976371088911277
624,Other Southern Africa,1970,0.001243104352677124
625,Total Africa,1970,1.5062638664424444
626,,1970,
627,Australia,1970,1.0447035180000002
628,Bangladesh,1970,
629,China,1970,1.1953639740000002
630,China Hong Kong SAR,1970,0.16465480424495402
631,India,1970,0.81680921
632,Indonesia,1970,0.29157360000000004
633,Japan,1970,8.268148304
634,Malaysia,1970,0.13281065253201396
635,New Zealand,1970,0.171395513
636,Pakistan,1970,0.196110334
637,Philippines,1970,0.30627634800000003
638,Singapore,1970,0.31381373796249135
639,South Korea,1970,0.35420751800000005
640,Sri Lanka,1970,0.04338640876
641,Taiwan,1970,0.22286161300000001
642,Thailand,1970,0.217091016
643,Vietnam,1970,0.2653006968445928
644,Other Asia Pacific,1970,0.16236198039337402
645,Total Asia Pacific,1970,14.166869228737427
646,,1970,
647,Total World,1970,96.14895090318205
648,,1971,
649,Canada,1971,3.1602614140000007
650,Mexico,1971,0.9447723799999999
651,US,1971,31.341841853982903
652,Total North America,1971,35.44687564798291
653,,1971,
654,Argentina,1971,1.007910396
655,Brazil,1971,1.18294191
656,Chile,1971,0.22460235000000003
657,Colombia,1971,0.23946497799999997
658,Ecuador,1971,0.051236929
659,Peru,1971,0.20883252100000002
660,Trinidad & Tobago,1971,0.09508835299999999
661,Venezuela,1971,0.45963035011167014
662,Central America,1971,0.21056299985688953
663,Other Caribbean,1971,0.9999740250054653
664,Other South America,1971,0.13492233023327058
665,Total S. & Cent. America,1971,4.815167142207295
666,,1971,
667,Austria,1971,0.43058529400000006
668,Belgium,1971,1.1430231870000003
669,Bulgaria,1971,0.41986484100000004
670,Croatia,1971,
671,Cyprus,1971,0.034374652000000006
672,Czech Republic,1971,0.32630295400000003
673,Denmark,1971,0.7662458240000001
674,Estonia,1971,
675,Finland,1971,0.47310804200000006
676,France,1971,4.380294922
677,Germany,1971,6.165114354
678,Greece,1971,0.31484660400000003
679,Hungary,1971,0.284138245
680,Iceland,1971,0.023038918999999998
681,Ireland,1971,0.192575467
682,Italy,1971,3.964934308
683,Latvia,1971,
684,Lithuania,1971,
685,Luxembourg,1971,0.060052555
686,Netherlands,1971,1.5256412110000002
687,North Macedonia,1971,
688,Norway,1971,0.345602885
689,Poland,1971,0.40400924800000004
690,Portugal,1971,0.21933290800999997
691,Romania,1971,0.465443375
692,Slovakia,1971,0.18758914200000001
693,Slovenia,1971,
694,Spain,1971,1.3035958920000001
695,Sweden,1971,1.1549055214774069
696,Switzerland,1971,0.5723264419999999
697,Turkey,1971,0.35564149199999995
698,Ukraine,1971,
699,United Kingdom,1971,4.447029855000001
700,Other Europe,1971,0.473677213326
701,Total Europe,1971,30.433295352813413
702,,1971,
703,Azerbaijan,1971,
704,Belarus,1971,
705,Kazakhstan,1971,
706,Russian Federation,1971,
707,Turkmenistan,1971,
708,USSR,1971,11.085011946560556
709,Uzbekistan,1971,
710,Other CIS,1971,0.0
711,Total CIS,1971,11.085011946560556
712,,1971,
713,Iran,1971,0.5192527019489318
714,Iraq,1971,0.11050122731932632
715,Israel,1971,0.21168768500000001
716,Kuwait,1971,0.202661691
717,Oman,1971,0.05569741
718,Qatar,1971,0.0038861900000000003
719,Saudi Arabia,1971,0.9016430342851318
720,United Arab Emirates,1971,0.00601391
721,Other Middle East,1971,0.28952830782285
722,Total Middle East,1971,2.3008721573762396
723,,1971,
724,Algeria,1971,0.098784181
725,Egypt,1971,0.266680074
726,Morocco,1971,0.085703673
727,South Africa,1971,0.40645848000000007
728,Eastern Africa,1971,0.3594181060209174
729,Middle Africa,1971,0.11359497701489961
730,Western Africa,1971,0.27967926771408447
731,Other Northern Africa,1971,0.09132021943278401
732,Other Southern Africa,1971,0.0013066731634083187
733,Total Africa,1971,1.7029456513460939
734,,1971,
735,Australia,1971,1.099960433
736,Bangladesh,1971,0.029287050000000002
737,China,1971,1.625679653
738,China Hong Kong SAR,1971,0.17368433099999997
739,India,1971,0.875996868
740,Indonesia,1971,0.30219777200000003
741,Japan,1971,9.127223076
742,Malaysia,1971,0.1454519830232558
743,New Zealand,1971,0.177035362
744,Pakistan,1971,0.184415757
745,Philippines,1971,0.35545121
746,Singapore,1971,0.2723461340000001
747,South Korea,1971,0.40004626100000007
748,Sri Lanka,1971,0.03951173343
749,Taiwan,1971,0.31194194000000003
750,Thailand,1971,0.24167654700000005
751,Vietnam,1971,0.22443618473488292
752,Other Asia Pacific,1971,0.1668455629277218
753,Total Asia Pacific,1971,15.75318785811586
754,,1971,
755,Total World,1971,101.53735575640236
756,,1972,
757,Canada,1972,3.3275983279999997
758,Mexico,1972,1.0638471409999999
759,US,1972,33.86325694374766
760,Total North America,1972,38.254702412747655
761,,1972,
762,Argentina,1972,1.0092861060000002
763,Brazil,1972,1.360720473
764,Chile,1972,0.237928776
765,Colombia,1972,0.271538428
766,Ecuador,1972,0.052673585
767,Peru,1972,0.17874800200000004
768,Trinidad & Tobago,1972,0.154337971
769,Venezuela,1972,0.5013099323275515
770,Central America,1972,0.22942543906215773
771,Other Caribbean,1972,1.0709735649073235
772,Other South America,1972,0.15709259845813045
773,Total S. & Cent. America,1972,5.224034875755164
774,,1972,
775,Austria,1972,0.464842347
776,Belgium,1972,1.2365009079999998
777,Bulgaria,1972,0.43662447400000004
778,Croatia,1972,
779,Cyprus,1972,0.038653286
780,Czech Republic,1972,0.357015678
781,Denmark,1972,0.8106893589999999
782,Estonia,1972,
783,Finland,1972,0.503495737
784,France,1972,4.863445764
785,Germany,1972,6.5081391470000005
786,Greece,1972,0.364727585
787,Hungary,1972,0.309576181
788,Iceland,1972,0.024684931999999993
789,Ireland,1972,0.211984108
790,Italy,1972,4.162505854
791,Latvia,1972,
792,Lithuania,1972,
793,Luxembourg,1972,0.06306088000000001
794,Netherlands,1972,1.7019673160000004
795,North Macedonia,1972,
796,Norway,1972,0.361988078
797,Poland,1972,0.4534478880000001
798,Portugal,1972,0.23857381453099996
799,Romania,1972,0.49683079
800,Slovakia,1972,0.20519935100000003
801,Slovenia,1972,
802,Spain,1972,1.3745326740000001
803,Sweden,1972,1.1854263514400762
804,Switzerland,1972,0.5867621730000001
805,Turkey,1972,0.40315117
806,Ukraine,1972,
807,United Kingdom,1972,4.715317776
808,Other Europe,1972,0.492204179142
809,Total Europe,1972,32.57134780111308
810,,1972,
811,Azerbaijan,1972,
812,Belarus,1972,
813,Kazakhstan,1972,
814,Russian Federation,1972,
815,Turkmenistan,1972,
816,USSR,1972,12.022779806331432
817,Uzbekistan,1972,
818,Other CIS,1972,0.0
819,Total CIS,1972,12.022779806331432
820,,1972,
821,Iran,1972,0.5773377141441866
822,Iraq,1972,0.13685446582792984
823,Israel,1972,0.221117376
824,Kuwait,1972,0.220341397
825,Oman,1972,0.06363798
