,region,year,consumption_exajoules
1997,Total Europe,1983,0.0
1998,,1983,
1999,Azerbaijan,1983,
2000,Belarus,1983,
2001,Kazakhstan,1983,
2002,Russian Federation,1983,
2003,Turkmenistan,1983,
2004,USSR,1983,0.0
2005,Uzbekistan,1983,
2006,Other CIS,1983,
2007,Total CIS,1983,0.0
2008,,1983,
2009,Iran,1983,0.0
2010,Iraq,1983,0.0
2011,Israel,1983,0.0
2012,Kuwait,1983,0.0
2013,Oman,1983,0.0
2014,Qatar,1983,0.0
2015,Saudi Arabia,1983,0.0
2016,United Arab Emirates,1983,0.0
2017,Other Middle East,1983,0.0
2018,Total Middle East,1983,0.0
2019,,1983,
2020,Algeria,1983,0.0
2021,Egypt,1983,0.0
2022,Morocco,1983,0.0
2023,South Africa,1983,0.0
2024,Eastern Africa,1983,0.0
2025,Middle Africa,1983,0.0
2026,Western Africa,1983,0.0
2027,Other Northern Africa,1983,0.0
2028,Other Southern Africa,1983,0.0
2029,Total Africa,1983,0.0
2030,,1983,
2031,Australia,1983,0.0
2032,Bangladesh,1983,0.0
2033,China,1983,0.0
2034,China Hong Kong SAR,1983,0.0
2035,India,1983,0.0
2036,Indonesia,1983,0.0
2037,Japan,1983,0.0
2038,Malaysia,1983,0.0
2039,New Zealand,1983,0.0
2040,Pakistan,1983,0.0
2041,Philippines,1983,0.0
2042,Singapore,1983,0.0
2043,South Korea,1983,0.0
2044,Sri Lanka,1983,0.0
2045,Taiwan,1983,0.0
2046,Thailand,1983,0.0
2047,Vietnam,1983,0.0
2048,Other Asia Pacific,1983,0.0
2049,Total Asia Pacific,1983,0.0
2050,,1983,
2051,Total World,1983,3e-05
2052,,1984,
2053,Canada,1984,0.0
2054,Mexico,1984,0.0
2055,US,1984,5.3010101010101016e-05
2056,Total North America,1984,5.3010101010101016e-05
2057,,1984,
2058,Argentina,1984,0.0
2059,Brazil,1984,0.0
2060,Chile,1984,0.0
2061,Colombia,1984,0.0
2062,Ecuador,1984,0.0
2063,Peru,1984,0.0
2064,Trinidad & Tobago,1984,0.0
2065,Venezuela,1984,0.0
2066,Central America,1984,0.0
2067,Other Caribbean,1984,0.0
2068,Other South America,1984,0.0
2069,Total S. & Cent. America,1984,0.0
2070,,1984,
2071,Austria,1984,0.0
2072,Belgium,1984,0.0
2073,Bulgaria,1984,0.0
2074,Croatia,1984,
2075,Cyprus,1984,0.0
2076,Czech Republic,1984,0.0
2077,Denmark,1984,0.0
2078,Estonia,1984,
2079,Finland,1984,0.0
2080,France,1984,0.0
2081,Germany,1984,0.0
2082,Greece,1984,0.0
2083,Hungary,1984,0.0
2084,Iceland,1984,0.0
2085,Ireland,1984,0.0
2086,Italy,1984,0.0
2087,Latvia,1984,
2088,Lithuania,1984,
2089,Luxembourg,1984,0.0
2090,Netherlands,1984,0.0
2091,North Macedonia,1984,
2092,Norway,1984,0.0
2093,Poland,1984,0.0
2094,Portugal,1984,0.0
2095,Romania,1984,0.0
2096,Slovakia,1984,0.0
2097,Slovenia,1984,
2098,Spain,1984,0.0
2099,Sweden,1984,0.0
2100,Switzerland,1984,0.0
2101,Turkey,1984,0.0
2102,Ukraine,1984,
2103,United Kingdom,1984,1.01010101010101e-05
2104,Other Europe,1984,0.0
2105,Total Europe,1984,1.01010101010101e-05
2106,,1984,
2107,Azerbaijan,1984,
2108,Belarus,1984,
2109,Kazakhstan,1984,
2110,Russian Federation,1984,
2111,Turkmenistan,1984,
2112,USSR,1984,0.0
2113,Uzbekistan,1984,
2114,Other CIS,1984,
2115,Total CIS,1984,0.0
2116,,1984,
2117,Iran,1984,0.0
2118,Iraq,1984,0.0
2119,Israel,1984,0.0
2120,Kuwait,1984,0.0
2121,Oman,1984,0.0
2122,Qatar,1984,0.0
2123,Saudi Arabia,1984,0.0
2124,United Arab Emirates,1984,0.0
2125,Other Middle East,1984,0.0
2126,Total Middle East,1984,0.0
2127,,1984,
2128,Algeria,1984,0.0
2129,Egypt,1984,0.0
2130,Morocco,1984,0.0
2131,South Africa,1984,0.0
2132,Eastern Africa,1984,0.0
2133,Middle Africa,1984,0.0
2134,Western Africa,1984,0.0
2135,Other Northern Africa,1984,0.0
2136,Other Southern Africa,1984,0.0
2137,Total Africa,1984,0.0
2138,,1984,
2139,Australia,1984,0.0
2140,Bangladesh,1984,0.0
2141,China,1984,0.0
2142,China Hong Kong SAR,1984,0.0
2143,India,1984,0.0
2144,Indonesia,1984,0.0
2145,Japan,1984,0.0
2146,Malaysia,1984,0.0
2147,New Zealand,1984,0.0
2148,Pakistan,1984,0.0
2149,Philippines,1984,0.0
2150,Singapore,1984,0.0
2151,South Korea,1984,0.0
2152,Sri Lanka,1984,0.0
2153,Taiwan,1984,0.0
2154,Thailand,1984,0.0
2155,Vietnam,1984,0.0
2156,Other Asia Pacific,1984,0.0
2157,Total Asia Pacific,1984,0.0
2158,,1984,
2159,Total World,1984,6.311111111111112e-05
2160,,1985,
2161,Canada,1985,0.0
2162,Mexico,1985,0.0
2163,US,1985,0.00010737373737373739
2164,Total North America,1985,0.00010737373737373739
2165,,1985,
2166,Argentina,1985,0.0
2167,Brazil,1985,0.0
2168,Chile,1985,0.0
2169,Colombia,1985,0.0
2170,Ecuador,1985,0.0
2171,Peru,1985,0.0
2172,Trinidad & Tobago,1985,0.0
2173,Venezuela,1985,0.0
2174,Central America,1985,0.0
2175,Other Caribbean,1985,0.0
2176,Other South America,1985,0.0
2177,Total S. & Cent. America,1985,0.0
2178,,1985,
2179,Austria,1985,0.0
2180,Belgium,1985,0.0
2181,Bulgaria,1985,0.0
2182,Croatia,1985,
2183,Cyprus,1985,0.0
2184,Czech Republic,1985,0.0
2185,Denmark,1985,0.0
2186,Estonia,1985,0.0
2187,Finland,1985,0.0
2188,France,1985,0.0
2189,Germany,1985,0.0
2190,Greece,1985,0.0
2191,Hungary,1985,0.0
2192,Iceland,1985,0.0
2193,Ireland,1985,0.0
2194,Italy,1985,0.0
2195,Latvia,1985,0.0
2196,Lithuania,1985,0.0
2197,Luxembourg,1985,0.0
2198,Netherlands,1985,0.0
2199,North Macedonia,1985,
2200,Norway,1985,0.0
2201,Poland,1985,0.0
2202,Portugal,1985,0.0
2203,Romania,1985,0.0
2204,Slovakia,1985,0.0
2205,Slovenia,1985,
2206,Spain,1985,0.0
2207,Sweden,1985,0.0
2208,Switzerland,1985,0.0
2209,Turkey,1985,0.0
2210,Ukraine,1985,0.0
2211,United Kingdom,1985,1.01010101010101e-05
2212,Other Europe,1985,0.0
2213,Total Europe,1985,1.01010101010101e-05
2214,,1985,
2215,Azerbaijan,1985,0.0
2216,Belarus,1985,0.0
2217,Kazakhstan,1985,0.0
2218,Russian Federation,1985,0.0
2219,Turkmenistan,1985,0.0
2220,USSR,1985,
2221,Uzbekistan,1985,0.0
2222,Other CIS,1985,0.0
2223,Total CIS,1985,0.0
2224,,1985,
2225,Iran,1985,0.0
2226,Iraq,1985,0.0
2227,Israel,1985,0.0
2228,Kuwait,1985,0.0
2229,Oman,1985,0.0
2230,Qatar,1985,0.0
2231,Saudi Arabia,1985,0.0
2232,United Arab Emirates,1985,0.0
2233,Other Middle East,1985,0.0
2234,Total Middle East,1985,0.0
2235,,1985,
2236,Algeria,1985,0.0
2237,Egypt,1985,0.0
2238,Morocco,1985,0.0
2239,South Africa,1985,0.0
2240,Eastern Africa,1985,0.0
2241,Middle Africa,1985,0.0
2242,Western Africa,1985,0.0
2243,Other Northern Africa,1985,0.0
2244,Other Southern Africa,1985,0.0
2245,Total Africa,1985,0.0
2246,,1985,
2247,Australia,1985,0.0
2248,Bangladesh,1985,0.0
2249,China,1985,0.0
2250,China Hong Kong SAR,1985,0.0
2251,India,1985,0.0
2252,Indonesia,1985,0.0
2253,Japan,1985,0.0
2254,Malaysia,1985,0.0
2255,New Zealand,1985,0.0
2256,Pakistan,1985,0.0
2257,Philippines,1985,0.0
2258,Singapore,1985,0.0
2259,South Korea,1985,0.0
2260,Sri Lanka,1985,0.0
2261,Taiwan,1985,0.0
2262,Thailand,1985,0.0
2263,Vietnam,1985,0.0
2264,Other Asia Pacific,1985,0.0
2265,Total Asia Pacific,1985,0.0
2266,,1985,
2267,Total World,1985,0.0001174747474747475
2268,,1986,
2269,Canada,1986,0.0
2270,Mexico,1986,0.0
2271,US,1986,0.00014173737373737375
2272,Total North America,1986,0.00014173737373737375
2273,,1986,
2274,Argentina,1986,0.0
2275,Brazil,1986,0.0
2276,Chile,1986,0.0
2277,Colombia,1986,0.0
2278,Ecuador,1986,0.0
2279,Peru,1986,0.0
2280,Trinidad & Tobago,1986,0.0
2281,Venezuela,1986,0.0
2282,Central America,1986,0.0
2283,Other Caribbean,1986,0.0
2284,Other South America,1986,0.0
2285,Total S. & Cent. America,1986,0.0
2286,,1986,
2287,Austria,1986,0.0
2288,Belgium,1986,0.0
2289,Bulgaria,1986,0.0
2290,Croatia,1986,
2291,Cyprus,1986,0.0
2292,Czech Republic,1986,0.0
2293,Denmark,1986,0.0
2294,Estonia,1986,0.0
2295,Finland,1986,0.0
2296,France,1986,0.0
2297,Germany,1986,0.0
2298,Greece,1986,0.0
2299,Hungary,1986,0.0
2300,Iceland,1986,0.0
2301,Ireland,1986,0.0
2302,Italy,1986,0.0
2303,Latvia,1986,0.0
2304,Lithuania,1986,0.0
2305,Luxembourg,1986,0.0
2306,Netherlands,1986,0.0
2307,North Macedonia,1986,
2308,Norway,1986,0.0
2309,Poland,1986,0.0
2310,Portugal,1986,0.0
2311,Romania,1986,0.0
2312,Slovakia,1986,0.0
2313,Slovenia,1986,
2314,Spain,1986,0.0
2315,Sweden,1986,0.0
2316,Switzerland,1986,0.0
2317,Turkey,1986,0.0
2318,Ukraine,1986,0.0
2319,United Kingdom,1986,1.01010101010101e-05
2320,Other Europe,1986,0.0
2321,Total Europe,1986,1.01010101010101e-05
2322,,1986,
2323,Azerbaijan,1986,0.0
2324,Belarus,1986,0.0
2325,Kazakhstan,1986,0.0
2326,Russian Federation,1986,0.0
2327,Turkmenistan,1986,0.0
2328,USSR,1986,
2329,Uzbekistan,1986,0.0
2330,Other CIS,1986,0.0
2331,Total CIS,1986,0.0
2332,,1986,
2333,Iran,1986,0.0
2334,Iraq,1986,0.0
2335,Israel,1986,0.0
2336,Kuwait,1986,0.0
2337,Oman,1986,0.0
2338,Qatar,1986,0.0
2339,Saudi Arabia,1986,0.0
2340,United Arab Emirates,1986,0.0
2341,Other Middle East,1986,0.0
2342,Total Middle East,1986,0.0
2343,,1986,
2344,Algeria,1986,0.0
2345,Egypt,1986,0.0
2346,Morocco,1986,0.0
2347,South Africa,1986,0.0
2348,Eastern Africa,1986,0.0
2349,Middle Africa,1986,0.0
2350,Western Africa,1986,0.0
2351,Other Northern Africa,1986,0.0
2352,Other Southern Africa,1986,0.0
2353,Total Africa,1986,0.0
2354,,1986,
2355,Australia,1986,0.0
2356,Bangladesh,1986,0.0
2357,China,1986,0.0
2358,China Hong Kong SAR,1986,0.0
2359,India,1986,0.0
2360,Indonesia,1986,0.0
2361,Japan,1986,0.0
2362,Malaysia,1986,0.0
2363,New Zealand,1986,0.0
2364,Pakistan,1986,0.0
2365,Philippines,1986,0.0
2366,Singapore,1986,0.0
2367,South Korea,1986,0.0
2368,Sri Lanka,1986,0.0
2369,Taiwan,1986,0.0
2370,Thailand,1986,0.0
2371,Vietnam,1986,0.0
2372,Other Asia Pacific,1986,0.0
2373,Total Asia Pacific,1986,0.0
2374,,1986,
2375,Total World,1986,0.00015183838383838385
2376,,1987,
2377,Canada,1987,0.0
2378,Mexico,1987,0.0
2379,US,1987,0.00010603030303030303
2380,Total North America,1987,0.00010603030303030303
2381,,1987,
2382,Argentina,1987,0.0
2383,Brazil,1987,0.0
2384,Chile,1987,0.0
2385,Colombia,1987,0.0
2386,Ecuador,1987,0.0
2387,Peru,1987,0.0
2388,Trinidad & Tobago,1987,0.0
2389,Venezuela,1987,0.0
2390,Central America,1987,0.0
2391,Other Caribbean,1987,0.0
2392,Other South America,1987,0.0
2393,Total S. & Cent. America,1987,0.0
2394,,1987,
2395,Austria,1987,0.0
2396,Belgium,1987,0.0
2397,Bulgaria,1987,0.0
2398,Croatia,1987,
2399,Cyprus,1987,0.0
2400,Czech Republic,1987,0.0
2401,Denmark,1987,0.0
2402,Estonia,1987,0.0
2403,Finland,1987,0.0
2404,France,1987,0.0
2405,Germany,1987,0.0
2406,Greece,1987,0.0
2407,Hungary,1987,0.0
2408,Iceland,1987,0.0
2409,Ireland,1987,0.0
2410,Italy,1987,0.0
2411,Latvia,1987,0.0
2412,Lithuania,1987,0.0
2413,Luxembourg,1987,0.0
2414,Netherlands,1987,0.0
2415,North Macedonia,1987,
2416,Norway,1987,0.0
2417,Poland,1987,0.0
2418,Portugal,1987,0.0
2419,Romania,1987,0.0
2420,Slovakia,1987,0.0
2421,Slovenia,1987,
2422,Spain,1987,0.0
2423,Sweden,1987,0.0
2424,Switzerland,1987,0.0
2425,Turkey,1987,0.0
2426,Ukraine,1987,0.0
2427,United Kingdom,1987,0.0
2428,Other Europe,1987,0.0
2429,Total Europe,1987,0.0
2430,,1987,
2431,Azerbaijan,1987,0.0
2432,Belarus,1987,0.0
2433,Kazakhstan,1987,0.0
2434,Russian Federation,1987,0.0
2435,Turkmenistan,1987,0.0
2436,USSR,1987,
2437,Uzbekistan,1987,0.0
2438,Other CIS,1987,0.0
2439,Total CIS,1987,0.0
2440,,1987,
2441,Iran,1987,0.0
2442,Iraq,1987,0.0
2443,Israel,1987,0.0
2444,Kuwait,1987,0.0
2445,Oman,1987,0.0
2446,Qatar,1987,0.0
2447,Saudi Arabia,1987,0.0
2448,United Arab Emirates,1987,0.0
2449,Other Middle East,1987,0.0
2450,Total Middle East,1987,0.0
2451,,1987,
2452,Algeria,1987,0.0
2453,Egypt,1987,0.0
2454,Morocco,1987,0.0
2455,South Africa,1987,0.0
2456,Eastern Africa,1987,0.0
2457,Middle Africa,1987,0.0
2458,Western Africa,1987,0.0
2459,Other Northern Africa,1987,0.0
2460,Other Southern Africa,1987,0.0
2461,Total Africa,1987,0.0
2462,,1987,
2463,Australia,1987,0.0
2464,Bangladesh,1987,0.0
2465,China,1987,0.0
2466,China Hong Kong SAR,1987,0.0
2467,India,1987,0.0
2468,Indonesia,1987,0.0
2469,Japan,1987,0.0
2470,Malaysia,1987,0.0
2471,New Zealand,1987,0.0
2472,Pakistan,1987,0.0
2473,Philippines,1987,0.0
2474,Singapore,1987,0.0
2475,South Korea,1987,0.0
2476,Sri Lanka,1987,0.0
2477,Taiwan,1987,0.0
2478,Thailand,1987,0.0
2479,Vietnam,1987,0.0
2480,Other Asia Pacific,1987,0.0
2481,Total Asia Pacific,1987,0.0
2482,,1987,
2483,Total World,1987,0.00010603030303030303
2484,,1988,
2485,Canada,1988,0.0
2486,Mexico,1988,0.0
2487,US,1988,9.185858585858587e-05
2488,Total North America,1988,9.185858585858587e-05
2489,,1988,
2490,Argentina,1988,0.0
2491,Brazil,1988,0.0
2492,Chile,1988,0.0
2493,Colombia,1988,0.0
2494,Ecuador,1988,0.0
2495,Peru,1988,0.0
2496,Trinidad & Tobago,1988,0.0
2497,Venezuela,1988,0.0
2498,Central America,1988,0.0
2499,Other Caribbean,1988,0.0
2500,Other South America,1988,0.0
2501,Total S. & Cent. America,1988,0.0
2502,,1988,
2503,Austria,1988,0.0
2504,Belgium,1988,0.0
2505,Bulgaria,1988,0.0
2506,Croatia,1988,
2507,Cyprus,1988,0.0
2508,Czech Republic,1988,0.0
2509,Denmark,1988,0.0
2510,Estonia,1988,0.0
2511,Finland,1988,0.0
2512,France,1988,0.0
2513,Germany,1988,0.0
2514,Greece,1988,0.0
2515,Hungary,1988,0.0
2516,Iceland,1988,0.0
2517,Ireland,1988,0.0
2518,Italy,1988,0.0
2519,Latvia,1988,0.0
2520,Lithuania,1988,0.0
2521,Luxembourg,1988,0.0
2522,Netherlands,1988,0.0
2523,North Macedonia,1988,
2524,Norway,1988,0.0
2525,Poland,1988,0.0
2526,Portugal,1988,0.0
2527,Romania,1988,0.0
2528,Slovakia,1988,0.0
2529,Slovenia,1988,
2530,Spain,1988,0.0
2531,Sweden,1988,0.0
2532,Switzerland,1988,0.0
2533,Turkey,1988,0.0
2534,Ukraine,1988,0.0
2535,United Kingdom,1988,1.01010101010101e-05
2536,Other Europe,1988,0.0
2537,Total Europe,1988,1.01010101010101e-05
2538,,1988,
2539,Azerbaijan,1988,0.0
2540,Belarus,1988,0.0
2541,Kazakhstan,1988,0.0
2542,Russian Federation,1988,0.0
2543,Turkmenistan,1988,0.0
2544,USSR,1988,
2545,Uzbekistan,1988,0.0
2546,Other CIS,1988,0.0
2547,Total CIS,1988,0.0
2548,,1988,
2549,Iran,1988,0.0
2550,Iraq,1988,0.0
2551,Israel,1988,0.0
2552,Kuwait,1988,0.0
2553,Oman,1988,0.0
2554,Qatar,1988,0.0
2555,Saudi Arabia,1988,0.0
2556,United Arab Emirates,1988,0.0
2557,Other Middle East,1988,0.0
2558,Total Middle East,1988,0.0
2559,,1988,
2560,Algeria,1988,0.0
2561,Egypt,1988,0.0
2562,Morocco,1988,0.0
2563,South Africa,1988,0.0
2564,Eastern Africa,1988,0.0
2565,Middle Africa,1988,0.0
2566,Western Africa,1988,0.0
2567,Other Northern Africa,1988,0.0
2568,Other Southern Africa,1988,0.0
2569,Total Africa,1988,0.0
2570,,1988,
2571,Australia,1988,0.0
2572,Bangladesh,1988,0.0
2573,China,1988,0.0
2574,China Hong Kong SAR,1988,0.0
2575,India,1988,0.0
2576,Indonesia,1988,0.0
2577,Japan,1988,0.0
2578,Malaysia,1988,0.0
2579,New Zealand,1988,0.0
2580,Pakistan,1988,0.0
2581,Philippines,1988,0.0
2582,Singapore,1988,0.0
2583,South Korea,1988,0.0
2584,Sri Lanka,1988,0.0
2585,Taiwan,1988,0.0
2586,Thailand,1988,0.0
2587,Vietnam,1988,0.0
2588,Other Asia Pacific,1988,0.0
2589,Total Asia Pacific,1988,0.0
2590,,1988,
2591,Total World,1988,0.00010195959595959598
2592,,1989,
2593,Canada,1989,0.0
2594,Mexico,1989,0.0
2595,US,1989,0.0025313232323232325
2596,Total North America,1989,0.0025313232323232325
2597,,1989,
2598,Argentina,1989,0.0
2599,Brazil,1989,0.0
2600,Chile,1989,0.0
2601,Colombia,1989,0.0
2602,Ecuador,1989,0.0
2603,Peru,1989,0.0
2604,Trinidad & Tobago,1989,0.0
2605,Venezuela,1989,0.0
2606,Central America,1989,0.0
2607,Other Caribbean,1989,0.0
2608,Other South America,1989,0.0
2609,Total S. & Cent. America,1989,0.0
2610,,1989,
2611,Austria,1989,0.0
2612,Belgium,1989,0.0
2613,Bulgaria,1989,0.0
2614,Croatia,1989,
2615,Cyprus,1989,0.0
2616,Czech Republic,1989,0.0
2617,Denmark,1989,0.0
2618,Estonia,1989,0.0
2619,Finland,1989,0.0
2620,France,1989,0.0
2621,Germany,1989,0.0
2622,Greece,1989,0.0
2623,Hungary,1989,0.0
2624,Iceland,1989,0.0
2625,Ireland,1989,0.0
2626,Italy,1989,2.02020202020202e-05
2627,Latvia,1989,0.0
2628,Lithuania,1989,0.0
2629,Luxembourg,1989,0.0
2630,Netherlands,1989,0.0
2631,North Macedonia,1989,
2632,Norway,1989,0.0
2633,Poland,1989,0.0
2634,Portugal,1989,1.01010101010101e-05
2635,Romania,1989,0.0
2636,Slovakia,1989,0.0
2637,Slovenia,1989,
2638,Spain,1989,6.060606060606061e-05
2639,Sweden,1989,0.0
2640,Switzerland,1989,0.0
2641,Turkey,1989,0.0
2642,Ukraine,1989,0.0
2643,United Kingdom,1989,0.0
2644,Other Europe,1989,0.0
2645,Total Europe,1989,9.090909090909092e-05
2646,,1989,
2647,Azerbaijan,1989,0.0
2648,Belarus,1989,0.0
2649,Kazakhstan,1989,0.0
2650,Russian Federation,1989,0.0
2651,Turkmenistan,1989,0.0
2652,USSR,1989,
2653,Uzbekistan,1989,0.0
2654,Other CIS,1989,0.0
2655,Total CIS,1989,0.0
2656,,1989,
2657,Iran,1989,0.0
2658,Iraq,1989,0.0
2659,Israel,1989,0.0
2660,Kuwait,1989,0.0
2661,Oman,1989,0.0
2662,Qatar,1989,0.0
2663,Saudi Arabia,1989,0.0
2664,United Arab Emirates,1989,0.0
2665,Other Middle East,1989,0.0
2666,Total Middle East,1989,0.0
2667,,1989,
2668,Algeria,1989,0.0
2669,Egypt,1989,0.0
2670,Morocco,1989,0.0
2671,South Africa,1989,0.0
2672,Eastern Africa,1989,0.0
2673,Middle Africa,1989,0.0
2674,Western Africa,1989,0.0
2675,Other Northern Africa,1989,0.0
2676,Other Southern Africa,1989,0.0
2677,Total Africa,1989,0.0
2678,,1989,
2679,Australia,1989,0.0
2680,Bangladesh,1989,0.0
2681,China,1989,0.0
2682,China Hong Kong SAR,1989,0.0
2683,India,1989,0.0
2684,Indonesia,1989,0.0
2685,Japan,1989,0.0
2686,Malaysia,1989,0.0
2687,New Zealand,1989,0.0
2688,Pakistan,1989,0.0
2689,Philippines,1989,0.0
2690,Singapore,1989,0.0
2691,South Korea,1989,0.0
2692,Sri Lanka,1989,0.0
2693,Taiwan,1989,0.0
2694,Thailand,1989,0.0
2695,Vietnam,1989,0.0
2696,Other Asia Pacific,1989,0.0
2697,Total Asia Pacific,1989,0.0
2698,,1989,
2699,Total World,1989,0.0026222323232323232
2700,,1990,
2701,Canada,1990,0.0
2702,Mexico,1990,1e-05
2703,US,1990,0.0037079494949494958
2704,Total North America,1990,0.003717949494949496
2705,,1990,
2706,Argentina,1990,0.0
2707,Brazil,1990,0.0
2708,Chile,1990,0.0
2709,Colombia,1990,0.0
2710,Ecuador,1990,0.0
2711,Peru,1990,0.0
2712,Trinidad & Tobago,1990,0.0
2713,Venezuela,1990,0.0
2714,Central America,1990,0.0
2715,Other Caribbean,1990,0.0
2716,Other South America,1990,0.0
2717,Total S. & Cent. America,1990,0.0
2718,,1990,
2719,Austria,1990,0.0
2720,Belgium,1990,0.0
2721,Bulgaria,1990,0.0
2722,Croatia,1990,0.0
2723,Cyprus,1990,0.0
2724,Czech Republic,1990,0.0
2725,Denmark,1990,0.0
2726,Estonia,1990,0.0
2727,Finland,1990,5e-06
2728,France,1990,0.0
2729,Germany,1990,1e-05
2730,Greece,1990,0.0
2731,Hungary,1990,0.0
2732,Iceland,1990,0.0
2733,Ireland,1990,0.0
2734,Italy,1990,4e-05
2735,Latvia,1990,0.0
2736,Lithuania,1990,0.0
2737,Luxembourg,1990,0.0
2738,Netherlands,1990,0.0
2739,North Macedonia,1990,0.0
2740,Norway,1990,0.0
2741,Poland,1990,0.0
2742,Portugal,1990,0.0
2743,Romania,1990,0.0
2744,Slovakia,1990,0.0
2745,Slovenia,1990,0.0
2746,Spain,1990,6e-05
2747,Sweden,1990,0.0
2748,Switzerland,1990,1e-05
2749,Turkey,1990,0.0
2750,Ukraine,1990,0.0
2751,United Kingdom,1990,0.0
2752,Other Europe,1990,0.0
2753,Total Europe,1990,0.000125
2754,,1990,
2755,Azerbaijan,1990,0.0
2756,Belarus,1990,0.0
2757,Kazakhstan,1990,0.0
2758,Russian Federation,1990,0.0
2759,Turkmenistan,1990,0.0
2760,USSR,1990,
2761,Uzbekistan,1990,0.0
2762,Other CIS,1990,0.0
2763,Total CIS,1990,0.0
2764,,1990,
2765,Iran,1990,0.0
2766,Iraq,1990,0.0
2767,Israel,1990,0.0
2768,Kuwait,1990,0.0
2769,Oman,1990,0.0
2770,Qatar,1990,0.0
2771,Saudi Arabia,1990,0.0
2772,United Arab Emirates,1990,0.0
2773,Other Middle East,1990,0.0
2774,Total Middle East,1990,0.0
2775,,1990,
2776,Algeria,1990,0.0
2777,Egypt,1990,0.0
2778,Morocco,1990,0.0
2779,South Africa,1990,0.0
2780,Eastern Africa,1990,0.0
2781,Middle Africa,1990,0.0
2782,Western Africa,1990,0.0
2783,Other Northern Africa,1990,0.0
2784,Other Southern Africa,1990,0.0
2785,Total Africa,1990,0.0
2786,,1990,
2787,Australia,1990,0.0
2788,Bangladesh,1990,0.0
2789,China,1990,2e-05
2790,China Hong Kong SAR,1990,0.0
2791,India,1990,0.0
2792,Indonesia,1990,0.0
2793,Japan,1990,1e-05
2794,Malaysia,1990,0.0
2795,New Zealand,1990,0.0
2796,Pakistan,1990,0.0
2797,Philippines,1990,0.0
2798,Singapore,1990,0.0
2799,South Korea,1990,1e-05
2800,Sri Lanka,1990,0.0
2801,Taiwan,1990,0.0
2802,Thailand,1990,0.0
2803,Vietnam,1990,0.0
2804,Other Asia Pacific,1990,0.0
2805,Total Asia Pacific,1990,4e-05
2806,,1990,
2807,Total World,1990,0.0038829494949494956
2808,,1991,
2809,Canada,1991,0.0
2810,Mexico,1991,2e-05
2811,US,1991,0.004782528729674543
2812,Total North America,1991,0.004802528729674543
2813,,1991,
2814,Argentina,1991,0.0
2815,Brazil,1991,0.0
2816,Chile,1991,0.0
2817,Colombia,1991,0.0
2818,Ecuador,1991,0.0
2819,Peru,1991,0.0
2820,Trinidad & Tobago,1991,0.0
2821,Venezuela,1991,0.0
2822,Central America,1991,0.0
2823,Other Caribbean,1991,0.0
2824,Other South America,1991,0.0
2825,Total S. & Cent. America,1991,0.0
2826,,1991,
2827,Austria,1991,0.0
2828,Belgium,1991,0.0
2829,Bulgaria,1991,0.0
2830,Croatia,1991,0.0
2831,Cyprus,1991,0.0
2832,Czech Republic,1991,0.0
2833,Denmark,1991,0.0
2834,Estonia,1991,0.0
2835,Finland,1991,5e-06
2836,France,1991,0.0
2837,Germany,1991,1e-05
2838,Greece,1991,0.0
2839,Hungary,1991,0.0
2840,Iceland,1991,0.0
2841,Ireland,1991,0.0
2842,Italy,1991,5e-05
2843,Latvia,1991,0.0
2844,Lithuania,1991,0.0
2845,Luxembourg,1991,0.0
2846,Netherlands,1991,0.0
2847,North Macedonia,1991,0.0
2848,Norway,1991,0.0
2849,Poland,1991,0.0
2850,Portugal,1991,0.0
2851,Romania,1991,0.0
2852,Slovakia,1991,0.0
2853,Slovenia,1991,0.0
2854,Spain,1991,7.000000000000001e-05
2855,Sweden,1991,0.0
2856,Switzerland,1991,2e-05
2857,Turkey,1991,0.0
2858,Ukraine,1991,0.0
2859,United Kingdom,1991,0.0
2860,Other Europe,1991,0.0
2861,Total Europe,1991,0.000155
2862,,1991,
2863,Azerbaijan,1991,0.0
2864,Belarus,1991,0.0
2865,Kazakhstan,1991,0.0
2866,Russian Federation,1991,0.0
2867,Turkmenistan,1991,0.0
2868,USSR,1991,
2869,Uzbekistan,1991,0.0
2870,Other CIS,1991,0.0
2871,Total CIS,1991,0.0
2872,,1991,
2873,Iran,1991,0.0
2874,Iraq,1991,0.0
2875,Israel,1991,0.0
2876,Kuwait,1991,0.0
2877,Oman,1991,0.0
2878,Qatar,1991,0.0
2879,Saudi Arabia,1991,0.0
2880,United Arab Emirates,1991,0.0
2881,Other Middle East,1991,0.0
2882,Total Middle East,1991,0.0
2883,,1991,
2884,Algeria,1991,0.0
2885,Egypt,1991,0.0
2886,Morocco,1991,0.0
2887,South Africa,1991,0.0
2888,Eastern Africa,1991,0.0
2889,Middle Africa,1991,0.0
2890,Western Africa,1991,0.0
2891,Other Northern Africa,1991,0.0
2892,Other Southern Africa,1991,0.0
2893,Total Africa,1991,0.0
2894,,1991,
2895,Australia,1991,5.450000000000001e-05
2896,Bangladesh,1991,0.0
2897,China,1991,2e-05
2898,China Hong Kong SAR,1991,0.0
2899,India,1991,0.0
2900,Indonesia,1991,0.0
2901,Japan,1991,1e-05
2902,Malaysia,1991,0.0
2903,New Zealand,1991,0.0
2904,Pakistan,1991,0.0
2905,Philippines,1991,0.0
2906,Singapore,1991,0.0
2907,South Korea,1991,1e-05
2908,Sri Lanka,1991,0.0
