country,year,power_usage_per_year_EJ,power_usage_TW
Turkey,1993,2.34,0.074141579
Turkey,1994,2.27,0.071844819
Turkey,1995,2.53,0.080367549
Turkey,1996,2.76,0.087634468
Turkey,1997,2.89,0.091714584
Turkey,1998,2.97,0.094028381
Turkey,1999,2.89,0.09169298
Turkey,2000,3.09,0.098054415
Turkey,2001,2.81,0.089173576
Turkey,2002,3.07,0.097430696
Turkey,2003,3.25,0.10318621
Turkey,2004,3.48,0.110337438
Turkey,2005,3.56,0.112982652
Turkey,2006,3.95,0.125343167
Turkey,2007,4.21,0.133326937
Turkey,2008,4.22,0.133824417
Turkey,2009,4.28,0.135572399
Turkey,2010,4.50,0.14271988
Turkey,2011,4.81,0.152513454
Turkey,2012,5.11,0.161896175
Turkey,2013,5.07,0.16064771
Turkey,2014,5.23,0.165876876
Turkey,2015,5.72,0.181459306
Turkey,2016,6.01,0.190575302
Turkey,2017,6.37,0.202049862
Turkey,2018,6.29,0.199399122
Turkey,2019,6.49,0.205778434
Ukraine,1985,9.99,0.316804043
Ukraine,1986,10.04,0.318279938
Ukraine,1987,10.25,0.325044893
Ukraine,1988,10.26,0.325176898
Ukraine,1989,9.81,0.311178356
Ukraine,1990,11.42,0.361957727
Ukraine,1991,10.57,0.335111036
Ukraine,1992,9.21,0.291997597
Ukraine,1993,7.80,0.247233617
Ukraine,1994,6.59,0.209016175
Ukraine,1995,6.35,0.201420461
Ukraine,1996,6.12,0.193925239
Ukraine,1997,5.77,0.183021809
Ukraine,1998,5.65,0.179058077
Ukraine,1999,5.67,0.179914412
Ukraine,2000,5.69,0.180509371
Ukraine,2001,5.62,0.178121928
Ukraine,2002,5.57,0.176566282
Ukraine,2003,5.70,0.180867253
Ukraine,2004,5.71,0.181027784
Ukraine,2005,5.73,0.181812322
Ukraine,2006,5.81,0.184290268
Ukraine,2007,5.78,0.183197801
Ukraine,2008,5.59,0.177312375
Ukraine,2009,4.75,0.150503809
Ukraine,2010,5.08,0.160999431
Ukraine,2011,5.27,0.167231184
Ukraine,2012,5.14,0.163033815
Ukraine,2013,4.88,0.154641837
Ukraine,2014,4.29,0.135983465
Ukraine,2015,3.55,0.112579117
Ukraine,2016,3.72,0.118007494
Ukraine,2017,3.46,0.109586381
Ukraine,2018,3.54,0.112316027
Ukraine,2019,3.41,0.107968487
United Kingdom,1965,8.33,0.264178136
United Kingdom,1966,8.37,0.265432006
United Kingdom,1967,8.37,0.265485531
United Kingdom,1968,8.67,0.274987133
United Kingdom,1969,8.99,0.28494183
United Kingdom,1970,9.18,0.290907877
United Kingdom,1971,9.01,0.2855345
United Kingdom,1972,9.14,0.289727983
United Kingdom,1973,9.59,0.304153529
United Kingdom,1974,9.11,0.288826539
United Kingdom,1975,8.59,0.272311245
United Kingdom,1976,8.76,0.277862671
United Kingdom,1977,8.93,0.283051912
United Kingdom,1978,8.98,0.284694441
United Kingdom,1979,9.40,0.298019195
United Kingdom,1980,8.56,0.271450195
United Kingdom,1981,8.32,0.263908499
United Kingdom,1982,8.21,0.260438362
United Kingdom,1983,8.25,0.261452402
United Kingdom,1984,8.24,0.26131146
United Kingdom,1985,8.59,0.272381891
United Kingdom,1986,8.83,0.279949841
United Kingdom,1987,8.82,0.279517721
United Kingdom,1988,8.93,0.283185662
United Kingdom,1989,8.94,0.283474443
United Kingdom,1990,9.01,0.285728635
United Kingdom,1991,9.20,0.291732768
United Kingdom,1992,9.14,0.289847642
United Kingdom,1993,9.25,0.293122731
United Kingdom,1994,9.13,0.289568439
United Kingdom,1995,9.16,0.290562068
United Kingdom,1996,9.61,0.304664043
United Kingdom,1997,9.44,0.299317523
United Kingdom,1998,9.54,0.302478008
United Kingdom,1999,9.49,0.300947054
United Kingdom,2000,9.57,0.303518878
United Kingdom,2001,9.68,0.306873552
United Kingdom,2002,9.46,0.299978734
United Kingdom,2003,9.60,0.304231099
United Kingdom,2004,9.65,0.305850632
United Kingdom,2005,9.75,0.309183615
United Kingdom,2006,9.63,0.305404397
United Kingdom,2007,9.35,0.296351357
United Kingdom,2008,9.18,0.290989018
United Kingdom,2009,8.72,0.276569645
United Kingdom,2010,8.94,0.283393423
United Kingdom,2011,8.45,0.267910704
United Kingdom,2012,8.55,0.271198723
United Kingdom,2013,8.51,0.269879077
United Kingdom,2014,8.02,0.254295947
United Kingdom,2015,8.11,0.257152216
United Kingdom,2016,8.01,0.25408975
United Kingdom,2017,7.99,0.25337132
United Kingdom,2018,7.96,0.252518173
United Kingdom,2019,7.84,0.248578383
Europe (other),1965,0.66,0.020954499
Europe (other),1966,0.70,0.022047233
Europe (other),1967,0.71,0.022356928
Europe (other),1968,0.78,0.024603321
Europe (other),1969,0.83,0.026245608
Europe (other),1970,0.91,0.028960936
Europe (other),1971,1.07,0.033859643
Europe (other),1972,1.11,0.035287876
Europe (other),1973,1.17,0.037017248
Europe (other),1974,1.29,0.041017575
Europe (other),1975,1.30,0.041363754
Europe (other),1976,1.39,0.044073653
Europe (other),1977,1.49,0.047260762
Europe (other),1978,1.62,0.051429983
Europe (other),1979,1.76,0.055759247
Europe (other),1980,1.71,0.054244041
Europe (other),1981,1.70,0.053957112
Europe (other),1982,1.77,0.056187649
Europe (other),1983,1.91,0.06058447
Europe (other),1984,1.99,0.063119561
Europe (other),1985,2.54,0.080688352
Europe (other),1986,2.67,0.084652514
Europe (other),1987,2.70,0.085704735
Europe (other),1988,2.79,0.088338245
Europe (other),1989,2.71,0.085777011
Europe (other),1990,1.91,0.06056927
Europe (other),1991,1.68,0.053392353
Europe (other),1992,1.47,0.046693825
Europe (other),1993,1.27,0.040284219
Europe (other),1994,1.09,0.03442513
Europe (other),1995,1.11,0.035301949
Europe (other),1996,1.22,0.038591265
Europe (other),1997,1.31,0.041538719
Europe (other),1998,1.33,0.04218289
Europe (other),1999,1.21,0.038359258
Europe (other),2000,1.30,0.041194734
Europe (other),2001,1.36,0.04299922
Europe (other),2002,1.42,0.045067057
Europe (other),2003,1.50,0.047624296
Europe (other),2004,1.63,0.051715463
Europe (other),2005,1.61,0.051002208
Europe (other),2006,1.65,0.052290647
Europe (other),2007,1.60,0.050774316
Europe (other),2008,1.64,0.051975387
Europe (other),2009,1.66,0.052747152
Europe (other),2010,1.78,0.056333047
Europe (other),2011,1.75,0.0553311
Europe (other),2012,1.64,0.051868048
Europe (other),2013,1.73,0.054821165
Europe (other),2014,1.59,0.05029604
Europe (other),2015,1.69,0.053656315
Europe (other),2016,1.79,0.056899077
Europe (other),2017,1.79,0.056643514
Europe (other),2018,1.89,0.059819916
Europe (other),2019,2.03,0.064228924
Azerbaijan,1985,0.84,0.026766152
Azerbaijan,1986,0.91,0.028815117
Azerbaijan,1987,0.88,0.027923826
Azerbaijan,1988,0.88,0.027947051
Azerbaijan,1989,0.90,0.028499011
Azerbaijan,1990,0.94,0.029677235
Azerbaijan,1991,0.90,0.028512153
Azerbaijan,1992,0.77,0.024414223
Azerbaijan,1993,0.67,0.021162717
Azerbaijan,1994,0.61,0.019450617
Azerbaijan,1995,0.58,0.018290248
Azerbaijan,1996,0.47,0.01499499
Azerbaijan,1997,0.45,0.014354315
Azerbaijan,1998,0.45,0.014406088
Azerbaijan,1999,0.45,0.014351907
Azerbaijan,2000,0.47,0.014983365
Azerbaijan,2001,0.46,0.014444507
Azerbaijan,2002,0.45,0.014261912
Azerbaijan,2003,0.49,0.015427594
Azerbaijan,2004,0.55,0.017494302
Azerbaijan,2005,0.60,0.018965976
Azerbaijan,2006,0.59,0.018661621
Azerbaijan,2007,0.53,0.016881381
Azerbaijan,2008,0.54,0.017045369
Azerbaijan,2009,0.47,0.015059278
Azerbaijan,2010,0.47,0.014853911
Azerbaijan,2011,0.52,0.016524666
Azerbaijan,2012,0.54,0.017025023
Azerbaijan,2013,0.55,0.017504396
Azerbaijan,2014,0.56,0.017851889
Azerbaijan,2015,0.62,0.019517955
Azerbaijan,2016,0.61,0.019329574
Azerbaijan,2017,0.60,0.018962163
Azerbaijan,2018,0.62,0.019511948
Azerbaijan,2019,0.66,0.020790244
Belarus,1985,1.47,0.046574015
Belarus,1986,1.68,0.053170742
Belarus,1987,1.70,0.053944731
Belarus,1988,1.73,0.054719245
Belarus,1989,1.67,0.052922177
Belarus,1990,1.60,0.050743424
Belarus,1991,1.58,0.050195108
Belarus,1992,1.50,0.047490294
Belarus,1993,1.20,0.038034278
Belarus,1994,1.00,0.031694692
Belarus,1995,0.91,0.028757176
Belarus,1996,0.93,0.029486037
Belarus,1997,0.94,0.029781168
Belarus,1998,0.92,0.029143088
Belarus,1999,0.89,0.028367464
Belarus,2000,0.92,0.029151409
Belarus,2001,0.90,0.028417218
Belarus,2002,0.92,0.029263016
Belarus,2003,0.92,0.029132286
Belarus,2004,1.03,0.03281293
Belarus,2005,1.03,0.032695751
Belarus,2006,1.10,0.034729599
Belarus,2007,1.07,0.033913979
Belarus,2008,1.08,0.034313843
Belarus,2009,1.03,0.032530488
Belarus,2010,1.09,0.03454027
Belarus,2011,1.08,0.034345736
Belarus,2012,1.17,0.037111901
Belarus,2013,1.03,0.032728203
Belarus,2014,1.07,0.033789805
Belarus,2015,0.97,0.030703827
Belarus,2016,0.96,0.030539721
Belarus,2017,0.98,0.031164588
Belarus,2018,1.05,0.033239708
Belarus,2019,1.06,0.033532283
Kazakhstan,1985,2.86,0.090752597
Kazakhstan,1986,2.93,0.092841378
Kazakhstan,1987,2.99,0.094915768
Kazakhstan,1988,3.10,0.098355614
Kazakhstan,1989,3.05,0.09681228
Kazakhstan,1990,3.09,0.097944809
Kazakhstan,1991,3.09,0.09784317
Kazakhstan,1992,3.05,0.09658789
Kazakhstan,1993,2.69,0.085235742
Kazakhstan,1994,2.39,0.075875477
Kazakhstan,1995,2.15,0.06816695
Kazakhstan,1996,1.87,0.059339856
Kazakhstan,1997,1.65,0.052321634
Kazakhstan,1998,1.55,0.049297072
Kazakhstan,1999,1.46,0.046325394
Kazakhstan,2000,1.34,0.042562167
Kazakhstan,2001,1.51,0.047911852
Kazakhstan,2002,1.55,0.049043772
Kazakhstan,2003,1.70,0.054020427
Kazakhstan,2004,1.81,0.057298268
Kazakhstan,2005,1.90,0.060178707
Kazakhstan,2006,2.01,0.063614862
Kazakhstan,2007,2.24,0.070875509
Kazakhstan,2008,2.36,0.07476238
Kazakhstan,2009,2.13,0.067592824
Kazakhstan,2010,2.30,0.072870233
Kazakhstan,2011,2.53,0.080257447
Kazakhstan,2012,2.62,0.083176636
Kazakhstan,2013,2.66,0.084203237
Kazakhstan,2014,2.70,0.085447271
Kazakhstan,2015,2.66,0.084390821
Kazakhstan,2016,2.70,0.085731168
Kazakhstan,2017,2.86,0.090587313
Kazakhstan,2018,3.15,0.099950081
Kazakhstan,2019,3.10,0.098281579
Russian Federation,1985,34.27,1.086686493
Russian Federation,1986,34.88,1.105878
Russian Federation,1987,36.02,1.142098109
Russian Federation,1988,36.65,1.162086445
Russian Federation,1989,36.79,1.166411446
Russian Federation,1990,36.14,1.145872594
Russian Federation,1991,35.64,1.130145989
Russian Federation,1992,34.30,1.08759344
Russian Federation,1993,31.97,1.013656948
Russian Federation,1994,29.16,0.924658801
Russian Federation,1995,27.59,0.874830437
Russian Federation,1996,26.56,0.842247242
Russian Federation,1997,25.11,0.796279901
Russian Federation,1998,25.07,0.794800227
Russian Federation,1999,25.38,0.804747352
Russian Federation,2000,25.84,0.819172893
Russian Federation,2001,26.24,0.831990641
Russian Federation,2002,26.14,0.828822161
Russian Federation,2003,26.68,0.846040803
Russian Federation,2004,26.91,0.853119044
Russian Federation,2005,26.88,0.852180512
Russian Federation,2006,28.04,0.889059518
Russian Federation,2007,28.21,0.894397131
Russian Federation,2008,28.34,0.898418167
Russian Federation,2009,26.92,0.853498433
Russian Federation,2010,27.99,0.887575618
Russian Federation,2011,28.92,0.916792177
Russian Federation,2012,28.98,0.918844487
Russian Federation,2013,28.61,0.907022361
Russian Federation,2014,28.71,0.910184634
Russian Federation,2015,28.14,0.892211317
Russian Federation,2016,28.76,0.911844737
Russian Federation,2017,28.87,0.915412213
Russian Federation,2018,30.04,0.952350985
Russian Federation,2019,29.81,0.94499116
Turkmenistan,1985,0.52,0.016333948
Turkmenistan,1986,0.64,0.020329256
Turkmenistan,1987,0.64,0.020223768
Turkmenistan,1988,0.64,0.020360714
Turkmenistan,1989,0.66,0.020920855
Turkmenistan,1990,0.55,0.017336974
Turkmenistan,1991,0.56,0.017804855
Turkmenistan,1992,0.54,0.017003608
Turkmenistan,1993,0.44,0.013958527
Turkmenistan,1994,0.47,0.014890003
Turkmenistan,1995,0.39,0.012256359
Turkmenistan,1996,0.56,0.017852623
Turkmenistan,1997,0.43,0.01367047
Turkmenistan,1998,0.54,0.017022317
Turkmenistan,1999,0.51,0.016248629
Turkmenistan,2000,0.43,0.013676327
Turkmenistan,2001,0.54,0.017262251
Turkmenistan,2002,0.46,0.014560342
Turkmenistan,2003,0.63,0.020102275
Turkmenistan,2004,0.63,0.019906849
Turkmenistan,2005,0.64,0.020157269
Turkmenistan,2006,0.64,0.020369823
Turkmenistan,2007,0.62,0.019765976
Turkmenistan,2008,0.51,0.016214281
Turkmenistan,2009,0.83,0.026435083
Turkmenistan,2010,0.90,0.028485625
Turkmenistan,2011,1.00,0.031616735
Turkmenistan,2012,1.09,0.034466505
Turkmenistan,2013,0.97,0.030617639
Turkmenistan,2014,1.00,0.031735411
Turkmenistan,2015,1.20,0.037988566
Turkmenistan,2016,1.19,0.037613973
Turkmenistan,2017,1.17,0.037221495
Turkmenistan,2018,1.31,0.041669455
Turkmenistan,2019,1.45,0.045887548
USSR,1965,24.85,0.787819013
USSR,1966,26.42,0.837751916
USSR,1967,27.77,0.880593824
USSR,1968,28.81,0.913285329
USSR,1969,30.07,0.953481649
USSR,1970,31.63,1.00299658
USSR,1971,33.19,1.052313217
USSR,1972,34.88,1.106008989
USSR,1973,36.67,1.16277951
USSR,1974,38.70,1.226976515
USSR,1975,40.62,1.287744932
USSR,1976,42.19,1.337805403
USSR,1977,44.08,1.397648983
USSR,1978,45.98,1.457845127
USSR,1979,47.24,1.497769719
USSR,1980,48.29,1.531112557
USSR,1981,49.32,1.563681095
USSR,1982,50.55,1.602874475
USSR,1983,51.62,1.636565933
USSR,1984,53.55,1.69790288
Uzbekistan,1985,1.73,0.054978689
Uzbekistan,1986,1.71,0.054098728
Uzbekistan,1987,1.74,0.055183686
Uzbekistan,1988,1.85,0.058556191
Uzbekistan,1989,1.88,0.059466276
Uzbekistan,1990,1.83,0.057953517
Uzbekistan,1991,1.85,0.058687266
Uzbekistan,1992,1.76,0.055813957
Uzbekistan,1993,1.90,0.060083697
Uzbekistan,1994,1.86,0.059020129
Uzbekistan,1995,1.83,0.057902716
Uzbekistan,1996,1.88,0.05972975
Uzbekistan,1997,1.86,0.059119421
Uzbekistan,1998,1.87,0.059172247
Uzbekistan,1999,2.11,0.066854711
Uzbekistan,2000,2.14,0.067924254
Uzbekistan,2001,2.15,0.068094086
Uzbekistan,2002,2.20,0.069666905
Uzbekistan,2003,2.04,0.064730548
Uzbekistan,2004,2.07,0.065526055
Uzbekistan,2005,2.01,0.063741154
Uzbekistan,2006,1.87,0.059316099
Uzbekistan,2007,1.99,0.062945994
Uzbekistan,2008,1.87,0.059216512
Uzbekistan,2009,1.88,0.059452079
Uzbekistan,2010,1.86,0.059030352
Uzbekistan,2011,1.95,0.061861162
Uzbekistan,2012,1.90,0.0603495
Uzbekistan,2013,1.91,0.060591604
Uzbekistan,2014,1.99,0.062960463
Uzbekistan,2015,1.89,0.059927734
Uzbekistan,2016,1.78,0.056471516
Uzbekistan,2017,1.79,0.056695641
Uzbekistan,2018,1.83,0.057984738
Uzbekistan,2019,1.78,0.056553212
CIS (other),1985,1.40,0.044432828
CIS (other),1986,1.34,0.042367836
CIS (other),1987,1.38,0.04360862
CIS (other),1988,1.52,0.048213667
CIS (other),1989,1.46,0.046166673
CIS (other),1990,1.47,0.046502238
CIS (other),1991,1.22,0.038763469
CIS (other),1992,1.03,0.03277607
CIS (other),1993,0.82,0.026062936
CIS (other),1994,0.69,0.02179423
CIS (other),1995,0.60,0.019046972
CIS (other),1996,0.65,0.020511485
CIS (other),1997,0.61,0.0194065
CIS (other),1998,0.61,0.019308853
CIS (other),1999,0.58,0.01848907
CIS (other),2000,0.56,0.017847491
CIS (other),2001,0.55,0.017511795
CIS (other),2002,0.55,0.017501487
CIS (other),2003,0.58,0.018395666
CIS (other),2004,0.63,0.019832524
CIS (other),2005,0.65,0.020636847
CIS (other),2006,0.66,0.020787643
CIS (other),2007,0.70,0.02229398
CIS (other),2008,0.68,0.021439433
CIS (other),2009,0.65,0.020744198
CIS (other),2010,0.67,0.021096924
CIS (other),2011,0.71,0.022562032
CIS (other),2012,0.74,0.023497359
CIS (other),2013,0.71,0.022366584
CIS (other),2014,0.72,0.022908188
CIS (other),2015,0.72,0.022785834
CIS (other),2016,0.72,0.022949511
CIS (other),2017,0.75,0.023825086
CIS (other),2018,0.81,0.025714566
CIS (other),2019,0.83,0.026445736
Iran,1965,0.36,0.011321607
Iran,1966,0.39,0.01232407
Iran,1967,0.43,0.013539724
Iran,1968,0.47,0.014867796
Iran,1969,0.51,0.016299161
Iran,1970,0.61,0.019189261
Iran,1971,0.66,0.02100113
Iran,1972,0.75,0.023775899
Iran,1973,0.90,0.028431092
Iran,1974,1.01,0.032174639
Iran,1975,1.18,0.037457747
Iran,1976,1.33,0.042103576
Iran,1977,1.51,0.04771753
Iran,1978,1.47,0.046627767
Iran,1979,1.59,0.050319627
Iran,1980,1.47,0.046536586
Iran,1981,1.47,0.046627649
Iran,1982,1.66,0.052617822
Iran,1983,1.97,0.062478425
Iran,1984,2.13,0.067516133
Iran,1985,2.32,0.073686417
Iran,1986,2.18,0.0689866
Iran,1987,2.33,0.07398038
Iran,1988,2.46,0.078151807
Iran,1989,2.70,0.085519104
Iran,1990,3.04,0.09624077
Iran,1991,3.30,0.10447453
Iran,1992,3.62,0.114646968
Iran,1993,3.34,0.105801598
Iran,1994,3.75,0.11883001
Iran,1995,3.97,0.125884678
Iran,1996,4.29,0.136115128
Iran,1997,4.44,0.140764172
Iran,1998,4.59,0.145564054
Iran,1999,4.90,0.155361154
Iran,2000,5.15,0.163230602
Iran,2001,5.43,0.172216354
Iran,2002,5.91,0.187237461
Iran,2003,6.03,0.191320444
Iran,2004,6.62,0.209780053
Iran,2005,7.10,0.224984442
Iran,2006,7.75,0.245840696
Iran,2007,8.30,0.263133223
Iran,2008,8.62,0.273290566
Iran,2009,8.91,0.282402972
Iran,2010,8.94,0.283300108
Iran,2011,9.34,0.296052463
Iran,2012,9.41,0.298364909
Iran,2013,9.85,0.312353573
Iran,2014,10.28,0.325948234
Iran,2015,10.22,0.32399374
Iran,2016,10.79,0.342196157
Iran,2017,11.30,0.358431027
Iran,2018,11.83,0.375118494
Iran,2019,12.34,0.391372798
Iraq,1965,0.07,0.002323394
Iraq,1966,0.08,0.002593117
Iraq,1967,0.08,0.002621225
Iraq,1968,0.09,0.00280235
Iraq,1969,0.10,0.003287861
Iraq,1970,0.13,0.004168499
Iraq,1971,0.14,0.00456995
Iraq,1972,0.17,0.005416343
Iraq,1973,0.17,0.005286326
Iraq,1974,0.16,0.005210998
Iraq,1975,0.18,0.005729659
Iraq,1976,0.23,0.007318853
Iraq,1977,0.24,0.007546058
Iraq,1978,0.23,0.007261342
Iraq,1979,0.29,0.009111888
Iraq,1980,0.34,0.01084748
Iraq,1981,0.34,0.010777926
Iraq,1982,0.36,0.011258057
Iraq,1983,0.39,0.012455704
Iraq,1984,0.43,0.013666039
Iraq,1985,0.51,0.016153424
Iraq,1986,0.57,0.017923477
Iraq,1987,0.68,0.021522111
Iraq,1988,0.79,0.025090972
Iraq,1989,0.89,0.028117924
Iraq,1990,0.82,0.026046861
Iraq,1991,0.55,0.01750588
Iraq,1992,0.87,0.02755554
Iraq,1993,1.18,0.037386873
Iraq,1994,1.35,0.04280631
Iraq,1995,1.33,0.042040278
Iraq,1996,1.38,0.043613227
Iraq,1997,1.61,0.051090997
Iraq,1998,1.13,0.035851087
Iraq,1999,0.85,0.026907771
Iraq,2000,1.08,0.034259884
Iraq,2001,1.22,0.038543036
Iraq,2002,1.15,0.03642228
Iraq,2003,1.06,0.033707461
Iraq,2004,1.13,0.035978152
Iraq,2005,1.09,0.03449269
Iraq,2006,1.11,0.035233333
Iraq,2007,1.18,0.037363286
Iraq,2008,1.22,0.038743157
Iraq,2009,1.36,0.043250256
Iraq,2010,1.45,0.046084807
Iraq,2011,1.54,0.048703015
Iraq,2012,1.63,0.051785364
Iraq,2013,1.76,0.055778396
Iraq,2014,1.68,0.053370526
Iraq,2015,1.68,0.053222587
Iraq,2016,1.94,0.061525312
Iraq,2017,1.91,0.060636194
Iraq,2018,2.00,0.063560907
Iraq,2019,2.23,0.070595105
Israel,1965,0.17,0.005304283
Israel,1966,0.18,0.005553917
Israel,1967,0.18,0.005797737
Israel,1968,0.19,0.00607508
Israel,1969,0.20,0.006333445
Israel,1970,0.21,0.006582549
Israel,1971,0.22,0.006849406
Israel,1972,0.23,0.007146804
Israel,1973,0.24,0.007477764
Israel,1974,0.24,0.007638825
Israel,1975,0.25,0.007869601
Israel,1976,0.26,0.008308366
Israel,1977,0.27,0.008683007
Israel,1978,0.29,0.009254726
Israel,1979,0.32,0.010127683
Israel,1980,0.34,0.01079133
Israel,1981,0.35,0.010979931
Israel,1982,0.36,0.011415245
Israel,1983,0.36,0.011505962
Israel,1984,0.37,0.011671427
Israel,1985,0.36,0.011345438
Israel,1986,0.38,0.011931022
Israel,1987,0.42,0.013208247
Israel,1988,0.45,0.014138341
Israel,1989,0.46,0.014646561
Israel,1990,0.48,0.015186088
Israel,1991,0.50,0.015755714
Israel,1992,0.54,0.017168064
Israel,1993,0.57,0.018185025
Israel,1994,0.63,0.019907255
Israel,1995,0.70,0.022214462
Israel,1996,0.74,0.023384505
Israel,1997,0.72,0.022946285
Israel,1998,0.77,0.024528017
Israel,1999,0.80,0.025498013
Israel,2000,0.84,0.02667524
Israel,2001,0.84,0.026551236
Israel,2002,0.85,0.026952778
Israel,2003,0.87,0.027704345
Israel,2004,0.88,0.028040769
Israel,2005,0.91,0.028951182
Israel,2006,0.91,0.028913478
Israel,2007,0.96,0.030504457
Israel,2008,0.98,0.030988036
Israel,2009,0.94,0.029676369
Israel,2010,0.99,0.031456499
Israel,2011,1.02,0.032199187
Israel,2012,1.06,0.033622881
Israel,2013,0.98,0.031213459
Israel,2014,0.97,0.030681019
Israel,2015,1.02,0.032366596
Israel,2016,1.04,0.032910022
Israel,2017,1.08,0.034397745
Israel,2018,1.09,0.034439614
Israel,2019,1.13,0.035702481
Kuwait,1965,0.29,0.009255367
Kuwait,1966,0.31,0.009695787
Kuwait,1967,0.31,0.009887475
Kuwait,1968,0.33,0.010415332
Kuwait,1969,0.34,0.010686057
Kuwait,1970,0.27,0.008710119
Kuwait,1971,0.27,0.008706991
Kuwait,1972,0.31,0.009682841
Kuwait,1973,0.30,0.009662012
Kuwait,1974,0.29,0.009278092
Kuwait,1975,0.26,0.008339082
Kuwait,1976,0.31,0.009838358
Kuwait,1977,0.32,0.010033177
Kuwait,1978,0.35,0.010983925
Kuwait,1979,0.42,0.013330636
Kuwait,1980,0.32,0.010056599
Kuwait,1981,0.40,0.012736885
Kuwait,1982,0.40,0.012739441
Kuwait,1983,0.44,0.014059908
Kuwait,1984,0.47,0.014987681
Kuwait,1985,0.46,0.014612791
Kuwait,1986,0.52,0.016576358
Kuwait,1987,0.49,0.0154341
Kuwait,1988,0.55,0.017522567
Kuwait,1989,0.60,0.019056016
Kuwait,1990,0.29,0.009037436
Kuwait,1991,0.16,0.005152109
Kuwait,1992,0.30,0.009395116
Kuwait,1993,0.40,0.012669932
Kuwait,1994,0.49,0.015570735
Kuwait,1995,0.61,0.019442014
Kuwait,1996,0.61,0.019252126
Kuwait,1997,0.63,0.020043338
Kuwait,1998,0.77,0.024351893
Kuwait,1999,0.79,0.025112999
Kuwait,2000,0.83,0.026209813
Kuwait,2001,0.84,0.026618284
Kuwait,2002,0.86,0.027112079
Kuwait,2003,1.01,0.031873009
Kuwait,2004,1.13,0.03570677
Kuwait,2005,1.25,0.039532414
Kuwait,2006,1.18,0.037353951
Kuwait,2007,1.14,0.036289237
Kuwait,2008,1.25,0.039474343
Kuwait,2009,1.30,0.041235548
Kuwait,2010,1.41,0.044714033
Kuwait,2011,1.42,0.044867155
Kuwait,2012,1.57,0.049849301
Kuwait,2013,1.63,0.05167547
Kuwait,2014,1.49,0.047393876
Kuwait,2015,1.62,0.051431534
Kuwait,2016,1.69,0.053438983
Kuwait,2017,1.58,0.050015734
Kuwait,2018,1.57,0.049839029
Kuwait,2019,1.64,0.051921518
Oman,1965,0.02,0.000604026
Oman,1966,0.02,0.000630089
Oman,1967,0.02,0.000657426
Oman,1968,0.02,0.000687456
Oman,1969,0.02,0.000716112
Oman,1970,0.02,0.000748936
Oman,1971,0.06,0.001765929
Oman,1972,0.06,0.002017691
Oman,1973,0.06,0.001755019
Oman,1974,0.05,0.001612568
Oman,1975,0.05,0.001472952
Oman,1976,0.05,0.001695721
Oman,1977,0.05,0.001633602
Oman,1978,0.06,0.001899574
Oman,1979,0.07,0.002188447
Oman,1980,0.06,0.001947056
Oman,1981,0.06,0.00205773
Oman,1982,0.09,0.002725904
Oman,1983,0.08,0.002551056
Oman,1984,0.12,0.003708844
Oman,1985,0.12,0.003831822
Oman,1986,0.11,0.003590819
Oman,1987,0.13,0.004044605
Oman,1988,0.12,0.003925196
Oman,1989,0.14,0.004453757
Oman,1990,0.18,0.005577374
Oman,1991,0.23,0.007404112
Oman,1992,0.22,0.00713276
Oman,1993,0.22,0.006829957
Oman,1994,0.20,0.006487824
Oman,1995,0.24,0.007521837
Oman,1996,0.24,0.007736865
Oman,1997,0.25,0.007957055
Oman,1998,0.26,0.008177859
Oman,1999,0.30,0.009414508
Oman,2000,0.41,0.013072184
Oman,2001,0.46,0.014437181
Oman,2002,0.50,0.015711022
Oman,2003,0.51,0.016274189
Oman,2004,0.48,0.015117109
Oman,2005,0.57,0.018185643
Oman,2006,0.63,0.019868052
Oman,2007,0.62,0.019808538
Oman,2008,0.73,0.023259887
Oman,2009,0.73,0.023303076
Oman,2010,0.86,0.027379538
Oman,2011,0.94,0.029910875
Oman,2012,1.03,0.032516975
Oman,2013,1.15,0.036335394
Oman,2014,1.14,0.036173718
Oman,2015,1.21,0.038215411
Oman,2016,1.21,0.038358951
Oman,2017,1.34,0.042576604
Oman,2018,1.49,0.047128284
Oman,2019,1.51,0.048001761
Qatar,1965,0.01,0.000161062
Qatar,1966,0.01,0.00016216
Qatar,1967,0.01,0.00023232
Qatar,1968,0.02,0.000735017
Qatar,1969,0.04,0.001154949
Qatar,1970,0.04,0.001315551
Qatar,1971,0.04,0.001310478
Qatar,1972,0.05,0.001449695
Qatar,1973,0.06,0.002056933
Qatar,1974,0.06,0.0017934
Qatar,1975,0.08,0.00267607
Qatar,1976,0.05,0.001718976
Qatar,1977,0.08,0.00239504
Qatar,1978,0.07,0.002297478
Qatar,1979,0.18,0.005748822
Qatar,1980,0.21,0.006573761
Qatar,1981,0.19,0.006168902
Qatar,1982,0.24,0.007458662
Qatar,1983,0.25,0.007816092
Qatar,1984,0.28,0.008839994
Qatar,1985,0.28,0.008990366
Qatar,1986,0.31,0.009837023
Qatar,1987,0.31,0.009808714
Qatar,1988,0.29,0.009036335
Qatar,1989,0.30,0.009655524
Qatar,1990,0.31,0.009849882
Qatar,1991,0.35,0.011104647
Qatar,1992,0.54,0.017085154
Qatar,1993,0.57,0.018160791
Qatar,1994,0.58,0.018308982
Qatar,1995,0.58,0.018422009
