Data export,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,1986,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Baseline
AFR,0,667.5,50,60,0,123.2,8.3,8.3,1.1,1.3,2.1,2.6,1.1,0.9,9.3,0.8,0.8,0.8,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,,2
AP,0,2743,39.2,1642.9,2286.9,1052.1,1427.5,409.6,288.1,180.8,111.8,61.6,27.2,37.5,26.9,-7.8,20.5,19.6,19.5,4,0,0,0,0,0,0,0,0,-0.8,-0.1,-0.2,-0.1,,2372.7
EE,,353,315.3,265.3,51.5,10,28.7,40.7,34.9,75.7,28.2,21.3,27.4,-0.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,312.1
LAC,190.7,1.4,4.5,6.5,10.8,53.7,206,145.9,27.4,81.4,9.3,13.5,84.7,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEO,,634.8,44.9,40.7,100.2,154,109.4,39.8,-0.2,-1.1,0,0,0,-0.1,1,-3,-1441,-2.8,-0.3,-6.8,-6.2,-1.9,-3.1,-44.7,-36.5,-36.7,-35.5,-14.1,-16.8,-16,-11.9,-37.4,,634.5
