Data export,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,1986,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Baseline
AFR,10.1,168.8,145,60.2,105.3,202.5,294.6,244.9,364.2,459.2,515.6,522,502.8,496,693,626.1,738,807.2,1049.3,1478.9,1564.7,2185.66,2239.6,2161.11,2322.43,1771.6,1652.44,1528.34,1376.18,1345.06,1220.39,1159.08,,2213.81
AP,3,3083.2,240.2,2817.3,3466.9,6382.5,5913.6,8623.5,7736.5,8664.1,7818.7,11275.3,12463.1,12784.3,13288,15673.5,17212,18343.5,23504.8,26609.1,25574.6,28665.49,30920.13,31368.94,32590.83,24760.93,25340.62,21376.97,21410.58,21182.63,20632.84,20213.64,,34810.02
EE,,1349.1,505.6,395,320.3,269.6,244.1,289.3,309.6,370.7,349.5,400.8,397.4,1045.9,1131.3,913.9,889,663.8,977.5,1158.5,1252.3,1058.39,867.7,993.91,808.91,643.81,586.24,409.27,347.52,310.48,325.56,315.34,,4261
LAC,8.1,512.7,429.6,299.4,741.3,780.1,866.1,1034.6,952.8,1172.4,1296.8,1978.6,3210.2,2568.4,1925.7,1986.9,2943,2783.7,3124.3,3721.1,3356.2,3686.46,3778.51,3454.85,4105.67,2872.21,2746.08,2482.69,2079.14,1942.1,1635.87,1517.03,0.01,0.3
WEO,2.2,9221.9,3316.4,3396.1,9979.3,11673.2,17728.6,22809.4,19844.2,19657.7,23579.4,23065.8,21687,18963.7,18786.1,11572.2,9147.8,9509.1,8937.7,9114.7,9479,5481,3094.53,2929.72,1914.33,1950.98,1572.39,601.87,515.31,407.8,430.99,251.8,,26079.37
