Data export,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,1986,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AFR,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EE,,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LAC,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEO,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0,0,-1.1,-1.1,2.7,-0.6,-0.8,-0.5,0,-0.9,0.1,-0.1,-0.5,-6.2,-5,-10.3,-0.7,
